N	2gram	Bakhtin_Pr_4	Stilisti
413	высказывания по	1	1
414	после первого	1	1
415	и отстоявшихся	1	1
416	пространство и	1	1
417	их слова	1	1
418	явлений нет	1	1
419	себе что	2	1
420	того же	3	1
421	в каждой	1	1
422	той роли	1	1
423	которые оно	1	1
424	иное отношение	1	1
425	это возможно	1	1
426	слово на	1	1
427	смысловая граница	1	1
428	не был	1	1
429	там и	2	1
430	одним словом	1	1
431	но как	1	1
432	и другие	3	1
433	в сторону	1	1
434	если в	2	1
435	в общем	2	1
436	в новом	1	1
437	слову в	2	1
438	на речь	1	1
439	ведь мы	2	1
440	друга и	3	1
441	самая социальная	1	1
442	к сожалению	1	1
443	в собственном	1	1
444	там где	2	1
445	речи именно	1	1
446	притом так	1	1
447	в одной	2	1
448	для создания	1	1
449	в своем	3	1
450	может обойтись	1	1
451	внутренняя жизнь	1	1
452	как нам	2	1
453	и различные	2	1
454	однако не	1	1
455	кроме того	4	1
456	и есть	1	1
457	такое слово	4	1
458	и слова	2	1
459	когда он	2	1
460	героев достоевского	3	1
461	не являются	1	1
462	и художественного	1	1
463	более или	3	1
464	себе не	1	1
465	увидим что	2	1
466	от этого	2	1
467	со своей	1	1
468	сливается с	1	1
469	тон но	1	1
470	самым существенным	1	1
471	свой голос	1	1
472	независимости и	2	1
473	из этих	3	1
474	что так	2	1
475	отчасти и	2	1
476	еще один	1	1
477	и отношения	1	1
478	с их	1	1
479	чужое слово	40	1
480	только один	1	1
481	имеем в	3	1
482	и резко	2	1
483	из общей	1	1
484	в наших	1	1
485	в конкретном	2	1
486	все они	1	1
487	и если	1	1
488	в первых	2	1
489	время и	2	1
490	только себя	1	1
491	нельзя непосредственно	1	1
492	он не	4	1
493	одному из	1	1
494	говорили в	1	1
495	с новым	1	1
496	первой части	1	1
497	или иному	1	1
498	он должен	1	1
499	в художественном	2	1
500	пределах одного	6	1
501	к одному	6	1
502	не как	3	1
503	в силу	1	1
504	широком смысле	2	1
505	что может	1	1
506	на этом	3	1
507	на то	3	1
508	с сознанием	1	1
509	с соответствующим	1	1
510	в другом	2	1
511	характер в	1	1
512	в каком-нибудь	1	1
513	в гостиной	1	1
514	на все	2	1
515	начал он	1	1
516	речью и	1	1
517	звучат в	1	1
518	понять его	1	1
519	не совпадает	1	1
520	должен был	1	1
521	литературном произведении	1	1
522	вся внутренняя	1	1
523	человека на	1	1
524	он является	1	1
525	в плоскость	1	1
526	благодаря которой	1	1
527	отражается в	1	1
528	характер и	1	1
529	произведении но	2	1
530	иногда в	1	1
531	и тогда	1	1
532	или менее	3	1
533	в еще	1	1
534	бы на	1	1
535	нет вы	1	1
536	превращались в	1	1
537	жизнь не	2	1
538	в эпохи	1	1
539	затем и	1	1
540	нами два	2	1
541	мы замечаем	1	1
542	это только	1	1
543	установка на	3	1
544	по сравнению	1	1
545	и благодаря	1	1
546	одним и	1	1
547	их вообще	1	1
548	мысли и	2	1
549	мы теперь	1	1
550	значение для	3	1
551	возможный ответ	1	1
552	и жизнь	2	1
553	поэтому в	1	1
554	строить свою	1	1
555	в прямом	1	1
556	обращение к	1	1
557	превратиться в	1	1
558	даже к	2	1
559	том же	4	1
560	в устах	1	1
561	из одного	2	1
562	зрения и	2	1
563	по себе	7	1
564	даже в	1	1
565	человека но	1	1
566	заставляет его	1	1
567	речи которую	1	1
568	и вся	1	1
569	в одно	2	1
570	из слов	1	1
571	раз и	4	1
572	этих трех	2	1
573	не менее	2	1
574	суждения о	1	1
575	но они	1	1
576	и роль	1	1
577	она не	3	1
578	и время	4	1
579	с теми	1	1
580	этими двумя	1	1
581	эта форма	1	1
582	тогда когда	1	1
583	того как	2	1
584	одна из	2	1
585	на два	3	1
586	так чтобы	3	1
587	эта внутренняя	1	1
588	чтобы стать	1	1
589	лицо на	1	1
590	иметь в	1	1
591	здесь нас	1	1
592	иной оттенок	1	1
593	словом но	1	1
594	заложенные уже	1	1
595	следовательно и	2	1
596	нами отрывок	1	1
597	и всегда	1	1
598	в самой	5	1
599	и весь	1	1
600	композиционное размещение	1	1
601	вне его	2	1
602	все явления	1	1
603	к какому-нибудь	1	1
604	правда мы	1	1
605	соответствующие ей	1	1
606	для осуществления	1	1
607	тон и	3	1
608	высказыванием и	1	1
609	на самой	3	1
610	и оценки	1	1
611	в стиле	2	1
612	есть к	1	1
613	языка в	2	1
614	интонации и	1	1
615	выпадает из	2	1
616	но там	1	1
617	не могут	3	1
618	и другой	1	1
619	это конечно	1	1
620	должны быть	1	1
621	одну и	1	1
622	для его	1	1
623	как стремление	1	1
624	второй голос	4	1
625	все еще	1	1
626	что при	1	1
627	если же	5	1
628	и благородство	1	1
629	почти на	1	1
630	речь не	1	1
631	авторской речи	2	1
632	что для	1	1
633	и о	3	1
634	а затем	1	1
635	сдвигов в	1	1
636	вне этого	1	1
637	и сами	1	1
638	и автор	1	1
639	без всякого	2	1
640	его художественного	1	1
641	это позволяет	1	1
642	за пределами	1	1
643	в произведении	2	1
644	лучше сказать	1	1
645	и характер	1	1
646	своей речи	1	1
647	мы наблюдаем	1	1
648	еще лучше	1	1
649	людей он	1	1
650	но зато	1	1
651	поэтому мы	1	1
652	и ту	1	1
653	с самим	5	1
654	здесь нет	3	1
655	в себя	4	1
656	или на	1	1
657	же эти	1	1
658	речь как	1	1
659	еще в	1	1
660	и принцип	1	1
661	в которые	2	1
662	в скрытой	5	1
663	является в	1	1
664	этой жизни	1	1
665	ему приходится	1	1
666	но иногда	1	1
667	наконец третья	1	1
668	для этого	2	1
669	по мере	4	1
670	с человеком	1	1
671	даже не	1	1
672	лишь то	1	1
673	скрещение и	1	1
674	наконец он	1	1
675	каждый раз	1	1
676	простой кусок	2	1
677	слова из	1	1
678	мы убедимся	1	1
679	определенным образом	1	1
680	никак не	3	1
681	и что	3	1
682	к действительности	1	1
683	у достоевского	16	1
684	все его	1	1
685	может не	1	1
686	знает что	1	1
687	и во	3	1
688	за свое	1	1
689	на всех	1	1
690	и лишь	1	1
691	слово может	4	1
692	всего на	1	1
693	воздействия на	1	1
694	и смысловой	1	1
695	зрения того	1	1
696	других людей	1	1
697	смысле не	1	1
698	являются в	1	1
699	между тем	2	1
700	высказывания на	1	1
701	представим себе	2	1
702	это сделать	1	1
703	или иными	1	1
704	отметить что	1	1
705	речи героя	2	1
706	и порядок	1	1
707	в каких	1	1
708	в литературе	1	1
709	нами случай	1	1
710	говорить не	1	1
711	может до	1	1
712	с каждым	1	1
713	прозаической речи	1	1
714	принимает форму	1	1
715	ему и	1	1
716	он уже	2	1
717	между этими	3	1
718	в интонации	1	1
719	двух точек	2	1
720	в эти	1	1
721	же он	2	1
722	наших целей	2	1
723	так что	2	1
724	же и	4	1
725	первостепенное значение	3	1
726	есть в	6	1
727	неразрывно связано	1	1
728	в большинстве	9	1
729	и типов	1	1
730	своим собственным	1	1
731	языка как	1	1
732	его с	1	1
733	следует за	1	1
734	речь в	2	1
735	большинстве случаев	8	1
736	особый тип	1	1
737	на площади	5	1
738	по отношению	5	1
739	и социально	1	1
740	и соответствующего	1	1
741	их как	2	1
742	на своего	1	1
743	с предметным	1	1
744	ни в	6	1
745	могло бы	2	1
746	в диалоге	3	1
747	вовсе не	9	1
748	ее не	1	1
749	не о	1	1
750	друг друга	6	1
751	у него	5	1
752	то у	1	1
753	превращается в	4	1
754	его личность	1	1
755	что могло	1	1
756	в другой	1	1
757	слово также	1	1
758	со стороны	1	1
759	мы это	1	1
760	и сознание	1	1
761	до сих	8	1
762	с другой	3	1
763	за пределы	5	1
764	здесь в	2	1
765	все равно	2	1
766	и самая	1	1
767	приведенный нами	1	1
768	по всей	1	1
769	людей которые	1	1
770	ничем не	1	1
771	на этот	2	1
772	его как	2	1
773	они как	1	1
774	из героев	1	1
775	воспринимаются как	1	1
776	социального коллектива	1	1
777	здесь только	2	1
778	в речи	3	1
779	может иметь	1	1
780	именно поэтому	1	1
781	слова то	3	1
782	т.п если	1	1
783	такой как	4	1
784	только его	1	1
785	речью а	1	1
786	и одновременно	2	1
787	роли которую	1	1
788	сравнению с	1	1
789	этих явлений	2	1
790	и соответствующие	1	1
791	бы здесь	1	1
792	стилистической обработки	1	1
793	наконец мы	1	1
794	как к	1	1
795	отношения не	1	1
796	включено в	1	1
797	еще раз	1	1
798	здесь таким	1	1
799	благодаря этому	1	1
800	именно в	1	1
801	не будем	1	1
802	является как	1	1
803	как раз	7	1
804	размещает их	1	1
805	виду что	1	1
806	наше понимание	1	1
807	сознании и	2	1
808	оглядывается на	2	1
809	в более	1	1
810	наших последующих	1	1
811	то будет	2	1
812	для выражения	1	1
813	не имея	1	1
814	всегда будет	1	1
815	совершается в	1	1
816	что я	6	1
817	ее но	1	1
818	взаимоотношение этих	1	1
819	остается тем	1	1
820	всем этим	1	1
821	на одном	1	1
822	сознания и	2	1
823	в результате	2	1
824	мира и	1	1
825	о котором	2	1
826	что в	4	1
827	человеку который	1	1
828	нами типов	1	1
829	вот это	1	1
830	увидим дальше	1	1
831	еще более	3	1
832	здесь даже	1	1
833	к лицу	1	1
834	слово в	6	1
835	но если	3	1
836	наконец не	1	1
837	в романе	6	1
838	для определенной	1	1
839	пожалуй самым	1	1
840	другой стороны	3	1
841	была бы	1	1
842	своего предмета	1	1
843	от всех	1	1
844	совершенно не	4	1
845	нет но	2	1
846	в последнем	1	1
847	отношению к	5	1
848	тождества между	1	1
849	которая уже	1	1
850	на ту	1	1
851	слове разнонаправленных	1	1
852	свой характер	1	1
853	только одного	1	1
854	слово только	1	1
855	в таком	1	1
856	все что	2	1
857	социального положения	1	1
858	и начнем	1	1
