N	2gram	Bakhtin_fo_1	Problema
209	то более	1	3
210	которые как	1	3
211	если не	1	3
212	в связи	5	3
213	нет ничего	4	3
214	независимо от	1	3
215	из которых	1	3
216	это произведение	1	3
217	и более	1	3
218	что мы	2	3
219	в условиях	7	3
220	между прочим	1	3
221	это уже	1	3
222	слова но	1	3
223	или другой	1	3
224	и как	10	3
225	мы должны	2	3
226	все они	1	3
227	совершенно не	2	3
228	является и	1	3
229	что в	5	3
230	и то	4	2
231	по преимуществу	3	2
232	в которой	2	2
233	обходится без	1	2
234	функции в	1	2
235	время как	5	2
236	не вполне	1	2
237	и он	1	2
238	значительной мере	1	2
239	нет в	2	2
240	между собой	4	2
241	в чем	2	2
242	совершенно ясно	1	2
243	нет и	2	2
244	сама по	1	2
245	оказывается здесь	1	2
246	является только	1	2
247	что во	1	2
248	стороны и	2	2
249	все же	6	2
250	не являются	2	2
251	видим и	1	2
252	человеческая жизнь	1	2
253	со своей	3	2
254	что это	1	2
255	тому же	2	2
256	он не	5	2
257	не к	2	2
258	в корне	1	2
259	с ее	6	2
260	новое и	2	2
261	как они	1	2
262	и может	2	2
263	у гесиода	3	2
264	на этой	4	2
265	его в	3	2
266	для них	3	2
267	далеко не	2	2
268	между собою	1	2
269	и тогда	1	2
270	в котором	4	2
271	однако этот	1	2
272	то перед	1	2
273	мы находим	2	2
274	но эта	3	2
275	с такою	1	2
276	есть именно	2	2
277	того же	8	2
278	но они	3	2
279	друг друга	3	2
280	дело в	2	2
281	здесь на	4	2
282	как таковых	1	2
283	того чтобы	5	2
284	и по	2	2
285	к ней	2	2
286	во всем	2	2
287	буквальном смысле	2	2
288	существуют в	1	2
289	у гомера	1	2
290	есть только	2	2
291	во все	2	2
292	для его	1	2
293	они и	1	2
294	для себя	7	2
295	и это	4	2
296	приходит к	1	2
297	но по	2	2
298	это будет	1	2
299	здесь также	2	2
300	в совершенно	1	2
301	в пределах	5	2
302	и совершенно	1	2
303	и каждый	1	2
304	можно только	2	2
305	и являются	1	2
306	в значительной	2	2
307	это было	1	2
308	является здесь	1	2
309	с его	9	2
310	в одноименном	1	2
311	тотчас же	1	2
312	в литературе	16	2
313	ни к	3	2
314	тот же	1	2
315	с ними	1	2
316	ряд то	1	2
317	очень много	1	2
318	то он	1	2
319	по этому	1	2
320	со всеми	3	2
321	себя в	1	2
322	только на	3	2
323	об его	1	2
324	является не	1	2
325	никто не	2	2
326	сами по	1	2
327	в конце	9	2
328	то время	4	2
329	этого понятия	1	2
330	в других	9	2
331	о которых	1	2
332	в самом	8	2
333	не обязательно	2	2
334	ряд с	1	2
335	и прежде	2	2
336	говорит о	1	2
337	а наоборот	1	2
338	была бы	2	2
339	в это	2	2
340	поэтому не	1	2
341	к своему	2	2
342	в романах	2	2
343	либо в	1	2
344	находятся в	1	2
345	образ и	1	2
346	в человеческом	1	2
347	этого произведения	2	2
348	действительность в	1	2
349	себе все	1	2
350	здесь конечно	2	2
351	одноименном романе	1	2
352	из себя	1	2
353	еще более	3	2
354	жизни в	8	2
355	с ней	1	2
356	в частности	6	2
357	всех других	1	2
358	можно назвать	2	2
359	и наиболее	1	1
360	новое время	1	1
361	одним из	1	1
362	ряд как	1	1
363	человека и	11	1
364	связана с	1	1
365	ему что	1	1
366	тем же	1	1
367	к другому	2	1
368	и до	5	1
369	у гете	1	1
370	он всегда	1	1
371	ведь и	1	1
372	когда нам	1	1
373	же как	2	1
374	при анализе	1	1
375	вопрос о	2	1
376	единство и	1	1
377	науки и	1	1
378	и совсем	1	1
379	именно к	1	1
380	на себя	2	1
381	мы и	4	1
382	что можно	1	1
383	жизни это	2	1
384	переплетается с	1	1
385	это время	7	1
386	деятелей в	1	1
387	на них	2	1
388	лишенный всякого	1	1
389	не был	1	1
390	время в	6	1
391	и человеческой	1	1
392	или во	1	1
393	а следовательно	1	1
394	друг к	2	1
395	и всего	1	1
396	оно уже	2	1
397	совсем не	2	1
398	и три	1	1
399	мы будем	2	1
400	жить и	1	1
401	в быту	3	1
402	значение и	3	1
403	должны были	1	1
404	отношение к	2	1
405	проявлений той	1	1
406	жизни интересная	1	1
407	значение имеет	1	1
408	эти предметы	1	1
409	мифологического и	1	1
410	его на	2	1
411	это был	1	1
412	разного рода	2	1
413	в единый	1	1
414	могли бы	1	1
415	даже просто	1	1
416	имеет в	2	1
417	вносит в	1	1
418	он на	1	1
419	и объединения	1	1
420	в этот	2	1
421	ни один	1	1
422	в целом	2	1
423	бы не	1	1
424	только два	2	1
425	из этих	1	1
426	его же	1	1
427	и пространства	4	1
428	тоже не	1	1
429	это тот	1	1
430	с их	2	1
431	этот ряд	5	1
432	пространстве но	1	1
433	и те	3	1
434	как он	2	1
435	на то	1	1
436	но на	4	1
437	на площади	4	1
438	с чем	1	1
439	к выводу	1	1
440	все другие	2	1
441	сами эти	1	1
442	и еще	2	1
443	нее и	1	1
444	его от	2	1
445	лишь с	1	1
446	одно и	3	1
447	моменте их	1	1
448	бытовой жизни	4	1
449	связанные с	1	1
450	имеют в	1	1
451	мировой литературе	2	1
452	к другу	2	1
453	и лучше	1	1
454	дело здесь	1	1
455	моменты в	1	1
456	и соответствующие	1	1
457	и золотой	1	1
458	и основные	1	1
459	например с	1	1
460	эти моменты	3	1
461	чаще всего	1	1
462	здесь это	3	1
463	из нее	2	1
464	но уже	1	1
465	рядом с	2	1
466	математическом естествознании	1	1
467	жизни то	2	1
468	он встречает	1	1
469	и уже	3	1
470	вокруг этого	1	1
471	и драмы	1	1
472	или три	1	1
473	жизни но	5	1
474	чем в	2	1
475	должно быть	1	1
476	определяется только	1	1
477	на первый	1	1
478	во время	1	1
479	путях ее	1	1
480	и при	1	1
481	с идеей	1	1
482	в их	6	1
483	из которой	1	1
484	мы говорили	3	1
485	оказывается что	2	1
486	не как	2	1
487	миф о	1	1
488	оно стало	1	1
489	вот эта	1	1
490	лишено всякой	1	1
491	поэтому здесь	3	1
492	совершенно новое	1	1
493	и вот	1	1
494	процессия в	1	1
495	которые в	1	1
496	страха и	1	1
497	времен и	1	1
498	не чисто	1	1
499	взгляд и	1	1
500	в своих	1	1
501	том же	2	1
502	что этот	1	1
503	на всю	1	1
504	необходимо чтобы	2	1
505	вместе со	1	1
506	собой разумеется	2	1
507	раз и	2	1
508	иной раз	1	1
509	быть лишь	1	1
510	человеческого образа	1	1
511	начиная от	2	1
512	было этого	1	1
513	во главе	1	1
514	человек и	2	1
515	самого начала	2	1
516	изображения кроме	1	1
517	здесь прежде	1	1
518	у него	6	1
519	чем не	3	1
520	следовательно и	1	1
521	никогда не	2	1
522	появляются в	1	1
523	одном и	1	1
524	элемент в	1	1
525	ничего не	9	1
526	жизни не	3	1
527	это то	2	1
528	или как	4	1
529	все стороны	1	1
530	это именно	1	1
531	своей природе	1	1
532	по своей	1	1
533	получил бы	1	1
534	и после	1	1
535	это слово	1	1
536	эта категория	1	1
537	достаточно указать	1	1
538	даже самая	1	1
539	исторического процесса	2	1
540	и искусства	1	1
541	входят в	1	1
542	и всевозможные	1	1
543	моменты хотя	1	1
544	в основе	5	1
545	точном смысле	2	1
546	от их	1	1
547	не могут	3	1
548	могут быть	5	1
549	здесь совершенно	2	1
550	моменты жизни	1	1
551	вошли в	1	1
552	форме как	2	1
553	числе и	2	1
554	всего в	1	1
555	что оно	1	1
556	бы он	1	1
557	на очень	1	1
558	в каждом	1	1
559	но к	1	1
560	поставить вопрос	1	1
561	и был	1	1
562	также имеет	1	1
563	звездного неба	1	1
564	что все	2	1
565	свою очередь	1	1
566	и сами	1	1
567	всего этого	2	1
568	на основе	2	1
569	единый и	1	1
570	к какой	1	1
571	и явления	1	1
572	чтобы быть	1	1
573	уже с	1	1
574	с самого	2	1
575	свободу и	1	1
576	есть все	1	1
577	смысле но	2	1
578	на том	1	1
579	этот тип	2	1
580	и сам	1	1
581	в образе	5	1
582	вещи и	1	1
583	связан с	1	1
584	особенно в	1	1
585	xix и	1	1
586	которым и	1	1
587	того и	2	1
588	которая была	1	1
589	поэтому нет	1	1
590	что дело	1	1
591	по сравнению	2	1
592	связанных между	1	1
593	этой жизни	1	1
594	значит в	1	1
595	в эпоху	1	1
596	образ самого	1	1
597	выводу что	1	1
598	нас и	1	1
599	отсюда становится	1	1
600	но здесь	1	1
601	находится в	1	1
602	и здесь	1	1
603	и поэтому	1	1
604	внимание на	1	1
605	типа в	1	1
606	все прочие	1	1
607	в глаза	2	1
608	к простому	1	1
609	все его	3	1
610	единства и	2	1
611	нас в	3	1
612	и своей	1	1
613	места и	1	1
614	в математическом	1	1
615	моментами и	1	1
616	когда оно	1	1
617	природы и	2	1
618	в бытовой	1	1
619	в античной	1	1
620	резко отличается	1	1
621	на отдельные	1	1
622	в каких	1	1
623	того что	2	1
624	происходит в	2	1
625	эти последние	1	1
626	бросается в	1	1
627	быть и	2	1
628	же все	1	1
629	наблюдать и	1	1
630	мы видим	3	1
631	время когда	1	1
632	что даже	1	1
633	не имеющих	1	1
634	поэтому и	3	1
635	для нее	1	1
636	образа в	1	1
637	не происходит	1	1
638	нас здесь	1	1
639	с одной	3	1
640	в эти	1	1
641	и у	5	1
642	ни одного	1	1
643	чем они	1	1
644	символ всего	1	1
645	термин этот	1	1
646	где бы	1	1
647	к содержанию	1	1
648	не связанных	1	1
649	ведь это	1	1
650	дальнейшая жизнь	1	1
651	на одном	1	1
652	он весь	2	1
653	т п	8	1
654	с этими	2	1
655	не о	2	1
656	далек от	1	1
657	или это	1	1
658	мы убедились	1	1
659	часто и	2	1
660	данного места	1	1
661	жизни на	2	1
662	на некоторые	1	1
663	время уже	1	1
664	явления природы	1	1
665	ее на	1	1
666	комментарий к	1	1
667	этого пути	1	1
668	вещей и	1	1
669	с другим	1	1
670	до сих	3	1
671	начинается это	1	1
672	о времени	1	1
673	являются только	1	1
674	бы эти	1	1
675	роста человека	1	1
676	относящихся к	1	1
677	мы еще	3	1
678	и др	9	1
679	героев у	1	1
680	но есть	1	1
681	до конца	4	1
682	и мифологическим	1	1
683	стремится к	1	1
684	и самый	1	1
685	не на	1	1
686	о чем	1	1
687	один час	1	1
688	его чисто	1	1
689	и том	1	1
690	чтобы изменить	1	1
691	эти особенности	2	1
692	а каждый	1	1
693	на фоне	3	1
694	античных типов	1	1
695	своей собственной	3	1
696	пространства и	4	1
697	и прекрасная	1	1
698	более конкретное	1	1
699	весь ее	1	1
700	одной стороны	2	1
701	их то	1	1
702	к жизни	2	1
703	сравнению с	2	1
704	этого типа	5	1
705	она есть	1	1
706	если они	2	1
707	связаны с	3	1
708	нашего анализа	1	1
709	самого себя	1	1
710	других областях	1	1
711	мы сказали	1	1
712	с необходимостью	2	1
713	даются и	1	1
714	слова и	2	1
715	и слышим	1	1
716	и нет	2	1
717	сих пор	3	1
718	и пространстве	1	1
719	ряд в	3	1
720	но для	2	1
721	на одной	1	1
722	на самой	1	1
723	этот образ	2	1
724	судьбы и	4	1
725	в мировой	2	1
726	тип в	1	1
727	есть вся	1	1
728	уже на	2	1
729	в самые	1	1
730	не подлежит	1	1
731	или только	1	1
732	и времени	3	1
733	но отнюдь	1	1
734	к будущему	1	1
735	себя самого	1	1
736	внутреннее содержание	1	1
737	бы в	1	1
738	явления в	2	1
739	и смысл	1	1
740	но зато	1	1
741	его жизнь	1	1
742	образом понятие	1	1
743	как метафору	1	1
744	нам в	1	1
745	становления и	1	1
746	в романе	32	1
747	между ними	3	1
748	и кончая	2	1
749	не знает	3	1
750	равно как	2	1
751	в свою	2	1
752	это просто	1	1
753	бы его	1	1
754	почти нет	1	1
755	борьба и	1	1
756	не говорится	1	1
757	к другим	1	1
758	к этой	1	1
759	каков его	1	1
760	в искусстве	1	1
761	и другие	5	1
762	пространства в	3	1
763	существовать и	1	1
764	нас не	1	1
765	том числе	4	1
766	во власть	1	1
767	гораздо более	1	1
