N	2gram	Losev_Dial_4	Tragedij
333	это должно	2	1
334	чтобы не	1	1
335	мы понимаем	1	1
336	от него	3	1
337	все в	1	1
338	доходит до	1	1
339	достоевского бесы	1	1
340	я вижу	2	1
341	вполне ясно	1	1
342	к личности	1	1
343	все время	1	1
344	и она	1	1
345	хорошо знает	2	1
346	того что	13	1
347	он есть	7	1
348	он стал	1	1
349	мы видим	4	1
350	с ними	4	1
351	что даже	2	1
352	только в	7	1
353	во всем	2	1
354	как нечто	2	1
355	личности она	1	1
356	с одной	1	1
357	именно на	1	1
358	есть в	4	1
359	так можно	1	1
360	и чисто	5	1
361	в понятие	1	1
362	мы отнюдь	1	1
363	в общем	1	1
364	одно из	1	1
365	и их	2	1
366	чтобы она	1	1
367	не для	1	1
368	с этими	1	1
369	ее не	1	1
370	вещи с	2	1
371	и вместе	1	1
372	в особенности	4	1
373	даже не	2	1
374	с другим	1	1
375	именно в	5	1
376	и знает	1	1
377	что не	3	1
378	естественно что	1	1
379	только по	1	1
380	не было	2	1
381	понимаем что	1	1
382	– в	15	1
383	на этот	1	1
384	а не	18	1
385	именно так	2	1
386	его как	2	1
387	не быть	1	1
388	это она	1	1
389	этом случае	1	1
390	в связи	1	1
391	я хочу	1	1
392	ни за	1	1
393	о себе	1	1
394	вместе с	2	1
395	до этого	1	1
396	ко всем	1	1
397	и потому	3	1
398	эта связь	1	1
399	в духе	1	1
400	в человеке	2	1
401	не из	1	1
402	если так	2	1
403	видит в	1	1
404	сравнению с	2	1
405	наряду с	1	1
406	в той	1	1
407	это его	1	1
408	с этой	2	1
409	и от	1	1
410	не является	1	1
411	я знаю	1	1
412	всегда будет	1	1
413	при таком	2	1
414	только теперь	2	1
415	в результате	6	1
416	это как	2	1
417	тот кто	2	1
418	о нем	2	1
419	из себя	1	1
420	бы в	4	1
421	и которое	1	1
422	и совершенно	1	1
423	все события	1	1
424	у которого	1	1
425	конце концов	1	1
426	хотя бы	4	1
427	только что	2	1
428	к ее	1	1
429	еще ничего	2	1
430	гораздо больше	1	1
431	жизни в	1	1
432	о красе	1	1
433	из тех	1	1
434	мы начинаем	2	1
435	совершенно не	3	1
436	в реальный	1	1
437	т е	46	1
438	что под	1	1
439	есть и	3	1
440	в голову	1	1
441	вдруг с	1	1
442	это понятие	3	1
443	и сорвался	1	1
444	во всяком	2	1
