N	2gram	Vinokur_Ku_2	StatiiOP
101	в котором	1	5
102	в которых	2	5
103	этой области	4	5
104	не менее	7	5
105	никогда не	2	5
106	могут быть	4	5
107	думаю что	2	5
108	мне кажется	2	5
109	так как	15	5
110	тем что	3	5
111	и даже	2	5
112	несколько примеров	1	5
113	там где	5	5
114	что мы	6	5
115	все это	5	5
116	не при	1	5
117	была бы	4	5
118	совершенно не	3	5
119	так же	4	5
120	речь идет	2	4
121	как это	5	4
122	это и	3	4
123	в которой	1	4
124	вопрос о	9	4
125	столь же	1	4
126	бы и	4	4
127	что это	7	4
128	на то	4	4
129	что она	3	4
130	по словам	2	4
131	но все	4	4
132	я считаю	1	4
133	но я	1	4
134	и сейчас	2	4
135	случае в	1	4
136	можно ли	4	4
137	дело не	2	4
138	не имеет	4	4
139	же время	3	4
140	это слово	4	4
141	как будто	2	4
142	за что	1	4
143	в ее	1	4
144	языка и	8	4
145	что у	2	4
146	на вопрос	1	4
147	и что	8	4
148	заключается в	2	4
149	этот вопрос	6	4
150	в качестве	8	4
151	же и	2	4
152	мы находим	1	4
153	как раз	3	4
154	не было	4	4
155	в частности	2	4
156	как бы	4	4
157	тем более	1	4
158	или иного	2	4
159	того или	2	4
160	это в	2	4
161	гораздо более	3	4
162	же как	2	3
163	я уже	1	3
164	того же	3	3
165	и без	1	3
166	тем же	2	3
167	должна быть	5	3
168	конечно и	2	3
169	в ней	3	3
170	еще не	5	3
171	он был	1	3
172	в чем	1	3
173	своего рода	4	3
174	но не	6	3
175	не все	3	3
176	ответ на	2	3
177	по отношению	1	3
178	или иное	3	3
179	к сожалению	1	3
180	и я	1	3
181	общего с	1	3
182	с этим	3	3
183	как к	1	3
184	что касается	2	3
185	говорит что	1	3
186	это просто	2	3
187	то в	1	3
188	точку зрения	1	3
189	что так	1	3
190	эпохи и	1	3
191	во многих	1	3
192	ведь и	1	3
193	не значит	1	3
194	же это	1	3
195	в каждом	1	3
196	связанные с	2	3
197	в другом	2	3
198	и с	7	3
199	будто в	1	3
200	лишь в	5	3
201	и тем	5	3
202	даже в	1	3
203	кажется что	1	3
204	ни в	4	3
205	чем в	3	3
206	что не	6	3
207	тому что	1	3
208	что о	1	3
209	в конце	4	3
210	о значении	2	3
211	а на	2	3
212	п в	3	3
213	в каком	4	3
214	обстоятельство что	7	3
215	очень часто	2	3
216	здесь совершенно	1	3
217	должны быть	2	3
218	что оно	3	3
219	должен быть	5	3
220	не хочу	2	3
221	то или	3	3
222	не трудно	1	3
223	об этом	5	3
224	поэтому в	1	3
225	и вообще	2	3
226	внимание на	1	3
227	тем или	1	3
228	которых в	1	3
229	между тем	6	3
230	и только	1	3
231	значит что	1	3
232	но с	1	3
233	в какой	1	3
234	по мнению	1	3
235	в уста	1	3
236	с одной	2	3
237	вопроса о	6	3
238	в виде	1	3
239	ставит себе	2	3
240	в очень	1	3
241	возможно что	1	3
242	а именно	2	3
243	что для	2	3
244	на этот	2	3
245	да и	6	3
246	материал для	2	3
247	с этой	2	3
248	и для	2	3
249	в юбилейном	1	3
250	в результате	4	3
251	или иным	1	3
252	будто бы	2	3
253	того я	1	3
254	ничего общего	1	3
255	отношения к	2	2
256	дело что	1	2
257	е как	1	2
258	мере в	1	2
259	не хочет	2	2
260	не говорю	1	2
261	по его	1	2
262	которыми он	1	2
263	а как	1	2
264	мы имеем	5	2
265	мы не	1	2
266	говорю уже	1	2
267	в сущности	9	2
268	или же	2	2
269	время как	1	2
270	совпадает с	1	2
271	подчеркнуть что	1	2
272	как правило	1	2
273	иных случаях	1	2
274	русского языка	4	2
275	отношение к	1	2
276	идет о	1	2
277	более чем	1	2
278	что как	1	2
279	в своем	2	2
280	есть в	3	2
281	что нет	1	2
282	смысле этого	2	2
283	целый ряд	5	2
284	в каком-то	1	2
285	от этого	2	2
286	в литературном	1	2
287	так или	2	2
288	чуть ли	1	2
289	то обстоятельство	7	2
290	в себе	1	2
291	но он	1	2
292	доказывать что	1	2
293	не могла	1	2
294	в случае	1	2
295	в наших	1	2
296	словарей к	1	2
297	вообще не	1	2
298	при этом	2	2
299	он не	3	2
300	всех этих	3	2
301	он должен	1	2
302	этого вопроса	3	2
303	и более	2	2
304	ни были	3	2
305	свое время	2	2
306	с орфографией	1	2
307	что все	5	2
308	это вовсе	1	2
309	первую очередь	1	2
310	должен был	1	2
311	и творчества	1	2
312	не всегда	2	2
313	и уже	1	2
314	отвращение к	1	2
315	нисколько не	3	2
316	в первую	1	2
317	утверждать будто	1	2
318	никаких оснований	2	2
319	можно найти	1	2
320	академии наук	1	2
321	в такой	1	2
322	далее в	1	2
323	которые в	1	2
324	их в	1	2
325	тем самым	2	2
326	чем но	1	2
327	как можно	2	2
328	что эта	2	2
329	она не	2	2
330	говорить о	4	2
331	ничего не	4	2
332	тем не	6	2
333	убедиться в	1	2
334	только с	1	2
335	что на	4	2
336	такие случаи	3	2
337	не удержался	1	2
338	ли не	2	2
339	области изучения	1	2
340	и такие	1	2
341	и это	3	2
342	что там	1	2
343	без всякого	1	2
344	говорит об	1	2
345	то время	1	2
346	и иные	1	2
347	нужно было	1	2
348	которая была	1	2
349	что от	1	2
350	в эпоху	1	2
351	для этого	3	2
352	только у	1	2
353	а также	3	2
354	этой статьи	1	2
355	ср еще	1	2
356	на точку	1	2
357	и все	2	2
358	а потому	1	2
359	отметить что	1	2
360	крайней мере	6	2
361	не надо	3	2
362	следовало бы	2	2
363	к нему	2	2
364	что здесь	1	2
365	быть и	1	2
366	д и	1	2
367	достаточно для	2	2
368	конечно не	2	2
369	и у	2	2
370	уже в	3	2
371	хочу сказать	1	2
372	свидетельствует о	1	2
373	как более	1	2
374	одно из	1	2
375	могло бы	1	2
376	не для	1	2
377	второй части	1	2
378	у него	3	2
379	в других	1	2
380	хотел бы	1	2
381	даже и	2	2
382	не непременно	1	2
383	или иначе	3	2
384	ср например	3	2
385	представляет собою	1	2
386	еще и	2	2
387	позволяет себе	1	2
388	выше я	1	2
389	превращается в	2	2
390	одной стороны	1	2
391	здесь дело	1	2
392	однако и	2	2
393	по крайней	6	2
394	языка не	2	2
395	впечатление будто	1	2
396	который не	1	2
397	если не	1	2
398	нет никаких	1	2
399	на который	2	2
400	ни на	2	2
401	и потому	2	2
402	этой работы	1	2
403	в иных	2	2
404	находим и	1	2
405	и их	1	2
406	а если	2	2
407	такого рода	1	2
408	по существу	5	2
409	том смысле	1	2
410	этого слова	5	2
411	в свое	2	2
412	не у	1	2
413	этом случае	2	2
414	между прочим	2	2
415	но для	3	2
416	ли в	1	2
417	о котором	2	2
418	и перед	1	2
419	то не	2	2
420	ни одного	1	2
421	зрения в	3	2
422	в этих	1	2
423	е в	1	2
424	что этот	1	2
425	несмотря на	5	2
426	дело с	1	2
427	не знает	3	2
428	в прочих	1	2
429	в своих	2	2
430	в вопросе	1	1
431	литературы а	1	1
432	к произведениям	1	1
433	можно говорить	2	1
434	научного и	1	1
435	чтобы не	2	1
436	по адресу	1	1
437	вмешиваться в	1	1
438	на деле	1	1
439	и есть	2	1
440	не отражается	1	1
441	речи на	2	1
442	отношении я	1	1
443	исходит из	1	1
444	объясняется и	1	1
445	едва ли	1	1
446	в зависимости	4	1
447	удержался от	1	1
448	к нашей	1	1
449	в лучшем	3	1
450	не поставлен	1	1
451	против чего	1	1
452	в каждый	2	1
453	часто повторяющиеся	1	1
454	на тему	1	1
455	почти исключительно	1	1
456	но даже	2	1
457	один пример	1	1
458	что наши	1	1
459	с нашими	1	1
460	зависимости от	5	1
461	эти темы	2	1
462	революции в	1	1
463	это время	1	1
464	от всей	1	1
465	и на	6	1
466	на них	1	1
467	внимание и	2	1
468	это действительно	1	1
469	время в	1	1
470	реагировать на	1	1
471	бы то	1	1
472	с его	1	1
473	отказ от	2	1
474	но как	1	1
475	и никто	1	1
476	знак и	1	1
477	особенно интересный	1	1
478	а только	3	1
479	нет не	1	1
480	тех же	2	1
481	очевидно что	2	1
482	не хотел	1	1
483	следующий случай	1	1
484	нет и	1	1
485	результате этого	2	1
486	они ни	1	1
487	показать что	1	1
488	до его	1	1
489	но лицо	1	1
490	перед нами	4	1
491	кроме того	1	1
492	как вполне	1	1
493	себе совершенно	1	1
494	на анализе	1	1
495	хотя и	4	1
496	что по	1	1
497	и к	1	1
498	стиля и	1	1
499	не очень	1	1
500	значения как	1	1
501	себе как	1	1
502	не приходится	1	1
503	указания на	2	1
504	в им	1	1
505	за это	1	1
506	о более	1	1
507	в нашем	7	1
508	не оставляет	1	1
509	лучшем случае	3	1
510	бесконечного числа	1	1
511	так в	3	1
512	но без	1	1
513	в известном	1	1
514	значение так	1	1
515	вообще а	2	1
516	бы только	1	1
517	и до	2	1
518	другом случае	1	1
519	решение частных	1	1
520	за рамки	2	1
521	чем-то вроде	1	1
522	больше всего	1	1
523	довольно редко	1	1
524	какой-либо смысл	1	1
525	от которого	1	1
526	которая является	1	1
527	в узком	4	1
528	этой книге	3	1
529	не как	2	1
530	дела не	1	1
531	дело именно	1	1
532	в корне	2	1
533	и вот	5	1
534	в английском	1	1
535	равных условиях	1	1
536	какой бы	1	1
537	приходим к	1	1
538	смысле как	1	1
539	действительно так	1	1
540	но дело	1	1
541	значительной степени	1	1
542	котором говорит	1	1
543	том же	1	1
544	в одну	2	1
545	могла бы	2	1
546	самого метода	1	1
547	в школе	1	1
548	том случае	2	1
549	должны будут	1	1
550	в таких	3	1
551	а по	1	1
552	этой традиции	1	1
553	на все	2	1
554	литературного языка	1	1
555	те или	1	1
556	на протяжении	1	1
557	в глазах	2	1
558	е уже	1	1
559	известно что	1	1
560	действительно были	1	1
561	д ср	2	1
562	но их	1	1
563	и дает	1	1
564	она стала	2	1
565	здесь нет	1	1
566	в них	4	1
567	это положение	2	1
568	о которых	3	1
569	такие строчки	2	1
570	верхом и	1	1
571	соответствии с	2	1
572	далеко не	1	1
573	с тем	2	1
574	место и	1	1
575	во внимание	1	1
576	своя функция	1	1
577	и пушкина	1	1
578	только во	1	1
579	п но	2	1
580	материалом для	2	1
581	можно считать	1	1
582	и было	1	1
583	значение как	1	1
584	и некоторые	1	1
585	когда в	2	1
586	что грамматическая	1	1
587	что значит	2	1
588	литература и	2	1
589	на точном	1	1
590	бы на	2	1
591	и при	1	1
592	что такая	1	1
593	а главное	3	1
594	что такое	3	1
595	представить себе	2	1
596	мы приходим	1	1
597	в №	1	1
598	не становится	1	1
599	это только	2	1
600	место в	1	1
601	мы в	2	1
602	еще с	1	1
603	от себя	1	1
604	что я	4	1
605	когда и	1	1
606	значение для	1	1
607	которые должны	1	1
608	несомненно что	1	1
609	вот характерная	1	1
610	и правильное	1	1
611	том чтобы	1	1
612	в прямом	1	1
613	речи в	6	1
614	такова же	1	1
615	том и	1	1
616	данных случаях	1	1
617	однако в	1	1
618	с такими	1	1
619	не должно	2	1
620	быть не	2	1
621	не помешало	1	1
622	бы быть	1	1
623	даже как-то	1	1
624	по себе	10	1
625	и писал	1	1
626	так называемого	1	1
627	слово как	1	1
628	если и	3	1
629	каждого отдельного	1	1
630	таких случаях	2	1
631	знает где	1	1
632	хотелось бы	2	1
633	на котором	1	1
634	тогда когда	1	1
635	одна из	1	1
636	в процессе	3	1
637	со следующими	1	1
638	у редактора	1	1
639	но только	4	1
640	значение этого	1	1
641	же значение	1	1
642	лицам в	1	1
643	казалось бы	3	1
644	заботиться о	1	1
645	случаи как	1	1
646	на язык	1	1
647	того как	2	1
648	смысл то	1	1
649	отнестись к	1	1
650	приведены в	1	1
651	они являются	1	1
652	явление в	1	1
653	не стоило	1	1
654	ему и	1	1
655	не нужен	1	1
656	языка который	1	1
657	е не	1	1
658	вложено в	1	1
659	так то	1	1
660	же до	1	1
661	также те	1	1
662	фактов и	1	1
663	не потому	1	1
664	и далее	2	1
665	но там	1	1
666	не могут	5	1
667	когда мы	1	1
668	отличается от	3	1
669	прочих равных	1	1
670	одного слова	1	1
671	к тому	4	1
672	которым в	1	1
673	в наши	1	1
674	слова с	1	1
675	языка что	2	1
676	бы дело	1	1
677	авторитетных источников	1	1
678	то ни	1	1
679	как мы	3	1
680	и о	4	1
681	в виду	3	1
682	от разных	1	1
683	и говорить	1	1
684	говоря уже	2	1
685	некоторые другие	1	1
686	на основе	1	1
687	с каким	1	1
688	полное право	1	1
689	последнее время	3	1
690	что подобные	1	1
691	только то	1	1
692	счетом ничего	1	1
693	с самого	1	1
694	уйти от	1	1
695	вообще нет	1	1
696	являются лишь	1	1
697	на том	2	1
698	традиции не	1	1
699	и когда	1	1
700	то как	1	1
701	он так	1	1
702	имею в	1	1
703	отсюда и	2	1
704	мог бы	1	1
705	во многом	1	1
706	почему же	1	1
707	которые с	1	1
708	заключалась в	1	1
709	в научном	1	1
710	не грамматических	1	1
711	ли и	1	1
712	против этого	1	1
713	образом в	2	1
714	вот это	1	1
715	и возможно	1	1
716	является например	1	1
717	язык и	2	1
718	настоящее время	1	1
719	возражали против	1	1
720	при котором	1	1
721	после того	2	1
722	и просто	1	1
723	с того	1	1
724	можно сказать	4	1
725	все его	1	1
726	не просто	2	1
727	то тем	2	1
728	нас особенно	1	1
729	что самое	1	1
730	за последнее	2	1
731	но нет	1	1
732	нуждается в	2	1
733	когда приходится	1	1
734	иными словами	8	1
735	б в	1	1
736	в форме	3	1
737	словами не	1	1
738	при прочих	1	1
739	кто в	4	1
740	принципиальной разницы	1	1
741	в середине	1	1
742	в свете	1	1
743	их собственной	1	1
744	каких бы	1	1
745	в данных	1	1
746	в том-то	1	1
747	после революции	1	1
748	следовательно в	1	1
749	в современной	2	1
750	указывает что	2	1
751	той мере	1	1
752	что только	1	1
753	чем он	1	1
754	и дело	1	1
755	тот же	5	1
756	его разных	1	1
757	или иные	1	1
758	всю свою	1	1
759	языка на	1	1
760	недостаточно для	1	1
761	те которые	1	1
762	д вот	1	1
763	наше время	2	1
764	ссылкой на	1	1
765	одних и	1	1
766	читателей этот	1	1
767	именно на	1	1
768	на дело	1	1
769	следующим двум	1	1
770	случаях как	1	1
771	первостепенное значение	1	1
772	сомнений в	1	1
773	уже не	8	1
774	видеть что	1	1
775	я имею	1	1
776	если мы	4	1
777	этого понятия	1	1
778	слова не	3	1
779	каким образом	1	1
780	языка но	3	1
781	его и	1	1
782	в печать	1	1
783	был бы	2	1
784	не так	1	1
785	но вот	2	1
786	ведь это	1	1
787	было создано	1	1
788	слова в	6	1
789	в одном	1	1
790	наука о	1	1
791	сами по	1	1
792	об исправлении	1	1
793	к ним	1	1
794	и никогда	1	1
795	почему это	1	1
796	где их	1	1
797	в случаях	1	1
798	на некоторые	1	1
799	внимательное и	1	1
800	от того	4	1
801	вот оказывается	1	1
802	указание на	3	1
803	о каком	1	1
804	естественным для	1	1
805	ссылками на	1	1
806	или иной	1	1
807	дают в	1	1
808	себе представить	1	1
809	говорим о	2	1
810	так не	1	1
811	в период	1	1
812	литературе не	1	1
813	при отсутствии	2	1
814	значение которое	1	1
815	иначе но	1	1
816	ведь на	1	1
817	с той	2	1
818	и др	1	1
819	или о	2	1
820	обратить внимание	2	1
821	в соответствии	3	1
822	этот термин	2	1
823	которых мы	2	1
824	до конца	3	1
825	более того	1	1
826	не на	2	1
827	самое слово	1	1
828	меньше всего	1	1
829	именно такой	1	1
830	подобного рода	5	1
831	вопросе о	2	1
832	бы совершенно	1	1
833	в одно	1	1
834	для этой	2	1
835	и вовсе	2	1
836	но что	2	1
837	известным и	1	1
838	ровным счетом	1	1
839	голову не	1	1
840	из следующего	1	1
841	теперь возможность	1	1
842	можно утверждать	1	1
843	вместе с	5	1
844	усомниться в	1	1
845	д в	1	1
846	мы говорим	2	1
847	и гораздо	1	1
848	что именно	1	1
849	п а	2	1
850	из которых	3	1
851	п и	2	1
852	всего вопроса	1	1
853	стоило бы	1	1
854	не дают	1	1
855	которые являются	1	1
856	верить что	1	1
857	не заслуживает	1	1
858	на такие	2	1
859	все таки	1	1
860	пишет в	1	1
861	и там	1	1
862	действительно было	1	1
863	согласно которому	1	1
864	в это	1	1
865	как например	1	1
866	несколько слов	1	1
867	ссылки на	1	1
868	один только	1	1
869	это выражение	1	1
870	и новой	1	1
871	большинство таких	1	1
872	этом смысле	5	1
873	к вопросу	3	1
874	бы знать	1	1
875	в наше	2	1
876	и позволяет	1	1
877	указать на	1	1
878	бы говорить	1	1
879	пор еще	1	1
880	тем и	1	1
881	и от	2	1
882	ясное дело	1	1
883	в пример	1	1
884	или в	4	1
885	узком смысле	2	1
886	в настоящее	1	1
887	которые дают	1	1
888	в голову	1	1
889	постановке вопроса	1	1
890	обращается к	1	1
891	спорах о	1	1
892	всего что	2	1
893	чтобы усомниться	1	1
894	у них	1	1
895	но еще	1	1
896	бы в	1	1
897	в литературной	1	1
898	где слово	1	1
899	не должен	1	1
900	статья в	1	1
901	конце концов	3	1
902	но зато	2	1
903	ряд таких	1	1
904	не повод	1	1
905	я в	1	1
906	в целях	2	1
907	все вместе	1	1
908	одной из	1	1
909	имеет право	1	1
910	слово в	1	1
911	местах в	1	1
912	когда говорит	1	1
913	не говоря	2	1
914	на более	1	1
915	для каждой	1	1
916	оно не	2	1
917	большей частью	1	1
918	но эти	1	1
919	внутри одного	1	1
920	и другие	1	1
921	традиции но	1	1
922	основана на	1	1
923	к этому	4	1
924	как на	1	1
925	точно так	3	1
926	они не	1	1
927	смысле что	1	1
