N	2gram	Ircho_Kome_1	VerxiiNi
214	от них	2	2
215	для всех	2	2
216	важных для	1	2
217	и богами	1	2
218	уже в	5	2
219	больше не	1	2
220	в начале	3	2
221	мы можем	4	2
222	над богами	1	2
223	из своих	1	2
224	и из	2	2
225	именно в	4	2
226	по своим	1	2
227	к которому	3	2
228	прежде всего	5	2
229	превращается в	1	2
230	и все	3	2
231	когда же	5	2
232	тем с	1	2
233	должна была	2	2
234	связь с	1	2
235	и особенно	4	2
236	и мир	2	2
237	по своему	3	2
238	по существу	1	2
239	со времени	1	2
240	же самое	2	2
241	или по	2	2
242	этот период	1	2
243	в эту	1	2
244	только что	2	2
245	ни было	2	2
246	в свою	2	2
247	сказать что	1	2
248	к его	1	2
249	ко всему	1	2
250	на юге	1	2
251	жизни и	1	2
252	тенденции к	1	2
253	все что	2	2
254	этой точки	1	2
255	народ в	1	1
256	как известно	2	1
257	к людям	2	1
258	это однако	2	1
259	женщины и	1	1
260	можно говорить	1	1
261	за тем	2	1
262	речь идет	3	1
263	к их	1	1
264	чтобы не	1	1
265	в этот	1	1
266	а между	1	1
267	он может	1	1
268	или к	1	1
269	которое мы	1	1
270	тем же	1	1
271	полагают что	2	1
272	мы уже	1	1
273	той же	1	1
274	а как	1	1
275	мы не	3	1
276	повседневной жизни	1	1
277	что уже	1	1
278	именно к	1	1
279	духовной и	1	1
280	счел возможным	1	1
281	свое завершение	1	1
282	сам как	1	1
283	в сущности	2	1
284	время как	4	1
285	совпадает с	1	1
286	сложнее и	1	1
287	к началу	1	1
288	мы и	1	1
289	был произведен	1	1
290	в ней	1	1
291	от всей	1	1
292	вышла из	1	1
293	быть в	1	1
294	не представляется	1	1
295	в чем	3	1
296	общих чертах	1	1
297	сказать и	1	1
298	же она	1	1
299	по отношению	3	1
300	а и	1	1
301	отличие от	2	1
302	что они	4	1
303	что два	1	1
304	себя в	1	1
305	человек может	1	1
306	как по	2	1
307	идет о	3	1
308	материалом для	1	1
309	как в	5	1
310	от до	2	1
311	что касается	2	1
312	однако не	1	1
313	всей этой	1	1
314	остальные имена	1	1
315	существующему и	1	1
316	его к	1	1
317	то в	1	1
318	через всю	1	1
319	не приходится	1	1
320	об умершем	1	1
321	бы с	1	1
322	то время	5	1
323	чуть ли	1	1
324	то теперь	1	1
325	в хотя	1	1
326	близости к	1	1
327	что к	2	1
328	далекой от	1	1
329	и тот	1	1
330	на его	5	1
331	иначе связанные	1	1
332	время и	2	1
333	руку в	1	1
334	в первую	2	1
335	объясняется и	1	1
336	к одному	1	1
337	и более	1	1
338	чтобы в	1	1
339	на этом	2	1
340	что она	1	1
341	человека в	1	1
342	не следует	2	1
343	том же	1	1
344	единственное что	1	1
345	для богов	1	1
346	состояния и	1	1
347	на этой	1	1
348	говорить не	1	1
349	его в	3	1
350	это было	1	1
351	первую очередь	3	1
352	и отдельные	1	1
353	было бы	2	1
354	этой силы	1	1
355	между отдельными	1	1
356	чаще всего	3	1
357	в жизни	1	1
358	ни в	6	1
359	нет в	1	1
360	о которых	5	1
361	соответствии с	1	1
362	как видно	2	1
363	как и	9	1
364	этим и	2	1
365	восходят к	2	1
366	перед собой	1	1
367	никто не	1	1
368	в их	4	1
369	место в	3	1
370	однако этот	1	1
371	однако еще	1	1
372	в отличие	1	1
373	должны были	8	1
374	одном из	4	1
375	отношении представляет	1	1
376	на такое	2	1
377	не могли	1	1
378	того типа	1	1
379	однако в	3	1
380	по себе	1	1
381	даже в	3	1
382	этой области	1	1
383	с развитием	1	1
384	iv и	1	1
385	на три	1	1
386	народа это	1	1
387	но они	1	1
388	того как	3	1
389	это нам	1	1
390	на себе	1	1
391	не по	1	1
392	отдельные его	1	1
393	следовательно и	1	1
394	судя по	2	1
395	далеком прошлом	1	1
396	казалось бы	3	1
397	ничего не	3	1
398	способен на	1	1
399	под этим	1	1
400	которые и	1	1
401	они являются	1	1
402	за исключением	3	1
403	другой стороны	5	1
404	к этим	3	1
405	одного или	1	1
406	в сознании	3	1
407	а мы	2	1
408	в каком	1	1
409	может показаться	1	1
410	у нас	3	1
411	это два	1	1
412	могут быть	3	1
413	не знаем	1	1
414	и другим	1	1
415	по возможности	1	1
416	слова с	1	1
417	на это	1	1
418	в каждой	1	1
419	для себя	2	1
420	с ее	2	1
421	всего этого	2	1
422	данном случае	1	1
423	к какой-нибудь	1	1
424	представляется возможным	1	1
425	в себя	2	1
426	во главе	1	1
427	на поверхность	1	1
428	идет речь	1	1
429	роль в	1	1
430	до самого	2	1
431	если они	2	1
432	с собой	1	1
433	на путь	1	1
434	после свержения	2	1
435	собой и	2	1
436	с ним	1	1
437	простой народ	1	1
438	вероятно что	3	1
439	именно потому	2	1
440	и других	7	1
441	еще при	1	1
442	грамматики и	1	1
443	в глаза	1	1
444	одного из	6	1
445	после того	3	1
446	и своей	1	1
447	и во	2	1
448	под именем	2	1
449	следит за	1	1
450	жизни он	1	1
451	чем когда	2	1
452	и следовательно	1	1
453	не удалось	3	1
454	известно что	4	1
455	и прежде	1	1
456	совсем не	2	1
457	воплощается в	1	1
458	возможным но	1	1
459	дело с	1	1
460	которым он	1	1
461	друг друга	1	1
462	еще и	2	1
463	до нас	5	1
464	согласно которой	1	1
465	до размеров	1	1
466	мира как	1	1
467	и ее	3	1
468	и его	8	1
469	указания на	2	1
470	только на	1	1
471	вернуться к	2	1
472	силу этого	1	1
473	в душе	1	1
474	собой на	1	1
475	участие в	4	1
476	мы знаем	2	1
477	не так	1	1
478	себе в	1	1
479	представить себе	1	1
480	не означает	1	1
481	это предположение	1	1
482	у него	3	1
483	содержанием в	1	1
484	заметить что	1	1
485	как раз	3	1
486	тем что	4	1
487	кроме этих	1	1
488	перед ними	1	1
489	сначала от	1	1
490	из двух	1	1
491	видно из	2	1
492	из среды	1	1
493	до начала	2	1
494	возможно что	1	1
495	этого человека	1	1
496	такое же	1	1
497	этой роли	1	1
498	в самую	1	1
499	в соответствии	1	1
500	по тем	1	1
501	существующее в	1	1
502	одну из	2	1
503	о чем	1	1
504	он становится	1	1
505	на эту	1	1
506	с половиной	1	1
507	та часть	1	1
508	людьми и	1	1
509	так называемых	1	1
510	нет никаких	1	1
511	все более	3	1
512	знаем и	1	1
513	в далеком	1	1
514	эти слова	1	1
515	человек есть	1	1
516	всем что	1	1
517	знаем о	1	1
518	то совсем	1	1
519	богов а	1	1
520	с этим	1	1
521	так называемая	1	1
522	в данном	1	1
523	и за	1	1
524	в той	1	1
525	на внутреннем	1	1
526	смысле этого	1	1
527	первое место	3	1
528	одновременно с	1	1
529	отрывая его	1	1
530	да и	3	1
531	иногда даже	1	1
532	затем в	2	1
533	ли не	4	1
534	этого слова	1	1
535	как из	3	1
536	такой же	2	1
537	но это	2	1
538	о его	1	1
539	мира в	1	1
540	видят в	1	1
541	протеста против	1	1
542	с вполне	1	1
543	его с	1	1
544	мира и	1	1
545	которой можно	1	1
546	это уже	1	1
547	бы в	1	1
548	вспомнить что	1	1
549	но зато	1	1
550	многие стороны	1	1
551	и источником	1	1
552	находим в	1	1
553	мы ничего	1	1
554	этот раз	1	1
555	указывает на	2	1
556	же в	4	1
557	обстоит дело	1	1
558	но происхождение	1	1
559	могли быть	2	1
560	этих элементов	1	1
561	к ее	1	1
562	не осталось	1	1
563	может и	1	1
564	из поля	1	1
565	наконец что	1	1
566	это убеждение	2	1
567	совершенно не	1	1
568	в честь	3	1
569	по одному	2	1
570	культуры в	1	1
571	которым они	1	1
572	к этой	1	1
573	в какой-то	1	1
574	для создания	1	1
575	в своих	2	1
576	они не	1	1
