N	2gram	Bakhtin_fo_1	KulturaY
487	если они	2	1
488	себя прежде	1	1
489	и сам	1	1
490	на точно	1	1
491	которая была	1	1
492	во многом	2	1
493	относятся только	1	1
494	в чужом	1	1
495	можно только	2	1
496	по сравнению	2	1
497	разного рода	2	1
498	которого они	1	1
499	связанных между	1	1
500	в словах	1	1
501	даже не	2	1
502	образом в	1	1
503	находится в	1	1
504	тех кто	1	1
505	момент в	2	1
506	за пределами	1	1
507	упоминает о	1	1
508	п все	1	1
509	а также	2	1
510	времени в	7	1
511	и во	7	1
512	в данных	1	1
513	нас в	3	1
514	часто и	2	1
515	всего на	1	1
516	и своей	1	1
517	во всех	6	1
518	переходит в	1	1
519	этом и	1	1
520	как его	1	1
521	в форме	3	1
522	и только	1	1
523	еще более	3	1
524	в теории	1	1
525	у всех	1	1
526	они приобретают	2	1
527	и следовательно	4	1
528	связь между	2	1
529	в него	1	1
530	в литературе	16	1
531	явления как	1	1
532	совсем не	2	1
533	и дело	1	1
534	важное значение	2	1
535	этот вопрос	1	1
536	что даже	1	1
537	явления в	2	1
538	не имеющих	1	1
539	поэтому и	3	1
540	же люди	1	1
541	этой площади	1	1
542	вопрос об	1	1
543	с одной	3	1
544	в эти	1	1
545	к изменению	1	1
546	конкретный характер	1	1
547	до наших	2	1
548	быта в	1	1
549	наконец такие	1	1
550	литературы в	1	1
551	и у	5	1
552	себя в	1	1
553	только на	3	1
554	себя и	3	1
555	в противоречии	1	1
556	историческом развитии	1	1
557	здесь это	3	1
558	является не	1	1
559	или даже	1	1
560	и других	3	1
561	его и	2	1
562	и понимание	1	1
563	которые в	1	1
564	для него	2	1
565	и их	8	1
566	в новом	1	1
567	могло бы	1	1
568	мы находим	2	1
569	сами по	1	1
570	в конце	9	1
571	не для	2	1
572	тому же	2	1
573	мы можем	1	1
574	противоречии с	1	1
575	не столь	2	1
576	на некоторые	1	1
577	в других	9	1
578	именно как	4	1
579	связан с	1	1
580	одной стороны	2	1
581	тотчас же	1	1
582	в данный	1	1
583	влияние на	4	1
584	сюда же	1	1
585	и тех	2	1
586	здесь в	2	1
587	было и	4	1
588	говорит о	1	1
589	но ему	1	1
590	к более	1	1
591	в некоторых	2	1
592	что им	1	1
593	притом не	1	1
594	человека но	1	1
595	и культур	2	1
596	бы назвать	1	1
597	более того	3	1
598	человеческой жизни	6	1
599	человек в	3	1
600	отнюдь не	5	1
601	не подлежит	1	1
602	сказать как	1	1
603	на которые	1	1
604	в одно	3	1
605	но как	1	1
606	в организации	1	1
607	примера из	1	1
608	все более	1	1
609	нет ничего	4	1
610	сколько угодно	2	1
611	эта идея	1	1
612	но кроме	1	1
613	основу его	1	1
614	данный момент	1	1
615	по своему	1	1
616	существу не	2	1
617	это также	1	1
618	наряду с	5	1
619	этим мы	2	1
620	нашего анализа	1	1
621	быть как	1	1
622	самого себя	1	1
623	быть только	3	1
624	эта проблема	1	1
625	к настоящему	2	1
626	да и	3	1
627	из этой	1	1
628	наконец и	2	1
629	особенно важное	1	1
630	здесь идет	1	1
631	мы сказали	1	1
632	культур в	1	1
633	его в	3	1
634	ряду с	1	1
635	что мы	2	1
636	в условиях	7	1
637	в основном	5	1
638	своей жизни	4	1
639	в начале	3	1
640	но для	2	1
641	процесс не	1	1
642	кроме того	4	1
643	к другим	1	1
644	же значение	1	1
645	которой и	1	1
646	с большой	2	1
647	при всем	1	1
648	человека о	2	1
649	это уже	1	1
650	и позволяет	1	1
651	сюжета и	2	1
652	иной не	1	1
653	могло не	1	1
654	эти проблемы	1	1
655	бы он	1	1
656	главным образом	1	1
657	значение лишь	1	1
658	поэтому все	2	1
659	отходит на	1	1
660	беседа с	2	1
661	здесь даже	1	1
662	всегда есть	1	1
663	процессы в	1	1
664	жизни в	8	1
665	слово в	1	1
666	дороги в	1	1
667	не знает	3	1
668	возможно лишь	1	1
669	сказать что	3	1
670	совершенно не	2	1
671	сопоставлении с	1	1
672	также в	1	1
673	забывать что	1	1
674	культуры в	1	1
675	та же	1	1
676	жизнь в	2	1
677	жизни и	8	1
678	но эти	1	1
679	в искусстве	1	1
680	в своих	1	1
681	к этому	3	1
682	значение в	5	1
