N	2gram	Tiupa_Anal_2	slovoVRo
105	с одной	5	4
106	одной стороны	4	4
107	и все	3	4
108	и потому	1	4
109	здесь в	2	4
110	известной степени	1	4
111	другой стороны	2	4
112	также и	1	3
113	в первом	1	3
114	данном случае	5	3
115	в своем	4	3
116	не требует	1	3
117	более или	1	3
118	бы и	1	3
119	момент его	2	3
120	из этих	1	3
121	в себе	7	3
122	в поэзии	2	3
123	внутренней речи	4	3
124	вообще не	2	3
125	и сам	3	3
126	конца и	1	3
127	его в	2	3
128	было бы	3	3
129	лишь на	1	3
130	он не	2	3
131	или менее	1	3
132	в понимании	1	3
133	и ее	1	3
134	социальных диалектов	1	3
135	которые в	1	3
136	она не	2	3
137	никогда не	3	3
138	в разных	1	3
139	произведения как	2	3
140	и здесь	1	3
141	к тому	7	3
142	автора к	1	3
143	о том	7	3
144	и во	2	3
145	того что	2	3
146	в том	12	3
147	в качестве	11	3
148	от автора	2	3
149	из них	3	3
150	его и	1	3
151	для него	4	3
152	так как	1	3
153	у него	4	3
154	именно в	3	3
155	в свою	1	3
156	романа в	3	3
157	более того	1	3
158	но оно	1	3
159	в данном	8	3
160	и там	1	3
161	по существу	2	3
162	с этой	1	3
163	в основном	1	3
164	в результате	3	3
165	хотя бы	1	3
166	одной из	3	3
167	с ними	3	3
168	из этого	1	3
169	в свое	1	3
170	а между	1	2
171	в котором	2	2
172	мы уже	1	2
173	той же	2	2
174	а как	2	2
175	из своих	2	2
176	они были	1	2
177	конечно и	1	2
178	свою очередь	1	2
179	и то	3	2
180	в сочетании	7	2
181	столь же	4	2
182	в ее	1	2
183	но не	4	2
184	и речи	1	2
185	не прямого	1	2
186	в самостоятельный	1	2
187	хотя и	4	2
188	в целом	8	2
189	в известном	1	2
190	и те	1	2
191	время и	1	2
192	и по	1	2
193	на этом	4	2
194	одно и	1	2
195	самого автора	1	2
196	те же	2	2
197	вся художественная	1	2
198	нисколько не	1	2
199	том что	12	2
200	в эту	3	2
201	в этих	2	2
202	высказывания и	2	2
203	не его	1	2
204	и эти	1	2
205	языка то	1	2
206	зрения и	1	2
207	даже в	2	2
208	тому что	1	2
209	до известной	1	2
210	ничего нового	1	2
211	будучи по	2	2
212	эта внутренняя	1	2
213	дело не	2	2
214	для нас	1	2
215	в сознании	4	2
216	и чужих	1	2
217	у нас	1	2
218	ни о	3	2
219	на протяжении	2	2
220	между автором	1	2
221	и о	1	2
222	роль в	2	2
223	можно было	3	2
224	не с	4	2
225	из одного	1	2
226	в другом	1	2
227	за пределами	2	2
228	одного из	3	2
229	можно сказать	4	2
230	а также	7	2
231	жизни но	2	2
232	или напротив	2	2
233	слов и	1	2
234	известном смысле	1	2
235	и одновременно	3	2
236	мы видим	1	2
237	композиционная форма	4	2
238	из многих	1	2
239	между тем	2	2
240	и тем	4	2
241	так что	3	2
242	же и	1	2
243	связи с	1	2
244	уже не	4	2
245	только на	3	2
246	как более	1	2
247	или даже	2	2
248	в одном	2	2
249	с этими	1	2
250	себя от	1	2
251	не есть	2	2
252	с другом	1	2
253	между этими	1	2
254	совершенно не	1	2
255	что все	2	2
256	в частности	16	2
257	эти слова	1	2
258	так же	2	2
259	его как	2	2
260	такого рода	2	2
261	в особый	1	2
262	быть только	1	2
263	друг с	1	2
264	в контексте	5	2
265	автором и	1	2
266	этом случае	4	2
267	того или	3	2
268	и слово	2	2
269	как раз	4	2
270	не является	1	2
271	одна из	1	2
272	за словами	1	2
273	социальной группы	1	2
274	потому что	1	2
275	с ней	1	2
276	сказать что	2	2
277	или иного	3	2
278	к этому	2	2
279	как известно	1	1
280	слова которые	1	1
281	с жизнью	1	1
282	художественного произведения	2	1
283	совершенно новый	1	1
284	выражения в	1	1
285	тех же	1	1
286	бы для	1	1
287	между всеми	1	1
288	и до	2	1
289	из его	2	1
290	ведь и	2	1
291	действительности и	1	1
292	а напротив	1	1
293	свой мир	1	1
294	его не	1	1
295	в несколько	1	1
296	со всех	1	1
297	мы имеем	3	1
298	в реплике	2	1
299	именно к	1	1
300	место в	3	1
301	высказывания в	3	1
302	и такой	1	1
303	почти исключительно	1	1
304	быть поэтически	1	1
305	но даже	1	1
306	целого в	2	1
307	над самим	1	1
308	случае в	3	1
309	и он	2	1
310	всех сторон	1	1
311	собой в	2	1
312	он был	2	1
313	предполагает именно	1	1
314	в последних	1	1
315	прозы с	1	1
316	там и	1	1
317	приведем примеры	1	1
318	не изменилось	1	1
319	в сторону	5	1
320	в противовес	1	1
321	не все	1	1
322	в общем	2	1
323	прозы в	1	1
324	отличие от	2	1
325	художественной значимости	1	1
326	контексте целого	2	1
327	один и	1	1
328	характер и	1	1
329	контексте и	1	1
330	из уст	1	1
331	в значительной	2	1
332	стороны и	1	1
333	в противном	1	1
334	его к	1	1
335	отождествлять ни	1	1
336	слова он	1	1
337	в действительности	3	1
338	о самом	1	1
339	в себя	4	1
340	себе как	1	1
341	к другому	1	1
342	так или	1	1
343	каждый выделенный	1	1
344	бы не	1	1
345	в этой	9	1
346	и тот	1	1
347	как основной	2	1
348	говорит не	1	1
349	лица и	1	1
350	на то	2	1
351	вследствие этого	2	1
352	в замкнутом	1	1
353	и если	3	1
354	с чем	1	1
355	что она	2	1
356	как единого	1	1
357	в лирике	1	1
358	было с	1	1
359	от которого	2	1
360	что же?	1	1
361	речи то	1	1
362	к одному	1	1
363	не к	1	1
364	жизнью и	2	1
365	нашего времени	4	1
366	или иных	2	1
367	человека в	1	1
368	значительной степени	2	1
369	а затем	2	1
370	в состоянии	2	1
371	от авторской	1	1
372	них не	2	1
373	значимости в	1	1
374	его текст	1	1
375	заключается в	1	1
376	к авторской	1	1
377	есть не	1	1
378	особенно в	7	1
379	в жизни	1	1
380	смерть и	1	1
381	в ином	1	1
382	только одно	1	1
383	ни в	1	1
384	этого не	1	1
385	синтаксических конструкций	1	1
386	всегда и	1	1
387	среда в	1	1
388	несмотря на	3	1
389	на этот	2	1
390	в один	4	1
391	чутко реагирует	1	1
392	но если	1	1
393	от своего	2	1
394	а главное	1	1
395	таким же	1	1
396	к действительному	1	1
397	целого но	1	1
398	это авторская	1	1
399	не столько	3	1
400	в отличие	2	1
401	стилизации и	1	1
402	от поэтического	1	1
403	в диалоге	2	1
404	для данного	1	1
405	обращение к	1	1
406	тем не	3	1
407	по крайней	3	1
408	и более	1	1
409	произведения в	5	1
410	однако в	1	1
411	в устах	2	1
412	вносить в	1	1
413	и вся	1	1
414	речи конкретных	1	1
415	стилистикой и	1	1
416	не менее	4	1
417	явления как	1	1
418	с теми	1	1
419	свое время	1	1
420	мышления и	1	1
421	которого он	1	1
422	в стилистическом	1	1
423	чужого мира	1	1
424	но только	1	1
425	только не	4	1
426	на котором	2	1
427	только и	1	1
428	с одним	1	1
429	его можно	1	1
430	по своей	1	1
431	на себе	3	1
432	максимыч в	1	1
433	не получает	1	1
434	помимо воли	1	1
435	самой этой	1	1
436	этом отношении	3	1
437	и сомнения	1	1
438	без исключения	1	1
439	в творческом	1	1
440	иных языковых	1	1
441	в специальном	1	1
442	судьбы и	1	1
443	данного произведения	2	1
444	во все	1	1
445	его за	1	1
446	отличается от	1	1
447	всего в	2	1
448	не дано	2	1
449	он видит	1	1
450	совпадать с	1	1
451	на это	1	1
452	в виду	1	1
453	сторону и	2	1
454	с сохранением	1	1
455	же не	2	1
456	героя романа	1	1
457	для всего	1	1
458	приводит к	3	1
459	и исторически	1	1
460	говорит на	1	1
461	что может	1	1
462	с первым	1	1
463	внутреннюю речь	1	1
464	и другими	2	1
465	каждого из	1	1
466	того и	2	1
467	в споре	2	1
468	на которую	2	1
469	это только	2	1
470	наше внимание	1	1
471	одновременно его	1	1
472	жизнь и	1	1
473	в диалог	1	1
474	если бы	3	1
475	разговорного языка	1	1
476	со стороны	3	1
477	речевой манеры	1	1
478	сводится к	3	1
479	не был	3	1
480	другим эта	1	1
481	и что	1	1
482	романа мы	1	1
483	оно ни	1	1
484	в новелле	4	1
485	как у	1	1
486	это было	2	1
487	на всех	2	1
488	конкретных персонажей	1	1
489	которой пользуется	1	1
490	в драме	1	1
491	борьба с	3	1
492	нуждается в	1	1
493	что и	3	1
494	ибо и	1	1
495	крайней мере	3	1
496	непосредственно в	1	1
497	в художественной	1	1
498	в литературе	1	1
499	своих и	1	1
500	в двух	2	1
501	тот же	1	1
502	дело с	1	1
503	композиции в	1	1
504	реагирует на	1	1
505	повествования можно	1	1
506	персонажей а	1	1
507	не мешает	1	1
508	одни и	1	1
509	своего собственного	2	1
510	есть в	3	1
511	в начале	1	1
512	и повсюду	1	1
513	не принимает	1	1
514	в борьбу	1	1
515	ни с	2	1
516	и их	2	1
517	в прозе	1	1
518	его речь	1	1
519	к ним	1	1
520	дело и	1	1
521	только с	1	1
522	каждый из	1	1
523	другом в	1	1
524	где в	1	1
525	или иначе	1	1
526	отнести также	1	1
527	текст в	1	1
528	литературное произведение	3	1
529	себя и	1	1
530	его из	1	1
531	противном случае	1	1
532	на смену	3	1
533	для передачи	1	1
534	то и	1	1
535	идет уже	1	1
536	весь его	1	1
537	долгое время	1	1
538	о чем	2	1
539	мира в	1	1
540	ближе к	1	1
541	он и	2	1
542	вступает в	2	1
543	о себе	2	1
544	на смерть	1	1
545	романа однако	1	1
546	вместе с	2	1
547	до этого	1	1
548	ко всем	1	1
549	относятся к	1	1
550	системе языка	1	1
551	над другими	1	1
552	и иной	2	1
553	установкой на	1	1
554	на границе	1	1
555	высказывания с	1	1
556	да и	1	1
557	хотя он	1	1
558	событием самого	1	1
559	этого слова	3	1
560	сколько бы	1	1
561	жанрах а	1	1
562	не вносит	1	1
563	затем и	1	1
564	но это	1	1
565	развернута в	1	1
566	между прочим	1	1
567	максим максимыч	8	1
568	тому или	1	1
569	тех или	2	1
570	высказывания а	1	1
571	за его	1	1
572	только стилистически	1	1
573	которых он	1	1
574	этого рода	2	1
575	лицо и	1	1
576	тем более	1	1
577	он по	2	1
578	с установкой	1	1
579	от них	1	1
580	от него	1	1
581	бы в	3	1
582	зрения в	1	1
583	характера например	1	1
584	же в	1	1
585	ориентированы на	1	1
586	личности и	2	1
587	в системе	1	1
588	диалога в	1	1
589	персонажа и	1	1
590	героя и	1	1
591	не знает	3	1
592	отношением к	1	1
593	состоит из	1	1
594	при наличии	1	1
595	речи и	2	1
596	раскрывается и	1	1
597	художественное значение	1	1
598	будучи в	1	1
599	в какой	1	1
600	речи как	1	1
601	героя как	1	1
602	который не	1	1
603	значение в	1	1
604	как на	1	1
605	в таком	2	1
606	все что	2	1
607	этой точки	1	1
