N	2gram	Nazirov_Vr_1	Psycholo
232	столь же	2	1
233	в чем	3	1
234	роман достоевского	2	1
235	но как	2	1
236	не все	1	1
237	если в	1	1
238	души и	1	1
239	отношение к	2	1
240	тут же	1	1
241	не просто	1	1
242	к сожалению	1	1
243	дает нам	1	1
244	как нам	1	1
245	хотя и	1	1
246	ему что	1	1
247	героиня романа	1	1
248	и отчасти	1	1
249	что слово	1	1
250	за границей	2	1
251	в известном	2	1
252	тому же	1	1
253	во многих	1	1
254	наподобие того	1	1
255	этот процесс	1	1
256	время и	2	1
257	знали что	1	1
258	о которой	2	1
259	и вообще	1	1
260	не являются	1	1
261	сказал что	1	1
262	по своему	1	1
263	которым не	1	1
264	в одну	2	1
265	указанием на	1	1
266	в жизни	1	1
267	человек который	1	1
268	далеко не	3	1
269	которой он	1	1
270	года и	1	1
271	не мог	2	1
272	целого ряда	1	1
273	в эту	2	1
274	которую он	1	1
275	человеком и	1	1
276	вторая часть	1	1
277	из пьесы	1	1
278	представление о	1	1
279	не менее	2	1
280	одном из	1	1
281	черты характера	1	1
282	в россии	5	1
283	доказывает что	1	1
284	по крайней	1	1
285	второй раз	1	1
286	есть еще	1	1
287	их в	2	1
288	не самым	1	1
289	жизнь его	1	1
290	вплоть до	1	1
291	но они	1	1
292	равно не	1	1
293	письмо с	1	1
294	в процессе	1	1
295	в русской	3	1
296	иметь никакого	1	1
297	героев и	1	1
298	он хочет	1	1
299	не могло	1	1
300	не имеет	1	1
301	х годов	4	1
302	мы бы	1	1
303	по первому	1	1
304	ему не	1	1
305	один раз	1	1
306	к себе	2	1
307	сходство с	1	1
308	этого и	1	1
309	на это	2	1
310	знаменитое письмо	1	1
311	с ее	1	1
312	свою очередь	1	1
313	объяснить то	1	1
314	только при	1	1
315	и от	1	1
316	как по	1	1
317	свой роман	1	1
318	на той	1	1
319	то время	1	1
320	во многом	4	1
321	быть может	1	1
322	может в	1	1
323	о нем	6	1
324	ему нужно	1	1
325	и т.д	1	1
326	говорить не	1	1
327	его жизни	1	1
328	там же	2	1
329	это была	1	1
330	и во	3	1
331	нас в	1	1
332	к нему	1	1
333	между тем	5	1
334	русской литературе	3	1
335	крайней мере	1	1
336	тотчас же	1	1
337	вслед за	1	1
338	романа в	1	1
339	и борьбы	1	1
340	что только	1	1
341	действие в	1	1
342	которым он	1	1
343	однако в	1	1
344	то в	1	1
345	и ее	2	1
346	в эти	2	1
347	себя в	1	1
348	уже не	2	1
349	в начале	6	1
350	при помощи	2	1
351	его и	2	1
352	и их	1	1
353	никто не	1	1
354	характера этого	1	1
355	знаем ответ	1	1
356	для начала	1	1
357	каждый из	1	1
358	как при	1	1
359	нам уже	1	1
360	тогда это	1	1
361	и т.п	2	1
362	и несомненно	1	1
363	к роману	1	1
364	совпадает с	1	1
365	как же	2	1
366	он считал	4	1
367	что для	1	1
368	что им	1	1
369	не было	5	1
370	говорит я	1	1
371	целым рядом	1	1
372	так это	1	1
373	гамлет и	1	1
374	при виде	1	1
375	время с	1	1
376	герою с	1	1
377	ко всем	1	1
378	и сильно	1	1
379	знаем о	1	1
380	это письмо	2	1
381	во все	1	1
382	что же	1	1
383	из разных	1	1
384	да и	1	1
385	в первой	1	1
386	как к	1	1
387	что ее	1	1
388	но это	2	1
389	но для	1	1
390	или по	1	1
391	письме к	4	1
392	ближе к	1	1
393	и выражение	1	1
394	основу и	1	1
395	чтобы разобраться	1	1
396	как эта	1	1
397	еще более	1	1
398	тем более	2	1
399	наше чувство	1	1
400	во время	2	1
401	романа и	1	1
402	нам не	1	1
403	нет ничего	1	1
404	они как	1	1
405	героев романа	1	1
406	равно как	1	1
407	что мало	1	1
408	чтобы он	3	1
409	за шагом	1	1
410	во всяком	1	1
411	все что	1	1
412	ничего общего	1	1
