N	2gram	Tiupa_Vved_1	Psycholo
180	в конце	1	3
181	может служить	4	3
182	которых мы	1	3
183	тому как	2	3
184	до конца	3	3
185	в частности	13	3
186	по своему	2	3
187	что же	3	3
188	при всем	1	3
189	само по	1	3
190	еще более	1	3
191	хотя бы	1	3
192	в свою	4	3
193	который не	1	3
194	также и	4	2
195	того же	1	2
196	как история	1	2
197	еще не	7	2
198	из всех	1	2
199	нашу мысль	1	2
200	оба эти	1	2
201	становится совершенно	1	2
202	из того	1	2
203	к своему	1	2
204	же самые	1	2
205	в ее	1	2
206	но не	5	2
207	точка зрения	3	2
208	к которой	1	2
209	если в	2	2
210	ответ на	1	2
211	отличие от	2	2
212	однако не	1	2
213	могли бы	1	2
214	впечатление что	1	2
215	бы не	2	2
216	и тот	1	2
217	в себе	5	2
218	как он	2	2
219	что без	1	2
220	или иному	1	2
221	на его	1	2
222	подобно тому	2	2
223	заключает в	1	2
224	здесь мы	1	2
225	значение в	1	2
226	с другими	1	2
227	полагает что	1	2
228	это не	6	2
229	должен был	1	2
230	произведение как	1	2
231	в них	2	2
232	но так	1	2
233	одного и	1	2
234	не так	1	2
235	сводятся к	2	2
236	всяком случае	1	2
237	место в	2	2
238	их в	2	2
239	и наоборот	1	2
240	том же	1	2
241	в этих	3	2
242	в детской	1	2
243	произведения как	1	2
244	от сознания	1	2
245	вплоть до	1	2
246	своего исследования	1	2
247	на него	2	2
248	в процессе	1	2
249	на самый	1	2
250	это то	1	2
251	же время	3	2
252	роковым образом	1	2
253	не вполне	3	2
254	которая не	2	2
255	ли это	2	2
256	его с	2	2
257	оно не	1	2
258	из их	1	2
259	свою очередь	4	2
260	сводится к	4	2
261	романе в	1	2
262	в особенности	1	2
263	действия и	1	2
264	так в	4	2
265	роль в	1	2
266	на том	1	2
267	начала и	2	2
268	том как	3	2
269	в таком	1	2
270	во всяком	1	2
271	с того	1	2
272	в игре	1	2
273	сознания к	1	2
274	в его	4	2
275	и только	1	2
276	в него	1	2
277	к нему	1	2
278	в какой	4	2
279	может оказаться	1	2
280	это означает	1	2
281	и у	1	2
282	могло бы	3	2
283	слова в	2	2
284	в одном	1	2
285	вовсе не	1	2
286	отношение к	2	2
287	к ним	2	2
288	каждый из	1	2
289	к которому	2	2
290	а с	2	2
291	не было	2	2
292	полагал что	1	2
293	не на	1	2
294	зависит от	2	2
295	вместе с	1	2
296	если она	2	2
297	например когда	1	2
298	с каким-то	1	2
299	из которых	1	2
300	его жизни	1	2
301	но это	3	2
302	тому или	1	2
303	не существует	2	2
304	а к	3	2
305	для нас	2	2
306	у них	1	2
307	интерес к	1	2
308	всякий раз	1	2
309	в романе	6	2
310	другой стороны	2	2
311	другой в	1	2
312	же самой	1	2
313	на этот	1	2
314	и действие	1	2
315	и от	2	2
316	заметить что	1	2
317	тайны и	1	2
318	все что	3	2
319	как известно	1	1
320	речь идет	1	1
321	одним из	5	1
322	таком случае	1	1
323	которого в	1	1
324	он может	1	1
325	мере в	2	1
326	оказываются в	1	1
327	тем же	1	1
328	от своей	1	1
329	в первом	2	1
330	кошке и	1	1
331	высшей степени	2	1
332	и осознана	1	1
333	в зависимости	1	1
334	и должен	1	1
335	в несколько	1	1
336	а как	1	1
337	оттого что	2	1
338	нуждаются в	1	1
339	мы никак	1	1
340	исследования в	1	1
341	что иное	1	1
342	мы и	2	1
343	похожи на	1	1
344	при сохранении	1	1
345	зависимости от	1	1
346	произведения всех	1	1
347	он сам	1	1
348	число раз	1	1
349	бы мы	1	1
350	на своих	1	1
351	не роман	1	1
352	без которого	1	1
353	как если	1	1
354	в риторике	1	1
355	с одной	5	1
356	чем это	1	1
357	смысла который	1	1
358	могло быть	1	1
359	и т.д	5	1
360	должны были	2	1
361	друг от	1	1
362	связи и	1	1
363	к сожалению	1	1
364	в истории	1	1
365	идет о	1	1
366	его на	1	1
367	что касается	5	1
368	сознания в	3	1
369	она так	1	1
370	более или	2	1
371	он предоставляет	1	1
372	в противоположность	1	1
373	то в	1	1
374	бесконечное число	1	1
375	уже не	5	1
376	в литературном	1	1
377	мы при	1	1
378	в нашем	6	1
379	из этих	3	1
380	от простого	1	1
381	тому же	4	1
382	как принцип	1	1
383	вследствие этого	3	1
384	вообще не	1	1
385	противном случае	1	1
386	как оно	2	1
387	не следует	3	1
388	к фабуле	1	1
389	к рассказу	1	1
390	ключ к	1	1
391	истории так	1	1
392	в восприятии	1	1
393	читателя при	1	1
394	в принципе	1	1
395	в силу	2	1
396	и если	1	1
397	нам только	1	1
398	или читатель	1	1
399	именно к	1	1
400	нашего времени	2	1
401	и предполагает	1	1
402	людей и	1	1
403	так например	1	1
404	в нее	1	1
405	говоря в	1	1
406	же не	1	1
407	этом он	1	1
408	в совершенно	1	1
409	различие между	1	1
410	оно становится	1	1
411	первой главе	1	1
412	жизнь этого	1	1
413	следует рассматривать	1	1
414	но именно	1	1
415	только одно	1	1
416	отказавшись от	1	1
417	вводит в	1	1
418	он является	2	1
419	в высшей	2	1
420	его собственной	1	1
421	как об	1	1
422	которой он	1	1
423	одна и	1	1
424	он и	2	1
425	мы видели	2	1
426	жизни но	1	1
427	только мертвые	1	1
428	и было	1	1
429	и того	2	1
430	объектов которые	1	1
431	с еще	1	1
432	бы на	1	1
433	но если	1	1
434	когда ее	1	1
435	не зависит	1	1
436	в котором	8	1
437	самый момент	1	1
438	это что	1	1
439	как произведение	1	1
440	но сами	1	1
441	не столько	4	1
442	что до	1	1
443	в отличие	2	1
444	от его	1	1
445	строго говоря	2	1
446	стало быть	7	1
447	сам же	1	1
448	мир и	1	1
449	нами а	1	1
450	его общей	1	1
451	говорит с	1	1
452	по крайней	1	1
453	однако в	4	1
454	того кто	1	1
455	и долго	2	1
456	что есть	1	1
457	дело не	1	1
458	на котором	1	1
459	одна из	4	1
460	и вместо	1	1
461	не по	1	1
462	о них	3	1
463	далеком прошлом	1	1
464	благодаря тому	1	1
465	в разных	1	1
466	в качестве	8	1
467	жизни не	1	1
468	о кошке	1	1
469	имеем дело	3	1
470	у этого	1	1
471	слов в	1	1
472	с нами	1	1
473	вместо того	2	1
474	связи с	1	1
475	так называемый	1	1
476	в области	3	1
477	события но	2	1
478	точке зрения	1	1
479	и оно	2	1
480	только от	1	1
481	все то	1	1
482	на целый	1	1
483	принадлежит к	3	1
484	мы узнаем	1	1
485	ли не	2	1
486	и другим	1	1
487	если автор	1	1
488	для восприятия	1	1
489	можно свести	1	1
490	в каждой	1	1
491	должен быть	1	1
492	для себя	1	1
493	следует отнести	1	1
494	как мы	3	1
495	и о	1	1
496	от друга	1	1
497	происходит и	1	1
498	но при	5	1
499	существенное значение	1	1
500	характер и	1	1
501	приводит к	2	1
502	как с	1	1
503	природе своей	1	1
504	по аналогии	1	1
505	времени и	7	1
506	не с	3	1
507	было в	1	1
508	здесь как	1	1
509	к анализу	1	1
510	с собой	1	1
511	еще в	2	1
512	когда в	2	1
513	как у	1	1
514	предположить что	1	1
515	похожим на	1	1
516	иное как	1	1
517	приближается к	1	1
518	не ведая	1	1
519	поэтому как	1	1
520	можно сказать	4	1
521	основе своей	1	1
522	в сфере	1	1
523	аналогии с	1	1
524	восходит к	2	1
525	автор как	1	1
526	убедимся что	1	1
527	есть с	1	1
528	крайней мере	1	1
529	сюжетная схема	2	1
530	представления о	1	1
531	и она	1	1
532	вся жизнь	1	1
533	этом смысле	1	1
534	в двух	1	1
535	природой и	1	1
536	мы увидим	1	1
537	не само	1	1
538	которое мы	1	1
539	к детской	1	1
540	этого рассказа	1	1
541	как полагает	1	1
542	ни одного	1	1
543	свидетельствует о	4	1
544	не обладают	1	1
545	как более	1	1
546	а то	2	1
547	по выражению	2	1
548	такое определение	1	1
549	его и	1	1
550	для него	3	1
551	автором в	1	1
552	и та	1	1
553	прежде всего	7	1
554	иначе как	1	1
555	у нее	2	1
556	ее не	2	1
557	не о	2	1
558	литературного произведения	1	1
559	только с	1	1
560	случае не	1	1
561	которые могут	1	1
562	человек как	1	1
563	до самого	1	1
564	как полагал	1	1
565	в другой	1	1
566	похожий на	1	1
567	со стороны	5	1
568	нам не	1	1
569	мы воспринимаем	1	1
570	с что	1	1
571	не один	2	1
572	сюда же	1	1
573	и прежде	1	1
574	личной жизни	1	1
575	один и	1	1
576	подошла к	1	1
577	и затем	1	1
578	только к	1	1
579	объясняется тем	1	1
580	обратиться к	2	1
581	в соответствии	6	1
582	связано с	3	1
583	и составляет	3	1
584	повествование как	1	1
585	которое по	1	1
586	однако его	1	1
587	эта история	1	1
588	жизнь в	1	1
589	так называемой	1	1
590	человеческой жизни	3	1
591	на эту	1	1
592	и вновь	3	1
593	медленно и	1	1
594	что мы	2	1
595	не об	1	1
596	оснований для	1	1
597	в связи	1	1
598	очень легко	1	1
599	ряд других	1	1
600	с помощью	1	1
601	этот рассказ	1	1
602	но пока	1	1
603	с общей	1	1
604	одной стороны	5	1
605	в той	4	1
606	такого рода	16	1
607	объектов и	1	1
608	всегда имеет	1	1
609	или менее	2	1
610	в первой	1	1
611	на свете	1	1
612	исходя из	2	1
613	быть не	4	1
614	этом случае	1	1
615	писателя в	1	1
616	благодаря этому	1	1
617	и нет	1	1
618	нет ничего	1	1
619	основе всякого	1	1
620	этом и	2	1
621	в противном	1	1
622	от действительного	1	1
623	и сами	2	1
624	не имея	1	1
625	она может	1	1
626	или в	1	1
627	в результате	3	1
628	мира и	2	1
629	которой можно	1	1
630	не встречается	1	1
631	бы в	3	1
632	будто бы	3	1
633	и наконец	2	1
634	только что	1	1
635	исключительно в	1	1
636	хотя в	1	1
637	сходятся в	1	1
638	может и	1	1
639	а о	1	1
640	этом становится	1	1
641	между ними	1	1
642	всегда можем	1	1
643	от своего	1	1
644	не сводит	1	1
645	это на	1	1
646	конфликт между	1	1
647	является и	1	1
648	им не	1	1
649	первом случае	1	1
650	не что	1	1
651	что ты	1	1
652	мирной жизни	1	1
653	имеет в	1	1
654	в виде	1	1
655	по поводу	2	1
656	тем самым	5	1
657	прийти в	1	1
658	к этому	2	1
659	они не	1	1
