N	2gram	Bakhtin_Pr_2	Tragedij
262	от нее	1	1
263	здесь мы	2	1
264	а затем	2	1
265	же не	4	1
266	в другом	7	1
267	конечно в	2	1
268	самого автора	1	1
269	на ту	1	1
270	лишь в	8	1
271	известно что	2	1
272	характерный для	1	1
273	лишь на	2	1
274	этого нового	1	1
275	они только	1	1
276	но уже	1	1
277	в них	4	1
278	достоевского и	2	1
279	что ему	1	1
280	из подполья	2	1
281	а за	3	1
282	которой он	1	1
283	для чего	2	1
284	нет своего	1	1
285	произведениях достоевского	4	1
286	же я	1	1
287	все герои	1	1
288	так вы	2	1
289	в романе-фельетоне	1	1
290	и при	2	1
291	в своей	4	1
292	в такой	2	1
293	эта тема	1	1
294	почти не	2	1
295	в котором	6	1
296	и посвящена	1	1
297	понятно что	1	1
298	значение для	2	1
299	стало быть	1	1
300	но он	4	1
301	тем не	2	1
302	превратиться в	1	1
303	с такими	1	1
304	по себе	11	1
305	так он	1	1
306	не менее	3	1
307	не раз	1	1
308	ну да	5	1
309	она не	3	1
310	человека вот	1	1
311	того как	2	1
312	он пуст	1	1
313	как его	4	1
314	карамазова в	1	1
315	творчества достоевского	1	1
316	но только	1	1
317	значение этого	1	1
318	он с	3	1
319	только не	1	1
320	как во	1	1
321	и всегда	2	1
322	в самой	4	1
323	его речи	2	1
324	или как	4	1
325	говорит в	1	1
326	по своей	1	1
327	к вам	1	1
328	для нас	2	1
329	связи с	1	1
330	что на	2	1
331	ну а	1	1
332	перед ним	2	1
333	в стиле	4	1
334	к себе	7	1
335	могут быть	3	1
336	его с	1	1
337	к речи	1	1
338	указывает на	2	1
339	не есть	2	1
340	где он	1	1
341	о существовании	1	1
342	вы не	1	1
343	образы и	1	1
344	как мы	10	1
345	и о	2	1
346	у себя	1	1
347	того чтобы	1	1
348	и тонко	2	1
349	не хочу	1	1
350	всего этого	2	1
351	в душу	1	1
352	классического русского	1	1
353	говорили что	2	1
354	человека с	1	1
355	не нашло	1	1
356	в столкновение	1	1
357	даже отчасти	1	1
358	с собой	4	1
359	можно было	3	1
360	на нее	1	1
361	по природе	1	1
362	отождествляется с	1	1
363	во многом	1	1
364	бедных людей	1	1
365	в последней	1	1
366	в диалог	1	1
367	на них	1	1
368	собою но	2	1
369	стремление к	1	1
370	но может	1	1
371	здесь достоевский	1	1
372	часто и	1	1
373	себя а	1	1
374	мире достоевского	2	1
375	но мы	1	1
376	в рассказчике	1	1
377	после того	1	1
378	кто он	1	1
379	над всем	1	1
380	чтобы не	2	1
381	от него	1	1
382	между тем	3	1
383	говорит он	1	1
384	в форме	2	1
385	романа в	1	1
386	все время	1	1
387	смеялся он	1	1
388	нет он	1	1
389	что вот	2	1
390	того что	2	1
391	он есть	2	1
392	о рассказе	1	1
393	сюжетом но	1	1
394	его собственная	1	1
395	мы видим	1	1
396	согласиться с	1	1
397	с ними	2	1
398	только в	4	1
399	во всем	3	1
400	социального романа	1	1
401	приходит в	1	1
402	что ж	6	1
403	с одной	1	1
404	всегда с	1	1
405	борьба двух	1	1
406	именно на	1	1
407	вот что	1	1
408	устной речи	3	1
409	первостепенное значение	2	1
410	есть в	3	1
411	только на	3	1
412	же была	1	1
413	героя с	3	1
414	ужасно люблю	1	1
415	может случиться	1	1
416	в общем	1	1
417	него нет	1	1
418	и их	3	1
419	всяком случае	1	1
420	главное для	1	1
421	слова в	12	1
422	т п	9	1
423	второй части	1	1
424	русский язык	1	1
425	рядом с	5	1
426	чувствует себя	1	1
427	никого не	1	1
428	до начала	1	1
429	с другим	2	1
430	знаете я	1	1
431	в каких	1	1
432	была и	1	1
433	добродетели а	1	1
434	и знает	1	1
435	и чужою	1	1
436	что не	2	1
437	так мне	1	1
438	не было	1	1
439	на этот	4	1
440	а не	7	1
441	его как	1	1
442	а вы	1	1
443	одну из	1	1
444	не я	1	1
445	с рассказом	1	1
446	в связи	1	1
447	себя на	2	1
448	иван карамазов	1	1
449	с помощью	1	1
450	о себе	7	1
451	эти слова	1	1
452	вместе с	1	1
453	и особенно	2	1
454	и потому	1	1
455	своего слова	1	1
456	в духе	1	1
457	в человеке	3	1
458	над ним	1	1
459	не знал	1	1
460	б я	1	1
461	если так	1	1
462	мне теперь	1	1
463	видит в	1	1
464	в романах	3	1
465	в той	5	1
466	смысле этого	1	1
467	не удалось	1	1
468	слова он	2	1
469	столкновение с	2	1
470	по плечу	1	1
471	для понимания	2	1
472	этого слова	2	1
473	и от	1	1
474	так ли	2	1
475	формы по	1	1
476	здесь есть	1	1
477	не любил	1	1
478	я очень	2	1
479	в книге	1	1
480	я знаю	1	1
481	известной степени	1	1
482	достоевского но	3	1
483	самое главное	1	1
484	за свое	1	1
485	в результате	4	1
486	это как	1	1
487	а к	1	1
488	в двух	1	1
489	о нем	6	1
490	же им	1	1
491	ивану карамазову	1	1
492	это может	1	1
493	бы в	5	1
494	конце концов	2	1
495	хотя бы	2	1
496	я в	1	1
497	обстоит дело	1	1
498	очень хорошо	2	1
499	за этим	1	1
500	контекст в	1	1
501	с сыном	1	1
502	героя и	5	1
503	опять к	1	1
504	совершенно не	4	1
505	достоевский мог	1	1
506	но этот	2	1
507	т е	26	1
508	в кругу	1	1
509	есть и	3	1
510	с авантюрным	2	1
511	строится на	1	1
512	заключенным в	1	1
513	и эта	2	1
514	это в	1	1
515	во всяком	2	1
