N	2gram	Savitsky_E_1	Literetu
101	все еще	1	3
102	еще в	1	3
103	прежде всего	9	3
104	между тем	8	3
105	вслед за	6	3
106	уже не	1	3
107	в самом	4	3
108	те кто	1	3
109	в соответствии	1	3
110	более того	1	3
111	мира в	4	3
112	как это	4	3
113	там где	3	3
114	мыслится как	1	3
115	в третьем	1	3
116	жизни и	2	3
117	как на	3	3
118	том числе	1	3
119	того же	3	2
120	поэзии и	1	2
121	как мы	5	2
122	вопрос о	4	2
123	на себя	3	2
124	из того	2	2
125	то это	1	2
126	и на	6	2
127	время в	3	2
128	бы то	4	2
129	во всех	6	2
130	за их	1	2
131	стороны и	6	2
132	все же	1	2
133	когда он	3	2
134	могли бы	1	2
135	представляет собой	3	2
136	он в	1	2
137	большей части	2	2
138	на то	6	2
139	в случае	2	2
140	в нем	1	2
141	не как	1	2
142	то ни	4	2
143	в совершенно	1	2
144	и с	2	2
145	в глубине	1	2
146	было бы	8	2
147	и даже	6	2
148	лишь на	1	2
149	той или	4	2
150	она и	1	2
151	далеко не	2	2
152	несмотря на	4	2
153	и ее	1	2
154	от себя	1	2
155	одном из	2	2
156	вплоть до	1	2
157	быть может	1	2
158	ни было	4	2
159	и наоборот	1	2
160	по себе	4	2
161	нас к	2	2
162	не менее	1	2
163	в принципе	1	2
164	можно быть	1	2
165	того чтобы	6	2
166	другой стороны	2	2
167	у нас	1	2
168	числе и	1	2
169	для такого	1	2
170	для себя	1	2
171	то она	1	2
172	и сам	1	2
173	во второй	3	2
174	мира и	3	2
175	если бы	2	2
176	одного из	1	2
177	можно сказать	4	2
178	во втором	2	2
179	что и	3	2
180	во всей	2	2
181	и только	3	2
182	в ту	1	2
183	но с	2	2
184	с ними	1	2
185	связи с	1	2
186	мировой войны	1	2
187	для него	1	2
188	тем что	3	2
189	для того	6	2
190	или иной	4	2
191	или иначе	1	2
192	по большей	1	2
193	что не	1	2
194	с ней	1	2
195	выше и	1	2
196	а на	1	2
197	не означает	2	2
198	и выше	7	2
199	него не	1	2
200	если не	1	2
201	все более	9	2
202	в полном	1	2
203	так же	9	2
204	и потому	5	2
205	к жизни	1	2
206	с этой	6	2
207	один из	1	2
208	что в	21	2
209	в каждой	1	2
210	внимание на	1	2
211	же в	2	2
212	в свою	3	2
213	оно не	1	2
214	но еще	2	2
215	ее в	3	2
216	в своих	2	2
217	и наиболее	2	1
218	как известно	1	1
219	и т	1	1
220	и то	2	1
221	отметим что	1	1
222	тех же	1	1
223	в стороне	3	1
224	идет о	3	1
225	по преимуществу	2	1
226	и до	1	1
227	исходит из	1	1
228	с таким	1	1
229	который в	1	1
230	есть собственно	1	1
231	смотреть на	1	1
232	своего существования	1	1
233	не открывается	1	1
234	одних и	1	1
235	в последнем	1	1
236	говорить о	1	1
237	в деле	3	1
238	и со	3	1
239	в ней	4	1
240	вышла из	1	1
241	в сочетании	1	1
242	он сам	2	1
243	быть в	1	1
244	в последних	1	1
245	как путь	1	1
246	тем как	1	1
247	к которой	1	1
248	если в	2	1
249	очевидно что	3	1
250	постановка проблемы	1	1
251	которое при	1	1
252	друг от	2	1
253	значение имеет	1	1
254	за пределы	1	1
255	к сожалению	1	1
256	что автор	1	1
257	в истории	2	1
258	в центре	1	1
259	независимо от	4	1
260	поскольку они	2	1
261	с этим	2	1
262	вспомним что	1	1
263	в своем	14	1
264	ней в	1	1
265	что по	1	1
266	более или	1	1
267	в этот	1	1
268	или иную	3	1
269	в нашем	1	1
270	влечение к	1	1
271	что к	2	1
272	уже в	1	1
273	что эти	2	1
274	вообще не	3	1
275	в определенном	3	1
276	он не	2	1
277	и еще	2	1
278	в силу	2	1
279	в корне	1	1
280	жизнью и	1	1
281	которая способна	1	1
282	бы они	1	1
283	слова и	1	1
284	значение в	1	1
285	в соответствующие	1	1
286	с другими	2	1
287	например с	2	1
288	весь мир	1	1
289	кажется что	2	1
290	который по	1	1
291	только одно	2	1
292	в них	3	1
293	о которых	1	1
294	как совокупность	4	1
295	активности и	1	1
296	жизни но	1	1
297	чем в	4	1
298	на этот	2	1
299	и того	2	1
300	был бы	1	1
301	на пути	1	1
302	рассматривает как	1	1
303	жизни мира	2	1
304	каждой своей	1	1
305	на месте	2	1
306	народ и	3	1
307	в их	11	1
308	не к	2	1
309	значение для	1	1
310	но это	1	1
311	в россии	5	1
312	друг другу	1	1
313	в предыдущем	4	1
314	возвращается к	1	1
315	вовсе не	6	1
316	ли уже	1	1
317	тому что	1	1
318	в отношении	32	1
319	она не	2	1
320	почти никогда	1	1
321	тогда когда	2	1
322	чтобы в	1	1
323	и притом	4	1
324	революции и	1	1
325	душе и	1	1
326	в процессе	4	1
327	открыт для	1	1
328	с и	10	1
329	мы все	1	1
330	он мог	1	1
331	для всего	1	1
332	не имеет	4	1
333	вопрос не	2	1
334	и другими	1	1
335	к концу	1	1
336	за исключением	1	1
337	во всем	1	1
338	и теперь	2	1
339	участию в	2	1
340	исторического процесса	1	1
341	уже и	3	1
342	в будущем	3	1
343	к той	2	1
344	свое собственное	1	1
345	xx века	1	1
346	начиная с	2	1
347	будущее в	1	1
348	когда мы	1	1
349	значительной степени	1	1
350	как некая	1	1
351	обрести свое	1	1
352	приходит к	1	1
353	и о	1	1
354	но по	2	1
355	от друга	2	1
356	свою очередь	2	1
357	и от	3	1
358	котором мы	1	1
359	идеологическом и	1	1
360	с собой	1	1
361	имеется в	1	1
362	в осуществлении	1	1
363	был не	1	1
364	для этого	1	1
365	в индивидуальном	1	1
366	тех кто	1	1
367	на вопрос	1	1
368	столь же	5	1
369	второй половине	2	1
370	говорит об	1	1
371	как было	3	1
372	аналогии с	1	1
373	в значительной	2	1
374	времени в	1	1
375	нас в	1	1
376	однако с	1	1
377	людей в	1	1
378	эти два	1	1
379	бы в	2	1
380	способность к	1	1
381	и радикально	1	1
382	также в	2	1
383	по своим	3	1
384	и иных	1	1
385	самих себя	1	1
386	к нему	2	1
387	но так	1	1
388	его собственная	2	1
389	в двух	1	1
390	одной из	5	1
391	будь то	1	1
392	скажем из	1	1
393	являет собой	1	1
394	xix и	1	1
395	об их	1	1
396	мире и	1	1
397	в мировом	1	1
398	для всех	1	1
399	есть в	2	1
400	бы по	1	1
401	переходит в	1	1
402	то и	1	1
403	и других	2	1
404	но совершенно	1	1
405	ту или	3	1
406	и их	1	1
407	в котором	2	1
408	продолжая в	1	1
409	так как	7	1
410	свой народ	3	1
411	бытия и	1	1
412	связано с	3	1
413	на долю	3	1
414	существовать в	1	1
415	но из	1	1
416	где в	1	1
417	на уровне	2	1
418	даже не	1	1
419	влияние на	2	1
420	есть не	2	1
421	на определенные	1	1
422	новый мир	2	1
423	в психологии	3	1
424	в ряде	1	1
425	что для	1	1
426	обратиться к	1	1
427	не было	1	1
428	пока ты	1	1
429	с тем	3	1
430	и далее	1	1
431	не на	4	1
432	власти и	1	1
433	его руках	1	1
434	в связи	1	1
435	народов и	3	1
436	стороны в	2	1
437	именно поэтому	1	1
438	ко всем	1	1
439	поэтому даже	1	1
440	некоторые из	1	1
441	ибо в	1	1
442	рода и	1	1
443	их к	1	1
444	конечно не	1	1
445	именно тогда	2	1
446	в той	5	1
447	есть только	1	1
448	в европейской	2	1
449	человеческой культуры	2	1
450	уже об	1	1
451	о соотношении	1	1
452	это значит	2	1
453	и было	1	1
454	ли не	1	1
455	и европейской	1	1
456	и где	1	1
457	протеста против	1	1
458	становится ясным	1	1
459	и никакое	2	1
460	и более	2	1
461	о котором	1	1
462	которая в	1	1
463	для нас	4	1
464	или менее	1	1
465	и все	2	1
466	и однако	1	1
467	в этих	2	1
468	еще более	2	1
469	родной и	1	1
470	хотя бы	15	1
471	и земли	1	1
472	например по	1	1
473	все остальные	1	1
474	потребность в	3	1
475	отношении к	15	1
476	не есть	2	1
477	в общем	3	1
478	нет ничего	1	1
479	сказать что	4	1
480	культуры в	4	1
481	в таком	3	1
482	к этой	1	1
483	политики в	1	1
484	что за	1	1
485	который не	1	1
486	этой точки	5	1
