N	2gram	Vinokur_St_3	Dialekti
711	в свое	1	1
712	ли он	1	1
713	некоторых случаях	1	1
714	можно назвать	4	1
715	самого своего	1	1
716	но эти	1	1
717	и эта	1	1
718	это в	4	1
719	и идей	1	1
720	как на	6	1
721	все что	1	1
722	гораздо более	2	1
