N	2gram	Medvedev_F_1	Tragedij
114	в душе	2	2
115	не так	2	2
116	в одном	2	2
117	друг друга	4	2
118	в самую	2	2
119	до конца	7	2
120	ничем не	3	2
121	под влиянием	2	2
122	было в	1	2
123	для искусства	1	2
124	в данном	1	2
125	она должна	3	2
126	это уже	1	2
127	от всего	1	2
128	потому что	1	2
129	в частности	4	2
130	по поводу	1	2
131	русской литературы	1	2
132	а между	1	1
133	сохраняет свое	1	1
134	ту же	1	1
135	также что	1	1
136	и т	12	1
137	эффект и	1	1
138	например в	1	1
139	и др	5	1
140	самом деле	6	1
141	он противопоставляет	1	1
142	это и	3	1
143	и есть	1	1
144	должна быть	7	1
145	высшей степени	1	1
146	той же	1	1
147	в становлении	1	1
148	на себя	1	1
149	вместо того	1	1
150	ему в	1	1
151	самой природе	1	1
152	из ее	1	1
153	в ней	10	1
154	литературы и	2	1
155	встречается в	1	1
156	между собой	1	1
157	в чем	1	1
158	во всех	5	1
159	но не	3	1
160	могло быть	1	1
161	в противовес	2	1
162	значение и	3	1
163	тогда как	1	1
164	большое значение	1	1
165	за пределы	2	1
166	чем же	2	1
167	в истории	4	1
168	вызывает в	1	1
169	опирается на	1	1
170	вот как	1	1
171	романа или	1	1
172	и наконец	3	1
173	стиля и	2	1
174	то в	1	1
175	в которой	4	1
176	роль его	1	1
177	он в	2	1
178	но главная	1	1
179	жизнь как	3	1
180	как он	1	1
181	если он	3	1
182	не могла	2	1
183	человек не	3	1
184	чтобы установить	1	1
185	и если	2	1
186	их отношения	3	1
187	вообще не	1	1
188	что без	1	1
189	идей и	1	1
190	по-видимому не	1	1
191	на западе	4	1
192	так сказать	3	1
193	перестает быть	3	1
194	роли в	3	1
195	не значит	1	1
196	к одному	1	1
197	что нужно	1	1
198	не как	4	1
199	в россии	3	1
200	ее своей	1	1
201	так часто	1	1
202	и по	1	1
203	на этом	1	1
204	таким образом	13	1
205	последнее слово	1	1
206	от нее	2	1
207	прекрасное и	1	1
208	в другом	1	1
209	и чтобы	1	1
210	на все	3	1
211	лишь в	8	1
212	заключается в	1	1
213	этом романе	1	1
214	а это	1	1
215	характерный для	1	1
216	лишь на	1	1
217	с начала	2	1
218	который сам	1	1
219	но уже	1	1
220	в них	3	1
221	в высшей	1	1
222	этого не	1	1
223	с такой	1	1
224	и ко	1	1
225	или вообще	1	1
226	в своей	11	1
227	к истории	1	1
228	в такой	1	1
229	почти не	2	1
230	в котором	1	1
231	не столько	1	1
232	понятно что	1	1
233	значение для	2	1
234	нее самой	1	1
235	и вот	2	1
236	не понимает	1	1
237	но он	1	1
238	тем не	1	1
239	превратиться в	1	1
240	на всю	2	1
241	по себе	5	1
242	тому что	1	1
243	не менее	11	1
244	и художественной	2	1
245	действительности от	1	1
246	она не	6	1
247	в обоих	1	1
248	самого начала	1	1
249	на котором	1	1
250	как его	1	1
251	облекается в	1	1
252	но только	1	1
253	только не	2	1
254	и всегда	1	1
255	в самой	2	1
256	его перед	1	1
257	и притом	1	1
258	к ней	2	1
259	по своей	1	1
260	для нас	1	1
261	связи с	3	1
262	что на	1	1
263	в области	3	1
264	тургеневского романа	1	1
265	вопросу об	1	1
266	своей книге	2	1
267	могут быть	1	1
268	в недрах	1	1
269	что оно	1	1
270	его с	2	1
271	не есть	2	1
272	свое значение	1	1
273	что при	1	1
274	в применении	2	1
275	литературы на	3	1
276	как мы	5	1
277	и о	1	1
278	того чтобы	1	1
279	людей в	1	1
280	всего этого	2	1
281	с самого	1	1
282	роль в	1	1
283	социального типа	1	1
284	на нее	2	1
285	по природе	1	1
286	в борьбе	1	1
287	начала и	2	1
288	в последующих	1	1
289	во многом	1	1
290	когда его	1	1
291	по сравнению	1	1
292	за этими	1	1
293	с литературными	1	1
294	часто и	2	1
295	и должно	2	1
296	а также	1	1
297	чтобы не	2	1
298	роман и	2	1
299	теме в	1	1
300	все в	2	1
301	связь между	1	1
302	между тем	2	1
303	уже чисто	1	1
304	так обстоит	1	1
305	говорит он	3	1
306	в форме	1	1
307	не сводится	2	1
308	романа в	1	1
309	все время	2	1
310	нет он	2	1
311	для самого	1	1
312	х годов	1	1
313	в литературе	5	1
314	того что	5	1
315	мы видим	1	1
316	согласиться с	1	1
317	и развить	1	1
318	только в	2	1
319	во всем	2	1
320	с одной	4	1
321	именно на	1	1
322	первостепенное значение	1	1
323	только на	5	1
324	чтобы он	2	1
325	и чисто	2	1
326	в понятие	1	1
327	за счет	1	1
328	в общем	3	1
329	и их	10	1
330	всяком случае	4	1
331	могло бы	2	1
332	слова в	1	1
333	т п	4	1
334	и должна	2	1
335	не для	3	1
336	они сами	1	1
337	с этими	1	1
338	во взглядах	1	1
339	жизни на	1	1
340	для отрицания	1	1
341	в особенности	3	1
342	даже не	1	1
343	вопрос об	2	1
344	именно в	8	1
345	к роману	1	1
346	что не	1	1
347	социальной жизни	11	1
348	не было	3	1
349	полагал что	1	1
350	а на	1	1
351	думается нам	1	1
352	а не	10	1
353	его как	3	1
354	одну из	1	1
355	в и	1	1
356	в связи	4	1
357	с помощью	3	1
358	о себе	1	1
359	бессмысленной и	1	1
360	вместе с	2	1
361	и особенно	2	1
362	ко всем	2	1
363	и потому	9	1
364	эта связь	2	1
365	в духе	1	1
366	не из	4	1
367	xix века	1	1
368	сравнению с	1	1
369	наряду с	1	1
370	в той	1	1
371	смысле этого	3	1
372	применении к	2	1
373	деятельность не	1	1
374	оно начинает	1	1
375	при которой	1	1
376	этого слова	3	1
377	с этой	4	1
378	и от	7	1
379	в условиях	1	1
380	романа с	1	1
381	не является	1	1
382	как своего	1	1
383	при таком	4	1
384	только теперь	1	1
385	в результате	2	1
386	в двух	1	1
387	справедливы в	1	1
388	из себя	1	1
389	в западноевропейском	3	1
390	бы в	3	1
391	проблемы проблемы	1	1
392	хотя бы	5	1
393	только что	1	1
394	обстоит дело	1	1
395	за этим	1	1
396	гораздо больше	1	1
397	жизни в	2	1
398	от литературы	2	1
399	совершенно не	1	1
400	т е	34	1
401	есть и	1	1
402	труда в	1	1
403	к этой	4	1
404	и эта	1	1
405	это в	1	1
406	это понятие	1	1
407	во всяком	4	1
