N	2gram	Potebnia_M_3	Hudozhes
122	в этих	1	3
123	ее души	1	3
124	как о	2	3
125	на него	3	3
126	отдельного человека	1	3
127	своего я	1	3
128	ни о	3	3
129	же самое	1	3
130	в человеке	3	3
131	и это	4	3
132	что у	1	3
133	когда в	2	3
134	все его	1	3
135	к нему	3	3
136	одной из	2	3
137	с ними	1	3
138	и ее	1	3
139	с одной	7	3
140	для нас	20	3
141	с нею	2	3
142	в одном	2	3
143	что на	1	3
144	с другой	7	3
145	на ее	1	3
146	а с	2	3
147	прежде всего	3	3
148	так же	3	3
149	одной стороны	3	3
150	все это	4	3
151	или в	3	3
152	в памяти	1	3
153	есть и	1	3
154	по поводу	4	3
155	самом деле	2	3
156	все что	4	3
157	и то	8	2
158	о любви	2	2
159	но тем	2	2
160	в первом	3	2
161	той же	2	2
162	а как	2	2
163	который в	1	2
164	который был	1	2
165	говорить о	3	2
166	думая о	1	2
167	он сам	1	2
168	если в	1	2
169	ответ на	3	2
170	отношение к	2	2
171	тоже не	1	2
172	в мыслях	1	2
173	все же	2	2
174	но в	1	2
175	со своей	2	2
176	та же	2	2
177	бы с	1	2
178	из этих	9	2
179	о ее	1	2
180	тому же	1	2
181	чего не	1	2
182	мысли и	2	2
183	т д	3	2
184	но именно	1	2
185	других в	1	2
186	не как	2	2
187	прежде чем	2	2
188	оно не	4	2
189	однако в	1	2
190	могла бы	2	2
191	не будет	3	2
192	не с	1	2
193	лишь в	1	2
194	его в	3	2
195	это было	3	2
196	и было	1	2
197	и тогда	3	2
198	место в	3	2
199	от своего	1	2
200	внешним и	1	2
201	с точки	1	2
202	не столько	2	2
203	жизни с	1	2
204	что я	5	2
205	начнем с	1	2
206	с такою	1	2
207	жизни то	1	2
208	того как	4	2
209	первая половина	1	2
210	только не	2	2
211	к ней	5	2
212	ему в	2	2
213	представляется нам	1	2
214	и внешнюю	1	2
215	мысли о	2	2
216	в строгом	1	2
217	приходит к	1	2
218	как мы	7	2
219	данном случае	1	2
220	мысль о	5	2
221	те же	6	2
222	с самим	1	2
223	до сих	3	2
224	том как	3	2
225	и внешней	1	2
226	жизни не	3	2
227	и т.д	1	2
228	я а	3	2
229	один из	4	2
230	здесь не	1	2
231	уже одно	1	2
232	не видеть	2	2
233	он уже	1	2
234	впрочем и	2	2
235	мы читаем	1	2
236	же и	3	2
237	в виде	2	2
238	произведения не	2	2
239	его и	1	2
240	ни с	1	2
241	из них	6	2
242	т п	2	2
243	вовсе не	7	2
244	сих пор	3	2
245	в соответствующих	1	2
246	как у	1	2
247	именно в	3	2
248	еще и	1	2
249	личной жизни	1	2
250	себя и	4	2
251	что не	8	2
252	мы знаем	1	2
253	вместе с	12	2
254	и а	1	2
255	в данном	1	2
256	с такой	1	2
257	в ряду	3	2
258	я с	1	2
259	что же	2	2
260	и от	4	2
261	только для	1	2
262	это был	1	2
263	не является	1	2
264	т с	22	2
265	и видит	2	2
266	в двух	1	2
267	в голову	1	2
268	потому что	46	2
269	давно уже	1	2
270	точки зрения	2	2
271	между ними	1	2
272	и эта	1	2
273	сказать что	5	2
274	я это	1	2
275	что даже	4	2
276	как на	5	2
277	разговоре с	1	2
278	тем самым	7	2
279	гораздо более	1	2
280	оттенить и	1	1
281	жизнь человека	1	1
282	отношения к	1	1
283	одним из	1	1
284	например в	6	1
285	в сфере	1	1
286	таком случае	2	1
287	не остается	1	1
288	самим по	1	1
289	есть форма	1	1
290	тех же	1	1
291	это и	2	1
292	так у	2	1
293	бы для	1	1
294	мысли к	1	1
295	на деле	5	1
296	было как	1	1
297	собою в	1	1
298	бы эта	1	1
299	с в	2	1
300	чего в	1	1
301	мы не	9	1
302	одной мысли	2	1
303	совершенно как	1	1
304	что между	1	1
305	что если	1	1
306	между его	2	1
307	содержания в	2	1
308	в противоречие	1	1
309	тогда ему	1	1
310	и совсем	1	1
311	в сущности	1	1
312	навести на	1	1
313	время как	1	1
314	принадлежит к	1	1
315	но вслед	1	1
316	и другая	1	1
317	же радостным	1	1
318	которого в	2	1
319	жизни это	1	1
320	в каждой	4	1
321	имя и	1	1
322	не иметь	1	1
323	он был	1	1
324	на них	1	1
325	внутреннюю и	1	1
326	упускать из	2	1
327	со словами	1	1
328	души есть	1	1
329	бы то	1	1
330	во всех	1	1
331	природы и	2	1
332	именно тем	1	1
333	говорит нам	1	1
334	и стало	1	1
335	то он	2	1
336	нею в	1	1
337	его во	1	1
338	с каким	2	1
339	себе и	1	1
340	это сравнение	2	1
341	друг от	1	1
342	нет и	1	1
343	за пределы	2	1
344	и чем	1	1
345	смотрел на	1	1
346	в настоящем	1	1
347	один и	1	1
348	его я	3	1
349	в одной	1	1
350	предметы и	1	1
351	все случайное	1	1
352	мы тем	1	1
353	хотя и	1	1
354	когда он	1	1
355	и счастье	1	1
356	его к	2	1
357	один ряд	1	1
358	имеет в	1	1
359	себе не	4	1
360	что сказанное	2	1
361	от этого	2	1
362	что точка	1	1
363	и говорит	1	1
364	не дано	1	1
365	в которой	3	1
366	из жизни	1	1
367	отношения между	1	1
368	так или	2	1
369	все эти	1	1
370	мое сознание	1	1
371	и отношения	1	1
372	известно не	1	1
373	к непрерывному	1	1
374	человеке и	2	1
375	и тот	2	1
376	говорить с	1	1
377	и выдвинуть	1	1
378	человек не	2	1
379	так сказать	2	1
380	что одна	1	1
381	что без	1	1
382	с чем	1	1
383	к миру	1	1
384	мать и	1	1
385	при виде	1	1
386	именно то	2	1
387	и когда	1	1
388	в силу	3	1
389	в корне	1	1
390	том чтобы	2	1
391	из виду	2	1
392	их в	2	1
393	свое время	1	1
394	же становится	1	1
395	него в	1	1
396	людей и	2	1
397	ни был	1	1
398	не должно	1	1
399	но все	2	1
400	не следует	5	1
401	слова не	2	1
402	в каждом	3	1
403	здесь мы	1	1
404	происходит и	1	1
405	смысле в	2	1
406	тем в	1	1
407	том случае	1	1
408	и внутренняя	1	1
409	противоречия между	1	1
410	то есть	34	1
411	г в	1	1
412	которого не	1	1
413	то все	1	1
414	а над	1	1
415	и чувствовать	2	1
416	зрения и	2	1
417	эти два	1	1
418	и тем	5	1
419	даже в	2	1
420	видеть и	1	1
421	бы уже	1	1
422	только одно	1	1
423	его места	1	1
424	быть только	4	1
425	она и	1	1
426	своей личной	1	1
427	в самую	1	1
428	берет на	1	1
429	этого не	3	1
430	в слове	32	1
431	не всегда	2	1
432	которой он	1	1
433	для чего	1	1
434	было ни	1	1
435	такою же	1	1
436	в один	4	1
437	нее все	1	1
438	во время	2	1
439	на мысль	4	1
440	и при	4	1
441	никак не	3	1
442	таким же	1	1
443	мыслью о	1	1
444	человек и	1	1
445	то для	2	1
446	на свою	2	1
447	а потом	1	1
448	как символ	1	1
449	знаем что	1	1
450	от его	1	1
451	и другого	1	1
452	стало быть	1	1
453	своего рождения	2	1
454	для многих	1	1
455	образом и	3	1
456	другом и	1	1
457	но он	1	1
458	видно что	1	1
459	и более	1	1
460	ли я	1	1
461	пламя и	1	1
462	том же	2	1
463	произведений искусства	1	1
464	в словах	3	1
465	любовь к	1	1
466	произведения и	1	1
467	раз и	1	1
468	с миром	1	1
469	центра в	1	1
470	и притом	2	1
471	ничего нового	1	1
472	что с	2	1
473	виду что	1	1
474	и другое	1	1
475	души но	1	1
476	только из	1	1
477	ее с	1	1
478	на себе	1	1
479	если для	1	1
480	было не	1	1
481	становится субъектом	2	1
482	чем не	1	1
483	не могло	1	1
484	стороны своего	1	1
485	например не	2	1
486	на язык	1	1
487	это то	1	1
488	же после	1	1
489	глядя на	2	1
490	слове и	5	1
491	такая же	2	1
492	и чувства	1	1
493	и чувство	1	1
494	рождается в	1	1
495	имени и	1	1
496	в области	2	1
497	ему не	2	1
498	может показаться	1	1
499	той сосредоточенности	1	1
500	именно оно	1	1
501	становится для	1	1
502	в разговоре	2	1
503	мое я	1	1
504	встречается в	1	1
505	когда мы	2	1
506	есть только	5	1
507	одно только	3	1
508	отличается от	1	1
509	глубокое и	1	1
510	души а	1	1
511	его с	2	1
512	от нее	2	1
513	на это	4	1
514	только одну	2	1
515	говоря словами	1	1
516	любовь в	1	1
517	мысль так	1	1
518	на нечто	1	1
519	не ограничивается	1	1
520	мгновения жизни	1	1
521	своем воображении	1	1
522	от друга	1	1
523	нам о	1	1
524	не существует	3	1
525	такое что	1	1
526	быть вполне	1	1
527	себе самом	1	1
528	то или	2	1
529	один в	1	1
530	с самого	1	1
531	однако если	1	1
532	как ее	2	1
533	нельзя сказать	3	1
534	только через	1	1
535	на нее	1	1
536	времени и	1	1
537	особенно в	1	1
538	каждого из	2	1
539	всех кто	1	1
540	как источнику	1	1
541	от человеческой	1	1
542	это только	1	1
543	жизнь и	1	1
544	этой жизни	1	1
545	сама она	1	1
546	остановимся на	1	1
547	по себе	16	1
548	в разных	2	1
549	образом в	3	1
550	именно потому	1	1
551	и здесь	1	1
552	как сам	1	1
553	но мы	2	1
554	и что	10	1
555	в глаза	1	1
556	после того	1	1
557	и который	1	1
558	казаться что	1	1
559	первоначального замысла	1	1
560	нас в	1	1
561	заключается в	1	1
562	все в	2	1
563	места и	1	1
564	и чуждый	1	1
565	или иначе	1	1
566	его личности	1	1
567	должно было	2	1
568	искусства в	1	1
569	на одном	1	1
570	бы она	1	1
571	из своего	1	1
572	не одна	1	1
573	в другой	1	1
574	другого в	1	1
575	внешнее и	1	1
576	меня так	1	1
577	того что	18	1
578	как например	1	1
579	ее то	1	1
580	но легко	1	1
581	вне себя	2	1
582	в человеческой	3	1
583	время когда	1	1
584	было что	1	1
585	бы эти	1	1
586	всю ее	1	1
587	в самое	1	1
588	и потому	4	1
589	как пламя	1	1
590	но как	2	1
591	ему самому	2	1
592	имеет своим	1	1
593	и теперь	6	1
594	чуждый его	1	1
595	говорит только	2	1
596	на мир	2	1
597	не мешает	1	1
598	звук и	3	1
599	без этого	1	1
600	так что	7	1
601	уже в	5	1
602	в начале	3	1
603	на свое	3	1
604	еще одну	1	1
605	эта особенность	1	1
606	себе то	1	1
607	легко может	1	1
608	за ним	3	1
609	где бы	1	1
610	не связанных	1	1
611	будет не	2	1
612	искать в	1	1
613	или даже	1	1
614	представить себе	3	1
615	могло бы	1	1
616	эту силу	1	1
617	я в	1	1
618	так как	13	1
619	для меня	4	1
620	то время	4	1
621	при всей	1	1
622	отношении к	2	1
623	других но	1	1
624	независимо от	5	1
625	на меня	1	1
626	этом отношении	2	1
627	от того	8	1
628	на том	1	1
629	когда бы	1	1
630	лишь для	1	1
631	имели бы	1	1
632	человеческой мысли	1	1
633	и даже	2	1
634	и т.п	1	1
635	что человек	2	1
636	по своим	1	1
637	такое же	3	1
638	по всей	1	1
639	и люди	1	1
640	только по	5	1
641	что бы	1	1
642	необходимости в	1	1
643	настоящего времени	1	1
644	у меня	2	1
645	не означает	1	1
646	с которым	1	1
647	например это	1	1
648	образом это	1	1
649	не то	3	1
650	там где	3	1
651	более глубокое	1	1
652	в речи	2	1
653	не видит	1	1
654	нечто такое	1	1
655	ребенка в	1	1
656	бы оно	1	1
657	почти ничего	1	1
658	и определенности	1	1
659	одно слово	2	1
660	эти слова	2	1
661	была такая	1	1
662	как одно	1	1
663	человека к	1	1
664	же с	6	1
665	значении этого	1	1
666	власть над	1	1
667	чтобы образ	1	1
668	своей души	1	1
669	взгляда на	1	1
670	души на	1	1
671	в тот	1	1
672	думать о	1	1
673	исходя из	1	1
674	во всю	1	1
675	с этой	2	1
676	слова и	5	1
677	еще раз	2	1
678	художественное произведение	6	1
679	что сознание	1	1
680	но это	6	1
681	и таким	1	1
682	от нас	3	1
683	на человека	2	1
684	его собственная	1	1
685	слова но	2	1
686	той силы	1	1
687	характеризует не	1	1
688	этого сознания	1	1
689	только тогда	9	1
690	душа не	1	1
691	то не	2	1
692	всего что	1	1
693	души в	1	1
694	из себя	2	1
695	который бы	1	1
696	бы в	2	1
697	вспомнить что	1	1
698	в поле	1	1
699	на языке	1	1
700	по самой	1	1
701	же в	2	1
702	первый раз	1	1
703	предметы а	1	1
704	чем же	1	1
705	забыли и	1	1
706	человека есть	1	1
707	от ее	1	1
708	нам не	1	1
709	слова от	1	1
710	не знает	3	1
711	только как	5	1
712	другой стороны	4	1
713	и часы	1	1
714	почему он	1	1
715	точно так	12	1
716	первом случае	2	1
717	в действительности	5	1
718	в такое	1	1
719	на лице	1	1
720	об отношении	4	1
721	это так	1	1
722	бы даже	1	1
723	в искусстве	3	1
724	случае если	1	1
725	это в	2	1
726	прежде в	1	1
727	к этому	3	1
728	можно назвать	1	1
729	которая не	2	1
730	в таком	3	1
731	смысле что	1	1
