N	2gram	Losev_Prob_4	EvropaiC
143	не так	3	4
144	в конце	2	4
145	все-таки не	1	4
146	в области	3	4
147	конце концов	1	4
148	как сказано	1	4
149	не могут	1	4
150	это есть	3	4
151	самого себя	1	4
152	то ясно	1	4
153	мы должны	3	4
154	хотя бы	7	4
155	совершенно не	3	4
156	в таком	6	4
157	как известно	1	3
158	же как	1	3
159	вопрос о	1	3
160	но по	2	3
161	не вполне	2	3
162	но даже	4	3
163	в данном	6	3
164	мы будем	1	3
165	в истории	3	3
166	и наконец	4	3
167	в нашем	12	3
168	в нем	5	3
169	на земле	2	3
170	и по	2	3
171	и может	2	3
172	в совершенно	2	3
173	на этой	2	3
174	заключается в	2	3
175	чтобы все	2	3
176	это не	7	3
177	в жизни	3	3
178	с тем	4	3
179	чем в	1	3
180	в этих	5	3
181	что если	1	3
182	даже в	1	3
183	для нас	6	3
184	в разных	4	3
185	во всем	2	3
186	уже и	3	3
187	у нас	14	3
188	что оно	1	3
189	ничего общего	5	3
190	и это	2	3
191	то ни	1	3
192	данном случае	5	3
193	жизнь и	4	3
194	и вообще	6	3
195	с одной	1	3
196	настоящее время	1	3
197	может не	1	3
198	тот же	2	3
199	даже если	3	3
200	очень много	2	3
201	в эти	1	3
202	конечно не	3	3
203	в начале	3	3
204	при помощи	10	3
205	от тех	1	3
206	прежде всего	11	3
207	а наоборот	2	3
208	в связи	3	3
209	и потому	7	3
210	по одному	2	3
211	мы сказали	1	3
212	не подлежит	1	3
213	в настоящее	1	3
214	не то	2	3
215	бы в	1	3
216	тем более	4	3
217	только что	2	3
218	а в	4	3
219	что мы	3	3
220	указывают на	1	3
221	можно назвать	2	3
222	постепенно в	1	2
223	себе отпечаток	1	2
224	от своей	1	2
225	в котором	2	2
226	и до	1	2
227	что эти	1	2
228	со своей	2	2
229	входящих в	1	2
230	также и	13	2
231	так чтобы	2	2
232	с ее	2	2
233	и ее	4	2
234	мы и	1	2
235	в ней	7	2
236	свою очередь	1	2
237	бы то	1	2
238	тем как	1	2
239	во всяком	8	2
240	друг к	1	2
241	но как	3	2
242	заметим что	3	2
243	совершенно ясно	2	2
244	что они	2	2
245	из таких	1	2
246	общего с	2	2
247	есть в	7	2
248	и где	2	2
249	не очень	2	2
250	то в	2	2
251	и те	1	2
252	если он	2	2
253	но на	1	2
254	что она	4	2
255	том чтобы	2	2
256	а это	3	2
257	же касается	1	2
258	к другу	1	2
259	то есть	27	2
260	нечего и	1	2
261	смотреть на	2	2
262	представления об	1	2
263	в них	5	2
264	нет в	2	2
265	и особенно	1	2
266	и уже	1	2
267	на первый	1	2
268	но если	6	2
269	никто не	2	2
270	представить себе	2	2
271	можно ли	3	2
272	на каждом	1	2
273	он тоже	2	2
274	и более	3	2
275	тому что	1	2
276	тем самым	4	2
277	на себе	3	2
278	в основе	1	2
279	говорить о	2	2
280	мы все	3	2
281	только не	4	2
282	вся его	1	2
283	в самой	4	2
284	и весь	3	2
285	этих двух	1	2
286	ему и	1	2
287	всех прочих	1	2
288	и отличие	1	2
289	виде как	3	2
290	от нее	1	2
291	если же	1	2
292	как мы	3	2
293	только при	6	2
294	чтобы быть	1	2
295	выше что	1	2
296	или нескольких	1	2
297	на том	1	2
298	и сам	1	2
299	принять во	1	2
300	веры в	1	2
301	все его	1	2
302	в виду	6	2
303	а к	1	2
304	именно потому	1	2
305	в другом	3	2
306	и поэтому	1	2
307	другими словами	3	2
308	можно встретить	1	2
309	все в	3	2
310	к нему	3	2
311	исторического развития	1	2
312	было бы	14	2
313	но так	2	2
314	цивилизации в	1	2
315	и так	1	2
316	они могут	2	2
317	жизни и	5	2
318	эти черты	1	2
319	то и	5	2
320	ни было	2	2
321	для него	3	2
322	всяком случае	4	2
323	нетрудно понять	1	2
324	вовсе не	21	2
325	из нее	1	2
326	как при	1	2
327	и только	4	2
328	не было	3	2
329	однако это	2	2
330	только один	2	2
331	представляет собою	1	2
332	наконец не	1	2
333	что для	1	2
334	одной стороны	1	2
335	отнюдь не	10	2
336	при более	1	2
337	во внимание	1	2
338	в одно	6	2
339	в частности	2	2
340	независимо от	3	2
341	редких случаях	2	2
342	но не	5	2
343	что же	1	2
344	истории все	1	2
345	только то	1	2
346	с этой	1	2
347	при условии	2	2
348	между прочим	3	2
349	но для	1	2
350	том виде	2	2
351	на более	1	2
352	и говорить	1	2
353	с ними	2	2
354	между ними	1	2
355	не знает	1	2
356	в свою	1	2
357	что такие	1	2
358	ко всему	1	2
359	что под	1	2
360	однако мы	2	2
361	гораздо более	1	2
362	и наиболее	1	1
363	смысле слова	15	1
364	говоря о	1	1
365	по адресу	1	1
366	близкими к	1	1
367	и весьма	2	1
368	силы и	1	1
369	это и	4	1
370	ему что	1	1
371	дело однако	1	1
372	смысл этого	1	1
373	ведь и	1	1
374	в зависимости	3	1
375	и должен	1	1
376	есть не	6	1
377	выше в	1	1
378	тоже будет	1	1
379	мы не	7	1
380	что между	1	1
381	и тут	1	1
382	уже более	2	1
383	целиком а	1	1
384	единство и	1	1
385	время как	2	1
386	на себя	1	1
387	разобраться в	2	1
388	зависимости от	3	1
389	собою и	1	1
390	к своему	2	1
391	и самого	1	1
392	и этого	1	1
393	на них	1	1
394	иное как	2	1
395	выше нам	1	1
396	всю свою	1	1
397	создают для	1	1
398	с его	2	1
399	бы не	1	1
400	а следовательно	1	1
401	только вполне	1	1
402	подходить к	1	1
403	наиболее совершенным	1	1
404	но тогда	1	1
405	особенно если	1	1
406	и другие	1	1
407	а только	6	1
408	если в	1	1
409	можем не	1	1
410	себе и	3	1
411	нет и	2	1
412	отличаются от	1	1
413	первый взгляд	1	1
414	что во	2	1
415	из возможных	1	1
416	как в	5	1
417	что именно	2	1
418	выйти из	1	1
419	однако не	4	1
420	перед нами	13	1
421	кроме того	4	1
422	только внешний	1	1
423	достаточно ясно	2	1
424	и как	3	1
425	с понятием	1	1
426	как всякая	1	1
427	тем же	1	1
428	для ее	2	1
429	и хотя	1	1
430	в этот	1	1
431	от чего	1	1
432	себе как	1	1
433	а во-вторых	1	1
434	он в	1	1
435	еще далеко	1	1
436	однако совершенно	1	1
437	ни одна	2	1
438	сливаются в	3	1
439	она-то и	2	1
440	на его	2	1
441	после которого	1	1
442	если для	1	1
443	который у	1	1
444	но именно	2	1
445	раз навсегда	1	1
446	силой и	1	1
447	перестает быть	2	1
448	и еще	1	1
449	идеи и	1	1
450	в принципе	1	1
451	и вот	1	1
452	общество и	2	1
453	лишь с	1	1
454	весьма интересен	1	1
455	с сожалением	1	1
456	одно и	1	1
457	круга и	1	1
458	в каждом	1	1
459	больше всего	1	1
460	здесь мы	3	1
461	тем в	1	1
462	поскольку все	1	1
463	другом случае	2	1
464	а его	2	1
465	это было	2	1
466	при встрече	1	1
467	с другими	3	1
468	сейчас в	1	1
469	он есть	1	1
470	только они	2	1
471	этот человек	1	1
472	и единственным	1	1
473	и тем	7	1
474	чаще всего	1	1
475	до всякого	1	1
476	кажется что	2	1
477	рядом с	1	1
478	этого не	2	1
479	в чистом	2	1
480	нее и	1	1
481	бы на	1	1
482	что такая	1	1
483	в своей	4	1
484	нас не	1	1
485	этого необходимо	1	1
486	как все	1	1
487	разница только	1	1
488	последствия которые	1	1
489	то для	3	1
490	не к	2	1
491	жизни с	1	1
492	и нужно	1	1
493	для всякого	2	1
494	является только	2	1
495	нас с	1	1
496	по крайней	6	1
497	в корне	2	1
498	не тем	2	1
499	однако в	2	1
500	что этот	1	1
501	на всю	1	1
502	необходимо чтобы	1	1
503	единственный способ	1	1
504	есть ничто	1	1
505	которого уже	1	1
506	в отношении	4	1
507	чистом виде	2	1
508	к такой	1	1
509	дело когда	1	1
510	есть нечто	9	1
511	и другое	3	1
512	самого начала	1	1
513	как о	3	1
514	не имеет	4	1
515	на два	1	1
516	и притом	2	1
517	но самые	1	1
518	ее с	1	1
519	к этим	1	1
520	и сама	3	1
521	но принципиально	1	1
522	или лучше	1	1
523	в уме	1	1
524	иметь в	1	1
525	связанными с	1	1
526	следовательно и	1	1
527	гордости и	1	1
528	дело в	2	1
529	этого общего	1	1
530	они являются	1	1
531	бы все	1	1
532	к ней	2	1
533	сущность его	1	1
534	это слово	1	1
535	и его	10	1
536	только с	1	1
537	если только	1	1
538	областях жизни	1	1
539	уже о	1	1
540	в общую	1	1
541	сказали выше	1	1
542	же отношение	1	1
543	есть только	2	1
544	всем их	1	1
545	не знаем	1	1
546	да и	5	1
547	только еще	1	1
548	числе и	1	1
549	на известное	1	1
550	бы он	1	1
551	с такою	2	1
552	они и	2	1
553	никакого сомнения	1	1
554	этот путь	2	1
555	для себя	2	1
556	в европу	1	1
557	они вовсе	1	1
558	приходит к	2	1
559	вере в	1	1
560	тоже весьма	1	1
561	говоря уже	2	1
562	здесь не	7	1
563	без всякого	4	1
564	они существуют	1	1
565	представим себе	1	1
566	каждый раз	5	1
567	в само	1	1
568	с самого	1	1
569	лучше сказать	2	1
570	говорили что	1	1
571	то время	2	1
572	существовать и	1	1
573	котором мы	1	1
574	о тех	1	1
575	культуры то	1	1
576	отличаться от	1	1
577	за то	1	1
578	отдельные части	1	1
579	сам он	1	1
580	и самому	1	1
581	можно только	2	1
582	всех возможных	1	1
583	своей собственной	1	1
584	ничего не	1	1
585	стремление к	1	1
586	или иной	13	1
587	находится в	1	1
588	за тем	1	1
589	время в	1	1
590	никак не	4	1
591	в значительной	2	1
592	том или	3	1
593	являются в	1	1
594	вся эта	2	1
595	когда оно	1	1
596	на одном	1	1
597	ним и	1	1
598	только такие	1	1
599	крайней мере	6	1
600	всякого другого	1	1
601	бы нам	1	1
602	но почти	1	1
603	вот тут-то	1	1
604	эти последние	1	1
605	нам говорят	1	1
606	на которой	1	1
607	себе еще	1	1
608	же все	1	1
609	идет по	1	1
610	совсем не	1	1
611	мы видим	1	1
612	менее в	1	1
613	и кажется	1	1
614	в разные	1	1
615	поэтому и	1	1
616	по мнению	1	1
617	не происходит	1	1
618	по этому	2	1
619	под него	2	1
620	а после	1	1
621	тот или	2	1
622	в качестве	10	1
623	же и	3	1
624	для всех	3	1
625	именно можно	1	1
626	уже не	5	1
627	уже в	4	1
628	только на	2	1
629	которую им	1	1
630	в нашей	1	1
631	свидетельствует о	2	1
632	а то	2	1
633	за ним	2	1
634	здесь будет	1	1
635	выступают здесь	1	1
636	бы тот	1	1
637	мы находим	2	1
638	в прошлом	1	1
639	для меня	1	1
640	друг друга	2	1
641	не случайно	1	1
642	случае не	5	1
643	оно стало	1	1
644	заметить что	1	1
645	тем что	3	1
646	ее на	1	1
647	в других	2	1
648	указание на	1	1
649	само собой	3	1
650	даже и	13	1
651	такие которые	1	1
652	бы это	1	1
653	были бы	3	1
654	хотя часто	1	1
655	и стремление	3	1
656	из двух	1	1
657	к совершенно	1	1
658	можно но	1	1
659	ней и	1	1
660	и даже	9	1
661	развития в	1	1
662	с другим	1	1
663	связаны с	1	1
664	воспринимаются и	1	1
665	здесь дело	1	1
666	а именно	2	1
667	что тот	1	1
668	и между	1	1
669	как же	2	1
670	еще и	3	1
671	к его	3	1
672	тут-то и	1	1
673	только к	3	1
674	с ней	2	1
675	только по	1	1
676	степени а	1	1
677	до конца	1	1
678	а не	7	1
679	ведь с	1	1
680	на эту	1	1
681	когда же	1	1
682	среди других	1	1
683	он и	1	1
684	тем больше	3	1
685	так называемых	1	1
686	нет ничего	3	1
687	тоже с	2	1
688	данного произведения	1	1
689	мало и	1	1
690	мы занимаемся	1	1
691	на каком-нибудь	1	1
692	к жизни	1	1
693	а если	3	1
694	является большим	1	1
695	если они	1	1
696	могут быть	1	1
697	есть как	1	1
698	а потом	1	1
699	для их	1	1
700	других областях	1	1
701	художественное произведение	1	1
702	и самих	1	1
703	только для	3	1
704	в который	1	1
705	же самое	6	1
706	пока еще	1	1
707	силы над	1	1
708	всего в	1	1
709	вообще говоря	1	1
710	на самой	1	1
711	не говорить	1	1
712	то ведь	1	1
713	являются не	1	1
714	и часто	1	1
715	ли в	1	1
716	в самые	1	1
717	подобные им	1	1
718	мы только	2	1
719	развития и	1	1
720	как эта	1	1
721	еще более	2	1
722	с не	1	1
723	будто бы	2	1
724	всю эту	2	1
725	не являются	2	1
726	и вдруг	2	1
727	в целях	5	1
728	жизни в	2	1
729	ясно также	1	1
730	это все	2	1
731	очень слабо	1	1
732	не говоря	3	1
733	сказать что	7	1
734	определяет собою	1	1
735	была бы	2	1
736	и возникает	1	1
737	этой позиции	1	1
738	но этот	2	1
739	мы считаем	1	1
740	всех других	2	1
741	ее нет	1	1
742	всем этом	1	1
743	а может	2	1
744	в своих	1	1
745	очень редко	1	1
746	точно так	3	1
747	том числе	1	1
