N	2gram	Tiupa_Anal_2	Problemy
187	как на	1	3
188	все что	2	3
189	к другому	1	2
190	по преимуществу	4	2
191	из его	2	2
192	мы уже	1	2
193	бы уже	1	2
194	в которой	1	2
195	совпадает с	4	2
196	на себя	5	2
197	конечно и	1	2
198	оно ни	1	2
199	то он	1	2
200	так что	3	2
201	однако не	1	2
202	его к	1	2
203	и к	5	2
204	в противоположность	2	2
205	момент его	2	2
206	вследствие этого	2	2
207	на его	3	2
208	всех этих	1	2
209	же не	2	2
210	при этом	10	2
211	за собою	2	2
212	в жизни	1	2
213	случайно и	1	2
214	со своими	1	2
215	в один	4	2
216	в отношении	1	2
217	в котором	2	2
218	произведения в	5	2
219	однако в	1	2
220	зрения и	1	2
221	мира не	1	2
222	чтобы в	1	2
223	на себе	3	2
224	поэтому в	1	2
225	жизни не	1	2
226	со своим	3	2
227	связи с	1	2
228	в сознании	4	2
229	уже и	2	2
230	во все	1	2
231	из самого	1	2
232	для себя	1	2
233	говорит сам	1	2
234	и входит	1	2
235	данном случае	5	2
236	самим собою	1	2
237	не возникает	1	2
238	сталкиваются в	1	2
239	и что	1	2
240	и взаимодействие	1	2
241	слова а	1	2
242	и сам	3	2
243	что может	1	2
244	те же	2	2
245	начала и	1	2
246	с героем	1	2
247	на вопрос	1	2
248	никак не	2	2
249	не позволяет	2	2
250	и во	2	2
251	от них	1	2
252	и взаимодействия	1	2
253	непосредственно в	1	2
254	художественный мир	1	2
255	в художественной	1	2
256	звучит как	1	2
257	один из	2	2
258	мы видим	1	2
259	тот же	1	2
260	хотя бы	1	2
261	они могут	1	2
262	и ее	1	2
263	значимость и	1	2
264	же и	1	2
265	то и	1	2
266	или даже	2	2
267	реалистического романа	1	2
268	его и	1	2
269	одно из	2	2
270	ведь это	2	2
271	этот кругозор	1	2
272	не о	2	2
273	и даже	9	2
274	себя и	1	2
275	на этот	2	2
276	доминанта в	2	2
277	данного произведения	2	2
278	в данном	8	2
279	в первой	3	2
280	друг с	1	2
281	в контексте	5	2
282	с этой	1	2
283	можно было	3	2
284	нисколько не	1	2
285	из тех	1	2
286	нести в	1	2
287	что позволяет	3	2
288	для автора	1	2
289	человек и	1	2
290	себя самого	1	2
291	бы он	1	2
292	его жизнь	1	2
293	же в	1	2
294	не есть	2	2
295	слово в	1	2
296	этот вопрос	1	2
297	героя как	1	2
298	и наиболее	1	1
299	же нам	1	1
300	этого в	1	1
301	художественного произведения	2	1
302	выражения в	1	1
303	получает в	1	1
304	органическое единство	1	1
305	тем же	1	1
306	в первом	1	1
307	отношения между	1	1
308	на две	3	1
309	можно лишь	1	1
310	диалог как	1	1
311	исходит из	1	1
312	противном случае	1	1
313	и больше	1	1
314	едва ли	3	1
315	сознания героя	1	1
316	и за	3	1
317	свой мир	1	1
318	его не	1	1
319	их и	1	1
320	который в	1	1
321	со всех	1	1
322	героя если	1	1
323	к предмету	2	1
324	на первом	1	1
325	именно к	1	1
326	личности от	1	1
327	в полной	1	1
328	но даже	1	1
329	социальной группы	1	1
330	не даны	1	1
331	и он	2	1
332	всего художественного	1	1
333	мир других	1	1
334	видения жизни	1	1
335	и мира	1	1
336	во всех	4	1
337	чужих слов	1	1
338	романа то	1	1
339	и всякий	1	1
340	ответ на	3	1
341	в качестве	11	1
342	а и	1	1
343	тогда как	19	1
344	сама по	1	1
345	столкновение с	1	1
346	в рамках	3	1
347	независимо от	1	1
348	возникает лишь	1	1
349	стороны и	1	1
350	что касается	3	1
351	в противном	1	1
352	в событие	1	1
353	дистанция между	1	1
354	хотя и	4	1
355	как уже	3	1
356	слова он	1	1
357	более или	1	1
358	в действительности	3	1
359	зрения как	1	1
360	о самом	1	1
361	со своей	1	1
362	себе как	1	1
363	не приходится	1	1
364	в литературном	1	1
365	всего романа	1	1
366	бы с	1	1
367	для данного	1	1
368	в нашем	3	1
369	не оставляет	1	1
370	из этих	1	1
371	ни одна	1	1
372	в известном	1	1
373	также может	2	1
374	сливаются в	1	1
375	темы с	1	1
376	как он	1	1
377	но на	1	1
378	и если	3	1
379	вообще не	2	1
380	сам автор	1	1
381	не следует	2	1
382	в статье	1	1
383	вера в	1	1
384	в случае	2	1
385	время и	1	1
386	полной и	1	1
387	первой части	1	1
388	к одному	1	1
389	в начале	1	1
390	хотя он	1	1
391	в творческом	1	1
392	и по	1	1
393	его внешние	1	1
394	его можно	1	1
395	прежде чем	1	1
396	или иных	2	1
397	к изображаемому	1	1
398	мне в	1	1
399	бы дать	1	1
400	что все	2	1
401	в совершенно	1	1
402	что такой	1	1
403	об этом	1	1
404	из них	3	1
405	и неизбежно	1	1
406	них не	2	1
407	значимости в	1	1
408	лишь в	9	1
409	заключается в	1	1
410	с самим	3	1
411	то все	1	1
412	не совпадает	1	1
413	роль в	2	1
414	авторской позиции	1	1
415	вся художественная	1	1
416	и романа	2	1
417	быть только	1	1
418	все равно	1	1
419	в главе	1	1
420	мы имеем	3	1
421	всегда и	1	1
422	герои как	1	1
423	же самый	1	1
424	ведет к	1	1
425	сознанию и	1	1
426	остается в	1	1
427	со всей	1	1
428	сосредоточиться на	1	1
429	было не	1	1
430	или менее	1	1
431	художественный смысл	1	1
432	от своего	2	1
433	или точнее	2	1
434	будет и	1	1
435	взгляд на	1	1
436	что о	1	1
437	место в	3	1
438	не столько	3	1
439	независима от	1	1
440	своего рода	12	1
441	строго говоря	2	1
442	героя из	1	1
443	пускается в	1	1
444	теми же	2	1
445	не его	1	1
446	по крайней	3	1
447	далека от	1	1
448	в устах	2	1
449	между несколькими	1	1
450	в аспекте	4	1
451	основную тему	1	1
452	нас самих	1	1
453	до известной	1	1
454	и другое	1	1
455	например не	1	1
456	не имеет	2	1
457	которого он	1	1
458	материала в	1	1
459	всей их	1	1
460	и имеет	1	1
461	же его	4	1
462	появляется в	2	1
463	только не	4	1
464	того и	2	1
465	волю в	1	1
466	своему герою	1	1
467	действительности является	1	1
468	всего на	1	1
469	с одним	1	1
470	пути и	1	1
471	на этом	4	1
472	это слово	1	1
473	убедиться в	1	1
474	и сама	1	1
475	о чем-то	1	1
476	даже самая	1	1
477	с автором	1	1
478	слова о	1	1
479	автором автор	1	1
480	с другом	1	1
481	у нас	1	1
482	настоящего времени	1	1
483	у меня	1	1
484	предположение о	1	1
485	и нисколько	1	1
486	одно и	1	1
487	и изображается	1	1
488	здесь совершенно	1	1
489	же самое	1	1
490	должны быть	1	1
491	всего в	2	1
492	к тому	7	1
493	мысли о	1	1
494	как человек	1	1
495	в нас	2	1
496	может показаться	1	1
497	но только	1	1
498	то она	1	1
499	как субъект	1	1
500	свою очередь	1	1
501	но при	1	1
502	и сами	1	1
503	как один	1	1
504	в ее	1	1
505	личности и	2	1
506	характер и	1	1
507	уже два	1	1
508	сохраняет свою	1	1
509	это путь	1	1
510	в другом	1	1
511	времени и	1	1
512	по природе	2	1
513	в борьбе	2	1
514	он по	2	1
515	она была	1	1
516	смерти не	2	1
517	со стороны	3	1
518	может выступать	2	1
519	даже не	1	1
520	в виду	1	1
521	только и	1	1
522	полной мере	1	1
523	видение и	1	1
524	о том	7	1
525	таков например	1	1
526	другого сознания	1	1
527	не выступает	1	1
528	за пределами	2	1
529	такова что	1	1
530	один голос	2	1
531	можно сказать	4	1
532	могут нести	1	1
533	к чужому	1	1
534	времени в	4	1
535	ни принимало	1	1
536	событий как	1	1
537	будто он	1	1
538	автор как	1	1
539	как его	1	1
540	или напротив	2	1
541	утрачивает свою	1	1
542	крайней мере	3	1
543	является по	1	1
544	мире так	1	1
545	и противопоставить	1	1
546	того что	2	1
547	известном смысле	1	1
548	на которой	1	1
549	оно и	1	1
550	художественного восприятия	2	1
551	одной из	3	1
552	что даже	1	1
553	ли он	1	1
554	в какой	1	1
555	целого и	2	1
556	лишь одна	1	1
557	себя в	2	1
558	не все	1	1
559	как более	1	1
560	а то	2	1
561	из чужих	1	1
562	не так	4	1
563	и их	2	1
564	существенно что	1	1
565	как художественной	1	1
566	к ним	1	1
567	при всей	3	1
568	может служить	1	1
569	дело и	1	1
570	того или	3	1
571	это было	2	1
572	целого романа	3	1
573	героя он	1	1
574	другой и	1	1
575	глубинным пластам	1	1
576	себя наше	1	1
577	героев для	1	1
578	глубине и	1	1
579	другого и	2	1
580	героев с	1	1
581	под определенным	1	1
582	мы привыкли	1	1
583	как у	1	1
584	на ее	1	1
585	делает в	1	1
586	каждом отдельном	1	1
587	здесь в	2	1
588	вообще и	2	1
589	во второй	4	1
590	к его	2	1
591	только к	1	1
592	литературное произведение	3	1
593	зависит от	1	1
594	на этих	1	1
595	а так	1	1
596	не допускает	1	1
597	что существенно	1	1
598	если не	1	1
599	вступает в	2	1
600	в частности	16	1
601	художественное значение	1	1
602	и особенно	4	1
603	бы это	1	1
604	только его	1	1
605	к своему	2	1
606	такого рода	2	1
607	противоречивое единство	1	1
608	в тех	1	1
609	и там	1	1
610	в состоянии	2	1
611	далеко за	1	1
612	главного героя	3	1
613	этого слова	3	1
614	этот не	1	1
615	слова и	1	1
616	этом случае	4	1
617	в основном	1	1
618	высказывания и	2	1
619	при условии	1	1
620	тому или	1	1
621	тех или	2	1
622	известной степени	1	1
623	что я	1	1
624	и другими	2	1
625	показать как	1	1
626	иного рода	2	1
627	и все	3	1
628	как теперь	1	1
629	зрения художественного	1	1
630	будто бы	1	1
631	речи как	1	1
632	только что	1	1
633	все они	1	1
634	ее в	1	1
635	литературному произведению	1	1
636	я в	3	1
637	диалога в	1	1
638	к самому	1	1
639	личности поэтому	1	1
640	может и	1	1
641	а о	1	1
642	в свою	1	1
643	оглядкой на	1	1
644	но если	1	1
645	с ней	1	1
646	это в	1	1
647	совершенно не	1	1
648	зрения может	1	1
649	или иного	3	1
650	перед нею	1	1
651	себе не	2	1
652	к этой	1	1
653	слово за	1	1
654	к этому	2	1
655	в таком	2	1
656	точно так	1	1
657	такой же	1	1
658	этой точки	1	1
