N	2gram	Propp_Russ_2	Tvorches
346	всей их	1	1
347	это еще	1	1
348	не имеет	3	1
349	силой в	1	1
350	шел в	1	1
351	через него	2	1
352	однако такое	1	1
353	к ней	2	1
354	и является	1	1
355	же он	1	1
356	особое значение	1	1
357	и потом	4	1
358	как будто	1	1
359	и несколько	1	1
360	от их	1	1
361	эта же	1	1
362	он называет	1	1
363	в момент	2	1
364	стороны и	1	1
365	к себе	1	1
366	во все	1	1
367	как только	1	1
368	сходство с	1	1
369	в поле	19	1
370	не противоречит	1	1
371	этот день	10	1
372	быть назван	1	1
373	форма более	1	1
374	ничего общего	1	1
375	в применении	1	1
376	должен быть	2	1
377	представляют собой	7	1
378	как мы	3	1
379	о воскресении	3	1
380	на основе	1	1
381	в в	1	1
382	с лицом	1	1
383	что где-то	1	1
384	смерти в	2	1
385	то время	2	1
386	в пределах	1	1
387	это для	1	1
388	что однако	1	1
389	не с	2	1
390	что также	1	1
391	с собой	1	1
392	еще в	2	1
393	когда в	1	1
394	том как	1	1
395	в которые	1	1
396	что от	3	1
397	жизнь и	2	1
398	в день	7	1
399	означает что	1	1
400	образом в	2	1
401	в виду	2	1
402	без которой	1	1
403	говорят что	1	1
404	и здесь	1	1
405	другом месте	1	1
406	в другом	1	1
407	с одной	2	1
408	утверждает что	1	1
409	комический эффект	1	1
410	может не	1	1
411	происходит не	1	1
412	можно встретить	2	1
413	от него	1	1
414	этот момент	1	1
415	раньше чем	1	1
416	но нет	1	1
417	сопоставляется с	1	1
418	по разным	1	1
419	в середине	1	1
420	смеха и	1	1
421	и мир	1	1
422	в современной	1	1
423	сразу же	2	1
424	пришел к	1	1
425	ли он	1	1
426	но ни	1	1
427	который в	1	1
428	или же	5	1
429	том чтобы	2	1
430	за которую	1	1
431	сильнее чем	1	1
432	связи с	2	1
433	входящие в	1	1
434	не можем	2	1
435	они живут	3	1
436	в большинстве	1	1
437	на этих	1	1
438	мир в	1	1
439	был бы	1	1
440	не составляет	1	1
441	руки и	3	1
442	обратно и	1	1
443	как раз	1	1
444	не просто	1	1
445	следует признать	1	1
446	случае с	1	1
447	смерти и	2	1
448	возможно что	1	1
449	что и	2	1
450	даже не	1	1
451	влияние на	2	1
452	и эту	1	1
453	уходит в	1	1
454	что для	3	1
455	разделяет и	1	1
456	связано с	2	1
457	его смерти	1	1
458	когда же	1	1
459	в различных	1	1
460	под влиянием	1	1
461	есть одно	1	1
462	через нее	1	1
463	нет никаких	2	1
464	собой попытку	2	1
465	уверенности что	1	1
466	эти слова	1	1
467	нее как	1	1
468	и особенно	1	1
469	как это	4	1
470	и летописец	1	1
471	на ивана	6	1
472	предположить что	4	1
473	что за	1	1
474	не дают	1	1
475	представляется весьма	1	1
476	в течение	2	1
477	применении к	1	1
478	что весь	1	1
479	человек с	1	1
480	и такие	1	1
481	этого слова	1	1
482	а к	2	1
483	ней в	2	1
484	пока еще	2	1
485	при всем	1	1
486	сил то	2	1
487	под названием	2	1
488	смехом и	2	1
489	и для	2	1
490	должна была	5	1
491	на улице	1	1
492	ее и	2	1
493	для нас	6	1
494	к различным	1	1
495	а может	1	1
496	будто бы	5	1
497	тот же	1	1
498	за этим	2	1
499	в целях	2	1
500	и начинается	1	1
501	о своем	1	1
502	в свою	1	1
503	месте в	1	1
504	с ней	5	1
505	сказать что	1	1
506	только как	2	1
507	из любого	1	1
508	но можно	2	1
509	совершенно не	2	1
510	по возвращении	2	1
511	упоминаний о	1	1
512	и другие	14	1
513	или во	1	1
514	очень редко	1	1
515	нас не	2	1
516	как на	1	1
517	однако все	1	1
