N	2gram	Propp_Russ_2	FransuaR
245	мы увидим	1	2
246	ко всему	1	2
247	из этого	2	2
248	и другие	14	2
249	праздничные дни	1	2
250	это в	2	2
251	все что	1	2
252	ли мы	1	1
253	и т	5	1
254	со смехом	2	1
255	вряд ли	2	1
256	которую они	1	1
257	в нашу	1	1
258	объясняется и	1	1
259	с таким	1	1
260	и античности	1	1
261	г в	1	1
262	очень широко	1	1
263	мы имеем	6	1
264	под ними	1	1
265	не во	1	1
266	не была	1	1
267	что иное	2	1
268	комплекс в	1	1
269	не совсем	2	1
270	на которых	1	1
271	в xix	3	1
272	мнения придерживался	1	1
273	между собой	2	1
274	иное как	2	1
275	что через	1	1
276	этим не	1	1
277	тем как	1	1
278	это имеет	2	1
279	земли в	1	1
280	видели что	4	1
281	он употребляет	1	1
282	довольно много	1	1
283	не входит	1	1
284	к слову	1	1
285	представления были	1	1
286	нет и	1	1
287	что они	1	1
288	относится к	1	1
289	во что	1	1
290	смех это	1	1
291	и кончается	1	1
292	в одной	1	1
293	эта связь	2	1
294	и этой	1	1
295	народа в	1	1
296	очень интересную	1	1
297	можно предположить	3	1
298	все остальные	1	1
299	перед нами	1	1
300	явно имеет	1	1
301	смысле этого	1	1
302	когда он	1	1
303	не являются	1	1
304	что этим	1	1
305	всего как	1	1
306	формах как	1	1
307	этой цели	2	1
308	от этого	1	1
309	следует остановиться	1	1
310	но ее	1	1
311	и потопление	1	1
312	что это	3	1
313	представляет собой	2	1
314	или во	1	1
315	и бросали	4	1
316	в тех	1	1
317	право на	2	1
318	соприкасались с	1	1
319	на любом	1	1
320	во многих	9	1
321	после чего	2	1
322	если он	2	1
323	но на	1	1
324	не могла	1	1
325	чтобы установить	1	1
326	к весне	2	1
327	вернуться к	1	1
328	он должен	1	1
329	том чтобы	2	1
330	характер в	2	1
331	подобно тому	3	1
332	и по	3	1
333	в образе	2	1
334	так например	1	1
335	это конечно	1	1
336	встречаются и	1	1
337	могла бы	1	1
338	а затем	4	1
339	указывали на	1	1
340	главным образом	3	1
341	связанных с	1	1
342	на все	1	1
343	начинается он	1	1
344	xvi в	1	1
345	а как	1	1
346	его в	8	1
347	с другими	3	1
348	только там	1	1
349	и отдельные	1	1
350	более широком	1	1
351	по улицам	1	1
352	из первых	1	1
353	и находит	1	1
354	смерть и	2	1
355	по всему	1	1
356	для них	2	1
357	превращаются в	1	1
358	случае на	1	1
359	с тем	6	1
360	несмотря на	1	1
361	чем в	2	1
362	в развитии	1	1
363	умирающем и	1	1
364	здесь все	1	1
365	должно быть	2	1
366	такой же	1	1
367	остается в	1	1
368	на первый	3	1
369	имен и	1	1
370	этом случае	6	1
371	и при	2	1
372	игры в	2	1
373	при изучении	1	1
374	или точнее	1	1
375	таким же	1	1
376	этой связи	1	1
377	нас не	2	1
378	можно найти	1	1
379	бы к	1	1
380	них есть	1	1
381	две стороны	1	1
382	от зимы	1	1
383	мир и	1	1
384	но эта	1	1
385	и малых	1	1
386	поэтому мы	1	1
387	которые в	1	1
388	не в	4	1
389	такую же	1	1
390	она в	1	1
391	одновременно как	1	1
392	и более	1	1
393	чтобы это	1	1
394	что этот	1	1
395	в послании	1	1
396	возвращается к	1	1
397	случае мы	1	1
398	но они	1	1
399	этот был	1	1
400	эти формы	1	1
401	ничего не	1	1
402	и притом	1	1
403	ее с	1	1
404	борьбы между	1	1
405	о них	2	1
406	никогда не	2	1
407	именно с	1	1
408	с одним	1	1
409	в стороне	2	1
410	в дни	1	1
411	в сложный	1	1
412	по своей	1	1
413	умирающего и	3	1
414	изображается как	1	1
415	так называемый	1	1
416	как будто	1	1
417	что на	2	1
418	и несколько	1	1
419	и веселья	1	1
420	но смех	1	1
421	в старой	1	1
422	сходство с	1	1
423	с полной	1	1
424	смехом и	2	1
425	смерти и	2	1
426	все еще	1	1
427	здесь еще	1	1
428	в применении	1	1
429	об умирающем	1	1
430	свою очередь	1	1
431	эти представления	4	1
432	элементы входящие	1	1
433	силе смеха	1	1
434	в в	1	1
435	смерти в	2	1
436	в пределах	1	1
437	обыкновенно в	1	1
438	время которого	1	1
439	на нее	6	1
440	не с	2	1
441	весеннего или	1	1
442	и смех	3	1
443	том как	1	1
444	жизнь и	2	1
445	имеется довольно	1	1
446	и вообще	1	1
447	с ним	1	1
448	можно объяснить	1	1
449	он здесь	1	1
450	другом месте	1	1
451	настоящее время	1	1
452	за пределами	2	1
453	и что	5	1
454	там же	12	1
455	радость веселье	1	1
456	что эта	1	1
457	ему же	1	1
458	от них	1	1
459	этот момент	1	1
460	по случаю	1	1
461	можно проследить	1	1
462	в другой	1	1
463	не надо	1	1
464	и где	1	1
465	все время	1	1
466	в него	2	1
467	веселье и	1	1
468	того что	3	1
469	в современной	1	1
470	что здесь	3	1
471	быть и	1	1
472	год и	1	1
473	такая же	1	1
474	к различным	1	1
475	к праздникам	2	1
476	не имеет	3	1
477	огонь в	1	1
478	к их	1	1
479	те которые	1	1
480	связанным с	1	1
481	человеку когда	1	1
482	ее от	2	1
483	плодородие земли	2	1
484	с одной	2	1
485	этого праздника	2	1
486	в качестве	3	1
487	так что	4	1
488	в новое	1	1
489	в виде	4	1
490	входящие в	1	1
491	и обратно	1	1
492	ни с	1	1
493	же они	1	1
494	всяком случае	1	1
495	представлений о	2	1
496	в землю	13	1
497	ту сторону	1	1
498	каждый из	2	1
499	ее на	2	1
500	могилу и	1	1
501	тело умершего	1	1
502	без всякой	1	1
503	с другим	2	1
504	а именно	3	1
505	с той	1	1
506	показывает что	8	1
507	привлекая огромный	1	1
508	обряды и	1	1
509	говорит о	2	1
510	по нескольку	2	1
511	связано с	2	1
512	которого носили	1	1
513	притом не	1	1
514	превращается в	1	1
515	ей не	1	1
516	его смерти	1	1
517	не на	1	1
518	на весь	1	1
519	продуктов питания	1	1
520	отнюдь не	1	1
521	в праздник	1	1
522	не всегда	3	1
523	под влиянием	1	1
524	был он	1	1
525	землю как	1	1
526	имея в	1	1
527	своей книги	1	1
528	так же	4	1
529	и особенно	1	1
530	как это	4	1
531	некоторые из	1	1
532	народный праздник	1	1
533	более широкого	1	1
534	относятся к	1	1
535	книге о	1	1
536	из которых	2	1
537	которые как	1	1
538	в церковь	2	1
539	не дают	1	1
540	нашу задачу	1	1
541	применении к	1	1
542	месте своей	1	1
543	тому как	3	1
544	всем разнообразии	1	1
545	быть только	2	1
546	зимы к	1	1
547	как средство	2	1
548	в человеческом	1	1
549	и жизнь	1	1
550	состоянии с	1	1
551	в это	1	1
552	что между	1	1
553	места и	1	1
554	смех должен	1	1
555	но так	1	1
556	силу смеха	1	1
557	это выражение	1	1
558	вокруг него	2	1
559	с элементами	2	1
560	же значение	1	1
561	под названием	2	1
562	или в	7	1
563	в настоящее	1	1
564	ее и	2	1
565	у некоторых	2	1
566	был довольно	1	1
567	для его	1	1
568	климата и	1	1
569	его жизнь	1	1
570	будто бы	5	1
571	же в	6	1
572	на части	9	1
573	лежит представление	1	1
574	в целях	2	1
575	с ними	1	1
576	в свою	1	1
577	другой стороны	1	1
578	они как	1	1
579	их с	1	1
580	имели и	1	1
581	религии и	1	1
582	не что	2	1
583	к смеху	1	1
584	из своей	1	1
585	время не	1	1
586	и состоит	1	1
587	заметить что	2	1
588	а смех	2	1
589	также не	1	1
590	ее в	8	1
591	как на	1	1
592	в таком	4	1
593	во всяком	1	1
