N	2gram	Bakhtin_sl_2	Problemy
320	авторское слово	3	2
321	всем этим	2	2
322	всего этого	1	2
323	и говорит	1	2
324	так в	2	2
325	и себе	1	2
326	конечно в	2	2
327	особенно в	2	2
328	и определяется	1	2
329	идеологическое слово	1	2
330	от власти	1	2
331	громадное значение	2	2
332	с человеком	1	2
333	тона и	1	2
334	и должно	1	2
335	о том	2	2
336	голос в	1	2
337	отлично знает	1	2
338	или как	4	2
339	увидеть и	1	2
340	в форме	2	2
341	и только	1	2
342	еще более	2	2
343	и об	1	2
344	и мир	4	2
345	быть и	3	2
346	один из	5	2
347	вне себя	2	2
348	мы увидим	2	2
349	и ее	1	2
350	иной характер	1	2
351	со всеми	2	2
352	же и	2	2
353	конечно не	5	2
354	уже не	5	2
355	него и	1	2
356	к слову	1	2
357	слова не	4	2
358	диалог не	1	2
359	за ним	1	2
360	него нет	3	2
361	в роман	3	2
362	не для	1	2
363	ту сторону	1	2
364	друг друга	1	2
365	связан с	3	2
366	или иной	5	2
367	чужими словами	1	2
368	и создает	3	2
369	слово в	11	2
370	это кажется	1	2
371	поэтому диалог	1	2
372	говорит о	1	2
373	не было	2	2
374	которых мы	2	2
375	и внутренне	2	2
376	точек зрения	3	2
377	когда она	1	2
378	вступает в	1	2
379	человек в	6	2
380	слово слово	2	2
381	и потому	7	2
382	но этот	1	2
383	мысль и	1	2
384	себя то	2	2
385	очень важно	1	2
386	остается в	5	2
387	со всею	3	2
388	этот стиль	1	2
389	рассказ в	1	2
390	нисколько не	1	2
391	мире а	1	2
392	более того	2	2
393	что оно	4	2
394	в силах	1	2
395	человек и	14	2
396	самому говорящему	1	2
397	среди других	1	2
398	обращается к	1	2
399	словом о	1	2
400	не с	3	2
401	но именно	1	2
402	его нельзя	1	2
403	как слово	2	2
404	сказать что	3	2
405	в последнем	1	2
406	сам в	1	2
407	того или	1	2
408	каждое слово	1	2
409	и оценкой	1	1
410	прямо сказать	3	1
411	ту же	3	1
412	нем нет	1	1
413	можно говорить	2	1
414	одним из	2	1
415	также и	2	1
416	человека и	3	1
417	силы и	1	1
418	настолько велико	1	1
419	идет о	1	1
420	женщины и	1	1
421	его же	1	1
422	по преимуществу	1	1
423	проникает в	2	1
424	отношения к	4	1
425	в их	2	1
426	этом направлении	1	1
427	со всех	1	1
428	ним мы	1	1
429	свои акценты	1	1
430	и само	2	1
431	своего внутреннего	1	1
432	романе является	1	1
433	что уже	1	1
434	но она	2	1
435	своему герою	1	1
436	социальной действительности	1	1
437	они были	1	1
438	и заставляет	1	1
439	зависимости от	4	1
440	линии его	1	1
441	всех сторон	2	1
442	проявляется в	1	1
443	свою очередь	2	1
444	и иначе	1	1
445	диалогах и	2	1
446	тем как	1	1
447	не довлеет	1	1
448	бы она	1	1
449	и главное	1	1
450	или ближе	1	1
451	видели что	1	1
452	то он	1	1
453	всегда с	1	1
454	к которой	1	1
455	всего он	1	1
456	нельзя говорить	1	1
457	не все	2	1
458	менее всего	2	1
459	вступают в	1	1
460	стал для	1	1
461	и полным	1	1
462	не просто	1	1
463	можно прямо	3	1
464	между словом	3	1
465	диалогических противостояний	1	1
466	чем же	1	1
467	трудно сказать	1	1
468	своим словом	3	1
469	сих пор	2	1
470	независимо от	2	1
471	этой власти	1	1
472	глубоким и	1	1
473	очень трудно	1	1
474	в различные	2	1
475	словом в	4	1
476	перед нами	3	1
477	могли бы	1	1
478	как всякая	1	1
479	и между	2	1
480	что слово	1	1
481	скрещиваются между	1	1
482	чужих слов	6	1
483	имеет громадное	1	1
484	в этой	1	1
485	с их	3	1
486	о слове	7	1
487	романа но	2	1
488	бы только	2	1
489	и до	1	1
490	роль в	2	1
491	говорят о	1	1
492	человек не	1	1
493	начинает звучать	1	1
494	очень велико	2	1
495	этот процесс	1	1
496	и напряженное	1	1
497	были даны	1	1
498	в узком	4	1
499	зрения его	1	1
500	в корне	1	1
501	в живых	1	1
502	именно этим	1	1
503	характер в	1	1
504	языком и	7	1
505	из него	2	1
506	всех своих	1	1
507	лишь с	1	1
508	слова все	3	1
509	заложенную в	1	1
510	на то	1	1
511	в нее	2	1
512	одно и	1	1
513	человека в	5	1
514	у жан-поля	1	1
515	значительной степени	6	1
516	взаимоориентации с	1	1
517	больше всего	1	1
518	и может	1	1
519	сознание и	3	1
520	нем есть	1	1
521	об этом	1	1
522	и внутренняя	1	1
523	к другу	1	1
524	них не	1	1
525	слов о	2	1
526	а его	1	1
527	то есть	26	1
528	косвенной речи	1	1
529	зрения на	2	1
530	словом с	1	1
531	может стать	2	1
532	в свой	2	1
533	материал для	2	1
534	но уже	1	1
535	быть органически	1	1
536	разобранные нами	1	1
537	но лишь	2	1
538	речь как	1	1
539	правильного понимания	1	1
540	этим и	1	1
541	установок в	1	1
542	сознания по	1	1
543	основные линии	1	1
544	его вопрос	1	1
545	в передаче	1	1
546	социальной и	1	1
547	выйти за	1	1
548	п но	2	1
549	в романе	46	1
550	в один	1	1
551	себе все	1	1
552	одного и	1	1
553	в других	1	1
554	и становится	1	1
555	в эту	1	1
556	в этих	7	1
557	идеологической позиции	1	1
558	можно сказать	1	1
559	и при	2	1
560	сказать так	1	1
561	мы говорили	1	1
562	не столько	3	1
563	на фоне	4	1
564	п если	1	1
565	свой смысл	2	1
566	утверждения что	1	1
567	должны были	1	1
568	прислушаться к	1	1
569	этого монолога	1	1
570	роман на	2	1
571	нем он	1	1
572	диалогах с	1	1
573	но эта	2	1
574	своими словами	4	1
575	не поймет	1	1
576	и более	2	1
577	слова ни	1	1
578	бы быть	1	1
579	может ни	1	1
580	для нее	1	1
581	а два	1	1
582	освободиться от	1	1
583	можем сказать	1	1
584	слово должно	1	1
585	место занимает	1	1
586	он остается	1	1
587	она не	6	1
588	от нас	2	1
589	отметить что	3	1
590	на котором	2	1
591	одна из	4	1
592	и остается	3	1
593	чужие слова	3	1
594	в процессе	13	1
595	в основе	4	1
596	героев и	1	1
597	образом в	1	1
598	во всякой	1	1
599	к такому	1	1
600	тогда когда	2	1
601	слово и	5	1
602	и существенное	1	1
603	а во	1	1
604	и по	1	1
605	это именно	1	1
606	связи с	3	1
607	этом отношении	3	1
608	слова оно	2	1
609	разложения и	2	1
610	слово является	1	1
611	от их	1	1
612	влияния чужого	1	1
613	не могут	5	1
614	самостоятельности и	1	1
615	поэтому слово	1	1
616	и другим	2	1
617	которые его	1	1
618	для того	2	1
619	оно не	8	1
620	конца не	1	1
621	оно может	2	1
622	и самое	1	1
623	и о	1	1
624	того чтобы	2	1
625	момент в	1	1
626	как не	1	1
627	на нем	2	1
628	здесь не	4	1
629	говорит и	2	1
630	без всякого	2	1
631	для всего	1	1
632	сочетается с	1	1
633	и получает	1	1
634	в особенности	3	1
635	только не	1	1
636	него самого	1	1
637	в себя	2	1
638	зрения не	1	1
639	приводит к	1	1
640	в дальнейшем	2	1
641	дано в	1	1
642	значение в	2	1
643	материала для	1	1
644	идеологического слова	1	1
645	но может	1	1
646	как с	2	1
647	с собой	1	1
648	строятся на	1	1
649	поэтому в	1	1
650	даны в	1	1
651	между собой	1	1
652	взаимодействие и	2	1
653	или прямо	4	1
654	никогда и	1	1
655	еще резче	1	1
656	на все	1	1
657	в применении	1	1
658	никак не	1	1
659	или на	2	1
660	романа мы	1	1
661	самому себе	1	1
662	в значительной	6	1
663	должно было	1	1
664	и тщательно	1	1
665	очень важна	1	1
666	ним и	2	1
667	во всей	1	1
668	борьба в	1	1
669	нем и	2	1
670	в ту	1	1
671	и нельзя	1	1
672	и она	1	1
673	с чужим	11	1
674	не зная	1	1
675	друг к	1	1
676	большей или	1	1
677	как например	2	1
678	в формах	1	1
679	по своей	1	1
680	слове и	2	1
681	или меньшей	1	1
682	роль другого	1	1
683	нем не	1	1
684	всех существенных	1	1
685	и действительно	1	1
686	должен быть	2	1
687	в напряженном	1	1
688	это очень	2	1
689	правда и	2	1
690	поэтому и	4	1
691	всею ясностью	1	1
692	иной степени	3	1
693	всех его	3	1
694	в предшествующей	2	1
695	самого говорящего	1	1
696	между этими	1	1
697	на мир	2	1
698	здесь с	1	1
699	вопрос об	1	1
700	с одной	5	1
701	где они	2	1
702	не отрешается	1	1
703	себя в	8	1
704	из которого	1	1
705	для всех	4	1
706	со своим	9	1
707	слов например	1	1
708	на всем	1	1
709	нарочито и	1	1
710	всем его	2	1
711	все многообразие	1	1
712	и крайняя	2	1
713	оно в	1	1
714	здесь это	2	1
715	в план	1	1
716	рано или	1	1
717	себя среди	1	1
718	этого процесса	3	1
719	и обратно	1	1
720	и других	4	1
721	о стиле	1	1
722	и чужой	1	1
723	характерно что	1	1
724	и их	5	1
725	самого слова	1	1
726	слово его	1	1
727	для правильного	1	1
728	в прошлом	2	1
729	слово как	7	1
730	мы можем	1	1
731	в некоторых	3	1
732	случае не	1	1
733	интенции автора	1	1
734	эти явления	1	1
735	одном слове	1	1
736	собственным словом	1	1
737	именно как	2	1
738	оно способно	1	1
739	или поздно	1	1
740	не были	1	1
741	его при	1	1
742	до сих	2	1
743	нем происходит	1	1
744	и речи	2	1
745	и самая	1	1
746	действующих лиц	2	1
747	им слов	1	1
748	мы еще	1	1
749	пародии на	1	1
750	это взаимоотношение	1	1
751	и интонации	1	1
752	романа этот	2	1
753	а наоборот	1	1
754	возможно лишь	1	1
755	героя всегда	1	1
756	и взаимоотношение	1	1
757	же внутренне	1	1
758	или с	1	1
759	и вне	2	1
760	слово диалогически	1	1
761	все более	1	1
762	но оно	2	1
763	этим определяются	1	1
764	в непрерывном	1	1
765	к его	2	1
766	пародийная стилизация	2	1
767	требует от	2	1
768	какого бы	1	1
769	не одно	1	1
770	определяет его	1	1
771	звучащим в	1	1
772	в данном	2	1
773	даже там	1	1
774	и идеологической	1	1
775	и там	3	1
776	общения с	1	1
777	одном сознании	1	1
778	образом на	1	1
779	у ивана	1	1
780	прямых слов	1	1
781	дан в	1	1
782	конечно и	2	1
783	этого произведения	1	1
784	мы сказали	2	1
785	слова есть	1	1
786	более и	1	1
787	у стерна	1	1
788	слова ибо	1	1
789	человеку как	1	1
790	в основном	4	1
791	только для	1	1
792	здесь особенно	1	1
793	если оно	2	1
794	правды но	1	1
795	в который	1	1
796	не два	1	1
797	такой образ	1	1
798	особенности слова	1	1
799	сюжета и	1	1
800	и часто	3	1
801	слова но	1	1
802	или в	2	1
803	и среди	1	1
804	и выражений	1	1
805	узком смысле	4	1
806	художественная проза	1	1
807	еще раз	3	1
808	не разложенного	1	1
809	романе это	1	1
810	и ни	2	1
811	его слову	1	1
812	все они	2	1
813	своей внутренней	1	1
814	несмотря на	1	1
815	кругозора в	1	1
816	здесь только	1	1
817	одной из	1	1
818	может и	2	1
819	в свою	3	1
820	понимаем не	1	1
821	выступают с	1	1
822	а со	1	1
823	не дать	1	1
824	слова конечно	1	1
825	идея в	1	1
826	всех других	1	1
827	мы коснемся	1	1
828	ко всему	1	1
829	речи как	2	1
830	и слов	1	1
831	в своих	1	1
832	велико что	1	1
833	лиц он	1	1
834	чужим словом	14	1
