N	2gram	Berdyaev_M_1	TeoriaLi
272	на земле	2	1
273	он уже	6	1
274	человека –	2	1
275	своей свободы	1	1
276	ни был	1	1
277	подход к	1	1
278	границы личности	1	1
279	различие между	2	1
280	том случае	1	1
281	еще большей	1	1
282	теми которые	1	1
283	широк человек	1	1
284	его личности	3	1
285	было бы	10	1
286	должен был	4	1
287	весь мир	1	1
288	делает его	1	1
289	искусство никогда	1	1
290	в них	4	1
291	нет в	4	1
292	рядом с	1	1
293	моего сознания	1	1
294	красота –	2	1
295	с тем	9	1
296	всю жизнь	4	1
297	он и	2	1
298	когда я	1	1
299	быть так	1	1
300	ведет к	6	1
301	духовной жизни	3	1
302	же я	1	1
303	перед собой	1	1
304	в еще	1	1
305	явлена в	1	1
306	моей духовной	1	1
307	но если	3	1
308	от своего	1	1
309	свободы я	1	1
310	– да	1	1
311	в такой	1	1
312	и без	1	1
313	эту свободу	1	1
314	в котором	8	1
315	и вокруг	1	1
316	себе а	1	1
317	не как	4	1
318	стоит в	1	1
319	до последнего	1	1
320	от его	2	1
321	не путем	1	1
322	– один	3	1
323	– только	1	1
324	сам же	1	1
325	но во	1	1
326	и ад	6	1
327	мук и	1	1
328	и более	1	1
329	и наоборот	1	1
330	не должно	1	1
331	свобода и	6	1
332	открывается в	2	1
333	и достоевского	2	1
334	и вся	1	1
335	жизни ее	1	1
336	у нее	1	1
337	между людьми	1	1
338	и против	1	1
339	два полюса	1	1
340	ее не	1	1
341	с которой	2	1
342	не имеет	3	1
343	к этим	2	1
344	и сама	2	1
345	карамазова в	1	1
346	свободы и	10	1
347	он мог	2	1
348	себе самом	1	1
349	только свобода	3	1
350	только и	3	1
351	жизни не	1	1
352	в самой	7	1
353	с одним	1	1
354	от него	4	1
355	ничто не	1	1
356	границы человеческой	4	1
357	в каком	2	1
358	бытия не	1	1
359	у нас	5	1
360	в момент	3	1
361	реальности это	1	1
362	зрения герои	1	1
363	не могут	5	1
364	такого отношения	3	1
365	и заключается	1	1
366	когда мы	2	1
367	значительной степени	1	1
368	его с	2	1
369	всего что	2	1
370	этом они	1	1
371	в каждом	1	1
372	оно не	1	1
373	на это	1	1
374	быть назван	1	1
375	она не	4	1
376	говорит о	1	1
377	должен быть	2	1
378	и открывает	1	1
379	из всего	1	1
380	того чтобы	2	1
381	людей в	1	1
382	это еще	1	1
383	то время	2	1
384	свободу и	4	1
385	значение в	1	1
386	с собой	3	1
387	можно было	1	1
388	особенно в	3	1
389	с самим	2	1
390	живет в	2	1
391	разного рода	2	1
392	жизнь и	1	1
393	является в	1	1
394	с ним	2	1
395	мире в	1	1
396	означает что	1	1
397	с человеком	1	1
398	свободы как	2	1
399	герой из	1	1
400	именно потому	1	1
401	при котором	1	1
402	к знанию	1	1
403	одного из	1	1
404	такова что	1	1
405	может не	2	1
406	себе такова	1	1
407	в значительной	1	1
408	по типу	1	1
409	от одного	1	1
410	и только	1	1
411	в другой	1	1
412	в динамике	3	1
413	во внутренней	1	1
414	человека как	2	1
415	о своих	2	1
416	не совпадает	1	1
417	на которой	1	1
418	один из	4	1
419	путь к	1	1
420	и свободы	4	1
421	как своей	1	1
422	образа в	1	1
423	к миру	2	1
424	между этими	1	1
425	так что	1	1
426	же и	1	1
427	это ни	1	1
428	определяющее значение	2	1
429	с нею	1	1
430	ничего нельзя	1	1
431	сознание как	1	1
432	против собственной	1	1
433	состоит чтобы	1	1
434	чего бы	1	1
435	только одно	3	1
436	одно из	3	1
437	и их	3	1
438	никто не	2	1
439	ведь это	2	1
440	и мир	2	1
441	в одном	1	1
442	так как	3	1
443	к ним	1	1
444	несет в	1	1
445	рода это	1	1
446	лишь один	1	1
447	но из	1	1
448	для того	2	1
449	он же	1	1
450	обращением к	1	1
451	точек зрения	1	1
452	но одно	1	1
453	дорожит этой	1	1
454	как у	1	1
455	связаны с	1	1
456	– оно	1	1
457	по своим	1	1
458	с той	1	1
459	души и	1	1
460	личность и	2	1
461	мира это	1	1
462	не было	18	1
463	от мира	2	1
464	жизнь в	1	1
465	долгое время	2	1
466	и я	5	1
467	в ряду	1	1
468	красота есть	1	1
469	ближе к	1	1
470	его как	2	1
471	время для	1	1
472	если не	1	1
473	и литературные	1	1
474	как ни	1	1
475	нет никаких	2	1
476	имея в	1	1
477	что свобода	3	1
478	в одной	1	1
479	от ее	1	1
480	мировой жизни	1	1
481	в мир	3	1
482	да и	1	1
483	для понимания	1	1
484	мира с	1	1
485	в это	1	1
486	он от	1	1
487	с этой	4	1
488	отречение от	1	1
489	быть и	1	1
490	к преступлению	4	1
491	искусства в	1	1
492	своей жизни	1	1
493	о его	1	1
494	все это	6	1
495	о мире	2	1
496	и зло	1	1
497	свободе его	1	1
498	отношений и	1	1
499	и от	2	1
500	его природы	2	1
501	бы в	2	1
502	как явление	1	1
503	он –	12	1
504	действительной жизни	1	1
505	обжигает и	1	1
506	за его	1	1
507	можно признать	1	1
508	мы видим	2	1
509	но всегда	1	1
510	не есть	9	1
511	вступает в	1	1
512	в существовании	1	1
513	с ней	2	1
514	а внутри	1	1
515	не быть	1	1
516	от всех	1	1
517	впервые в	1	1
518	в иной	3	1
519	что такое	1	1
520	открывает что	1	1
521	жизни и	2	1
522	судьба в	1	1
523	случае если	1	1
524	в своих	1	1
525	можно назвать	1	1
526	все что	2	1
