N	2gram	Losev_Vlad_3	Morfolog
588	том случае	3	1
589	и предметом	1	1
590	он во	1	1
591	бы на	2	1
592	бросается в	2	1
593	то оно	1	1
594	и сила	1	1
595	и начинается	1	1
596	не будет	6	1
597	между ними	1	1
598	состоит из	1	1
599	а ведь	1	1
600	которым он	1	1
601	мы действительно	1	1
602	не что	1	1
603	только о	3	1
604	огромное значение	1	1
605	бы сам	1	1
606	случае если	2	1
607	в таком	3	1
608	во всяком	3	1
609	самостоятельно и	1	1
