N	2gram	Trubetskoy_1	FransuaR
177	на этой	1	2
178	должен был	4	2
179	эта была	1	2
180	в отношении	6	2
181	что касается	1	2
182	в их	1	2
183	страхи и	1	2
184	мы должны	6	2
185	что в	9	2
186	характер носят	2	2
187	вплоть до	2	2
188	того как	1	2
189	того чтобы	5	2
190	ничего не	1	2
191	в самой	2	2
192	и после	2	2
193	связи с	9	2
194	могут быть	1	2
195	в одну	1	2
196	и своих	1	2
197	здесь не	1	2
198	без всякого	1	2
199	притом в	1	2
200	особенно в	2	2
201	не были	1	2
202	по сравнению	2	2
203	и т.д	6	2
204	одного из	1	2
205	можно сказать	3	2
206	этой идее	1	2
207	они являются	1	2
208	всего что	1	2
209	в ту	1	2
210	и следовательно	1	2
211	одной из	5	2
212	целого и	1	2
213	очень много	2	2
214	всяком случае	6	2
215	со всеми	2	2
216	в качестве	3	2
217	существования и	1	2
218	себе в	1	2
219	никто не	1	2
220	культура в	3	2
221	в конце	6	2
222	мы можем	2	2
223	у него	1	2
224	была еще	1	2
225	в первую	1	2
226	эти явления	1	2
227	и даже	3	2
228	нельзя сказать	1	2
229	и прежде	1	2
230	связано с	2	2
231	смысла и	1	2
232	и своего	1	2
233	одну из	1	2
234	в связи	3	2
235	вместе с	15	2
236	так же	5	2
237	этого момента	1	2
238	сравнению с	2	2
239	на эту	1	2
240	по существу	2	2
241	всем что	1	2
242	эти два	1	2
243	но это	1	2
244	в смысле	4	2
245	вряд ли	1	2
246	идущую из	1	2
247	пор еще	2	2
248	и другие	3	2
249	совершенно не	1	2
250	всех других	2	2
251	ко всему	2	2
252	сила и	1	2
253	во всяком	6	2
254	все что	2	2
255	говорили о	2	1
256	а иногда	1	1
257	самом деле	1	1
258	притом и	1	1
259	он может	1	1
260	силы и	2	1
261	к своей	1	1
262	который можно	1	1
263	этого мира	1	1
264	тем же	1	1
265	основанная на	1	1
266	в котором	4	1
267	что эти	3	1
268	всегда на	2	1
269	и этот	1	1
270	несколько иной	1	1
271	той же	1	1
272	из всех	3	1
273	есть не	1	1
274	выходить из	1	1
275	для достижения	1	1
276	еще на	2	1
277	мы имеем	2	1
278	превратились в	1	1
279	это совершенно	1	1
280	их с	1	1
281	не вполне	3	1
282	мы и	1	1
283	того же	6	1
284	будущее он	1	1
285	на них	1	1
286	в чем	1	1
287	живых существ	2	1
288	в создании	2	1
289	иной характер	2	1
290	он умеет	1	1
291	видели что	1	1
292	же она	1	1
293	было очень	1	1
294	только тогда	1	1
295	по отношению	1	1
296	в общем	8	1
297	вступают в	1	1
298	связи и	1	1
299	так что	3	1
300	в одной	1	1
301	так называемом	1	1
302	как в	1	1
303	выйти из	1	1
304	начала было	1	1
305	более и	1	1
306	и заставить	1	1
307	однако не	1	1
308	а и	1	1
309	и наконец	2	1
310	и продолжают	1	1
311	конечно не	2	1
312	от этого	1	1
313	них как	1	1
314	с конца	1	1
315	к чему	1	1
316	в которой	3	1
317	с самого	3	1
318	это есть	1	1
319	формы в	1	1
320	бы с	1	1
321	он в	2	1
322	есть о	1	1
323	с народной	1	1
324	что к	1	1
325	по форме	1	1
326	бытия к	1	1
327	безусловно был	1	1
328	свое особое	1	1
329	и тот	1	1
330	и будущее	1	1
331	и те	3	1
332	культуры на	2	1
333	не могла	2	1
334	так сказать	1	1
335	главным образом	8	1
336	вера в	1	1
337	он не	4	1
338	в силу	5	1
339	в корне	1	1
340	новое и	1	1
341	области отношения	1	1
342	друг с	5	1
343	из него	2	1
344	его от	2	1
345	и по	4	1
346	на этом	1	1
347	его можно	2	1
348	людей и	2	1
349	основные черты	1	1
350	жить в	1	1
351	этом последнем	1	1
352	касается до	1	1
353	что все	4	1
354	говорить не	1	1
355	его в	1	1
356	входит в	1	1
357	первую очередь	1	1
358	это не	1	1
359	что один	1	1
360	страха перед	1	1
361	есть несколько	1	1
362	по совершенно	1	1
363	о которых	1	1
364	она и	1	1
365	в самую	1	1
366	с этой	3	1
367	не всегда	2	1
368	всегда и	3	1
369	некоторые из	2	1
370	к материи	1	1
371	продолжают жить	1	1
372	эпохи с	1	1
373	его образ	1	1
374	его нельзя	1	1
375	но если	2	1
376	связь со	1	1
377	богами и	4	1
378	таким же	1	1
379	еще недостаточно	1	1
380	в такой	1	1
381	то для	1	1
382	как простой	1	1
383	народу в	1	1
384	представление о	6	1
385	оказывается что	3	1
386	должны были	1	1
387	рождение и	1	1
388	природы но	1	1
389	не менее	3	1
390	большой литературы	1	1
391	народа это	1	1
392	не в	2	1
393	эти дни	1	1
394	это относится	1	1
395	том же	1	1
396	необходимо чтобы	1	1
397	он выступает	1	1
398	и есть	1	1
399	вернемся к	1	1
400	сознании в	1	1
401	благодаря этой	1	1
402	отвлеченной идеи	1	1
403	из которых	4	1
404	случае в	1	1
405	до известной	1	1
406	иной раз	2	1
407	как о	3	1
408	после того	1	1
409	тогда когда	2	1
410	чтобы стать	1	1
411	и смерть	1	1
412	только не	2	1
413	имеются и	1	1
414	в разных	2	1
415	больше чем	2	1
416	это объясняется	1	1
417	совершенно неправильно	1	1
418	к концу	3	1
419	как она	1	1
420	образом он	1	1
421	существовала и	1	1
422	потому что	7	1
423	ничто не	1	1
424	он усматривает	1	1
425	тела и	1	1
426	культура была	1	1
427	с тем	18	1
428	однако это	1	1
429	с другом	5	1
430	и несколько	1	1
431	в русло	1	1
432	старого в	1	1
433	это по	1	1
434	не могут	2	1
435	народа в	1	1
436	потом с	1	1
437	и другим	1	1
438	к тому	6	1
439	т.е к	1	1
440	с богами	6	1
441	что уже	1	1
442	указывает на	1	1
443	не есть	1	1
444	слова с	1	1
445	в строгом	1	1
446	который сделал	1	1
447	этого исторического	1	1
448	для того	5	1
449	есть то	1	1
450	с образом	1	1
451	значения и	1	1
452	здесь говорить	1	1
453	как не	1	1
454	значительной мере	2	1
455	связи со	1	1
456	к нам	1	1
457	вне которого	1	1
458	смерти в	1	1
459	материи и	1	1
460	и совершенно	1	1
461	в образе	2	1
462	на путь	1	1
463	человека над	2	1
464	подойти к	3	1
465	можно только	2	1
466	с этого	1	1
467	если бы	3	1
468	для этого	2	1
469	по мере	1	1
470	стремление к	1	1
471	образом в	5	1
472	и здесь	2	1
473	настоящее время	1	1
474	чтобы добиться	1	1
475	в вопросах	1	1
476	должно было	2	1
477	художественном творчестве	1	1
478	и всякая	1	1
479	что и	6	1
480	во всей	1	1
481	них в	1	1
482	ритуал и	1	1
483	ряд других	1	1
484	конце концов	3	1
485	в сферу	1	1
486	того что	3	1
487	происходит в	1	1
488	священного писания	1	1
489	что здесь	1	1
490	хотя бы	3	1
491	мы видим	1	1
492	для себя	1	1
493	ясно что	3	1
494	и действительно	2	1
495	еще и	1	1
496	в разные	1	1
497	точки соприкосновения	1	1
498	всех его	1	1
499	и ее	1	1
500	соприкосновения с	1	1
501	все они	1	1
502	смерти уже	1	1
503	она оказалась	1	1
504	свил себе	1	1
505	особенно у	1	1
506	из которого	3	1
507	широких народных	2	1
508	конечно очень	1	1
509	почти совсем	1	1
510	существенно измениться	1	1
511	и у	8	1
512	борьбы с	1	1
513	вернуться к	1	1
514	в виде	4	1
515	не связанных	1	1
516	ни с	1	1
517	мы знаем	1	1
518	который как	1	1
519	одно из	2	1
520	и их	1	1
521	эпоху когда	2	1
522	привела к	1	1
523	к ним	3	1
524	несколько характерных	1	1
525	бытия и	1	1
526	известно что	1	1
527	с системой	1	1
528	жизни на	1	1
529	как раз	1	1
530	характерны для	1	1
531	всего существующего	1	1
532	он один	2	1
533	в очень	1	1
534	только на	1	1
535	их можно	1	1
536	со всем	1	1
537	человека то	1	1
538	простого народа	1	1
539	значение которое	1	1
540	и молитв	1	1
541	что человек	1	1
542	по своим	2	1
543	после смерти	10	1
544	к которому	2	1
545	элементов в	1	1
546	один и	1	1
547	целым рядом	1	1
548	и люди	2	1
549	что вполне	1	1
550	в низы	1	1
551	притом не	1	1
552	на этот	4	1
553	а не	5	1
554	и далее	1	1
555	только как	1	1
556	из народных	1	1
557	а по	1	1
558	он становится	1	1
559	материального быта	1	1
560	только от	1	1
561	когда она	1	1
562	культуры мы	1	1
563	не похожим	1	1
564	не существует	1	1
565	если не	2	1
566	с помощью	1	1
567	и глубоко	1	1
568	все более	1	1
569	в честь	1	1
570	ни на	1	1
571	в старом	1	1
572	по окончании	1	1
573	по своему	2	1
574	чем в	1	1
575	одновременно и	2	1
576	есть как	2	1
577	которые по	1	1
578	культуры в	1	1
579	и менее	1	1
580	мира с	1	1
581	разума в	1	1
582	представляется как	1	1
583	над тем	1	1
584	о его	1	1
585	целом есть	1	1
586	и служило	1	1
587	с этими	1	1
588	под знаком	1	1
589	народных массах	2	1
590	видят в	1	1
591	в наше	1	1
592	это уже	1	1
593	не является	1	1
594	известной степени	1	1
595	и для	5	1
596	и от	4	1
597	это как	1	1
598	в настоящее	1	1
599	она уже	1	1
600	находит свое	1	1
601	бы в	1	1
602	не более	1	1
603	и как	3	1
604	ибо в	1	1
605	для людей	1	1
606	не носят	1	1
607	с ними	1	1
608	с ней	3	1
609	состоит из	1	1
610	а ведь	1	1
611	в свою	2	1
612	которую нельзя	1	1
613	отношению к	3	1
614	на это	1	1
615	тенденции к	2	1
616	эти слова	1	1
617	к этому	3	1
