N	2gram	Berdyaev_M_2	Hudozhes
283	есть по	2	1
284	отношение к	8	1
285	иначе не	1	1
286	друга и	1	1
287	нет и	1	1
288	в свои	1	1
289	когда тот	1	1
290	в романах	1	1
291	средних веков	1	1
292	его на	4	1
293	сострадания и	1	1
294	сознания в	1	1
295	и как	1	1
296	знаю что	1	1
297	поражали и	1	1
298	от этого	2	1
299	к чему	4	1
300	в которой	2	1
301	к страданию	3	1
302	из жизни	1	1
303	отказывается от	1	1
304	все так	1	1
305	он в	3	1
306	бы не	2	1
307	личности по	1	1
308	поскольку в	1	1
309	мировой жизни	1	1
310	о других	1	1
311	и тот	2	1
312	в плену	1	1
313	только один	1	1
314	сострадание к	2	1
315	во многих	1	1
316	но на	2	1
317	чувствовал себя	1	1
318	внутренне все	1	1
319	другим я	1	1
320	лжи и	1	1
321	он должен	1	1
322	свободу человеческого	2	1
323	к одному	1	1
324	у толстого	1	1
325	и вот	5	1
326	с таким	2	1
327	ее и	2	1
328	наших глазах	1	1
329	на земле	8	1
330	что ни	1	1
331	духовную свободу	1	1
332	в нее	1	1
333	жить в	1	1
334	что все	5	1
335	тем в	1	1
336	этом он	2	1
337	была в	1	1
338	их и	1	1
339	входит в	1	1
340	чуждой и	1	1
341	который так	1	1
342	роль в	1	1
343	всегда было	1	1
344	по истории	1	1
345	личность в	1	1
346	и тем	1	1
347	за ней	1	1
348	не соответствует	1	1
349	которым он	1	1
350	для них	1	1
351	он же	3	1
352	достоевского и	2	1
353	в высшей	3	1
354	в xx	1	1
355	к которым	1	1
356	жизни то	1	1
357	личности не	1	1
358	этого не	1	1
359	с тем	1	1
360	а за	2	1
361	и уже	1	1
362	которой он	1	1
363	в чистом	1	1
364	духовной жизни	1	1
365	когда в	1	1
366	другим и	2	1
367	и без	1	1
368	во времена	1	1
369	человеком и	1	1
370	место в	2	1
371	себе а	1	1
372	в которых	1	1
373	признать что	1	1
374	нельзя было	2	1
375	душу и	3	1
376	в пространстве	1	1
377	другом и	1	1
378	это сознание	1	1
379	и более	1	1
380	в прошлом	1	1
381	их в	1	1
382	сам он	2	1
383	нас к	1	1
384	иной раз	1	1
385	в отношении	5	1
386	существует для	1	1
387	так как	8	1
388	человека есть	3	1
389	но они	1	1
390	до известной	1	1
391	как можно	1	1
392	человечества и	1	1
393	природа не	1	1
394	этими двумя	1	1
395	как о	1	1
396	у кого	1	1
397	раскрыться в	1	1
398	в плане	1	1
399	в основе	2	1
400	в самых	1	1
401	человека если	2	1
402	и всегда	3	1
403	народной жизни	4	1
404	жизни не	2	1
405	в самой	1	1
406	и весь	1	1
407	или как	1	1
408	может уже	2	1
409	добру и	1	1
410	людей не	1	1
411	друга даже	1	1
412	из трактира	1	1
413	не до	2	1
414	не потому	1	1
415	перед ним	4	1
416	в движении	1	1
417	он понял	2	1
418	в трагедии	3	1
419	него на	1	1
420	с любовью	2	1
421	не могут	1	1
422	я сам	1	1
423	уже было	1	1
424	всегда есть	2	1
425	но также	1	1
426	он видит	1	1
427	души все	1	1
428	на наших	1	1
429	приходит к	2	1
430	жизни героев	1	1
431	обращенный к	1	1
432	чем не	2	1
433	же не	1	1
434	смысл но	1	1
435	говорили что	1	1
436	в xix	1	1
437	всякого человеческого	1	1
438	в образе	3	1
439	на нее	1	1
440	этого как	1	1
441	мог бы	1	1
442	о связи	1	1
443	чем у	4	1
444	стороне от	1	1
445	на примере	1	1
446	но у	1	1
447	жизнь и	4	1
448	он сам	6	1
449	и всемирной	1	1
450	она легко	1	1
451	означает что	4	1
452	находится в	1	1
453	другому в	1	1
454	в личности	1	1
455	может не	1	1
456	смысла жизни	1	1
457	говорит об	1	1
458	тех его	1	1
459	ценностей культуры	1	1
460	с другой	1	1
461	толстой и	1	1
462	этим не	1	1
463	все та	1	1
464	нас в	2	1
465	как у	2	1
466	он берет	1	1
467	все в	1	1
468	во всех	2	1
469	путь к	1	1
470	переходит в	8	1
471	я никогда	2	1
472	во втором	1	1
473	не видел	2	1
474	и только	1	1
475	наконец в	1	1
476	вот например	1	1
477	к личности	1	1
478	нем и	1	1
479	к концу	1	1
480	и она	3	1
481	начал у	1	1
482	но так	1	1
483	в жизнь	1	1
484	жизни его	1	1
485	которое было	2	1
486	и личной	1	1
487	тот же	2	1
488	личности с	1	1
489	в какой	1	1
490	в стороне	1	1
491	не останется	1	1
492	верно и	1	1
493	это очень	1	1
494	одних и	1	1
495	они более	1	1
496	и ее	1	1
497	и сложность	1	1
498	человеческой личности	7	1
499	есть своя	1	1
500	же и	2	1
501	есть в	3	1
502	и у	1	1
503	уже в	2	1
504	и они	1	1
505	а напротив	1	1
506	в жизни	4	1
507	не принимает	1	1
508	него и	2	1
509	не из	1	1
510	не дает	1	1
511	его и	1	1
512	но для	2	1
513	человека на	2	1
514	не будут	2	1
515	в письме	1	1
516	и та	2	1
517	лет но	1	1
518	какого он	1	1
519	из нее	1	1
520	и никогда	3	1
521	отдельного человека	1	1
522	ее на	1	1
523	он один	1	1
524	его личность	1	1
525	что они	3	1
526	тотчас же	1	1
527	человека что	2	1
528	человеке но	1	1
529	каждый человек	1	1
530	вслед за	1	1
531	же о	1	1
532	всякого человека	2	1
533	к человеку	12	1
534	связано с	3	1
535	церкви и	1	1
536	человека но	1	1
537	и своего	2	1
538	его судьбой	1	1
539	и своим	2	1
540	для человека	3	1
541	решения вопроса	3	1
542	одна и	3	1
543	жизнь в	6	1
544	люди в	1	1
545	свою судьбу	1	1
546	людей даже	1	1
547	себя за	1	1
548	или человек	1	1
549	жизнь есть	1	1
550	бытия со	1	1
551	даже до	1	1
552	но все	1	1
553	в природе	1	1
554	xix века	1	1
555	о чем	1	1
556	своей души	1	1
557	она есть	2	1
558	укладу жизни	1	1
559	и там	6	1
560	происходит в	1	1
561	века и	1	1
562	другого человека	2	1
563	и менее	1	1
564	плену у	1	1
565	этот не	1	1
566	жизни с	1	1
567	но это	8	1
568	глубины и	1	1
569	в который	2	1
570	это был	1	1
571	письме к	1	1
572	не мог	3	1
573	формы и	1	1
574	в пределе	2	1
575	личного бытия	2	1
576	его нет	1	1
577	когда он	1	1
578	центре внимания	1	1
579	но когда	2	1
580	сознания что	1	1
581	со своей	1	1
582	конце концов	1	1
583	мы должны	1	1
584	всякий раз	1	1
585	как лишь	1	1
586	в мировом	1	1
587	соединяется с	2	1
588	своем он	2	1
589	на смену	3	1
590	был до	2	1
591	от своего	1	1
592	сказать что	3	1
593	остается как	1	1
594	это сама	1	1
595	в свою	4	1
596	с такой	1	1
597	культуры в	1	1
598	из этого	1	1
599	в свое	1	1
600	ни на	1	1
601	друга как	1	1
602	человеку и	3	1
603	и эта	2	1
604	все что	4	1
