N	2gram	Vinokur_St_1	FransuaR
389	представление о	4	1
390	в которых	5	1
391	своего рода	3	1
392	значение для	1	1
393	одном из	1	1
394	как это	4	1
395	точку зрения	3	1
396	которые в	2	1
397	времени не	4	1
398	но он	2	1
399	сами по	1	1
400	иным как	1	1
401	что было	1	1
402	без всяких	2	1
403	специальные труды	1	1
404	так называемого	1	1
405	довольно часто	1	1
406	ни для	1	1
407	можно ли	4	1
408	не менее	5	1
409	вплоть до	5	1
410	но они	1	1
411	тем самым	2	1
412	она не	2	1
413	что с	2	1
414	в то	9	1
415	в науке	1	1
416	именно такова	1	1
417	считает что	1	1
418	не могло	1	1
419	но разумеется	1	1
420	ней много	1	1
421	на язык	1	1
422	в разных	1	1
423	богатого и	2	1
424	же время	4	1
425	явление в	1	1
426	показывает как	1	1
427	говорить как	1	1
428	какой же	1	1
429	другой стороны	7	1
430	особенно сильно	1	1
431	убедиться в	2	1
432	вопрос в	3	1
433	что на	2	1
434	характерен для	1	1
435	ему не	1	1
436	не потому	1	1
437	у нас	11	1
438	мы встречаем	1	1
439	xx века	1	1
440	и приобрели	1	1
441	но там	1	1
442	он еще	1	1
443	и такие	2	1
444	бы они	1	1
445	оно не	1	1
446	что при	2	1
447	которые мы	1	1
448	для кого	1	1
449	опираясь на	1	1
450	вещей в	1	1
451	им в	1	1
452	того чтобы	11	1
453	грамматике и	1	1
454	от друга	1	1
455	что все	2	1
456	того времени	5	1
457	без всякого	2	1
458	индивидуальной личности	1	1
459	они ни	1	1
460	последнее время	1	1
461	то или	3	1
462	выше с	1	1
463	и иные	2	1
464	и говорит	1	1
465	так в	1	1
466	можно было	13	1
467	почти каждый	1	1
468	было в	1	1
469	не полно	1	1
470	отсюда и	1	1
471	здесь нет	1	1
472	которые с	1	1
473	господствующей в	1	1
474	еще в	1	1
475	этой особой	1	1
476	это только	1	1
477	мы в	1	1
478	только и	1	1
479	по себе	1	1
480	некоторых из	1	1
481	и возможно	1	1
482	кого не	1	1
483	и та	1	1
484	настоящее время	1	1
485	говорит об	2	1
486	в глаза	1	1
487	его жизни	3	1
488	утверждает что	1	1
489	времени в	1	1
490	должно было	2	1
491	с нашей	2	1
492	литературе о	1	1
493	на ее	1	1
494	и всякая	1	1
495	работа по	1	1
496	но нет	1	1
497	никаких сомнений	2	1
498	бы в	1	1
499	и только	3	1
500	них в	1	1
501	именно в	6	1
502	иначе в	1	1
503	наук и	1	1
504	которой в	1	1
505	не зная	1	1
506	сомнению что	1	1
507	одной из	1	1
508	языка на	1	1
509	в какой	3	1
510	мере он	1	1
511	в вопросе	1	1
512	который в	1	1
513	всяком случае	6	1
514	не было	4	1
515	в уста	3	1
516	этой системе	1	1
517	же и	4	1
518	уже в	2	1
519	нужно еще	1	1
520	которых можно	1	1
521	какую-то особую	1	1
522	еще одну	1	1
523	целого ряда	2	1
524	была чужда	1	1
525	и обратно	1	1
526	в изобилии	1	1
527	языка но	1	1
528	его и	1	1
529	например к	1	1
530	он имеет	1	1
531	в так	1	1
532	в конце	3	1
533	что и	6	1
534	с этими	1	1
535	к ним	1	1
536	не о	1	1
537	у него	2	1
538	случае не	2	1
539	тем что	5	1
540	это положение	1	1
541	такие которые	1	1
542	в очень	3	1
543	сохраняют в	1	1
544	без всякой	3	1
545	со стороны	6	1
546	и речи	2	1
547	точек зрения	1	1
548	объяснение в	1	1
549	на работу	1	1
550	к которому	4	1
551	очень большое	2	1
552	до сегодняшнего	1	1
553	говорит о	3	1
554	чтобы убедиться	1	1
555	а на	3	1
556	это прежде	2	1
557	редкими исключениями	1	1
558	которых мы	1	1
559	не на	1	1
560	а не	16	1
561	однако и	2	1
562	и своим	1	1
563	так называемой	2	1
564	подобного рода	1	1
565	о чем	1	1
566	одна из	1	1
567	его собственной	2	1
568	это самое	1	1
569	него не	1	1
570	для этой	1	1
571	именно поэтому	1	1
572	уже давно	1	1
573	по мысли	1	1
574	всех трех	2	1
575	эта концепция	1	1
576	вопросе о	1	1
577	довольно близко	1	1
578	из которых	1	1
579	а потому	2	1
580	конечно не	2	1
581	говорит в	2	1
582	целом ряде	1	1
583	и довольно	1	1
584	теории в	1	1
585	в течение	1	1
586	только во	1	1
587	мною если	1	1
588	ученого и	1	1
589	там где	5	1
590	для понимания	1	1
591	что как	2	1
592	сам не	1	1
593	ли не	2	1
594	и смерти	1	1
595	как например	1	1
596	рождению или	1	1
597	отличается от	1	1
598	ведь и	3	1
599	в начале	3	1
600	что касается	3	1
601	свои выводы	1	1
602	состояния духа	1	1
603	тем и	1	1
604	в результате	3	1
605	в настоящее	1	1
606	себя самого	1	1
607	по одной	1	1
608	но зато	1	1
609	хотя бы	6	1
610	самому и	1	1
611	отношении к	1	1
612	чем как	1	1
613	всеми его	1	1
614	с ней	1	1
615	ведь именно	1	1
616	их с	1	1
617	этап в	1	1
618	какова их	1	1
619	отношению к	3	1
620	включает в	1	1
621	просто не	1	1
622	но еще	1	1
623	это тем	1	1
624	к этому	1	1
625	как на	1	1
626	во всяком	6	1
627	такой же	5	1
628	они не	1	1
