N	2gram	Losev_Vlad_3	Sovremen
470	в какой	2	1
471	в окончательном	1	1
472	но еще	2	1
473	той или	2	1
474	системы не	1	1
475	в своих	7	1
476	и эта	3	1
477	и свою	1	1
478	все что	1	1
479	они не	1	1
480	ничего общего	5	1
