N	2gram	Tiupa_Lite_1	Problemy
475	случае в	1	1
476	эта мысль	2	1
477	он остается	1	1
478	она не	1	1
479	есть нечто	1	1
480	на котором	1	1
481	одна из	3	1
482	у кого	1	1
483	я тот	1	1
484	в основе	3	1
485	к изучению	1	1
486	от жизни	1	1
487	не случайно	2	1
488	во всякой	1	1
489	к тебе	1	1
490	это мы	1	1
491	тогда когда	1	1
492	никакой тайны	1	1
493	человек как	1	1
494	в форму	1	1
495	а во	1	1
496	и по	1	1
497	это именно	1	1
498	с читателем	2	1
499	связи с	6	1
500	в эпилоге	1	1
501	этом отношении	2	1
502	самоопределения но	1	1
503	вот в	1	1
504	полный простор	1	1
505	в среде	1	1
506	всего в	3	1
507	и другим	1	1
508	свои мечты	1	1
509	ведь человек	1	1
510	конца не	1	1
511	существенный момент	1	1
512	из их	1	1
513	и о	1	1
514	каждому из	1	1
515	но при	2	1
516	данном случае	4	1
517	на основе	1	1
518	в особенности	1	1
519	в себя	2	1
520	вопрос что	1	1
521	приводит к	3	1
522	в дальнейшем	1	1
523	значение в	1	1
524	но может	1	1
525	как с	1	1
526	другого героя	1	1
527	с собой	4	1
528	можно было	2	1
529	жизнь а	1	1
530	больше в	1	1
531	каждого из	1	1
532	слова у	1	1
533	его романов	1	1
534	другой не	1	1
535	я никого	1	1
536	никогда и	1	1
537	реакция на	2	1
538	в произведении	1	1
539	исканий и	1	1
540	никак не	1	1
541	в пользу	1	1
542	самому себе	1	1
543	в значительной	1	1
544	совсем новое	1	1
545	других людей	1	1
546	все в	1	1
547	достоевского всегда	1	1
548	письма где	1	1
549	путь к	1	1
550	я а	1	1
551	ним и	1	1
552	в кабинете	1	1
553	да в	1	1
554	во всей	1	1
555	во внешнем	1	1
556	не должен	3	1
557	у которого	1	1
558	от всех	1	1
559	как например	1	1
560	в формах	4	1
561	по своей	3	1
562	боролся с	1	1
563	будь то	2	1
564	одного сознания	1	1
565	свои записки	1	1
566	должен быть	2	1
567	не идет	1	1
568	впрочем и	1	1
569	между этими	1	1
570	с одной	2	1
571	себя в	6	1
572	сколько в	1	1
573	для всех	1	1
574	со своим	1	1
575	в банке	1	1
576	а напротив	1	1
577	всем его	1	1
578	или не	1	1
579	героя с	2	1
580	оно в	1	1
581	бы вне	1	1
582	а то	1	1
583	и других	1	1
584	ответ на	1	1
585	мастерства в	1	1
586	не так	1	1
587	себе в	2	1
588	никто не	1	1
589	которая может	1	1
590	это теперь	1	1
591	слово как	1	1
592	своих собственных	1	1
593	среди которых	1	1
594	записки из	1	1
595	мы можем	1	1
596	в некоторых	1	1
597	о каком	1	1
598	никого не	1	1
599	другого и	1	1
600	на второй	2	1
601	меня и	1	1
602	души человеческой	1	1
603	до сих	1	1
604	каждый человек	1	1
605	чем он	1	1
606	еще и	3	1
607	впервые становится	2	1
608	собой а	1	1
609	другого что	1	1
610	один и	1	1
611	резко отличается	1	1
612	что будет	1	1
613	слияния с	1	1
614	не говоря	2	1
615	достоевского с	1	1
616	а сам	1	1
617	и дуня	1	1
618	в рассказе	1	1
619	есть лишь	1	1
620	сам себе	1	1
621	одну из	2	1
622	из моментов	1	1
623	или с	1	1
624	автора а	2	1
625	все более	2	1
626	нет ничего	2	1
627	него в	1	1
628	ни на	1	1
629	речь не	1	1
630	или нет?	2	1
631	в столь	2	1
632	в данном	5	1
633	на себя	2	1
634	ко мне	1	1
635	быть не	1	1
636	столько в	1	1
637	тенденцию к	1	1
638	более и	1	1
639	художественное произведение	2	1
640	призыв к	1	1
641	другому как	1	1
642	только для	1	1
643	если оно	2	1
644	под названием	1	1
645	и позволяет	1	1
646	сам же	1	1
647	или в	1	1
648	между ними	1	1
649	которая в	2	1
650	своей собственной	2	1
651	в отдельных	1	1
652	мысль о	1	1
653	с известными	1	1
654	ну и	1	1
655	диалога но	1	1
656	действительной жизни	1	1
657	для друга	2	1
658	все они	2	1
659	своей внутренней	2	1
660	несмотря на	3	1
661	одной из	1	1
662	может и	1	1
663	о своем	2	1
664	в свою	1	1
665	с ней	1	1
666	они все	1	1
667	есть своего	1	1
668	ко всему	2	1
669	не мыслит	1	1
670	из этого	1	1
671	и духовных	1	1
672	в своих	4	1
673	героя как	2	1
674	причастности к	1	1
