N	2gram	Tiupa_Anal_2	Hudozhes
263	об этом	1	2
264	времени и	1	2
265	времени в	4	2
266	литературной нормы	2	2
267	по себе	2	2
268	в них	1	2
269	несмотря на	3	2
270	жизни но	2	2
271	ведет к	1	2
272	м.м бахтин	1	2
273	известной степени	1	2
274	нас самих	1	2
275	от себя	1	2
276	и рецептивного	1	2
277	художественного мира	2	2
278	он оказывается	1	2
279	и более	1	2
280	я героя	1	2
281	до известной	1	2
282	вовсе не	2	2
283	текста наиболее	1	2
284	даже в	2	2
285	тому что	1	2
286	человеческого я	1	2
287	дело не	2	2
288	одна из	1	2
289	материала в	1	2
290	художественная реальность	2	2
291	и соответственно	1	2
292	имеем дело	3	2
293	слова как	1	2
294	этих двух	1	2
295	не является	1	2
296	языка в	1	2
297	частной жизни	1	2
298	в стилистическом	1	2
299	жизни однако	1	2
300	для себя	1	2
301	и о	1	2
302	свою очередь	1	2
303	самим собою	1	2
304	для читателя	2	2
305	оказывается шире	1	2
306	в организации	3	2
307	роль в	2	2
308	и сам	3	2
309	высказывания и	2	2
310	что может	1	2
311	или в	3	2
312	с самим	3	2
313	о том	7	2
314	в значительной	2	2
315	коммуникативное событие	1	2
316	на всех	2	2
317	или напротив	2	2
318	именно в	3	2
319	во внутренней	1	2
320	в литературе	1	2
321	ни к	1	2
322	одного сознания	1	2
323	с одной	5	2
324	есть в	3	2
325	эстетической деятельности	1	2
326	за пределами	2	2
327	или даже	2	2
328	одно из	2	2
329	слова в	1	2
330	в одном	2	2
331	при всей	3	2
332	у него	4	2
333	вследствие этой	1	2
334	чем и	2	2
335	стилистическом отношении	1	2
336	в данный	1	2
337	или иначе	1	2
338	повествования а	1	2
339	событийных границ	2	2
340	себя и	1	2
341	в художественной	1	2
342	нового времени	1	2
343	превращается в	2	2
344	одной стороны	4	2
345	мира в	1	2
346	может выступать	2	2
347	в сторону	5	2
348	своей событийной	1	2
349	о себе	2	2
350	начиная с	1	2
351	так же	2	2
352	и особенно	4	2
353	и потому	1	2
354	в дискурсе	1	2
355	как в	4	2
356	даже самая	1	2
357	к своему	2	2
358	эстетического адресата	2	2
359	так или	1	2
360	для возникновения	1	2
361	и по	1	2
362	текста так	2	2
363	в контексте	5	2
364	его речевой	1	2
365	при условии	1	2
366	о его	4	2
367	в аспекте	4	2
368	художественного высказывания	2	2
369	коммуникативным событием	1	2
370	с иными	1	2
371	во всех	4	2
372	объектной организацией	2	2
373	для автора	1	2
374	речь идет	2	2
375	это хронотоп	1	2
376	лирического героя	5	2
377	художественное впечатление	2	2
378	собственно говоря	2	2
379	тем более	1	2
380	с ним	2	2
381	в равной	1	2
382	отношении к	1	2
383	к внутреннему	2	2
384	одной из	3	2
385	в романе	1	2
386	читательского восприятия	1	2
387	из этого	1	2
388	определенным образом	1	2
389	ясно говорит	3	2
390	может или	1	1
391	заслоняется крупным	1	1
392	организация литературного	1	1
393	этого в	1	1
394	неотделима от	1	1
395	также и	1	1
396	их создает	1	1
397	относительно длины	1	1
398	правого далекого	1	1
399	под все	1	1
400	реальность но	1	1
401	наиболее значимы	1	1
402	художественному восприятию	2	1
403	углом они	1	1
404	длиной ритмических	1	1
405	бы для	1	1
406	наиболее генерализованные	1	1
407	в самостоятельный	1	1
408	между всеми	1	1
409	рода стилистике	1	1
410	белую шею	1	1
411	этого мира	1	1
412	бахтин дело	1	1
413	здесь и	1	1
414	в соотносительности	1	1
415	отношения между	1	1
416	не имело	1	1
417	ходе чтения	1	1
418	вдруг заслоняется	1	1
419	из его	2	1
420	можно лишь	1	1
421	ряду образующие	1	1
422	едва ли	3	1
423	действительности и	1	1
424	этот уровень	1	1
425	мышления но	1	1
426	бахтин определял	1	1
427	художественную значимость	1	1
428	читателю ракурс	1	1
429	творческом процессе	1	1
430	длины ритмического	1	1
431	той же	2	1
432	углом по	1	1
433	есть не	1	1
434	принадлежит только	1	1
435	формируется как	1	1
436	системой хронотопов	1	1
437	и себя	1	1
438	прямого значения	1	1
439	самым интонационные	1	1
440	глоссой нейтральной	1	1
441	деталями кадр	1	1
442	случае это	1	1
443	из своих	2	1
444	художественно значимые	2	1
445	только перед	1	1
446	архаизмы варваризмы	1	1
447	задаваемый читателю	1	1
448	со смертью	3	1
449	этот эффект	1	1
450	в литературном	1	1
451	личностного опыта	1	1
452	своей судьбы	3	1
453	субъектом речи	1	1
454	в каждый	1	1
455	в сущности	4	1
456	глоссализации имеет	1	1
457	это всегда	1	1
458	внутренней раздвоенности	1	1
459	зрения читателя	2	1
460	что иное	1	1
461	текста даже	1	1
462	жизненной позиции	3	1
463	своему герою	1	1
464	в полной	1	1
465	для сообщения	1	1
466	манифестирован в	1	1
467	изменчивое текучее	1	1
468	на материал	1	1
469	паузами как	1	1
470	что единый	1	1
471	никогда не	3	1
472	к паузам	1	1
473	взаимодействиях с	1	1
474	внутренний хронотоп	4	1
475	не что	1	1
476	проявляется в	3	1
477	выбор синтаксической	1	1
478	исходном своем	1	1
479	субъекта объекта	2	1
480	и помимо	1	1
481	собой в	2	1
482	самом наличии	1	1
483	т.п крайними	1	1
484	конструкций с	1	1
485	внимание и	1	1
486	своих событийных	1	1
487	тексте может	1	1
488	иное как	1	1
489	столь же	4	1
490	что его	1	1
491	и мира	1	1
492	ближайшие к	1	1
493	место слияние	1	1
494	единства фразы	1	1
495	тем как	1	1
496	иного рода	2	1
497	верха низа	1	1
498	во внешнем	1	1
499	повествователя рассказчика	2	1
500	быть художественно	1	1
501	иных случаях	1	1
502	находится или	1	1
503	особенно если	1	1
504	а тем	1	1
505	других а	1	1
506	внутреннего центра	1	1
507	двумя паузами	3	1
508	здесь также	1	1
509	собственный голос	1	1
510	и размежевания	1	1
511	литературная речь	1	1
512	движущееся изменчивое	1	1
513	взглядом очень	1	1
514	предстает системой	1	1
515	впечатления он	1	1
516	которой определенным	1	1
517	себе и	1	1
518	а всего	1	1
519	и будет	1	1
520	и усиленная	1	1
521	такого кадра	1	1
522	текста поскольку	1	1
523	говорилось выше	1	1
524	общий знаменатель	1	1
525	и эстетического	1	1
526	на основе	2	1
527	отнюдь не	8	1
528	и я	2	1
529	нормативная литературная	1	1
530	его конструктивные	1	1
531	мере в	1	1
532	его я	1	1
533	данного коммуникативного	2	1
534	выступая под	1	1
535	в центре	3	1
536	кадрового единства	1	1
537	перед читателем	1	1
538	чтения в	1	1
539	от автора	2	1
540	ритмическом ряду	2	1
541	плотность акцентуации	16	1
542	о жизни	2	1
543	что касается	3	1
544	перед нами	1	1
545	не хозяин	1	1
546	встрече с	1	1
547	личностного я	1	1
548	душевная характеристика	1	1
549	в субъектной	1	1
550	одного текста	1	1
551	прозе ближайшие	1	1
552	художественных текстов	1	1
553	событие произведения	1	1
554	текста где	1	1
555	спадов бенвенист	1	1
556	литературной практике	1	1
557	движется один	1	1
558	является фундаментом	1	1
559	мягкую белую	1	1
560	тем же	1	1
561	самом начале	3	1
562	не мне	2	1
563	мгновенного вечного	1	1
564	которого только	1	1
565	читателя находится	1	1
566	взаимоналожениях и	1	1
567	больше нежели	1	1
568	искусство и	1	1
569	при чтении	1	1
570	фразы выбор	1	1
571	ее полные	1	1
572	субъектную организацию	1	1
573	ряда тем	1	1
574	рядов измеряемой	1	1
575	только то	1	1
576	или пожелает	1	1
577	пределах тех	1	1
578	столько голосов	1	1
579	текста делает	2	1
580	природу художественной	1	1
581	бы и	1	1
582	привести к	1	1
583	ритмические концовки	1	1
584	всего романа	1	1
585	в ритмическом	2	1
586	жизни так	1	1
587	восприятия как	1	1
588	из этих	1	1
589	звучания ритмика	1	1
590	ритм представляет	1	1
591	фразы в	1	1
592	но без	1	1
593	что автор	1	1
594	в известном	1	1
595	систему голосов	1	1
596	раз в	1	1
597	данном контексте	1	1
598	тем выше	1	1
599	текста не	1	1
600	говорит не	1	1
601	т.п глоссализация	1	1
602	проникает в	1	1
603	после чего	1	1
604	на то	2	1
605	образом характеризует	1	1
606	ночного мгновенного	1	1
607	в случае	2	1
608	показателей а	1	1
609	жизнью и	2	1
610	кадры читательского	1	1
611	обозначает ту	1	1
612	на его	3	1
613	художественных значимостей	4	1
614	исходит из	1	1
615	что она	2	1
616	текста между	1	1
617	в статье	1	1
618	своего другого	2	1
619	диалога согласия	1	1
620	время и	1	1
621	один равнопротяженный	1	1
622	> или	1	1
623	все это	4	1
624	характеризуется тем	1	1
625	ключ к	3	1
626	определенной жанровой	1	1
627	именовал аристотель	1	1
628	диалогически соотнесенных	1	1
629	в первую	1	1
630	первой части	1	1
631	зрения в	1	1
632	в понимании	1	1
633	пожелает представить	1	1
634	свою собственную	1	1
635	как пишет	2	1
636	к одному	1	1
637	как чередование	1	1
638	упорядоченная последовательность	1	1
639	выше плотность	1	1
640	принадлежащих к	1	1
641	у читателя	1	1
642	содержит в	3	1
643	свое время	1	1
644	медленных и	1	1
645	чтобы в	1	1
646	подобно тому	3	1
647	его можно	1	1
648	адресата при	1	1
649	отрезок времени	1	1
650	или иных	2	1
651	другому я	1	1
652	субъектов высказывания	1	1
653	как единого	1	1
654	по его	1	1
655	простых текстовых	1	1
656	объект и	1	1
657	осуществление которой	1	1
658	далекого близкого	1	1
659	этом втором	1	1
660	а затем	2	1
661	что все	2	1
662	проекции текста	2	1
663	деталей в	1	1
664	таким центром	1	1
665	в совершенно	1	1
666	основе весьма	1	1
667	деталей а	1	1
668	напряжений и	1	1
669	жалостливая барышня	1	1
670	чередование напряжений	1	1
671	полной мере	1	1
672	к иного	1	1
673	в мировой	1	1
674	организации литературного	2	1
675	не с	4	1
676	планом заключительного	1	1
677	слогов между	3	1
678	обретает в	1	1
679	и внутренне	2	1
680	а как	2	1
681	это было	2	1
682	первую очередь	1	1
683	внимание не	1	1
684	самая тривиальная	1	1
685	самостоятельного голоса	2	1
686	было бы	3	1
687	не обретает	1	1
688	и героя	1	1
689	не совпадает	1	1
690	зрения и	1	1
691	в молчание	1	1
692	лишь на	1	1
693	например с	1	1
694	личность в	2	1
695	делает его	1	1
696	последовательность медленных	1	1
697	в жизни	1	1
698	с публицистикой	1	1
699	они сопоставлены	1	1
700	это явлено	1	1
701	и спадов	1	1
702	длине ритмического	2	1
703	соответствии с	2	1
704	этой субсистемы	1	1
705	как об	1	1
706	пространственных и	1	1
707	близкого замкнутого	1	1
708	зрения или	1	1
709	кадра входит	1	1
710	синтаксических конструкций	1	1
711	он и	2	1
712	этой цепочки	1	1
713	поскольку подводит	1	1
714	прочие его	1	1
715	ударения начальные	1	1
716	длиной ритмического	2	1
717	обратимся к	1	1
718	оттенки ритма	1	1
719	эстетическим субъектом	2	1
720	противопоставлены в	1	1
721	являются наиболее	1	1
722	бы место	1	1
723	с первых	1	1
724	в текстах	1	1
725	рецептивной компетенцией	1	1
726	от своего	2	1
727	иронически дискредитирует	1	1
728	предмету речи	2	1
729	или точнее	2	1
730	это случается	1	1
731	или противопоставлены	1	1
732	в такой	1	1
733	напряжение речевых	1	1
734	в котором	2	1
735	будучи принципом	1	1
736	одним и	1	1
737	социальных диалектов	1	1
738	к предмету	2	1
739	значении греческое	1	1
740	и читателя	3	1
741	сопоставлены или	1	1
742	на каждом	1	1
743	этой соотносительности	1	1
744	внутреннему слуху	3	1
745	мира вокруг	2	1
746	характеристиками глоссами	1	1
747	актуальных для	1	1
748	принципом упорядоченного	1	1
749	предполагает не	2	1
750	построение фразы	1	1
751	собственного душевного	1	1
752	фундаментом всей	1	1
753	для данного	1	1
754	родинкой и	1	1
755	который всегда	1	1
756	нормативов актуальных	1	1
757	ахматовой муза	1	1
758	читательского внутреннего	2	1
759	а выбор	1	1
760	том под	1	1
761	слов избранных	1	1
762	по крайней	3	1
763	временных примет	1	1
764	и меньше	1	1
765	возможность выбора	1	1
766	в конце	4	1
767	произведения в	5	1
768	из виду	1	1
769	и наоборот	2	1
770	том же	1	1
771	собой лишь	1	1
772	смеховое мироотношение	1	1
773	остаться за	1	1
774	как подчеркивал	1	1
775	реплики и	1	1
776	между несколькими	1	1
777	или лирического	1	1
778	нас к	2	1
779	форму в	1	1
780	и быстрых	1	1
781	ритмические зачины	1	1
782	слова б	1	1
783	себе такова	1	1
784	таких случаях	1	1
785	в таких	2	1
786	как ценностного	1	1
787	эстетической природы	1	1
788	виду что	1	1
789	креативной компетенцией	1	1
790	некоторого рода	2	1
791	не имеет	2	1
792	на котором	2	1
793	восприятию задана	1	1
794	возлагает на	1	1
795	способа существования	1	1
796	в эпизоде	10	1
797	свободу личности	1	1
798	система голосов	1	1
799	которого он	1	1
800	текста но	2	1
801	зрения герои	1	1
802	облекается в	1	1
803	и внутренней	1	1
804	состав такого	1	1
805	полные розовые	1	1
806	лингвистических средств	1	1
807	быть актуализировано	1	1
808	несколькими голосами	1	1
809	синтаксической конструкции	1	1
810	всегда имеется	1	1
811	но только	1	1
812	это еще	1	1
813	о прозе	1	1
814	характеристика душечки	1	1
815	тексту слой	1	1
816	заключительные в	1	1
817	каждый из	1	1
818	того и	2	1
819	казалось бы	3	1
820	наличии определенных	1	1
821	только и	1	1
822	слияние пространственных	1	1
823	при наличии	1	1
824	сверхличного значения	1	1
825	обратим внимание	1	1
826	обозначения объектных	1	1
827	говоря помимо	1	1
828	розовые щеки	1	1
829	генерализованные кругозоры	1	1
830	как традиция	1	1
831	жизненных позиций	2	1
832	его читательского	1	1
833	движений бенвенист	1	1
834	нечто движущееся	1	1
835	вводятся автором	1	1
836	не говорит	1	1
837	и является	4	1
838	акцентуации количество	1	1
839	этих случаях	2	1
840	соответствующих сегментов	1	1
841	является также	1	1
842	внешнего внутреннего	1	1
843	связи с	1	1
844	в центр	1	1
845	языковых нормативов	1	1
846	и генерализации	1	1
847	из того	1	1
848	внутренней жизни	1	1
849	и систематизации	1	1
850	и оказывается	1	1
851	темной родинкой	1	1
852	как будто	3	1
853	может приобретать	1	1
854	эпизодов становится	1	1
855	речевую генерализацию	1	1
856	до смерти	1	1
857	художественную реальность	2	1
858	как упорядоченная	1	1
859	настоящего времени	1	1
860	отношении художественному	1	1
861	о чем-то	1	1
862	и здесь	1	1
863	иных языковых	1	1
864	места для	1	1
865	сколько диалогически	1	1
866	и конкретном	1	1
867	взятое в	1	1
868	душечки постепенно	1	1
869	упорядоченного движения	1	1
870	ли не	2	1
871	определенность собственный	1	1
872	его за	1	1
873	в своего	1	1
874	определить и	1	1
875	центра периферии	1	1
876	глоссами как	1	1
877	равнопротяженный тексту	1	1
878	в поле	4	1
879	персонажей то	2	1
880	личность героя	1	1
881	в каждом	1	1
882	последовательно вводятся	1	1
883	рецептивного сознаний	1	1
884	на это	1	1
885	задана как	1	1
886	говорит о	5	1
887	о судьбе	1	1
888	эффект распределенности	1	1
889	пределах текста	2	1
890	на мягкую	1	1
891	в ситуации	3	1
892	периферии верха	1	1
893	подчеркивал м.м	1	1
894	как мы	3	1
895	с темной	1	1
896	значения и	1	1
897	точно так	1	1
898	существенное значение	1	1
899	своем составе	3	1
900	определенных языковых	1	1
901	постепенно углубляемая	1	1
902	языка и	2	1
903	этом особенно	1	1
904	речи такова	1	1
905	но мы	1	1
906	момент нечто	1	1
907	наше читательское	1	1
908	восприятие определений	1	1
909	значение в	1	1
910	значимостей являются	1	1
911	обращаясь к	2	1
912	читательское внимание	1	1
913	стилистико-речевую определенность	1	1
914	ряд эпизодов	1	1
915	те же	2	1
916	ритм является	1	1
917	жизнь я	1	1
918	рода субъектной	1	1
919	чем выше	1	1
920	шире любой	1	1
921	меньше и	1	1
922	составе столько	1	1
923	в сочетании	7	1
924	архитектонической формой	1	1
925	средств осуществление	1	1
926	последний получает	1	1
927	соразмерных отрезков	1	1
928	с героем	1	1
929	строго говоря	2	1
930	чехова душечка	1	1
931	мире в	1	1
932	различного рода	1	1
933	не случайна	1	1
934	слогов относительно	1	1
935	отношении ибо	1	1
936	если глоссализация	1	1
937	словно в	1	1
938	жизненная позиция	2	1
939	в общеязыковом	1	1
940	если читатель	1	1
941	весьма существенно	1	1
942	жизни не	1	1
943	голосов сколько	1	1
944	что душевная	1	1
945	знаков а	1	1
946	первого эпизода	1	1
947	образующие ритмические	1	1
948	рассказчика хроникера	2	1
949	не означает	1	1
950	внимание на	2	1
951	текста а	2	1
952	ракурс видения	1	1
953	воспринимающим сознанием	1	1
954	тихая добродушная	1	1
955	всякая фраза	1	1
956	доминирует в	1	1
957	один голос	2	1
958	субъект объект	1	1
959	языковых стилей	1	1
960	служит его	1	1
961	роль принадлежит	1	1
962	может не	1	1
963	это была	1	1
964	служит для	1	1
965	фразы устанавливает	1	1
966	восходит к	1	1
967	восприятия в	1	1
968	в которую	1	1
969	в проекции	8	1
970	том или	2	1
971	внешний хронотоп	1	1
972	нейтральной в	1	1
973	собой речевую	1	1
974	воображении читателя	1	1
975	путь к	1	1
976	неологизмы и	1	1
977	нуждается в	1	1
978	пределах кадрового	1	1
979	ибо и	1	1
980	отдельный кадр	1	1
981	утрачивает свою	1	1
982	крайней мере	3	1
983	была тихая	1	1
984	выступает как	1	1
985	объектной детализации	2	1
986	ее взаимоналожениях	1	1
987	вслед за	2	1
988	насыщенный деталями	1	1
989	каждом из	1	1
990	и адресат	1	1
991	если он	1	1
992	движения бенвенист	1	1
993	быстрых движений	1	1
994	глядя на	1	1
995	формирующие тем	1	1
996	организацию литературного	1	1
997	и формирующие	1	1
998	не требует	1	1
999	героя внутренний	1	1
1000	другая жизнь	1	1
1001	измеряемой числом	1	1
1002	в заключительной	1	1
1003	этом синтаксических	1	1
1004	генерализацию текста	1	1
1005	известном смысле	1	1
1006	с той	2	1
1007	на которой	1	1
1008	очень здоровая	1	1
1009	один из	2	1
1010	поле зрения	2	1
1011	лирическое стихотворение	1	1
1012	с кротким	1	1
1013	употребленных при	1	1
1014	мы видим	1	1
1015	тот же	1	1
1016	дело с	1	1
1017	личностного существования	1	1
1018	уединенного сознания	8	1
1019	что даже	1	1
1020	объект его	1	1
1021	в какой	1	1
1022	вступление в	1	1
1023	зачины анакрусы	1	1
1024	левого правого	1	1
1025	и ритмические	1	1
1026	фраза текста	3	1
1027	в новелле	4	1
1028	внутреннего исполнения	2	1
1029	своей жизнью	1	1
1030	низа левого	1	1
1031	кадры повествования	1	1
1032	место лишь	1	1
1033	они могут	1	1
1034	организации текста	3	1
1035	характеризует говорящего	1	1
1036	между этими	1	1
1037	статус самостоятельного	1	1
1038	живого голоса	1	1
1039	в уста	1	1
1040	от миропорядка	1	1
1041	сторонним наблюдателем	1	1
1042	к ядру	1	1
1043	соотносительности стилистико-речевую	1	1
1044	так что	3	1
1045	входит лишь	2	1
1046	же и	1	1
1047	для всех	2	1
1048	читатель не	1	1
1049	это ни	1	1
1050	если говорить	2	1
1051	стилистике здесь	1	1
1052	с объектной	2	1
1053	глоссализация текста	1	1
1054	субсистемы художественных	1	1
1055	художественной организации	1	1
1056	он состоит	1	1
1057	а напротив	1	1
1058	в поэзии	2	1
1059	соотнесенности внешнего	1	1
1060	некоторая возможность	1	1
1061	конструктивные членения	1	1
1062	оно в	1	1
1063	то и	1	1
1064	свидетельствует о	2	1
1065	как такой	1	1
1066	стилей социальных	1	1
1067	и составляющий	1	1
1068	подхваченная и	1	1
1069	случаях оказывается	1	1
1070	способно привести	1	1
1071	как писал	2	1
1072	его текст	1	1
1073	мышления и	1	1
1074	из них	3	1
1075	ни парадоксально	1	1
1076	за ним	1	1
1077	художественно значимым	1	1
1078	ценностное уплотнение	1	1
1079	представить себе	1	1
1080	ведь это	2	1
1081	интонирует всю	1	1
1082	то ритм	1	1
1083	менее насыщенный	1	1
1084	клаузулы и	2	1
1085	здоровая порядок	1	1
1086	субъектной детализации	1	1
1087	с этими	1	1
1088	число голосов	1	1
1089	ритмика интонирует	1	1
1090	так как	1	1
1091	тому же	4	1
1092	или движется	1	1
1093	к ним	1	1
1094	речи последний	1	1
1095	читателем в	1	1
1096	подводит некий	1	1
1097	представленных в	1	1
1098	позиций может	1	1
1099	два последующих	1	1
1100	как именовал	1	1
1101	или ином	2	1
1102	субъекта художественной	1	1
1103	иными сознаниями	1	1
1104	речевыми характеристиками	1	1
1105	представляют собой	2	1
1106	он же	2	1
1107	обращением к	1	1
1108	своей семиотической	1	1
1109	уровень объектной	1	1
1110	и даже	9	1
1111	на уровне	9	1
1112	функцией в	1	1
1113	вырождается в	1	1
1114	под определенным	1	1
1115	ту форму	1	1
1116	как у	1	1
1117	таков что	3	1
1118	на ее	1	1
1119	не наделен	1	1
1120	и напротив	1	1
1121	еще и	1	1
1122	общеязыковом отношении	1	1
1123	соотносительности слов	1	1
1124	во внешней	1	1
1125	некую систему	1	1
1126	каждый малый	1	1
1127	под каким	1	1
1128	в соответствии	2	1
1129	непосредственно к	1	1
1130	в осмысленном	1	1
1131	ритмических рядов	15	1
1132	автором в	1	1
1133	литературное произведение	3	1
1134	уровне детализации	1	1
1135	более того	1	1
1136	зависит от	1	1
1137	последовательность кадронесущих	1	1
1138	означало бы	1	1
1139	толстого или	1	1
1140	же точно	1	1
1141	лирическая героиня	3	1
1142	выбор слова	3	1
1143	видения в	1	1
1144	количество ударных	1	1
1145	слой факторов	1	1
1146	здесь выступает	1	1
1147	души вдруг	1	1
1148	авторскую активность	1	1
1149	приобретать статус	1	1
1150	что хотя	1	1
1151	исполнения как	1	1
1152	крайними пределами	1	1
1153	рамках одного	1	1
1154	имеется некоторая	1	1
1155	разговор с	1	1
1156	добродушная жалостливая	1	1
1157	времени высказывания	1	1
1158	и слово	2	1
1159	осмысленном и	1	1
1160	всего два	1	1
1161	его как	2	1
1162	то она	1	1
1163	в связи	1	1
1164	средней длине	3	1
1165	избранных для	1	1
1166	один отдельный	1	1
1167	голосов нормативная	1	1
1168	ритмико-интонационный строй	1	1
1169	вступает в	2	1
1170	на фоне	3	1
1171	чем глубже	1	1
1172	только к	1	1
1173	присутствия во	1	1
1174	по рассуждению	1	1
1175	центра этого	1	1
1176	поименованное в	1	1
1177	вместе с	2	1
1178	до этого	1	1
1179	тривиальная в	1	1
1180	и заключительные	1	1
1181	голосами то	1	1
1182	себе читатель	1	1
1183	в присутствии	1	1
1184	концовки клаузулы	1	1
1185	одну из	2	1
1186	всем остальным	1	1
