N	2gram	Savitsky_P_1	Istorich
239	в исторической	1	1
240	в церковь	1	1
241	что дело	1	1
242	является в	2	1
243	для этого	1	1
244	чем другие	1	1
245	мире в	1	1
246	в порядке	3	1
247	пр есть	1	1
248	никак не	2	1
249	могут дать	1	1
250	она всегда	1	1
251	восходит к	1	1
252	того света	1	1
253	связаны с	1	1
254	и только	1	1
255	перед тем	1	1
256	также в	1	1
257	тех пор	1	1
258	тот же	3	1
259	хотя бы	8	1
260	может оказаться	1	1
261	всего мы	1	1
262	сказывается в	2	1
263	именно на	1	1
264	уже в	1	1
265	эти черты	1	1
266	в большинстве	1	1
267	тем чтобы	1	1
268	в начале	2	1
269	одно из	1	1
270	сами по	3	1
271	и должна	1	1
272	богов и	1	1
273	бы это	1	1
274	эти явления	1	1
275	были бы	1	1
276	ней и	1	1
277	и тех	1	1
278	и быть	1	1
279	с другом	1	1
280	только к	1	1
281	них и	1	1
282	она может	1	1
283	не означает	1	1
284	дать еще	1	1
285	что мы	3	1
286	сколько бы	2	1
287	за тем	1	1
288	многих случаях	1	1
289	над ним	1	1
290	как бы	4	1
291	в отдельности	1	1
292	образом на	2	1
293	друг с	1	1
294	в основном	1	1
295	все это	2	1
296	но для	1	1
297	она должна	1	1
298	случаях когда	1	1
299	жить и	1	1
300	в чистоте	1	1
301	в человеческих	1	1
302	на фоне	1	1
303	в иной	1	1
304	является и	1	1
305	и никому	1	1
306	поиски и	1	1
307	в поиски	1	1
308	видим в	1	1
309	это в	1	1
310	как на	2	1
311	том числе	2	1
