N	2gram	Tiupa_Hudo_2	FransuaR
260	а в	6	2
261	между ними	2	2
262	это в	1	2
263	другой стороны	1	2
264	и эта	2	2
265	к этому	1	2
266	ночь не	2	1
267	становится в	1	1
268	о любви	2	1
269	первой половины	2	1
270	перед лицом	1	1
271	века в	1	1
272	момент когда	1	1
273	а как	2	1
274	по мнению	1	1
275	хорошо бы	1	1
276	при анализе	1	1
277	что между	1	1
278	со смертью	1	1
279	на свою	1	1
280	ему в	2	1
281	жизни это	1	1
282	не нужно	1	1
283	между собой	1	1
284	различия между	2	1
285	как у	2	1
286	то он	1	1
287	о смерти	3	1
288	но когда	1	1
289	себе он	1	1
290	для других	3	1
291	с отцом	1	1
292	присутствует в	1	1
293	по отношению	7	1
294	во дворе	1	1
295	же наконец	1	1
296	себя в	8	1
297	полагаем что	1	1
298	чем же	1	1
299	в одной	1	1
300	как в	5	1
301	для всех	1	1
302	предметы и	1	1
303	что нет	1	1
304	это был	2	1
305	на человека	1	1
306	этом контексте	1	1
307	нового и	1	1
308	и глубокой	1	1
309	за собой	1	1
310	жизни к	1	1
311	та же	2	1
312	ключ ко	1	1
313	и у	2	1
314	он в	1	1
315	из этих	2	1
316	стремились показать	1	1
317	тому же	2	1
318	но ведь	1	1
319	лица и	1	1
320	как он	3	1
321	всей его	1	1
322	частности и	1	1
323	жизнью и	1	1
324	по словам	1	1
325	не следует	1	1
326	в поэтике	1	1
327	главное в	1	1
328	и писать	1	1
329	состоит в	7	1
330	пор мы	1	1
331	характерное для	1	1
332	свое время	1	1
333	подобно тому	4	1
334	дистанции между	1	1
335	не бывает	1	1
336	можно было	3	1
337	ни был	1	1
338	же не	2	1
339	те же	2	1
340	лишь в	2	1
341	всегда очень	1	1
342	это было	2	1
343	заключается в	1	1
344	дома и	1	1
345	с другими	3	1
346	его личности	1	1
347	игра на	1	1
348	с детьми	2	1
349	еще живо	1	1
350	участие в	1	1
351	и смерти	1	1
352	только одно	1	1
353	любви в	1	1
354	самом центре	1	1
355	о которых	2	1
356	их как	1	1
357	не всегда	1	1
358	его и	2	1
359	и страшно	1	1
360	чем в	1	1
361	такою же	1	1
362	в приложении	1	1
363	автора и	2	1
364	обратимся к	2	1
365	в один	1	1
366	в саду	1	1
367	можно так	2	1
368	мы стремились	1	1
369	не во	2	1
370	по ее	1	1
371	наших дней	1	1
372	если можно	2	1
373	приложении к	1	1
374	место в	2	1
375	самого героя	1	1
376	что хорошо	1	1
377	мысли и	2	1
378	нельзя было	2	1
379	том же	1	1
380	о двух	2	1
381	показать что	1	1
382	не любит	1	1
383	же мы	1	1
384	тому что	4	1
385	и внешней	2	1
386	а иногда	1	1
387	трудно было	1	1
388	она могла	1	1
389	самого начала	1	1
390	и притом	1	1
391	и сама	4	1
392	не по	2	1
393	было не	1	1
394	вошедшие в	1	1
395	можно судить	1	1
396	отношениях к	1	1
397	он мог	1	1
398	человека от	1	1
399	и всегда	1	1
400	на меня	1	1
401	в отношениях	1	1
402	на язык	1	1
403	в самой	1	1
404	что самое	1	1
405	слове и	1	1
406	и другая	1	1
407	хочет быть	1	1
408	как будто	4	1
409	этом отношении	1	1
410	имени и	1	1
411	всю ночь	3	1
412	представляется нам	2	1
413	мы узнаем	1	1
414	же самое	3	1
415	к тому	7	1
416	его с	1	1
417	они и	2	1
418	и он	3	1
419	и это	3	1
420	не ограничивается	1	1
421	отзывается в	1	1
422	а затем	1	1
423	он вовсе	1	1
424	но при	3	1
425	здесь не	2	1
426	лица не	1	1
427	которого остается	1	1
428	нет никакой	1	1
429	смерти в	1	1
430	в себя	1	1
431	но мы	1	1
432	с самого	1	1
433	и самого	1	1
434	и характер	1	1
435	на свой	2	1
436	личный опыт	1	1
437	на том	1	1
438	образе и	1	1
439	особенно в	1	1
440	него всегда	1	1
441	которая была	2	1
442	появляются в	1	1
443	глубоко и	1	1
444	еще в	1	1
445	это только	1	1
446	мы в	1	1
447	является в	1	1
448	или иной	2	1
449	смысле и	1	1
450	последняя глава	1	1
451	и что	1	1
452	что основные	1	1
453	на что	1	1
454	его тело	1	1
455	после того	1	1
456	для нас	3	1
457	должно было	1	1
458	на всех	1	1
459	места и	1	1
460	ко всей	1	1
461	для той	1	1
462	это нужно	1	1
463	другого в	1	1
464	все в	1	1
465	даже для	1	1
466	и иных	1	1
467	и она	1	1
468	человека а	1	1
469	на будущее	1	1
470	внутренней стороны	1	1
471	быть и	1	1
472	известном смысле	1	1
473	оно и	1	1
474	этого ряда	1	1
475	в новой	1	1
476	том как	2	1
477	и одновременно	1	1
478	время когда	1	1
479	дело с	2	1
480	что даже	2	1
481	и так	1	1
482	душу но	1	1
483	впрочем и	2	1
484	во времени	1	1
485	одежды и	1	1
486	и тем	1	1
487	со всеми	1	1
488	к которой	1	1
489	отказать в	1	1
490	людей этот	1	1
491	к миру	1	1
492	со своим	3	1
493	с нею	3	1
494	действующего лица	1	1
495	в начале	1	1
496	него и	1	1
497	или даже	1	1
498	за ним	1	1
499	к своим	1	1
500	мы знаем	2	1
501	одно из	5	1
502	с собою	1	1
503	чтобы не	3	1
504	тем что	6	1
505	того в	1	1
506	где в	1	1
507	того что	1	1
508	этом как	1	1
509	именно в	2	1
510	а именно	1	1
511	души это	1	1
512	была и	2	1
513	такое же	1	1
514	а с	3	1
515	по всей	1	1
516	превращается в	4	1
517	не обращая	1	1
518	которых мы	1	1
519	однако и	2	1
520	жизнь в	2	1
521	именно на	2	1
522	с предельной	1	1
523	которой он	1	1
524	она говорит	2	1
525	все более	1	1
526	бы оно	1	1
527	на фоне	3	1
528	какая же	1	1
529	него в	1	1
530	о своих	1	1
531	эти слова	1	1
532	два человека	2	1
533	независимо от	1	1
534	что за	1	1
535	она очень	1	1
536	тому как	4	1
537	это за	1	1
538	в точности	1	1
539	быть только	1	1
540	так мало	1	1
541	в тот	1	1
542	в ряду	2	1
543	на свете	1	1
544	дело здесь	1	1
545	в контексте	2	1
546	грани между	1	1
547	было ни	1	1
548	еще раз	1	1
549	нет ничего	2	1
550	и тогда	2	1
551	а сама	1	1
552	всего в	1	1
553	какой бы	1	1
554	это уже	2	1
555	слова но	1	1
556	практики в	1	1
557	лицо и	2	1
558	и от	2	1
559	в пределе	1	1
560	узнаем что	1	1
561	из ее	1	1
562	еще более	1	1
563	у которого	2	1
564	ибо в	2	1
565	традиций в	1	1
566	же в	1	1
567	обстоит дело	1	1
568	так выразиться	2	1
569	время как	1	1
570	по поводу	3	1
571	на другие	1	1
572	не знает	1	1
573	и только	2	1
574	только как	1	1
575	существует в	1	1
576	но чем	1	1
577	почему он	1	1
578	по причине	2	1
579	каждое слово	1	1
580	отношению к	7	1
581	из этого	1	1
582	самом начале	1	1
583	жизни и	6	1
584	но еще	2	1
585	как на	2	1
586	гораздо более	2	1
