N	2gram	Tiupa_Hudo_1	Dialekti
127	бы в	1	4
128	жизни и	1	4
129	но и	10	4
130	отношения к	2	3
131	и то	4	3
132	едва ли	1	3
133	личности с	2	3
134	со стороны	2	3
135	в истории	1	3
136	как в	2	3
137	но в	7	3
138	бы и	1	3
139	все эти	2	3
140	на этом	1	3
141	об этом	2	3
142	не всегда	1	3
143	в данном	4	3
144	можно только	1	3
145	в своей	5	3
146	в их	5	3
147	только для	1	3
148	и притом	3	3
149	та или	1	3
150	могут быть	4	3
151	в собственном	1	3
152	то или	1	3
153	к жизни	2	3
154	и религии	1	3
155	быть и	2	3
156	от всего	1	3
157	времени когда	1	3
158	или иное	1	3
159	в области	6	3
160	за пределы	2	3
161	себя и	2	3
162	что не	1	3
163	говорит о	1	3
164	смысла и	1	3
165	у нас	1	3
166	я уже	1	3
167	и потому	2	3
168	личности как	2	3
169	из которых	1	3
170	от него	1	3
171	с ним	2	3
172	личность и	1	3
173	в свою	3	3
174	в сравнении	1	3
175	только о	2	3
176	тем самым	4	3
177	можно назвать	1	3
178	можно говорить	1	2
179	человека и	1	2
180	и без	1	2
181	мы говорим	1	2
182	специально для	1	2
183	совпадает с	2	2
184	бы ни	1	2
185	думаю что	1	2
186	как смысл	1	2
187	во всех	3	2
188	бы не	1	2
189	коем случае	2	2
190	но как	2	2
191	данный момент	2	2
192	личности а	1	2
193	или иную	1	2
194	в самом	5	2
195	отношение как	1	2
196	в которой	2	2
197	из этих	3	2
198	тоже не	1	2
199	что даже	1	2
200	всей его	2	2
201	при этом	13	2
202	тем не	3	2
203	быть без	1	2
204	собственно говоря	2	2
205	с этой	1	2
206	не будет	2	2
207	лишь в	4	2
208	это было	1	2
209	заключается в	2	2
210	время и	1	2
211	весь мир	1	2
212	в них	2	2
213	должно быть	1	2
214	в котором	1	2
215	говорил о	1	2
216	от себя	3	2
217	при условии	2	2
218	не могли	1	2
219	однако в	4	2
220	в отношении	3	2
221	не менее	3	2
222	случае не	2	2
223	иметь в	1	2
224	никогда не	2	2
225	или иная	1	2
226	и по	2	2
227	ничто не	1	2
228	не по	1	2
229	и оказывается	1	2
230	как будто	1	2
231	не могут	1	2
232	свою очередь	2	2
233	в ее	5	2
234	и может	1	2
235	мог бы	3	2
236	для этого	1	2
237	это возможно	1	2
238	в коем	2	2
239	ее в	2	2
240	но мы	1	2
241	тем или	1	2
242	по типу	1	2
243	говорить об	1	2
244	эти два	1	2
245	я думаю	2	2
246	во всей	3	2
247	одной из	2	2
248	образа в	1	2
249	жизнь личности	2	2
250	в качестве	24	2
251	себя в	7	2
252	же и	1	2
253	не дает	1	2
254	из них	1	2
255	ту или	1	2
256	никто не	2	2
257	мы находим	1	2
258	для меня	2	2
259	отличие от	7	2
260	тем что	1	2
261	не было	1	2
262	в данный	2	2
263	или иначе	4	2
264	с той	1	2
265	другой стороны	5	2
266	его как	1	2
267	когда же	1	2
268	определенный смысл	1	2
269	в частности	13	2
270	вместе с	1	2
271	как это	5	2
272	и жизни	1	2
273	к своему	1	2
274	этой точки	1	2
275	сравнении с	1	2
276	быть не	1	2
277	художественное произведение	1	2
278	в аспекте	2	2
279	и слово	1	2
280	но для	1	2
281	за его	1	2
282	только мы	1	2
283	чувства и	1	2
284	тот кто	2	2
285	у достоевского	1	2
286	а как	1	2
287	отношении к	2	2
288	природе и	1	2
289	оно не	1	2
290	видим в	2	2
291	того или	3	2
292	в противоположность	3	2
293	которая не	1	2
294	точно так	1	2
295	все что	1	2
296	говоря о	3	1
297	символы не	1	1
298	лишь ее	1	1
299	же как	1	1
300	чтобы не	1	1
301	и через	1	1
302	но чтобы	2	1
303	идет о	1	1
304	не признает	1	1
305	самих событий	1	1
306	последней главе	1	1
307	к другому	1	1
308	выполняет свое	1	1
309	дело не	2	1
310	исходит из	1	1
311	и больше	2	1
312	действительности и	1	1
313	из своих	1	1
314	своими корнями	1	1
315	в каждый	1	1
316	но она	2	1
317	смыслу или	1	1
318	от друга	1	1
319	из того	1	1
320	к общему	1	1
321	с личностью	1	1
322	собой в	1	1
323	может не	1	1
324	на них	1	1
325	как один	1	1
326	и объект	1	1
327	жить и	2	1
328	и развития	1	1
329	более как	1	1
330	отношение к	5	1
331	реального исторического	1	1
332	само же	1	1
333	друг от	1	1
334	и я	1	1
335	зрения в	1	1
336	как говорит	3	1
337	его я	1	1
338	в одной	1	1
339	как к	2	1
340	это тоже	2	1
341	тот же	1	1
342	имеет в	1	1
343	вещи но	1	1
344	говорит не	1	1
345	в груди	1	1
346	говорят о	1	1
347	за это	1	1
348	жизни так	1	1
349	в нашем	2	1
350	достоевского в	1	1
351	есть как	2	1
352	субъект и	2	1
353	роль в	1	1
354	имеем в	3	1
355	если он	1	1
356	корнями в	1	1
357	пусть это	1	1
358	что одна	1	1
359	образ его	1	1
360	с чем	1	1
361	на объект	1	1
362	и одна	1	1
363	к миру	1	1
364	он не	4	1
365	чисто познавательным	1	1
366	свою собственную	1	1
367	и совершенно	1	1
368	и более	2	1
369	содержит в	1	1
370	бытия я	8	1
371	чтобы в	1	1
372	ему на	1	1
373	я с	5	1
374	чем собственно	1	1
375	себя самой	1	1
376	или иных	2	1
377	не бывает	1	1
378	одно и	3	1
379	однако все	2	1
380	если нет	1	1
381	том случае	1	1
382	художественный образ	1	1
383	его в	2	1
384	входит в	4	1
385	не предполагает	3	1
386	с другими	4	1
387	чаще всего	1	1
388	только лишь	1	1
389	всю жизнь	1	1
390	первые два	1	1
391	или попросту	1	1
392	целостность в	1	1
393	все моменты	1	1
394	ведет к	1	1
395	этом в	1	1
396	об основной	1	1
397	же я	1	1
398	одного и	2	1
399	и становится	1	1
400	ее внутренней	1	1
401	нас самих	2	1
402	он должен	3	1
403	эстетическое восприятие	1	1
404	и процесс	1	1
405	место в	4	1
406	себе а	1	1
407	в отличие	7	1
408	до последнего	1	1
409	в имени	2	1
410	этих моментов	1	1
411	которые в	1	1
412	но он	3	1
413	друг другу	1	1
414	кто его	1	1
415	их в	3	1
416	том же	1	1
417	жизни а	1	1
418	зрения и	1	1
419	личность в	1	1
420	даже в	3	1
421	внутренней свободе	1	1
422	она по	1	1
423	имя личности	1	1
424	не способное	1	1
425	и одной	1	1
426	с которой	1	1
427	виду что	1	1
428	она могла	1	1
429	он еще	1	1
430	того и	1	1
431	одна из	2	1
432	имеем дело	2	1
433	его можно	1	1
434	его смысл	1	1
435	и теперь	1	1
436	связи с	1	1
437	даже самая	2	1
438	однако это	1	1
439	ему не	1	1
440	до смерти	1	1
441	а в	12	1
442	в четвертом	1	1
443	деятельности и	1	1
444	когда мы	1	1
445	с логической	1	1
446	творчества творчество	1	1
447	сомневаться не	1	1
448	ли не	1	1
449	сама жизнь	1	1
450	его за	1	1
451	жизнью и	1	1
452	всего в	1	1
453	всего что	1	1
454	введение в	1	1
455	всегда так	1	1
456	достоевского где	1	1
457	из всего	1	1
458	как мы	1	1
459	в целую	2	1
460	только при	1	1
461	каждая вещь	1	1
462	это ведет	1	1
463	только то	1	1
464	в пределах	3	1
465	что может	2	1
466	переход к	1	1
467	те же	1	1
468	здесь как	1	1
469	вещи в	1	1
470	чем выше	1	1
471	в последней	1	1
472	быть может	1	1
473	о котором	1	1
474	основе своей	1	1
475	их никто	1	1
476	и здесь	1	1
477	на их	1	1
478	возможна только	1	1
479	картина мира	5	1
480	не содержит	1	1
481	с одной	2	1
482	в новую	1	1
483	объект его	1	1
484	мира а	1	1
485	после того	1	1
486	мы понимаем	1	1
487	познавательного логического	1	1
488	под именем	1	1
489	к нему	3	1
490	не могло	2	1
491	смысле не	1	1
492	такого что	1	1
493	во втором	4	1
494	в другой	1	1
495	вслед за	1	1
496	не будучи	1	1
497	человека как	1	1
498	эти последние	1	1
499	но с	1	1
500	значений и	1	1
501	субъекта в	1	1
502	было и	2	1
503	во времени	4	1
504	канта не	1	1
505	без этого	1	1
506	мифа миф	1	1
507	не входит	2	1
508	с нею	1	1
509	ничего нельзя	1	1
510	слова не	1	1
511	речь в	1	1
512	в душе	8	1
513	за ним	1	1
514	одно из	2	1
515	себе в	1	1
516	в конце	1	1
517	вещи или	1	1
518	с этими	1	1
519	ее не	1	1
520	быть так	1	1
521	на части	1	1
522	человек как	1	1
523	о каком	1	1
524	уже до	1	1
525	чем и	3	1
526	имеет значение	1	1
527	границы и	1	1
528	или иной	7	1
529	говорим о	1	1
530	с другой	7	1
531	и прежде	1	1
532	дело в	1	1
533	такое же	1	1
534	полноты и	1	1
535	на которые	1	1
536	души и	1	1
537	от обычного	1	1
538	только к	1	1
539	что для	1	1
540	превращается в	2	1
541	заданность и	1	1
542	понимаем что	1	1
543	не сама	2	1
544	однако и	1	1
545	жизнь в	1	1
546	как ни	1	1
547	же точно	1	1
548	принципиально новой	1	1
549	мира в	2	1
550	в связи	1	1
551	нет никаких	1	1
552	отличается от	2	1
553	в лесу	1	1
554	до этого	1	1
555	но кто	1	1
556	человека к	3	1
557	в область	1	1
558	после его	1	1
559	еще нет	1	1
560	уходит своими	1	1
561	в той	3	1
562	вещественно и	1	1
563	но вы	1	1
564	я сейчас	1	1
565	вокруг себя	1	1
566	романе достоевского	1	1
567	в малом	1	1
568	судьба или	1	1
569	в это	1	1
570	в контексте	3	1
571	их фактического	1	1
572	этом случае	1	1
573	своей жизни	2	1
574	чисто познавательного	1	1
575	в некий	1	1
576	вы говорите	1	1
577	не является	4	1
578	объекта и	3	1
579	и от	1	1
580	так или	3	1
581	в известном	1	1
582	и иного	1	1
583	мира и	2	1
584	себя самого	1	1
585	на первый	1	1
586	но обязательно	1	1
587	не более	1	1
588	стороны в	1	1
589	все они	1	1
590	ценность и	1	1
591	на фоне	1	1
592	жизни в	2	1
593	нами не	1	1
594	становления и	1	1
595	о своем	1	1
596	как ряд	1	1
597	в романе	3	1
598	существует как	1	1
599	из тех	2	1
600	не знает	3	1
601	не быть	1	1
602	в глаза	2	1
603	из этого	2	1
604	же природы	1	1
605	поведения в	1	1
606	я и	7	1
607	определенным образом	2	1
608	судьбы в	1	1
609	о себе	2	1
610	случае если	1	1
611	в своих	1	1
