N	2gram	Tiupa_Anal_2	StatiiOP
452	сил и	1	1
453	именно в	3	1
454	каждом отдельном	1	1
455	из одних	1	1
456	это приводит	1	1
457	известном смысле	1	1
458	можно отметить	2	1
459	поле зрения	2	1
460	своих и	1	1
461	в двух	2	1
462	его в	2	1
463	менее в	1	1
464	внутреннее единство	1	1
465	ли он	1	1
466	из многих	1	1
467	лишь одна	1	1
468	который в	1	1
469	одних и	1	1
470	между этими	1	1
471	для всех	2	1
472	не одну	1	1
473	точно и	1	1
474	раз в	1	1
475	смысл этой	1	1
476	целого ряда	1	1
477	как вы	1	1
478	из них	3	1
479	только одно	1	1
480	и их	2	1
481	к соединению	1	1
482	слова в	1	1
483	в одном	2	1
484	существенно что	1	1
485	как его	1	1
486	того или	3	1
487	характерны для	1	1
488	указание на	1	1
489	представляют собой	2	1
490	где в	1	1
491	в данный	1	1
492	и из	1	1
493	на примере	1	1
494	таков что	3	1
495	первый и	1	1
496	и тех	1	1
497	центре этой	1	1
498	темам и	1	1
499	характерно для	1	1
500	еще и	1	1
501	во внешней	1	1
502	свой ответ	1	1
503	говорит о	5	1
504	что случилось	2	1
505	не означает	1	1
506	ниже в	1	1
507	означало бы	1	1
508	долгое время	1	1
509	о чем	2	1
510	нашему брату	1	1
511	речи и	2	1
512	как говорит	2	1
513	если не	1	1
514	каждая строфа	1	1
515	вступает в	2	1
516	в частности	16	1
517	внимания к	1	1
518	эти слова	1	1
519	строфа в	1	1
520	самим автором	1	1
521	из трех	3	1
522	то можно	1	1
523	его личной	1	1
524	в данном	8	1
525	встречается в	1	1
526	было написано	4	1
527	тому как	3	1
528	что же	1	1
529	в литературе	1	1
530	по существу	2	1
531	в заключительной	1	1
532	как нельзя	1	1
533	в состоянии	2	1
534	она явилась	1	1
535	в контексте	5	1
536	о его	4	1
537	вероятно в	1	1
538	что очень	1	1
539	об отношении	1	1
540	показать как	1	1
541	своей собственной	1	1
542	но одновременно	1	1
543	для нас	1	1
544	особого рода	2	1
545	и все	3	1
546	собственно говоря	2	1
547	или нет	1	1
548	бы в	3	1
549	собой лишь	1	1
550	хотя бы	1	1
551	г л	1	1
552	как человек	1	1
553	отношении к	1	1
554	персонажей то	2	1
555	с теми	1	1
556	от первого	1	1
557	а о	1	1
558	не знает	3	1
559	отношением к	1	1
560	понимать как	1	1
561	состоит из	1	1
562	или иного	3	1
563	ко всему	1	1
564	в свое	1	1
565	и третьего	1	1
566	этой точки	1	1
567	только не	4	1
568	так же	2	1
569	все что	2	1
