N	2gram	Berdyaev_M_2	Problemy
161	одному знаменателю	1	3
162	к своему	2	3
163	жизнь и	4	3
164	что же	2	3
165	другого человека	2	3
166	но для	2	3
167	и для	7	3
168	бы в	2	3
169	еще более	2	3
170	того же	1	3
171	но этот	2	3
172	а между	1	2
173	смысле слова	3	2
174	отношения к	2	2
175	же как	3	2
176	вопрос о	6	2
177	не была	1	2
178	он сам	6	2
179	там и	6	2
180	а следовательно	1	2
181	уже нет	1	2
182	друг на	1	2
183	если в	1	2
184	нет и	1	2
185	сама по	1	2
186	с этим	1	2
187	когда он	1	2
188	целый ряд	1	2
189	и как	1	2
190	не было	11	2
191	в сне	3	2
192	его к	1	2
193	увидим что	2	2
194	от этого	2	2
195	не хочет	1	2
196	бы и	5	2
197	бы не	2	2
198	творчество достоевского	3	2
199	отношение между	1	2
200	в братьях	2	2
201	но на	2	2
202	в последний	1	2
203	бы ни	1	2
204	в первых	1	2
205	должна быть	1	2
206	у пушкина	1	2
207	но все	1	2
208	об этом	1	2
209	самим собой	1	2
210	на все	3	2
211	лишь в	2	2
212	хотя бы	7	2
213	на почве	3	2
214	он есть	1	2
215	и тем	1	2
216	достоевского и	2	2
217	все равно	3	2
218	на друга	1	2
219	вернемся к	1	2
220	которую он	1	2
221	что такое	1	2
222	себе а	1	2
223	в которых	1	2
224	одном из	1	2
225	которые в	2	2
226	не могли	1	2
227	настасье филипповне	2	2
228	в атмосфере	2	2
229	того как	3	2
230	братьях карамазовых	2	2
231	столкновение двух	1	2
232	но она	2	2
233	следовательно и	1	2
234	ничего не	2	2
235	только и	4	2
236	жизни не	2	2
237	к ней	2	2
238	своей природе	1	2
239	отношении к	3	2
240	и любовь	2	2
241	у нас	11	2
242	к тому	5	2
243	той или	1	2
244	конце романа	1	2
245	людей в	2	2
246	в другом	1	2
247	можно было	2	2
248	те же	5	2
249	живет в	1	2
250	в которые	2	2
251	с ним	3	2
252	в преступлении	1	2
253	самого достоевского	3	2
254	все в	1	2
255	лишь как	3	2
256	преступлении и	1	2
257	между тем	2	2
258	тем как	1	2
259	достоевского это	1	2
260	все время	2	2
261	но с	2	2
262	для достоевского	8	2
263	пор не	1	2
264	он уже	2	2
265	не проникает	1	2
266	так что	2	2
267	есть я	1	2
268	раз в	1	2
269	человека эта	1	2
270	и они	1	2
271	не принимает	1	2
272	для него	18	2
273	творчестве достоевского	3	2
274	а в	2	2
275	последний раз	1	2
276	к самому	2	2
277	но вся	1	2
278	или иной	2	2
279	для этого	4	2
280	материал и	1	2
281	вместе с	2	2
282	в духе	5	2
283	ним как	1	2
284	этого слова	1	2
285	знает только	1	2
286	остается в	1	2
287	сознания и	2	2
288	его жизнь	1	2
289	есть уже	4	2
290	не дает	1	2
291	к настасье	2	2
292	сказать что	3	2
293	он ведь	1	2
294	и великие	1	2
295	остается на	1	2
296	и жизнь	1	2
297	есть и	3	2
298	в свое	1	2
299	и наказании	1	2
300	все что	4	2
301	они не	4	2
302	я и	2	1
303	к полному	1	1
304	в обычном	2	1
305	же человек	1	1
306	чтобы не	3	1
307	и то	1	1
308	рай в	1	1
309	на самом	1	1
310	он может	1	1
311	ивана карамазова	7	1
312	он хотел	1	1
313	и есть	8	1
314	перед лицом	1	1
315	и объяснение	1	1
316	из самых	1	1
317	и чрезвычайно	1	1
318	по преимуществу	5	1
319	от которых	1	1
320	еще ниже	1	1
321	конца принять	1	1
322	к народу	1	1
323	сравнению с	1	1
324	из подполья	2	1
325	это совершенно	1	1
326	входит в	1	1
327	выходит из	1	1
328	существенно отличается	1	1
329	как то	2	1
330	принадлежит к	2	1
331	по замыслу	1	1
332	начала в	3	1
333	достоевского почти	1	1
334	в ней	11	1
335	нет то	2	1
336	как раскольников	2	1
337	в xix	1	1
338	от своей	2	1
339	со словами	1	1
340	в нашем	7	1
341	вполне и	1	1
342	в голове	1	1
343	себе он	1	1
344	менее всего	3	1
345	в новом	1	1
346	мы дадим	1	1
347	себя за	1	1
348	под его	2	1
349	безусловное значение	5	1
350	как к	2	1
351	все остальные	1	1
352	могли бы	1	1
353	всего как	1	1
354	духа и	3	1
355	поэтому он	2	1
356	со своей	1	1
357	та же	10	1
358	из жизни	1	1
359	что это	6	1
360	в целом	1	1
361	что достоевский	1	1
362	однако же	1	1
363	и преступления	3	1
364	если есть	3	1
365	во многих	1	1
366	и если	2	1
367	на его	2	1
368	что она	5	1
369	в ее	1	1
370	есть одна	1	1
371	к миру	1	1
372	человек не	7	1
373	высшей степени	3	1
374	они в	1	1
375	и социальной	1	1
376	он должен	1	1
377	отношений между	1	1
378	и вот	5	1
379	что у	4	1
380	в плане	1	1
381	своей духовной	3	1
382	может понять	1	1
383	не бывает	3	1
384	раскрывается с	1	1
385	свобода и	2	1
386	что все	5	1
387	же не	1	1
388	и характер	1	1
389	этом он	2	1
390	сознание и	1	1
391	его в	3	1
392	его личности	1	1
393	свою противоположность	2	1
394	я все	1	1
395	она становится	1	1
396	за ней	1	1
397	не соответствует	1	1
398	мышкина и	2	1
399	выходя из	1	1
400	для достижения	1	1
401	в них	3	1
402	она и	1	1
403	взглядом и	1	1
404	в высшей	3	1
405	берет на	1	1
406	жизни то	1	1
407	его отношения	1	1
408	не всегда	2	1
409	и уже	1	1
410	очень важное	2	1
411	чем в	2	1
412	духовной жизни	1	1
413	и тогда	3	1
414	же есть	3	1
415	бы на	1	1
416	что если	1	1
417	во второй	1	1
418	от своего	1	1
419	замыслу достоевского	1	1
420	в такой	3	1
421	эта тема	1	1
422	по сравнению	1	1
423	природа человека	3	1
424	у мышкина	2	1
425	место в	2	1
426	степени не	1	1
427	каторжников и	1	1
428	а вне	1	1
429	но эта	2	1
430	вниз в	1	1
431	сне смешного	2	1
432	другом и	1	1
433	что было	3	1
434	тому что	4	1
435	быть лишь	2	1
436	но они	1	1
437	он остается	1	1
438	есть прежде	5	1
439	этими двумя	1	1
440	тогда когда	2	1
441	не овладевает	2	1
442	к этим	1	1
443	карамазова в	1	1
444	достигается в	1	1
445	в самых	1	1
446	во всякой	1	1
447	человека если	2	1
448	для всего	1	1
449	и всегда	3	1
450	не достигается	2	1
451	и без	1	1
452	и весь	1	1
453	нее нет	1	1
454	на практике	1	1
455	ему и	1	1
456	а лишь	2	1
457	xix веке	1	1
458	есть это	1	1
459	связи с	2	1
460	ибо все	1	1
461	в более	2	1
462	в сознании	1	1
463	не внешняя	1	1
464	только с	3	1
465	лишь одно	2	1
466	как будто	2	1
467	жизни которое	1	1
468	что на	1	1
469	и самоутверждения	2	1
470	есть у	1	1
471	иван карамазов	13	1
472	она также	1	1
473	лежит в	1	1
474	имеет своего	1	1
475	человека в	14	1
476	я сам	1	1
477	должны быть	4	1
478	что наш	1	1
479	значительной степени	1	1
480	и другим	1	1
481	не способен	5	1
482	в окончательном	1	1
483	его с	2	1
484	бы он	1	1
485	они и	4	1
486	все еще	1	1
487	он никогда	1	1
488	его есть	1	1
489	и поэтому	2	1
490	и самое	2	1
491	разрушена он	1	1
492	того чтобы	4	1
493	не всякая	1	1
494	как не	1	1
495	не хочу	1	1
496	его художественного	1	1
497	в пределе	2	1
498	роль в	1	1
499	принадлежать к	1	1
500	на нее	1	1
501	не с	1	1
502	еще в	2	1
503	начинается в	1	1
504	в последней	2	1
505	в эпоху	1	1
506	с человеком	1	1
507	связанная с	1	1
508	голос самого	1	1
509	вот это	1	1
510	не был	2	1
511	но к	1	1
512	на что	1	1
513	после того	2	1
514	в сфере	2	1
515	может не	1	1
516	в значительной	1	1
517	достоевского он	1	1
518	необходимый момент	1	1
519	во втором	1	1
520	ибо и	1	1
521	хотел бы	1	1
522	он берет	1	1
523	наконец в	1	1
524	перед тем	1	1
525	они останутся	1	1
526	века и	1	1
527	ее как	1	1
528	карамазов не	2	1
529	и она	3	1
530	в жизнь	1	1
531	такой человек	2	1
532	быть и	2	1
533	но так	1	1
534	один из	5	1
535	его собственная	2	1
536	мы видим	2	1
537	характерный для	1	1
538	направлена на	2	1
539	в какой	1	1
540	для себя	1	1
541	человека все	1	1
542	и рогожина	2	1
543	в стороне	1	1
544	тема в	1	1
545	в уста	1	1
546	со всеми	1	1
547	она оказалась	1	1
548	своего собственного	1	1
549	переходит в	8	1
550	и хочет	1	1
551	и у	1	1
552	вопроса о	4	1
553	очень существенное	1	1
554	друг за	2	1
555	какой они	1	1
556	достоевский в	3	1
557	до предела	1	1
558	не произошло	1	1
559	него и	2	1
560	романа начинается	1	1
561	он существует	1	1
562	его и	1	1
563	замечательно что	1	1
564	никто не	1	1
565	в письме	1	1
566	достоевского его	1	1
567	в бесконечную	1	1
568	у нее	1	1
569	не о	2	1
570	в xx	1	1
571	дело и	1	1
572	достоевского не	3	1
573	его личность	1	1
574	жизни в	3	1
575	это есть	2	1
576	с другим	3	1
577	лишь те	1	1
578	к которому	3	1
579	уходит в	2	1
580	у многих	1	1
581	только один	1	1
582	а с	1	1
583	все творчество	2	1
584	к грушеньке	1	1
585	что не	2	1
586	действие романа	1	1
587	связано с	3	1
588	другому и	1	1
589	человека но	1	1
590	достоевского с	1	1
591	родины и	1	1
592	есть лишь	17	1
593	человек в	3	1
594	человек есть	1	1
595	него не	1	1
596	но есть	1	1
597	в явлении	1	1
598	и ему	1	1
599	дух и	1	1
600	к последней	1	1
601	он изображает	1	1
602	ни на	1	1
603	и потому	7	1
604	знать друг	1	1
605	перейти в	2	1
606	достоевский был	9	1
607	не знал	3	1
608	что за	2	1
609	но сам	1	1
610	слова о	1	1
611	слова он	1	1
612	и там	6	1
613	ставрогин иван	1	1
614	и двух	1	1
615	xx веке	1	1
616	говорит ставрогину	1	1
617	в бесах	6	1
618	как две	1	1
619	все должны	1	1
620	с любовью	2	1
621	будет и	1	1
622	вне себя	1	1
623	глубины и	1	1
624	не любил	1	1
625	письме к	1	1
626	которых он	1	1
627	и народа	1	1
628	исключительно как	1	1
629	изменения в	1	1
630	образа и	2	1
631	будет еще	1	1
632	когда нет	1	1
633	что кроме	1	1
634	мира и	1	1
635	своей собственной	1	1
636	а к	1	1
637	и перед	3	1
638	человека на	2	1
639	в другое	1	1
640	нет ничего	3	1
641	к этой	1	1
642	конце концов	1	1
643	его уже	1	1
644	идеологи и	1	1
645	все они	1	1
646	достоевского если	1	1
647	могли быть	1	1
648	не есть	13	1
649	великие люди	1	1
650	по поводу	1	1
651	ты не	1	1
652	в свою	4	1
653	это все	2	1
654	личности и	2	1
655	на их	1	1
656	с ней	1	1
657	отношением к	2	1
658	они как	1	1
659	была бы	1	1
660	от всех	1	1
661	жизни а	2	1
662	и убийством	2	1
663	у толстого	1	1
664	всегда была	1	1
665	в достоевском	1	1
666	а может	1	1
667	в своих	3	1
668	и эта	2	1
669	это в	1	1
670	к этому	1	1
671	им и	1	1
672	имеют свою	1	1
673	как на	1	1
