N	2gram	Bakhtin_Fr_7	Poddanst
192	уже в	5	1
193	в большинстве	2	1
194	только на	2	1
195	но на	1	1
196	в мир	1	1
197	не могла	1	1
198	к миру	1	1
199	из этой	1	1
200	при виде	4	1
201	одно из	1	1
202	они ведут	1	1
203	не как	1	1
204	к ним	1	1
205	ему на	1	1
206	и по	3	1
207	с собой	1	1
208	одно и	2	1
209	момент когда	1	1
210	области архитектуры	1	1
211	многих других	1	1
212	в каждом	1	1
213	связанные с	3	1
214	не были	1	1
215	возможно что	1	1
216	к духу	1	1
217	из всех	2	1
218	на этой	4	1
219	большинстве случаев	2	1
220	силы они	1	1
221	его в	3	1
222	связаны с	2	1
223	и иных	1	1
224	культуры нужно	1	1
225	в это	3	1
226	в ином	1	1
227	но есть	3	1
228	по всему	1	1
229	обратиться к	1	1
230	выступает в	1	1
231	них и	2	1
232	различных формах	1	1
233	кто не	1	1
234	далеко не	2	1
235	в этой	13	1
236	как и	14	1
237	и уже	1	1
238	и некоторых	1	1
239	в свете	3	1
240	говорится о	1	1
241	по милости	1	1
242	в одно	1	1
243	и еще	2	1
244	формах и	2	1
245	и путь	1	1
246	или менее	2	1
247	отрыве от	2	1
248	бы оно	2	1
249	и при	1	1
250	это ощущение	1	1
251	так же	5	1
252	и особенно	1	1
253	и разрушения	1	1
254	всяком случае	1	1
255	все основные	1	1
256	что именно	1	1
257	место в	4	1
258	рождает и	1	1
259	мысли и	1	1
260	знаем что	1	1
261	в данном	2	1
262	эта не	1	1
263	что было	1	1
264	в отдельности	2	1
265	как к	1	1
266	и наоборот	1	1
267	совершенно явственно	1	1
268	в историческом	2	1
269	и вся	3	1
270	что есть	2	1
271	в формах	3	1
272	в основном	1	1
273	она не	1	1
274	иной раз	1	1
275	входят в	2	1
276	мире в	1	1
277	есть прежде	1	1
278	которые были	2	1
279	этом смысле	1	1
280	и глубины	1	1
281	и образы	4	1
282	она может	1	1
283	не имеет	3	1
284	никогда не	2	1
285	и всегда	2	1
286	в результате	2	1
287	о котором	2	1
288	этом мире	1	1
289	степени чем	1	1
290	более что	1	1
291	и богатства	1	1
292	и народной	1	1
293	что по	1	1
294	в этих	2	1
295	философии стоицизма	1	1
296	всеми его	1	1
297	на фоне	1	1
298	нет ничего	1	1
299	в каком	1	1
300	конечно и	1	1
301	из тех	1	1
302	они как	2	1
303	является и	3	1
304	будущее в	1	1
305	одновременно и	2	1
306	что все	2	1
307	есть и	3	1
308	в других	1	1
309	в трех	1	1
310	числе и	2	1
311	сильны и	1	1
312	и другие	3	1
313	не есть	2	1
314	вместе с	5	1
315	именно здесь	1	1
316	это в	3	1
317	на библейские	1	1
318	во всяком	2	1
319	они не	1	1
