N	2gram	Tiupa_Anal_3	Komedia
178	одна из	2	2
179	судя по	2	2
180	по своей	2	2
181	ему и	1	2
182	и теперь	1	2
183	как будто	1	2
184	уже о	1	2
185	указывает на	3	2
186	для себя	1	2
187	с ее	3	2
188	всего этого	1	2
189	только при	1	2
190	в себя	2	2
191	что у	1	2
192	мог бы	1	2
193	для этого	1	2
194	собой и	1	2
195	образом в	1	2
196	именно потому	1	2
197	и здесь	2	2
198	путь к	3	2
199	от них	1	2
200	в форме	2	2
201	и мир	1	2
202	еще не	6	2
203	который в	3	2
204	для всех	2	2
205	из которых	1	2
206	этом что	1	2
207	мы знаем	1	2
208	вовсе не	1	2
209	в финале	3	2
210	со стороны	9	2
211	до сих	1	2
212	вслед за	1	2
213	еще и	3	2
214	из наиболее	1	2
215	одну из	2	2
216	не может	2	2
217	вместе с	2	2
218	но не	7	2
219	говоря уже	1	2
220	и формы	1	2
221	сих пор	1	2
222	но это	1	2
223	между прочим	1	2
224	будто бы	1	2
225	то что	2	2
226	не говоря	1	2
227	в свою	5	2
228	по одному	1	2
229	ее в	1	2
230	в своих	1	2
231	во всяком	2	2
232	все что	1	2
233	а между	1	1
234	в применении	1	1
235	сына от	1	1
236	сам по	1	1
237	на самом	1	1
238	не что	1	1
239	или к	1	1
240	тем же	1	1
241	из самых	1	1
242	в зависимости	1	1
243	намек на	1	1
244	уже по	2	1
245	по его	3	1
246	мы уже	1	1
247	той же	5	1
248	со всех	1	1
249	ни у	1	1
250	героя нашего	2	1
251	совпадает с	1	1
252	что иное	1	1
253	ему в	1	1
254	зависимости от	1	1
255	в мире	5	1
256	и он	2	1
257	всех сторон	1	1
258	замысла в	1	1
259	в ней	2	1
260	проявляется в	1	1
261	иное как	1	1
262	во всех	2	1
263	как у	1	1
264	в традициях	1	1
265	относящемуся к	1	1
266	не все	1	1
267	ответ на	3	1
268	очевидно что	2	1
269	а и	4	1
270	поскольку в	1	1
271	а всего	3	1
272	своей поэтикой	1	1
273	однако герой	1	1
274	отнюдь не	4	1
275	здесь первая	1	1
276	что во	1	1
277	каждая из	1	1
278	с этим	3	1
279	из уст	1	1
280	в своем	4	1
281	тех случаях	1	1
282	в полном	1	1
283	когда он	2	1
284	говорит что	1	1
285	и к	4	1
286	самом начале	1	1
287	то в	2	1
288	всего лишь	8	1
289	отклик в	1	1
290	отношения с	1	1
291	культуры и	1	1
292	тон в	1	1
293	так или	1	1
294	представляет собой	5	1
295	тут и	1	1
296	бы не	1	1
297	из этих	3	1
298	определена как	1	1
299	но без	1	1
300	приводит к	4	1
301	и тот	1	1
302	роль в	3	1
303	не могла	2	1
304	ирония по	1	1
305	к миру	1	1
306	прямой путь	1	1
307	же году	1	1
308	с именем	1	1
309	о комедиях	1	1
310	состоит в	4	1
311	возвращение к	1	1
312	нашего времени	3	1
313	подобно тому	3	1
314	ярко выраженный	1	1
315	что она	2	1
316	такого же	1	1
317	человека в	1	1
318	значительной степени	2	1
319	двух слов	1	1
320	выходит далеко	1	1
321	об этом	2	1
322	был первым	1	1
323	то есть	10	1
324	по два	2	1
325	это было	1	1
326	две другие	1	1
327	перед нами	4	1
328	между отдельными	1	1
329	в жизни	2	1
330	и каждый	1	1
331	нет в	1	1
332	героя или	1	1
333	а с	1	1
334	в самую	1	1
335	как об	1	1
336	с тем	2	1
337	которой он	1	1
338	жизни но	1	1
339	года и	1	1
340	в эту	1	1
341	не занимался	1	1
342	но если	1	1
343	в ходе	1	1
344	никаких оснований	1	1
345	чего следует	1	1
346	здесь из	1	1
347	этому же	1	1
348	однако этот	1	1
349	однако еще	1	1
350	превратилась в	1	1
351	в отличие	2	1
352	что уже	1	1
353	службу к	1	1
354	теми же	1	1
355	доказывает что	2	1
356	главным действующим	1	1
357	страстям и	1	1
358	по себе	4	1
359	высказывания в	1	1
360	вплоть до	2	1
361	но они	2	1
362	стихов из	1	1
363	в русской	7	1
364	если в	3	1
365	на себе	1	1
366	своего героя	1	1
367	которого он	2	1
368	не вызывает	1	1
369	также что	1	1
370	того чтобы	1	1
371	под этим	1	1
372	в тексте	9	1
373	во всем	3	1
374	персонажа в	2	1
375	с новой	1	1
376	этим же	1	1
377	слово здесь	1	1
378	осуществленного им	1	1
379	не столь	1	1
380	своим собственным	1	1
381	мы и	1	1
382	что на	1	1
383	за ними	1	1
384	и для	2	1
385	к себе	1	1
386	не могут	1	1
387	за маской	1	1
388	этой причине	1	1
389	далеко за	1	1
390	с полной	1	1
391	новой силой	1	1
392	разрешение конфликта	1	1
393	в поле	1	1
394	уже на	1	1
395	слова с	1	1
396	в каждом	3	1
397	следует отнести	1	1
398	литературного творчества	1	1
399	от друга	1	1
400	данном случае	3	1
401	особенно в	1	1
402	него самого	1	1
403	его литературного	1	1
404	говорить о	3	1
405	в дальнейшем	2	1
406	что могло	1	1
407	в собственных	1	1
408	в живых	1	1
409	те же	2	1
410	в борьбе	2	1
411	в окружение	1	1
412	иногда в	1	1
413	своему происхождению	1	1
414	к первому	2	1
415	мира и	2	1
416	жизнь и	3	1
417	же рода	1	1
418	с ним	1	1
419	о ней	1	1
420	в глаза	2	1
421	все его	1	1
422	в значительной	2	1
423	как было	1	1
424	организации текста	1	1
425	состоит не	2	1
426	может и	1	1
427	отметить что	1	1
428	и только	1	1
429	ее содержание	1	1
430	тезис о	1	1
431	наконец в	1	1
432	в литературе	1	1
433	того что	1	1
434	тех пор	2	1
435	идет по	1	1
436	дело с	3	1
437	нуждается в	2	1
438	хотя бы	1	1
439	в стороне	1	1
440	полной уверенностью	1	1
441	бы ни	1	1
442	за ней	1	1
443	себя в	4	1
444	так что	1	1
445	человеческой личности	1	1
446	сцены и	1	1
447	оказывается в	1	1
448	завершение в	1	1
449	отражение в	1	1
450	в большинстве	2	1
451	а напротив	2	1
452	ни одного	1	1
453	действующего лица	2	1
454	и возвращение	1	1
455	каким образом	1	1
456	на эту	2	1
457	связывается с	1	1
458	нее в	1	1
459	себе в	1	1
460	в современном	1	1
461	исключительное в	1	1
462	о которой	2	1
463	не случайно	8	1
464	читателя с	1	1
465	не говорит	1	1
466	не противоречит	1	1
467	для того	1	1
468	друг от	1	1
469	в особенности	3	1
470	из двух	1	1
471	военные действия	1	1
472	нам не	2	1
473	как огонь	1	1
474	или иначе	1	1
475	на этот	1	1
476	эти две	1	1
477	далеко не	4	1
478	и прежде	2	1
479	на чем	1	1
480	было и	1	1
481	и судя	1	1
482	и др	1	1
483	этой роли	1	1
484	в соответствии	2	1
485	он якобы	1	1
486	что им	1	1
487	превращается в	1	1
488	было сказано	1	1
489	его как	3	1
490	большую часть	1	1
491	по тем	1	1
492	являются ли	1	1
493	о чем	4	1
494	большинстве случаев	1	1
495	из многочисленных	1	1
496	совершенно очевидно	2	1
497	молод и	1	1
498	стороны в	1	1
499	связь с	2	1
500	и а	4	1
501	и потому	2	1
502	отсюда и	1	1
503	из трех	1	1
504	знаем о	1	1
505	перекликается с	1	1
506	незадолго до	1	1
507	в самый	1	1
508	в данном	4	1
509	к жизни	3	1
510	в той	2	1
511	он становится	1	1
512	применении к	1	1
513	тому как	2	1
514	в ответ	2	1
515	мало или	1	1
516	с тех	1	1
517	как бы	10	1
518	для их	1	1
519	и положено	1	1
520	герой в	1	1
521	этого слова	2	1
522	с этой	1	1
523	мере не	1	1
524	о его	2	1
525	но едва	1	1
526	со всей	1	1
527	в книге	1	1
528	в предисловии	1	1
529	общими для	1	1
530	случаях когда	1	1
531	не достигает	1	1
532	формы и	1	1
533	это уже	1	1
534	обращается к	1	1
535	от него	1	1
536	места в	1	1
537	бы в	1	1
538	об исторических	1	1
539	хотя в	2	1
540	пока же	2	1
541	бы на	1	1
542	в общем	2	1
543	к ее	1	1
544	не знает	1	1
545	сказать что	2	1
546	совершенно не	2	1
547	к его	1	1
548	было показано	1	1
549	автора в	1	1
550	ко всему	1	1
551	в трех	1	1
552	жизни и	1	1
553	к этой	1	1
554	и другие	1	1
555	гораздо более	2	1
556	как на	1	1
557	в таком	1	1
558	они не	1	1
559	случае его	1	1
