N	2gram	Vygotskiy__5	VerxiiNi
278	это и	3	1
279	сила и	1	1
280	но тем	1	1
281	мере в	5	1
282	компромисс между	1	1
283	и есть	7	1
284	что когда	1	1
285	тем же	1	1
286	в первом	3	1
287	существующего в	1	1
288	и требует	2	1
289	и развитие	17	1
290	целому ряду	3	1
291	несколько иной	1	1
292	мы уже	1	1
293	той же	4	1
294	их и	2	1
295	далее в	1	1
296	мы не	3	1
297	было известно	1	1
298	что уже	1	1
299	совершенно так	1	1
300	в сущности	13	1
301	это всегда	1	1
302	время как	4	1
303	совпадает с	2	1
304	к началу	4	1
305	мы и	5	1
306	в будущем	1	1
307	же что	1	1
308	надо иметь	1	1
309	в ней	2	1
310	быть в	2	1
311	нему в	1	1
312	что его	1	1
313	в чем	3	1
314	общих чертах	1	1
315	привели к	1	1
316	друг к	1	1
317	одном и	1	1
318	в план	1	1
319	по отношению	12	1
320	считает нужным	1	1
321	в хвосте	2	1
322	отличие от	2	1
323	что они	5	1
324	себя в	1	1
325	связи и	2	1
326	один и	3	1
327	с теориями	1	1
328	как по	1	1
329	в одной	1	1
330	как в	5	1
331	единиц в	1	1
332	от до	1	1
333	как к	1	1
334	с их	4	1
335	более и	1	1
336	не связанные	1	1
337	могли бы	6	1
338	неизмеримо более	1	1
339	следует сказать	1	1
340	сдвига или	1	1
341	то в	3	1
342	через всю	1	1
343	не приходится	1	1
344	формы в	1	1
345	то время	4	1
346	в нашем	1	1
347	связанного с	2	1
348	думать что	1	1
349	не более	1	1
350	что к	1	1
351	и тот	3	1
352	имеем в	1	1
353	если он	2	1
354	так сказать	1	1
355	роли в	1	1
356	на его	2	1
357	именно то	1	1
358	в первую	1	1
359	он должен	5	1
360	к одному	2	1
361	есть один	1	1
362	в корне	2	1
363	и более	3	1
364	которые только	2	1
365	нужные для	1	1
366	на этом	3	1
367	прежде чем	1	1
368	что она	2	1
369	от нее	1	1
370	этом последнем	1	1
371	том же	1	1
372	в одну	1	1
373	правильный выбор	1	1
374	его в	2	1
375	входит в	1	1
376	это было	1	1
377	заключается в	5	1
378	первую очередь	1	1
379	есть не	2	1
380	это не	4	1
381	было бы	10	1
382	другом не	1	1
383	не совпадает	2	1
384	к нашей	1	1
385	в жизни	2	1
386	ни в	1	1
387	явствует что	1	1
388	о которых	1	1
389	в слове	1	1
390	как и	8	1
391	во внимание	2	1
392	которой не	1	1
393	оно имеет	2	1
394	чем в	3	1
395	должно быть	8	1
396	и того	3	1
397	одного и	3	1
398	выше что	1	1
399	сравнительного изучения	1	1
400	к тем	1	1
401	в своей	2	1
402	таким же	3	1
403	с виду	1	1
404	никто не	2	1
405	в такой	5	1
406	принять в	1	1
407	в их	3	1
408	знает и	1	1
409	место в	1	1
410	дальнейшее развитие	1	1
411	в отличие	2	1
412	должны были	2	1
413	значительную часть	1	1
414	в прямом	1	1
415	это относится	1	1
416	по всем	1	1
417	их в	2	1
418	однако в	1	1
419	более широкую	1	1
420	по себе	7	1
421	случае мы	1	1
422	вернемся к	1	1
423	этой области	1	1
424	с развитием	2	1
425	что происходит	1	1
426	чистом виде	1	1
427	но они	2	1
428	что с	5	1
429	переход через	1	1
430	дело не	1	1
431	того как	5	1
432	в учении	1	1
433	иметь в	1	1
434	всякого научного	1	1
435	этому что	1	1
436	казалось бы	4	1
437	в общих	1	1
438	ничего не	5	1
439	этом процессе	1	1
440	не принадлежат	1	1
441	они являются	1	1
442	видим что	2	1
443	за время	1	1
444	образом он	1	1
445	уже говорили	1	1
446	другой стороны	2	1
447	это слово	1	1
448	к этим	1	1
449	ничто не	2	1
450	в сознании	1	1
451	и делает	1	1
452	в каком	1	1
453	у нас	2	1
454	развития тем	2	1
455	могут быть	4	1
456	лежит в	2	1
457	место чем	1	1
458	как только	1	1
459	должны быть	2	1
460	и другим	2	1
461	не есть	4	1
462	участвуют в	1	1
463	эти явления	1	1
464	для себя	1	1
465	которого мы	1	1
466	с ее	1	1
467	свою очередь	3	1
468	всего этого	1	1
469	без всякого	1	1
470	в ее	1	1
471	совершенно ясно	2	1
472	в понятие	1	1
473	речь есть	3	1
474	только то	1	1
475	в себя	3	1
476	идет речь	1	1
477	как с	3	1
478	прямом смысле	1	1
479	и совершенно	1	1
480	до самого	1	1
481	единое целое	1	1
482	ясным что	1	1
483	виде мы	1	1
484	это мы	2	1
485	том как	2	1
486	между собой	13	1
487	он сам	1	1
488	собой и	1	1
489	по мере	2	1
490	с ним	5	1
491	ничто в	1	1
492	именно потому	2	1
493	первом случае	1	1
494	и других	1	1
495	одного из	1	1
496	после того	1	1
497	может не	1	1
498	учения о	2	1
499	и во	1	1
500	развития не	1	1
501	своему значению	1	1
502	в которую	1	1
503	тем или	2	1
504	может явиться	1	1
505	во втором	1	1
506	а потому	3	1
507	язык в	1	1
508	в ту	1	1
509	и следовательно	6	1
510	не удалось	1	1
511	как она	3	1
512	в сферу	1	1
513	происходит в	2	1
514	эти последние	1	1
515	известно что	1	1
516	и прежде	1	1
517	сделать это	2	1
518	обе эти	5	1
519	стороны сами	1	1
520	мы видим	4	1
521	с ними	1	1
522	этот вопрос	6	1
523	дело с	1	1
524	что даже	1	1
525	целого и	1	1
526	еще и	3	1
527	между этим	1	1
528	согласно которой	1	1
529	других подобных	1	1
530	и ее	1	1
531	их не	1	1
532	с момента	1	1
533	и его	3	1
534	прямо не	1	1
535	не имеющие	1	1
536	не можем	1	1
537	только на	2	1
538	попадают в	1	1
539	есть проблема	1	1
540	чтобы он	1	1
541	силу этого	1	1
542	при помощи	1	1
543	в ином	1	1
544	мы знаем	3	1
545	несомненно в	1	1
546	к мысли	4	1
547	не так	1	1
548	и их	4	1
549	представить себе	1	1
550	не означает	4	1
551	иначе как	2	1
552	с этими	1	1
553	у него	6	1
554	и никогда	1	1
555	как раз	1	1
556	тем что	5	1
557	тогда как	1	1
558	не сознает	1	1
559	перейти к	3	1
560	представляют собой	2	1
561	постепенный переход	1	1
562	из двух	1	1
563	видно из	1	1
564	представляется в	1	1
565	нельзя сказать	1	1
566	такое же	2	1
567	даже чем	1	1
568	и множество	1	1
569	при усвоении	3	1
570	деле если	1	1
571	и своего	1	1
572	целым рядом	1	1
573	и самый	1	1
574	зависит от	4	1
575	всей своей	1	1
576	одну из	1	1
577	о чем	2	1
578	на эту	1	1
579	действия в	2	1
580	с помощью	10	1
581	эти особенности	1	1
582	в момент	2	1
583	позволяет нам	1	1
584	нет никаких	1	1
585	все более	1	1
586	ни на	2	1
587	с этим	3	1
588	в данном	1	1
589	в той	6	1
590	смысле этого	1	1
591	одновременно с	1	1
592	развития у	1	1
593	это есть	4	1
594	о сознательном	1	1
595	да и	1	1
596	отношения к	2	1
597	там где	1	1
598	эти различия	1	1
599	имеющие ничего	1	1
600	и менее	1	1
601	этого слова	1	1
602	представляется как	1	1
603	является для	2	1
604	такой же	4	1
605	происходит с	1	1
606	но это	3	1
607	слов которые	1	1
608	только еще	1	1
609	ничего кроме	1	1
610	но для	1	1
611	понятия и	2	1
612	кроме того	1	1
613	не является	5	1
614	найти выход	1	1
615	известной степени	1	1
616	которых он	2	1
617	этих связей	1	1
618	совершается в	2	1
619	и состоит	1	1
620	не существует	1	1
621	это как	1	1
622	или иным	2	1
623	не представляет	1	1
624	бы в	4	1
625	тем более	4	1
626	же есть	1	1
627	но зато	1	1
628	смысле общего	1	1
629	находим в	1	1
630	на более	1	1
631	указывает на	2	1
632	же в	2	1
633	как показывает	4	1
634	причину этого	1	1
635	в связь	1	1
636	психологической точки	1	1
637	о сущности	1	1
638	относящиеся к	1	1
639	совершенно не	2	1
640	по одному	4	1
641	в свое	2	1
642	к этой	3	1
643	в какой-то	1	1
644	в своих	2	1
645	с первого	1	1
646	они относятся	1	1
647	значение в	3	1
648	они не	3	1
