N	2gram	Bakhtin_fo_2	Tvorches
379	с этой	4	1
380	с тем	2	1
381	на друга	2	1
382	в действии	1	1
383	и уже	1	1
384	одна и	2	1
385	он и	1	1
386	развития так	1	1
387	жизни но	2	1
388	чем в	1	1
389	ключ к	1	1
390	единства времени	1	1
391	и было	4	1
392	пародия на	2	1
393	одного и	1	1
394	на первый	3	1
395	и ее	1	1
396	именно и	1	1
397	же это	1	1
398	и степени	1	1
399	эпизоде с	4	1
400	что до	1	1
401	заявил что	1	1
402	дается в	2	1
403	но эта	2	1
404	художественного мира	1	1
405	живут в	1	1
406	образом и	1	1
407	времени не	1	1
408	мира отсюда	1	1
409	в философии	1	1
410	оба они	1	1
411	в прямом	2	1
412	борьбу с	1	1
413	и более	2	1
414	том же	4	1
415	по себе	2	1
416	имел в	1	1
417	в историческом	2	1
418	тому что	1	1
419	ему как	1	1
420	какие бы	1	1
421	в отношении	2	1
422	сталкивается с	1	1
423	вплоть до	2	1
424	в таких	1	1
425	что ему	1	1
426	в смысле	5	1
427	в разрезе	5	1
428	не имеет	1	1
429	на него	1	1
430	вечности все	1	1
431	и имеет	2	1
432	и снова	1	1
433	это мы	1	1
434	через него	1	1
435	слово и	1	1
436	преимущественно в	1	1
437	контакт с	2	1
438	в самой	2	1
439	трагедии в	1	1
440	сложность и	2	1
441	того в	1	1
442	как она	1	1
443	в другую	1	1
444	он хочет	1	1
445	уже говорили	4	1
446	не похож	2	1
447	бодлера в	1	1
448	в роман	2	1
449	до того	2	1
450	входят в	1	1
451	только с	1	1
452	и делает	1	1
453	в бою	1	1
454	у нас	2	1
455	среди них	1	1
456	в трагедии	1	1
457	вырваться из	2	1
458	начиная с	1	1
459	к себе	4	1
460	не могут	1	1
461	но все	1	1
462	естественном состоянии	2	1
463	сама жизнь	1	1
464	вокруг него	1	1
465	здесь они	2	1
466	бы он	1	1
467	что на	3	1
468	на вечное	1	1
469	катастрофа и	1	1
470	темы и	1	1
471	имеет место	3	1
472	оно не	1	1
473	если же	1	1
474	она не	2	1
475	и это	2	1
476	опираясь на	1	1
477	для всей	1	1
478	на помощь	1	1
479	и о	2	1
480	в конце	2	1
481	свою очередь	1	1
482	внимание на	1	1
483	но при	1	1
484	всего этого	1	1
485	в ее	1	1
486	для характеристики	1	1
487	другой стороны	1	1
488	смерти в	11	1
489	культуры и	1	1
490	говорили что	1	1
491	на поверхность	1	1
492	мы наблюдаем	3	1
493	их нужно	2	1
494	в образе	4	1
495	это вовсе	1	1
496	особенно в	2	1
497	и прошлым	1	1
498	человек требует	1	1
499	утверждает что	2	1
500	жизнь и	3	1
501	еще живого	1	1
502	в эпоху	4	1
503	которая в	1	1
504	высокое и	1	1
505	эпизод в	1	1
506	в таком	1	1
507	автора к	1	1
508	действия но	1	1
509	и здесь	1	1
510	на тех	1	1
511	и должно	2	1
512	в действительной	2	1
513	проблемы времени	1	1
514	никак не	1	1
515	и что	1	1
516	романа мы	1	1
517	все его	4	1
518	но когда	1	1
519	как у	3	1
520	вопросу о	4	1
521	между тем	1	1
522	человек был	1	1
523	нуждается в	1	1
524	человека из	1	1
525	представления о	1	1
526	ряд других	1	1
527	и деятельность	1	1
528	контакта с	2	1
529	как он	2	1
530	и действительно	1	1
531	в разные	1	1
532	должен был	1	1
533	всех его	1	1
534	в естественном	1	1
535	их не	2	1
536	широте и	1	1
537	показанное в	1	1
538	с одной	2	1
539	времени имеет	2	1
540	вся эта	1	1
541	себя в	1	1
542	одновременно он	1	1
543	и сверх	1	1
544	для всех	1	1
545	особое значение	2	1
546	связанный со	1	1
547	был так	1	1
548	то и	1	1
549	письма монтескье	1	1
550	достоинства и	1	1
551	а это	1	1
552	на этих	1	1
553	же у	1	1
554	рассказывает о	1	1
555	и рядом	2	1
556	глаза и	1	1
557	ведь это	1	1
558	он весь	1	1
559	в одном	7	1
560	сами по	2	1
561	люди на	1	1
562	к ним	2	1
563	но что	1	1
564	и силой	1	1
565	тем что	3	1
566	не противоречит	1	1
567	не было	3	1
568	никого не	1	1
569	и стремление	1	1
570	блага и	1	1
571	без всякой	1	1
572	и ужасов	1	1
573	за ними	4	1
574	до сих	2	1
575	особое внимание	1	1
576	диккенса и	1	1
577	эдгара по	1	1
578	ряд с	1	1
579	приобретает новый	1	1
580	наконец в	2	1
581	души и	1	1
582	тогда же	1	1
583	неразрывном единстве	1	1
584	себя и	3	1
585	объясняется тем	1	1
586	совмещается с	1	1
587	у других	1	1
588	и их	4	1
589	одной стороны	1	1
590	связи с	8	1
591	а на	2	1
592	на этот	1	1
593	и самый	2	1
594	не на	3	1
595	впечатление от	1	1
596	в руках	1	1
597	так называемой	1	1
598	а так	1	1
599	о чем	3	1
600	него не	1	1
601	этот принцип	1	1
602	в последующем	2	1
603	с помощью	3	1
604	смутное ощущение	1	1
605	как это	2	1
606	мне больше	1	1
607	человека начинает	1	1
608	в цикле	1	1
609	по своему	2	1
610	установкой на	1	1
611	в изображении	1	1
612	и целый	1	1
613	времени с	1	1
614	утверждая что	1	1
615	это есть	1	1
616	во все	2	1
617	дорогу и	1	1
618	человек с	1	1
619	это значит	3	1
620	и мотивы	1	1
621	цели не	1	1
622	и смерти	1	1
623	слова и	3	1
624	как одновременное	1	1
625	в литературу	2	1
626	по вертикали	6	1
627	сих пор	2	1
628	только для	2	1
629	о его	2	1
630	от героев	1	1
631	между прочим	1	1
632	же самое	3	1
633	и тогда	1	1
634	в полном	1	1
635	к вопросу	3	1
636	и сам	1	1
637	время для	1	1
638	и тесно	1	1
639	форм и	1	1
640	картине мира	2	1
641	и времени	6	1
642	уже на	1	1
643	в связи	8	1
644	в точном	1	1
645	основе этой	1	1
646	на огонь	2	1
647	романа становится	1	1
648	он по	1	1
649	в настоящее	1	1
650	во время	10	1
651	настоящее и	1	1
652	романе и	3	1
653	и выйти	1	1
654	с установкой	1	1
655	над полем	1	1
656	тем более	3	1
657	вовсе нет	2	1
658	реальное время	1	1
659	конце концов	1	1
660	все они	3	1
661	настоящим и	1	1
662	же в	4	1
663	романа и	1	1
664	хотя в	1	1
665	природа человека	1	1
666	и вдруг	1	1
667	в целях	1	1
668	всего мира	1	1
669	картину мира	7	1
670	связанный с	1	1
671	от всех	1	1
672	равно как	2	1
673	природе и	1	1
674	но этот	1	1
675	жизни а	2	1
676	него и	2	1
677	ко всему	1	1
678	и жизнь	1	1
679	этот момент	1	1
680	исключительное значение	1	1
681	но эти	3	1
682	время становится	1	1
683	с самим	1	1
