N	2gram	Ircho_Kome_2	Poddanst
179	восходит к	4	1
180	за последние	1	1
181	не все	1	1
182	что и	7	1
183	отличие от	2	1
184	не просто	1	1
185	выступает как	1	1
186	них в	1	1
187	также в	2	1
188	в истории	5	1
189	быта если	1	1
190	в рамках	1	1
191	государства и	1	1
192	в современной	1	1
193	тех пор	3	1
194	мысль и	1	1
195	все же	4	1
196	обе эти	1	1
197	и слова	1	1
198	мы видим	1	1
199	взывает к	1	1
200	более или	1	1
201	в какой	2	1
202	веры в	1	1
203	должен быть	1	1
204	можем представить	1	1
205	в самом	4	1
206	в которой	5	1
207	бы и	2	1
208	что это	4	1
209	или его	2	1
210	и первой	1	1
211	представляет собой	1	1
212	есть для	2	1
213	чуть ли	2	1
214	из этих	4	1
215	тот или	1	1
216	если мы	1	1
217	человека с	1	1
218	себя в	3	1
219	xx в	1	1
220	что его	3	1
221	уже в	4	1
222	говорить об	1	1
223	в большинстве	1	1
224	только на	1	1
225	получили в	1	1
226	не могла	1	1
227	насколько мы	1	1
228	прикасается к	1	1
229	мы знаем	3	1
230	мир в	1	1
231	одно из	2	1
232	друг друга	3	1
233	мы можем	3	1
234	само по	1	1
235	при отсутствии	1	1
236	с собой	2	1
237	от нее	1	1
238	в каждом	3	1
239	а затем	5	1
240	из двух	1	1
241	в число	1	1
242	возможно что	3	1
243	в н	5	1
244	или иной	1	1
245	большинстве случаев	1	1
246	ясно что	8	1
247	его в	4	1
248	и тех	2	1
249	из числа	3	1
250	а с	1	1
251	что не	1	1
252	в это	2	1
253	т и	2	1
254	по всему	3	1
255	к более	1	1
256	выступает в	1	1
257	е а	1	1
258	в этой	3	1
259	на основании	5	1
260	как и	4	1
261	и уже	1	1
262	с которым	2	1
263	и я	2	1
264	ведет к	1	1
265	в развитии	2	1
266	положение с	1	1
267	когда в	2	1
268	в одно	1	1
269	должна была	2	1
270	и еще	2	1
271	или менее	1	1
272	в творчестве	1	1
273	и при	1	1
274	сохранение и	1	1
275	люди и	1	1
276	так же	1	1
277	и особенно	3	1
278	усомниться в	2	1
279	представить себе	3	1
280	всяком случае	2	1
281	что именно	2	1
282	место в	4	1
283	общественной мысли	1	1
284	в отличие	2	1
285	вопрос о	3	1
286	сравнению с	1	1
287	со столь	1	1
288	и охватывает	1	1
289	о соотношении	2	1
290	как к	1	1
291	и более	1	1
292	там где	1	1
293	друг с	2	1
294	xix в	1	1
295	в древней	4	1
296	в делах	1	1
297	своих интересов	1	1
298	и очень	1	1
299	этой области	1	1
300	эта мысль	1	1
301	что эта	1	1
302	лиц и	1	1
303	с которой	1	1
304	для каждого	1	1
305	которые были	1	1
306	этом смысле	2	1
307	в сферу	1	1
308	г а	1	1
309	с и	4	1
310	случаях когда	1	1
311	того чтобы	6	1
312	та или	1	1
313	и частной	1	1
314	не имеет	3	1
315	никогда не	1	1
316	в результате	1	1
317	в отношениях	1	1
318	о котором	1	1
319	этих двух	1	1
320	иными словами	1	1
321	не более	2	1
322	что народ	1	1
323	более что	1	1
324	что по	2	1
325	в г	17	1
326	другой стороны	1	1
327	с чертами	1	1
328	и теперь	1	1
329	в этих	4	1
330	к соединению	1	1
331	до тех	3	1
332	на фоне	1	1
333	над ним	1	1
334	нет ничего	1	1
335	в каком	1	1
336	из тех	1	1
337	в философии	2	1
338	только как	1	1
339	демократическом строе	2	1
340	и жизнь	2	1
341	ли не	7	1
342	в других	2	1
343	числе и	1	1
344	частности в	2	1
345	пути к	2	1
346	и другие	2	1
347	вместе с	9	1
348	все еще	1	1
349	темы и	1	1
350	во всяком	2	1
351	многие из	3	1
352	гораздо более	1	1
