N	2gram	Bakhtin_Pr_3	OGranits
144	сознания и	1	2
145	не касаемся	2	2
146	на язык	4	2
147	от всех	1	2
148	истории литературы	1	2
149	во всем	2	2
150	нужно отметить	2	2
151	а в	2	2
152	нет ничего	2	2
153	и к	5	2
154	элемента в	1	2
155	могут быть	4	2
156	чем иным	1	2
157	в своих	2	2
158	обычно в	3	1
159	и это	3	1
160	категорий мы	1	1
161	одним из	3	1
162	также и	4	1
163	своего развития	1	1
164	xvii века	3	1
165	человека и	7	1
166	и через	3	1
167	того же	2	1
168	в некоторых	4	1
169	на основе	2	1
170	это и	1	1
171	в собственном	2	1
172	но тем	1	1
173	произведений которые	1	1
174	здесь и	4	1
175	проявляются в	1	1
176	в себя	6	1
177	ту же	1	1
178	включает в	1	1
179	и до	5	1
180	некоторых других	1	1
181	собственном смысле	2	1
182	о влиянии	1	1
183	в образе	3	1
184	можно было	1	1
185	что ведь	1	1
186	в несколько	1	1
187	особенно в	4	1
188	здесь нет	1	1
189	или на	2	1
190	мы имеем	1	1
191	на первом	1	1
192	но у	1	1
193	мы в	1	1
194	и всякого	1	1
195	составного элемента	1	1
196	для этого	1	1
197	по мере	1	1
198	но такая	1	1
199	и над	1	1
200	осмыслены и	1	1
201	с ее	1	1
202	часто и	1	1
203	событий и	2	1
204	ему в	1	1
205	этого термина	1	1
206	то это	1	1
207	в мире	5	1
208	и он	1	1
209	в каждой	1	1
210	собою и	1	1
211	внимание на	1	1
212	как возможность	1	1
213	и что	1	1
214	еще не	5	1
215	связи со	1	1
216	в широком	1	1
217	столь же	1	1
218	время в	1	1
219	в различных	1	1
220	уже самое	1	1
221	не могу	3	1
222	появляется и	1	1
223	жизни он	1	1
224	на самом	1	1
225	но не	5	1
226	а у	2	1
227	общественного строя	1	1
228	и сквозь	1	1
229	с духом	2	1
230	отношение к	6	1
231	отметить что	2	1
232	тут же	1	1
233	богатство и	1	1
234	нет и	1	1
235	и достоевский	1	1
236	значение имеет	1	1
237	всего является	1	1
238	так за	1	1
239	один и	1	1
240	в истории	3	1
241	говоря даже	1	1
242	в одной	2	1
243	познания в	1	1
244	в своем	1	1
245	своей полноте	1	1
246	по своей	9	1
247	что касается	2	1
248	один из	6	1
249	понять и	2	1
250	одной из	4	1
251	что он	4	1
252	более или	3	1
253	есть его	1	1
254	литературы все	2	1
255	со всеми	8	1
256	в этой	1	1
257	для всех	2	1
258	с их	2	1
259	в дальнейшем	7	1
260	и тот	3	1
261	конечно не	4	1
262	литературы в	3	1
263	не можем	1	1
264	и у	7	1
265	жизнь как	1	1
266	только на	1	1
267	себя и	2	1
268	и если	3	1
269	этот момент	1	1
270	всеми ее	1	1
271	к слову	1	1
272	что она	1	1
273	или даже	1	1
274	и других	9	1
275	и социальной	1	1
276	состоит в	1	1
277	содержания и	1	1
278	и один	1	1
279	в конце	3	1
280	и сочетания	1	1
281	и непосредственным	1	1
282	влиянии на	1	1
283	только с	1	1
284	из него	1	1
285	каждый из	1	1
286	и никогда	1	1
287	отличие от	1	1
288	на этом	1	1
289	людей и	1	1
290	или иных	1	1
291	это конечно	2	1
292	даже и	2	1
293	для того	1	1
294	в вечности	1	1
295	воплощенной в	1	1
296	в особенности	2	1
297	и характер	1	1
298	в чисто	2	1
299	бы быть	1	1
300	на все	2	1
301	с предельным	1	1
302	воспроизводится в	1	1
303	имеет и	1	1
304	и здесь	1	1
305	его в	2	1
306	главное и	1	1
307	и сложнее	1	1
308	целая система	2	1
309	если только	1	1
310	должны перейти	1	1
311	и эстетические	1	1
312	в предисловии	1	1
313	заключается в	1	1
314	он все	1	1
315	в устойчивую	1	1
316	к более	1	1
317	этом мы	1	1
318	для них	1	1
319	нужно сказать	2	1
320	о которых	1	1
321	не было	4	1
322	которые не	2	1
323	все равно	4	1
324	далеко не	2	1
325	и самый	5	1
326	позиции в	1	1
327	типа например	1	1
328	не всегда	1	1
329	он и	1	1
330	все время	1	1
331	уже у	3	1
332	этого произведения	3	1
333	менее всего	2	1
334	и тогда	1	1
335	или менее	3	1
336	но при	1	1
337	которую он	1	1
338	вступает в	1	1
339	связь с	2	1
340	но если	1	1
341	и особенно	3	1
342	как все	1	1
343	ко всем	2	1
344	но там	1	1
345	в такой	1	1
346	как это	2	1
347	теперь мы	4	1
348	представление о	1	1
349	или нет?	2	1
350	в отличие	1	1
351	мысли и	1	1
352	и глубоко	1	1
353	бы что	1	1
354	предисловии к	1	1
355	касаемся здесь	3	1
356	к этому	4	1
357	полно и	1	1
358	где она	1	1
359	отдельных произведений	1	1
360	и связанных	1	1
361	богаче и	1	1
362	тем не	2	1
363	в эпоху	10	1
364	и более	2	1
365	их в	2	1
366	для понимания	2	1
367	ее мы	1	1
368	где нет	1	1
369	в последнем	1	1
370	зрения и	1	1
371	этого слова	1	1
372	себе я	1	1
373	ситуацией здесь	1	1
374	быть и	2	1
375	идеологической жизни	1	1
376	между людьми	3	1
377	в условиях	4	1
378	о помощи	1	1
379	вплоть до	4	1
380	но это	3	1
381	эта способность	1	1
382	в начале	2	1
383	всего его	1	1
384	строя и	1	1
385	истории и	2	1
386	в то	5	1
387	к другим	2	1
388	например у	3	1
389	сознании и	1	1
390	одна из	7	1
391	в науке	1	1
392	пространство и	1	1
393	произведений и	1	1
394	тех или	1	1
395	которых он	1	1
396	мы все	2	1
397	связанная с	2	1
398	на самый	1	1
399	уже на	2	1
400	в самых	1	1
401	хотя они	1	1
402	не существует	1	1
403	формы и	3	1
404	в разных	4	1
405	или в	1	1
406	идей или	1	1
407	художественного образа	1	1
408	того как	1	1
409	в самой	1	1
410	ее и	1	1
411	же время	5	1
412	в основе	5	1
413	мыслей и	1	1
414	тем более	2	1
415	важное значение	1	1
416	вообще в	2	1
417	от него	3	1
418	и порядок	1	1
419	указанная нами	1	1
420	а лишь	1	1
421	потому что	5	1
422	бы по	1	1
423	связи с	1	1
424	этом отношении	1	1
425	об этом	1	1
426	это все	1	1
427	не знает	4	1
428	исторической поэтики	2	1
429	сказать что	10	1
430	стиль и	1	1
431	речи и	1	1
432	впервые в	2	1
433	равно как	1	1
434	все то	3	1
435	мы здесь	3	1
436	которая есть	1	1
437	типа и	1	1
438	во все	5	1
439	время мы	1	1
440	про себя	1	1
441	с его	2	1
442	только о	1	1
443	произведения и	1	1
444	указать на	1	1
445	же самое	1	1
446	должны быть	1	1
447	всего в	1	1
448	вместе с	2	1
449	бы сам	1	1
450	этого и	1	1
451	как для	1	1
452	ведь уже	1	1
453	только они	1	1
454	например в	5	1
455	им и	1	1
456	они не	3	1
