N	2gram	Vinokur_Vv_1	Morfolog
533	в с	1	1
534	были бы	1	1
535	поскольку это	1	1
536	только на	3	1
537	быть названа	1	1
538	из важнейших	1	1
539	и даже	5	1
540	со стороны	12	1
541	или иной	1	1
542	до сих	5	1
543	может и	1	1
544	может ли	1	1
545	вообще с	1	1
546	именно в	8	1
547	здесь нужно	1	1
548	а именно	6	1
549	в каких	1	1
550	еще и	3	1
551	показывает что	1	1
552	однако что	1	1
553	что совершенно	1	1
554	в задачи	1	1
555	его из	1	1
556	иногда это	1	1
557	по тем	1	1
558	на этот	4	1
559	с известного	1	1
560	не на	1	1
561	что несмотря	2	1
562	следует только	1	1
563	о чем	4	1
564	историческое изучение	1	1
565	точности соответствует	1	1
566	д можно	1	1
567	включаются в	1	1
568	все более	3	1
569	входить в	1	1
570	он представляет	1	1
571	того есть	1	1
572	в одной	1	1
573	путь от	2	1
574	надо было	2	1
575	по своему	5	1
576	в данном	11	1
577	в течение	5	1
578	в особый	1	1
579	случае она	1	1
580	отношения к	1	1
581	в ряду	1	1
582	это значит	1	1
583	с изучением	2	1
584	как будто	3	1
585	быть не	1	1
586	о жизни	1	1
587	что же	3	1
588	с этой	4	1
589	еще раз	1	1
590	в подобных	1	1
591	сих пор	5	1
592	именно по	1	1
593	же самое	2	1
594	помнить что	1	1
595	е о	1	1
596	и все	1	1
597	лишь как	2	1
598	бы в	1	1
599	возникает вопрос	2	1
600	на других	1	1
601	или вообще	5	1
602	идет об	2	1
603	что следовательно	1	1
604	бы на	1	1
605	считать не	1	1
606	имеет целью	1	1
607	сведения о	1	1
608	между ними	2	1
609	состоит из	1	1
610	одновременно и	1	1
611	не что	4	1
612	только о	2	1
613	этим объясняется	1	1
614	чтобы ее	1	1
615	перенесена в	1	1
616	большой интерес	1	1
617	очень редко	1	1
618	во всяком	3	1
