N	2gram	Savitsky_P_1	Dialekti
103	думать что	2	3
104	должна быть	1	3
105	друг другу	2	3
106	этом смысле	1	3
107	или иная	1	3
108	если в	2	3
109	стороны и	2	3
110	или иной	1	3
111	есть не	2	3
112	в самом	1	3
113	отношения к	2	3
114	еще более	2	3
115	только что	1	3
116	в его	2	3
117	гораздо более	1	3
118	относиться к	1	3
119	и о	5	3
120	и еще	1	3
121	должно быть	2	3
122	и потому	4	3
123	только в	7	3
124	или менее	1	3
125	более или	1	3
126	чтобы понять	1	3
127	в них	2	3
128	могут быть	3	3
129	что и	1	3
130	та или	1	3
131	в ней	6	3
132	только на	1	3
133	в данном	1	3
134	или что	1	2
135	в отдельности	1	2
136	по сравнению	2	2
137	есть для	1	2
138	сравнению с	1	2
139	но есть	1	2
140	еще не	1	2
141	вопрос о	1	2
142	мы и	1	2
143	как и	1	2
144	только как	1	2
145	одной стороны	3	2
146	тех кто	4	2
147	как факт	2	2
148	не менее	2	2
149	может оказаться	1	2
150	вслед за	3	2
151	не поможет	1	2
152	в виде	2	2
153	или его	1	2
154	и где	1	2
155	бы и	1	2
156	что уже	1	2
157	с одной	3	2
158	были бы	1	2
159	связанные с	1	2
160	или хотя	1	2
161	не нужно	2	2
162	того что	2	2
163	обстановки и	1	2
164	она должна	1	2
165	в современной	1	2
166	и при	1	2
167	того кто	1	2
168	из этих	1	2
169	в качестве	9	2
170	что если	1	2
171	можно говорить	1	2
172	но как	1	2
173	идет речь	1	2
174	реальность и	2	2
175	именно как	2	2
176	с этим	2	2
177	но к	2	2
178	для того	3	2
179	и быть	1	2
180	всяком случае	1	2
181	к ним	1	2
182	в эпоху	1	2
183	в каждом	1	2
184	со стороны	2	2
185	из них	2	2
186	с ними	3	2
187	для этого	1	2
188	иной раз	1	2
189	же как	1	2
190	что именно	1	2
191	именно в	2	2
192	оно есть	1	2
193	в полной	2	2
194	в мире	2	2
195	значило бы	1	2
196	не как	1	2
197	помнить что	2	2
198	грань между	1	2
199	в частности	2	2
200	эти последние	1	2
201	тем более	2	2
202	она ни	2	2
203	в которых	5	2
204	которое в	2	2
205	восприятия что	1	2
206	и это	2	2
207	если мы	1	2
208	а с	1	2
209	ни к	1	2
210	и живое	1	2
211	что по	1	1
212	весьма мало	2	1
213	не могла	1	1
214	понимать что	1	1
215	главным образом	2	1
216	полной мере	2	1
217	которая хотя	1	1
218	может ли	2	1
219	большей степени	4	1
220	по природе	1	1
221	из чего	1	1
222	место в	1	1
223	они несомненно	1	1
224	о котором	1	1
225	сравнении с	3	1
226	бы это	1	1
227	по одному	1	1
228	только мы	1	1
229	не та	1	1
230	xix в	1	1
231	кто не	1	1
232	не к	2	1
233	не тождественны	1	1
234	для них	2	1
235	и эти	1	1
236	к другим	1	1
237	она может	1	1
238	вопрос об	1	1
239	своем значении	2	1
240	из нее	1	1
241	и утверждается	1	1
242	из этой	1	1
243	живыми и	1	1
244	в сравнении	3	1
245	бы что	1	1
246	где он	1	1
247	в определенную	2	1
248	в жизни	2	1
249	мы хотим	1	1
250	только один	1	1
251	я и	3	1
252	в какой	1	1
253	бы ни	2	1
254	ней и	1	1
255	это значит?	1	1
256	тем самым	3	1
257	там где	1	1
258	себя в	1	1
259	не более	1	1
260	можно судить	1	1
261	мы не	3	1
262	и которая	1	1
263	каком смысле	1	1
264	и без	3	1
265	не были	1	1
266	друг с	1	1
267	а никак	1	1
268	во всех	2	1
269	ней не	2	1
270	ними как	1	1
271	между прочим	2	1
272	бы ее	1	1
273	действие в	1	1
274	если он	1	1
275	заключается в	3	1
276	было с	1	1
277	несколько веков	1	1
278	его в	1	1
279	и я	1	1
280	для нас	2	1
281	не входят	1	1
282	богов и	1	1
283	история и	1	1
284	и только	1	1
285	от тех	1	1
286	в европе	2	1
287	и именно	1	1
288	того чтобы	1	1
289	вместе с	1	1
290	в ее	2	1
291	в силу	2	1
292	например в	2	1
293	они являются	1	1
294	тем в	1	1
295	мир в	1	1
296	знаем что	1	1
297	идеи идея	1	1
298	к чему	2	1
299	существенно и	1	1
300	сами по	3	1
301	составе и	1	1
302	и очень	1	1
303	между тем	3	1
304	могли бы	1	1
305	люди и	1	1
306	без которой	1	1
307	есть некоторая	1	1
308	слой в	1	1
309	исключительно в	2	1
310	различия между	1	1
311	и к	4	1
312	реально и	1	1
313	они не	1	1
314	равным образом	1	1
315	в наших	1	1
316	с которым	1	1
317	в душе	1	1
318	можно быть	1	1
319	зрения можно	1	1
320	ибо то	1	1
321	как явление	1	1
322	не об	1	1
323	нового не	1	1
324	и движение	1	1
325	и чем	1	1
326	в глубины	1	1
327	к этой	1	1
328	всего что	1	1
329	есть прежде	1	1
330	науки как	1	1
331	теми кто	1	1
332	и само	1	1
333	науке и	1	1
334	методами и	1	1
335	а она	1	1
336	с другом	1	1
337	об идее	1	1
338	и жизнь	1	1
339	представить себе	1	1
340	что все	1	1
341	который не	1	1
342	весь мир	1	1
343	в обладании	1	1
344	ли или	1	1
345	потому в	2	1
346	и тем	2	1
347	почти исключительно	1	1
348	что каждая	1	1
349	есть в	2	1
350	в этой	1	1
351	как ни	1	1
352	по преимуществу	1	1
353	формы в	1	1
354	эти явления	1	1
355	света как	3	1
356	наряду с	3	1
357	в которой	1	1
358	переходит в	1	1
359	и этим	1	1
360	культуры и	1	1
361	в природе	1	1
362	и если	4	1
363	бы она	1	1
364	как известно	1	1
365	в результате	1	1
366	далеко не	1	1
367	xviii века	1	1
368	говорится о	1	1
369	царская власть	1	1
370	в различных	1	1
371	бы мы	1	1
372	должен быть	1	1
373	этих двух	1	1
374	столь же	3	1
375	совершенно явственно	1	1
376	а также	4	1
377	и вся	1	1
378	и весьма	2	1
379	этом не	1	1
380	говорить об	1	1
381	и питаются	1	1
382	уже в	1	1
383	них и	1	1
384	находятся в	1	1
385	а я	5	1
386	тем же	1	1
387	на себя	1	1
388	эта идея	2	1
389	и уже	1	1
390	усилия и	1	1
391	сущности не	1	1
392	и другие	1	1
393	зрения той	1	1
394	на нее	1	1
395	мы все	1	1
396	что мы	3	1
397	виде то	1	1
398	мысль о	2	1
399	к науке	1	1
400	еще в	1	1
401	в которые	1	1
402	эта не	1	1
403	в развитии	1	1
404	но также	4	1
405	и по	1	1
406	сторона –	1	1
407	и других	2	1
408	пусть не	1	1
409	но для	1	1
410	в случаях	1	1
