N	2gram	Bakhtin_Pr_1	EvropaiC
296	но с	1	2
297	этих черт	2	2
298	этот вопрос	2	2
299	надо понимать	1	2
300	жизни и	6	2
301	из поставленных	1	2
302	эти черты	1	2
303	то и	2	2
304	ни было	4	2
305	отдельные элементы	1	2
306	одно из	1	2
307	для него	15	2
308	всяком случае	3	2
309	вовсе не	8	2
310	к той	2	2
311	и только	1	2
312	не было	3	2
313	только один	1	2
314	себя и	2	2
315	что для	2	2
316	одну из	1	2
317	в одно	1	2
318	в частности	1	2
319	все то	4	2
320	него в	2	2
321	но не	8	2
322	что же	1	2
323	многих других	1	2
324	этого слова	2	2
325	только то	3	2
326	с этой	1	2
327	при условии	1	2
328	но для	2	2
329	в индивидуальном	1	2
330	на такой	1	2
331	не от	1	2
332	между ними	2	2
333	работы и	1	2
334	не знает	1	2
335	ко всему	1	2
336	они не	3	2
337	гораздо более	1	2
338	и наиболее	1	1
339	себя как	5	1
340	смысле слова	1	1
341	от этой	1	1
342	например в	3	1
343	все остальное	1	1
344	он может	3	1
345	ее до	1	1
346	это и	9	1
347	между всеми	1	1
348	в первом	2	1
349	из самых	1	1
350	из его	3	1
351	исходит из	3	1
352	высшей степени	1	1
353	в зависимости	3	1
354	собою в	1	1
355	для этих	1	1
356	той же	6	1
357	отношения к	2	1
358	совершенно в	1	1
359	а как	6	1
360	есть не	2	1
361	на тех	1	1
362	выше в	1	1
363	из всего	2	1
364	она имеет	1	1
365	мы не	2	1
366	не во	3	1
367	и тут	1	1
368	единство и	1	1
369	этом не	1	1
370	время как	1	1
371	на себя	3	1
372	я не	3	1
373	разобраться в	2	1
374	хотя конечно	1	1
375	зависимости от	3	1
376	к своему	1	1
377	и самого	4	1
378	стороны его	1	1
379	он сам	3	1
380	всем этим	1	1
381	на их	1	1
382	с его	6	1
383	не отличается	1	1
384	точками зрения	2	1
385	в создании	1	1
386	а следовательно	1	1
387	и другие	2	1
388	а только	1	1
389	себе и	3	1
390	со стороны	2	1
391	ее он	2	1
392	то каждый	1	1
393	нет и	1	1
394	мира в	6	1
395	первый взгляд	1	1
396	как в	6	1
397	что именно	2	1
398	есть они	1	1
399	однако не	2	1
400	перед нами	4	1
401	кроме того	3	1
402	и как	8	1
403	его к	4	1
404	тем же	1	1
405	и отчасти	1	1
406	в этот	2	1
407	этой прямой	1	1
408	себе как	1	1
409	не приходится	1	1
410	отказывается от	1	1
411	он в	2	1
412	еще далеко	1	1
413	является лишь	4	1
414	ни одна	1	1
415	нами в	1	1
416	их а	1	1
417	потому они	1	1
418	действительно становится	1	1
419	на его	2	1
420	весь свой	1	1
421	после которого	1	1
422	задний план	1	1
423	но именно	4	1
424	являются лишь	1	1
425	перестает быть	1	1
426	на одну	1	1
427	и еще	1	1
428	к одному	1	1
429	и вот	2	1
430	кажется нам	1	1
431	произведения в	1	1
432	людей и	1	1
433	одному и	1	1
434	одно и	1	1
435	в каждом	8	1
436	больше всего	1	1
437	здесь мы	2	1
438	представьте себе	1	1
439	другом случае	1	1
440	а его	3	1
441	зрения на	8	1
442	из черт	2	1
443	и другом	1	1
444	знает что	1	1
445	входит в	2	1
446	это было	1	1
447	с другими	7	1
448	следить за	1	1
449	он есть	3	1
450	лишь на	2	1
451	характер не	1	1
452	и тем	2	1
453	делает его	1	1
454	ведь в	1	1
455	ведь если	1	1
456	этой работы	2	1
457	кажется что	3	1
458	которому и	1	1
459	рядом с	13	1
460	разобранные нами	1	1
461	их взаимоотношения	1	1
462	помощи этой	1	1
463	его сознании	1	1
464	в развитии	1	1
465	материал но	1	1
466	остается в	2	1
467	их на	1	1
468	искать в	2	1
469	в своей	11	1
470	соответствующие им	1	1
471	что такое	1	1
472	можно найти	1	1
473	бы к	2	1
474	и благодаря	2	1
475	разные этапы	1	1
476	то для	1	1
477	каким был	1	1
478	он принимает	1	1
479	не к	1	1
480	что я	1	1
481	нельзя и	1	1
482	строго говоря	1	1
483	и другого	1	1
484	культурные и	1	1
485	является только	1	1
486	нас с	1	1
487	но он	2	1
488	друг другу	2	1
489	по крайней	2	1
490	борьбу с	1	1
491	их в	2	1
492	не тем	1	1
493	однако в	2	1
494	приходится искать	1	1
495	единственный способ	1	1
496	человека но	2	1
497	характер в	1	1
498	в отношении	2	1
499	каждого отдельного	1	1
500	нею и	1	1
501	стоит в	1	1
502	деле это	1	1
503	есть нечто	1	1
504	и другое	1	1
505	самого начала	3	1
506	на котором	2	1
507	как парадокс	1	1
508	и притом	2	1
509	к этим	1	1
510	не вызывает	1	1
511	вперед в	1	1
512	иметь в	1	1
513	особый характер	1	1
514	та или	1	1
515	взаимоотношения в	1	1
516	следовательно и	2	1
517	дело в	1	1
518	к концу	1	1
519	к ней	1	1
520	более что	1	1
521	видим что	1	1
522	уже говорили	1	1
523	и элементов	1	1
524	это слово	1	1
525	и его	13	1
526	его он	1	1
527	со своим	3	1
528	только с	2	1
529	и социальная	1	1
530	не потому	2	1
531	свои составные	1	1
532	и заключается	1	1
533	есть только	1	1
534	да и	2	1
535	является одним	1	1
536	всего что	1	1
537	бы он	1	1
538	среды в	1	1
539	как человек	2	1
540	они и	1	1
541	отсюда вытекает	1	1
542	для себя	2	1
543	они вовсе	1	1
544	оно может	1	1
545	но при	1	1
546	здесь не	1	1
547	с самого	2	1
548	стремлении к	1	1
549	то время	2	1
550	приводит к	3	1
551	роль в	2	1
552	котором мы	1	1
553	о тех	1	1
554	не трудно	1	1
555	и другими	4	1
556	в борьбе	1	1
557	мире не	1	1
558	сам он	3	1
559	именно этот	1	1
560	всех возможных	1	1
561	не исчерпывается	2	1
562	ничего не	6	1
563	находится в	1	1
564	за пределами	1	1
565	никак не	2	1
566	что каждый	1	1
567	воспринимает и	1	1
568	поставить и	1	1
569	в значительной	1	1
570	он умер	1	1
571	или иная	1	1
572	образом все	2	1
573	от них	1	1
574	ним и	4	1
575	во всей	2	1
576	современности и	1	1
577	только такие	1	1
578	крайней мере	2	1
579	в другой	3	1
580	не надо	1	1
581	и следовательно	1	1
582	в лучшем	2	1
583	или может	1	1
584	наконец и	1	1
585	на которой	1	1
586	один из	2	1
587	себе еще	2	1
588	облик и	1	1
589	живет своей	1	1
590	совсем не	1	1
591	мы видим	3	1
592	в угоду	1	1
593	позиции и	1	1
594	поэтому и	2	1
595	по этому	2	1
596	в качестве	1	1
597	же и	1	1
598	уже не	8	1
599	уже в	5	1
600	он эту	1	1
601	которые раньше	1	1
602	на этих	1	1
603	этому вопросу	1	1
604	другими людьми	1	1
605	за ним	2	1
606	бы тот	1	1
607	центр тяжести	1	1
608	и со	1	1
609	части и	1	1
610	друг друга	3	1
611	случае не	1	1
612	заметить что	2	1
613	тем что	3	1
614	ее на	1	1
615	но из	1	1
616	бы это	1	1
617	были бы	4	1
618	и стремление	1	1
619	ней и	1	1
620	и даже	3	1
621	развития в	1	1
622	в высшей	1	1
623	рядом и	2	1
624	а именно	1	1
625	к которому	1	1
626	как же	3	1
627	к его	1	1
628	только к	1	1
629	с ней	1	1
630	и люди	1	1
631	точке зрения	2	1
632	и пр	1	1
633	не создает	1	1
634	а на	1	1
635	до конца	5	1
636	а не	20	1
637	между разными	1	1
638	в руках	1	1
639	он и	5	1
640	людьми и	1	1
641	к сознанию	1	1
642	именно поэтому	1	1
643	знает все	1	1
644	вступает в	1	1
645	эти слова	1	1
646	развитии и	1	1
647	должна была	4	1
648	элементов и	1	1
649	и дали	1	1
650	в человеке	6	1
651	что за	1	1
652	наряду с	1	1
653	смысле этого	1	1
654	столкновение с	1	1
655	могут быть	1	1
656	для их	1	1
657	дело идет	6	1
658	на пути	2	1
659	благодаря этому	2	1
660	все одинаково	1	1
661	несколько дальше	1	1
662	лучшем случае	2	1
663	же самое	1	1
664	на свои	1	1
665	мире а	2	1
666	с большой	1	1
667	из трех	1	1
668	всего в	1	1
669	вопрос в	1	1
670	частей и	1	1
671	образом даже	1	1
672	на задний	1	1
673	мы только	1	1
674	и перед	2	1
675	его природы	1	1
676	чужой психики	1	1
677	всего можно	1	1
678	лишь как	5	1
679	и однако	1	1
680	с не	1	1
681	будто бы	1	1
682	наоборот все	1	1
683	воля к	2	1
684	а рядом	1	1
685	этим он	1	1
686	наконец третий	1	1
687	не являются	1	1
688	жизни в	1	1
689	психики и	1	1
690	сказать что	5	1
691	была бы	2	1
692	от всех	1	1
693	одного в	1	1
694	и возникает	1	1
695	мы считаем	1	1
696	что ни	1	1
697	не способны	2	1
698	на своем	1	1
699	проникнуть в	1	1
700	в голову	1	1
701	вполне понятно	1	1
702	ее в	1	1
703	в своих	2	1
704	гораздо ближе	1	1
705	точно так	2	1
