N	2gram	Propp_Isto_1	EvropaiC
219	а для	2	2
220	и ее	1	2
221	же что	1	2
222	в ней	7	2
223	от себя	1	2
224	бы то	2	2
225	во всяком	1	2
226	но как	1	2
227	в сторону	1	2
228	только тогда	1	2
229	совершенно ясно	1	2
230	вступают в	1	2
231	более как	1	2
232	и будет	1	2
233	что они	5	2
234	из таких	1	2
235	то в	1	2
236	вследствие этого	2	2
237	что она	5	2
238	о которой	1	2
239	и социальной	1	2
240	он должен	2	2
241	том чтобы	2	2
242	а затем	2	2
243	другой вид	1	2
244	же касается	1	2
245	в них	1	2
246	нет в	2	2
247	со своими	1	2
248	и уже	1	2
249	мы видели	2	2
250	в один	1	2
251	на первый	2	2
252	в японии	1	2
253	в эту	1	2
254	но если	2	2
255	никто не	2	2
256	можно ли	1	2
257	в которых	1	2
258	ответить на	1	2
259	точку зрения	3	2
260	образом и	1	2
261	совершенно иной	1	2
262	и более	1	2
263	тому что	1	2
264	она не	1	2
265	тогда когда	2	2
266	одна из	2	2
267	на себе	1	2
268	на него	4	2
269	в основе	4	2
270	говорить о	1	2
271	в самой	1	2
272	очень мало	2	2
273	на этом	3	2
274	это конечно	3	2
275	от нее	1	2
276	о них	1	2
277	должен быть	3	2
278	современной европейской	1	2
279	как мы	3	2
280	рассматривать как	2	2
281	европейцы и	1	2
282	в себя	1	2
283	или нескольких	1	2
284	на том	1	2
285	что у	1	2
286	на нее	2	2
287	те же	1	2
288	в виду	1	2
289	все дело	1	2
290	дальнейшего развития	1	2
291	сводится к	1	2
292	именно потому	1	2
293	в другом	3	2
294	другими словами	4	2
295	все в	1	2
296	которой мы	1	2
297	те черты	1	2
298	них в	1	2
299	в ту	2	2
300	если это	1	2
301	было бы	7	2
302	показывают что	5	2
303	но так	2	2
304	но с	1	2
305	этот вопрос	7	2
306	пришлось бы	1	2
307	и так	1	2
308	то и	2	2
309	ни было	2	2
310	борьбы с	2	2
311	одно из	1	2
312	не будут	1	2
313	для него	2	2
314	вовсе не	2	2
315	к ним	4	2
316	которые могут	3	2
317	до тех	1	2
318	и только	2	2
319	не было	1	2
320	однако это	3	2
321	что для	1	2
322	что таким	1	2
323	одной стороны	4	2
324	вопросе о	1	2
325	отнюдь не	1	2
326	для этой	1	2
327	в частности	2	2
328	такой форме	1	2
329	независимо от	1	2
330	но не	5	2
331	эти примеры	1	2
332	что же	3	2
333	этого слова	1	2
334	только то	1	2
335	такой народ	1	2
336	и некоторые	1	2
337	к двум	1	2
338	при таком	1	2
339	это может	1	2
340	не более	2	2
341	на более	5	2
342	и говорить	1	2
343	между ними	2	2
344	не знает	5	2
345	не играет	1	2
346	быть признана	1	2
347	они не	4	2
348	гораздо более	1	2
349	вопрос мы	2	1
350	например в	5	1
351	на куски	1	1
352	все остальное	1	1
353	он может	1	1
354	это и	1	1
355	на ступени	2	1
356	и всеми	1	1
357	роль этого	1	1
358	в первом	1	1
359	которую они	1	1
360	смысл этого	1	1
361	из его	1	1
362	исходит из	3	1
363	ведь и	1	1
364	в зависимости	2	1
365	и должен	3	1
366	отношения к	2	1
367	а как	1	1
368	есть не	1	1
369	из всего	1	1
370	мы не	10	1
371	заботе о	1	1
372	которую мы	1	1
373	только все	1	1
374	имеет свою	1	1
375	время как	3	1
376	правила и	1	1
377	на себя	1	1
378	первобытных народов	2	1
379	я не	3	1
380	что вопрос	2	1
381	этого уклада	1	1
382	зависимости от	2	1
383	надо иметь	1	1
384	большей частью	2	1
385	к своему	2	1
386	происхождение этого	1	1
387	стороны его	2	1
388	на них	2	1
389	всем этим	1	1
390	требует доказательств	1	1
391	иное как	1	1
392	и жизни	1	1
393	так если	2	1
394	играет роль	1	1
395	эти вещи	1	1
396	бы не	1	1
397	предположим что	2	1
398	только тех	1	1
399	присмотреться к	2	1
400	и другие	4	1
401	а только	2	1
402	друг на	1	1
403	было невозможно	1	1
404	со стороны	2	1
405	по другим	1	1
406	и нам	1	1
407	к сожалению	3	1
408	еще один	2	1
409	мы дадим	1	1
410	первый взгляд	2	1
411	что во	1	1
412	если она	1	1
413	из возможных	1	1
414	помощи ее	1	1
415	как в	2	1
416	что именно	1	1
417	выйти из	1	1
418	что ее	1	1
419	помнить что	1	1
420	однако не	2	1
421	перед нами	3	1
422	кроме того	1	1
423	и как	2	1
424	по пути	1	1
425	тем же	1	1
426	утверждают что	1	1
427	и хотя	1	1
428	в этот	1	1
429	и кто	1	1
430	живут в	1	1
431	себе как	1	1
432	а во-вторых	1	1
433	мы получаем	1	1
434	бы с	1	1
435	возможно что	1	1
436	он в	2	1
437	приведет к	1	1
438	рассказ о	1	1
439	необходимо сделать	1	1
440	сливаются в	1	1
441	во многих	2	1
442	как оно	2	1
443	главным образом	1	1
444	после этого	1	1
445	встать на	1	1
446	раз навсегда	1	1
447	от которого	1	1
448	на одну	1	1
449	одно целое	1	1
450	и еще	1	1
451	все части	1	1
452	и вот	2	1
453	были те	1	1
454	здесь мы	7	1
455	культуры но	1	1
456	несколько иной	1	1
457	из самой	1	1
458	и определить	1	1
459	знает что	1	1
460	это было	2	1
461	всех народов	1	1
462	и тем	2	1
463	чаще всего	1	1
464	стоит на	2	1
465	кажется что	1	1
466	по всему	1	1
467	явствует что	1	1
468	этого не	1	1
469	на друга	1	1
470	которой он	1	1
471	как должен	1	1
472	в чистом	2	1
473	материал но	1	1
474	не мог	1	1
475	степени культуры	1	1
476	лучше всего	2	1
477	народов мы	1	1
478	искать в	1	1
479	в своей	1	1
480	что такое	2	1
481	нас не	3	1
482	это делает	1	1
483	попасть в	3	1
484	бы к	1	1
485	последствия которые	1	1
486	его мнению	1	1
487	на первых	2	1
488	иначе как	1	1
489	для всякого	1	1
490	строго говоря	1	1
491	из области	1	1
492	но он	1	1
493	друг другу	1	1
494	и эти	3	1
495	надо сказать	3	1
496	более сложные	1	1
497	их в	5	1
498	чтобы это	1	1
499	однако в	2	1
500	с такими	1	1
501	от традиции	1	1
502	что этот	2	1
503	на всю	1	1
504	случае мы	1	1
505	в отношении	1	1
506	чистом виде	2	1
507	дело когда	1	1
508	все три	1	1
509	народов это	1	1
510	есть нечто	1	1
511	и другое	2	1
512	самого начала	2	1
513	этого нужно	1	1
514	как о	2	1
515	на котором	3	1
516	и притом	1	1
517	степени их	1	1
518	ее с	1	1
519	я буду	1	1
520	народов в	1	1
521	поставленный в	1	1
522	не по	2	1
523	когда их	1	1
524	тогда и	1	1
525	иметь в	1	1
526	вытекает из	1	1
527	этого явления	3	1
528	дело в	3	1
529	вопрос поставленный	1	1
530	именно с	1	1
531	и народов	1	1
532	к концу	1	1
533	к ней	1	1
534	видим что	9	1
535	на природу	2	1
536	и его	3	1
537	можно рассматривать	1	1
538	тут только	1	1
539	культуры народа	1	1
540	только с	2	1
541	их от	1	1
542	видеть что	2	1
543	не совсем	3	1
544	уже о	1	1
545	относиться к	1	1
546	есть только	3	1
547	всем их	1	1
548	есть признак	1	1
549	не знаем	2	1
550	да и	1	1
551	всего что	1	1
552	бы он	1	1
553	отсюда вытекает	2	1
554	к пониманию	1	1
555	никакого сомнения	1	1
556	этот путь	1	1
557	оно может	2	1
558	приходит к	1	1
559	ставит его	1	1
560	или конца	1	1
561	вывод что	2	1
562	говоря уже	1	1
563	здесь не	4	1
564	некоторые другие	1	1
565	из приведенных	1	1
566	мысль о	2	1
567	об отношении	1	1
568	с самого	2	1
569	или для	1	1
570	говорили что	1	1
571	то время	3	1
572	так в	4	1
573	приводит к	2	1
574	как с	1	1
575	невозможно и	1	1
576	поэтому мы	1	1
577	за то	2	1
578	не трудно	1	1
579	и другими	1	1
580	иногда в	1	1
581	можно только	1	1
582	к тем	1	1
583	что от	2	1
584	высокой ступени	1	1
585	не исчерпывается	1	1
586	не лучше	1	1
587	основана на	1	1
588	науки на	1	1
589	составные части	2	1
590	от начала	1	1
591	собой и	1	1
592	ничего не	2	1
593	стремление к	1	1
594	имеются и	1	1
595	находится в	4	1
596	мы всегда	1	1
597	другом месте	1	1
598	за тем	1	1
599	и та	1	1
600	время в	1	1
601	забота о	1	1
602	более высокой	1	1
603	с соответствующими	1	1
604	но мы	2	1
605	никак не	1	1
606	этой мысли	2	1
607	или их	1	1
608	этнографический материал	1	1
609	в значительной	1	1
610	неизменно оказывается	1	1
611	на точку	1	1
612	с каким-нибудь	1	1
613	образом мы	2	1
614	его семьи	1	1
615	он умер	1	1
616	а у	1	1
617	раньше чем	4	1
618	примеры показывают	1	1
619	это сделать	1	1
620	эти изменения	2	1
621	стоит и	1	1
622	ним и	1	1
623	во всей	2	1
624	в другой	1	1
625	который ему	1	1
626	от этих	2	1
627	бы нам	1	1
628	у одного	1	1
629	у всех	1	1
630	окажется что	1	1
631	как объяснить	1	1
632	связь между	3	1
633	но почти	1	1
634	в современной	3	1
635	тех пор	1	1
636	как из	1	1
637	и история	1	1
638	на которой	1	1
639	один из	4	1
640	видели что	3	1
641	идет по	1	1
642	совсем не	1	1
643	мы видим	11	1
644	к делу	2	1
645	через которую	2	1
646	этой религии	1	1
647	самые разнообразные	1	1
648	надо знать	2	1
649	нам удалось	1	1
650	их через	1	1
651	этот факт	1	1
652	по этому	2	1
653	в качестве	5	1
654	же и	1	1
655	для всех	2	1
656	всем мире	1	1
657	уже не	3	1
658	только на	1	1
659	или через	1	1
660	этого нельзя	1	1
661	долго ли	1	1
662	у австралийцев	1	1
663	народы в	1	1
664	более позднее	1	1
665	с оружием	1	1
666	за ним	1	1
667	здесь будет	3	1
668	к каким	1	1
669	центр тяжести	1	1
670	это сближение	1	1
671	и со	1	1
672	в прошлом	1	1
673	себя от	1	1
674	у этих	1	1
675	друг друга	1	1
676	детей из	1	1
677	них мы	1	1
678	заметить что	1	1
679	тем что	3	1
680	ее на	1	1
681	огнем и	1	1
682	но из	1	1
683	науки в	1	1
684	же еще	1	1
685	были бы	2	1
686	можно но	1	1
687	ней и	1	1
688	и даже	4	1
689	не раньше	1	1
690	культуры чем	1	1
691	же часто	1	1
692	а именно	4	1
693	эти две	2	1
694	к которому	5	1
695	в меньшей	2	1
696	это кажется	1	1
697	и между	2	1
698	еще и	2	1
699	ниже все	1	1
700	низкой ступени	1	1
701	и затем	1	1
702	с ней	2	1
703	точке зрения	1	1
704	естественно что	1	1
705	и пр	4	1
706	только по	1	1
707	на основании	1	1
708	может ли	1	1
709	а сам	2	1
710	когда этот	1	1
711	а не	15	1
712	зависит от	2	1
713	вопрос можно	1	1
714	и оно	1	1
715	а так	1	1
716	на эту	3	1
717	когда она	1	1
718	или с	1	1
719	в психологическом	1	1
720	стоящих на	1	1
721	зрения что	1	1
722	все более	1	1
723	стоять на	1	1
724	вступает в	2	1
725	считать не	1	1
726	то не	1	1
727	нет ничего	1	1
728	есть общая	1	1
729	эти слова	1	1
730	мало и	1	1
731	приходится ограничиваться	1	1
732	к жизни	1	1
733	а если	1	1
734	встречается у	1	1
735	наряду с	3	1
736	если они	1	1
737	смысле этого	1	1
738	не получится	1	1
739	могут быть	4	1
740	постепенно и	1	1
741	общения с	1	1
742	в тот	1	1
743	быть не	1	1
744	более детально	1	1
745	взглядов на	1	1
746	дело идет	1	1
747	стремятся к	1	1
748	на пути	1	1
749	весь ход	1	1
750	только для	2	1
751	в который	1	1
752	же самое	3	1
753	пока еще	1	1
754	невыгодное положение	1	1
755	с большой	1	1
756	всего в	2	1
757	в более	1	1
758	вопрос в	2	1
759	и часто	2	1
760	на звание	1	1
761	на время	1	1
762	а все	1	1
763	эту точку	2	1
764	или нет	1	1
765	чтобы ни	2	1
766	приведенных выше	1	1
767	здесь гораздо	1	1
768	в большей	1	1
769	времени все	1	1
770	будто бы	3	1
771	и обыкновенно	1	1
772	или не	1	1
773	обстоит дело	4	1
774	есть продукт	1	1
775	в целях	3	1
776	не своего	1	1
777	это все	1	1
778	к историческим	1	1
779	не говоря	1	1
780	сказать что	5	1
781	была бы	2	1
782	лишь тогда	1	1
783	такое представление	1	1
784	нет но	1	1
785	ее нет	1	1
786	самое что	2	1
787	на своем	1	1
788	проникнуть в	1	1
789	дальнейшем же	1	1
790	играет роли	1	1
791	а может	1	1
792	увидим что	5	1
793	ее в	5	1
794	еще менее	1	1
795	очень редко	1	1
796	чтобы оградить	1	1
797	точно так	3	1
798	этой цели	1	1
