N	3gram	Berdyaev_V_1	Mirosoze
191	от государства и	1	1
192	несчастное существо рождается	1	1
193	мы дадим им	1	1
194	заслугу себе и	1	1
195	царства мира сего	1	1
196	и атеистического социализма	1	1
197	труда часы мы	1	1
198	песнями хором с	1	1
199	невинными плясками о	1	1
200	отверг единственное абсолютное	1	1
201	что было не	1	1
202	существ какими они	1	1
203	и хлеба небесного	2	1
204	что нет у	1	1
205	в свободные от	1	1
206	о мы разрешим	1	1
207	в вечность и	1	1
208	что наконец-то они	1	1
209	какими они и	1	1
210	раскаленной пустыне? обрати	1	1
211	чтобы сделать людей	1	1
212	человек на земле	1	1
213	бы передать поскорее	1	1
214	него не существует	1	1
215	им и грех	1	1
216	пустыне? обрати их	1	1
217	отверг во имя	1	1
218	в конце концов	1	1
219	от труда часы	1	1
220	человека любовь есть	1	1
221	заставить всех преклониться	1	1
222	так для того	1	1
