N	2gram	Propp_Isto_4	VrazhdaK
203	всех этих	1	1
204	же это	2	1
205	прочим и	1	1
206	в силу	5	1
207	уже говорилось	1	1
208	воду в	1	1
209	из него	1	1
210	что ни	3	1
211	никому не	1	1
212	людей и	1	1
213	выражение его	1	1
214	однако в	2	1
215	одно и	1	1
216	совпадают с	1	1
217	этом он	1	1
218	их и	1	1
219	дома и	1	1
220	было бы	2	1
221	где-нибудь на	1	1
222	была хороша	1	1
223	этого не	2	1
224	не всегда	6	1
225	которой он	2	1
226	он и	1	1
227	другие персонажи	1	1
228	однажды в	1	1
229	восходят к	1	1
230	в развитии	1	1
231	старшего брата	1	1
232	такой же	1	1
233	ни другой	1	1
234	этот материал	2	1
235	но я	1	1
236	со мной	2	1
237	в этих	7	1
238	или вообще	1	1
239	и их	2	1
240	можно найти	2	1
241	человеком и	2	1
242	как указывает	1	1
243	на свою	1	1
244	представление о	1	1
245	своего рода	1	1
246	не будем	1	1
247	этот персонаж	3	1
248	тем не	2	1
249	второй раз	1	1
250	через два	1	1
251	что этот	4	1
252	связь этого	1	1
253	так он	1	1
254	вплоть до	1	1
255	тем самым	1	1
256	что эта	3	1
257	от нас	1	1
258	это дает	1	1
259	не имеет	3	1
260	близок к	1	1
261	нет необходимости	3	1
262	ранней стадии	1	1
263	в могиле	4	1
264	через него	3	1
265	не лучше	1	1
266	ничего не	5	1
267	того как	4	1
268	более что	1	1
269	он хочет	1	1
270	левую руку	1	1
271	по своей	2	1
272	это слово	1	1
273	потому что	6	1
274	до того	1	1
275	никуда не	2	1
276	вот в	1	1
277	один раз	1	1
278	этот факт	2	1
279	сидя на	1	1
280	могут быть	6	1
281	во все	2	1
282	не есть	2	1
283	ничего общего	1	1
284	правда не	1	1
285	не совсем	1	1
286	с ее	1	1
287	только при	1	1
288	не могло	2	1
289	сторону в	1	1
290	чем говорилось	1	1
291	но мы	3	1
292	идет не	1	1
293	то время	1	1
294	роль в	1	1
295	так и	10	1
296	на нее	1	1
297	ясно что	1	1
298	живет в	2	1
299	во второй	1	1
300	том как	2	1
301	жизнь и	1	1
302	с героем	1	1
303	короче говоря	1	1
304	можно бы	1	1
305	отправку на	1	1
306	до сих	5	1
307	как эта	2	1
308	нас в	1	1
309	к нему	6	1
310	доходит до	1	1
311	во всех	1	1
312	к источнику	1	1
313	от них	2	1
314	из своего	3	1
315	в форме	2	1
316	в другой	3	1
317	новая форма	2	1
318	тотчас же	1	1
319	в свете	3	1
320	и любит	1	1
321	к которому	1	1
322	имеется в	2	1
323	один из	1	1
324	но с	1	1
325	что только	1	1
326	оказалось что	1	1
327	он стал	2	1
328	тому назад	1	1
329	во всем	3	1
330	то он	1	1
331	он уже	2	1
332	говорилось об	1	1
333	и раньше	1	1
334	это же	2	1
335	в качестве	7	1
336	же он	4	1
337	себя в	2	1
338	мы бы	1	1
339	предположение что	2	1
340	несомненно в	1	1
341	говорит о	2	1
342	пока не	1	1
343	в одном	5	1
344	друг друга	1	1
345	он назван	2	1
346	не просто	4	1
347	от того	2	1
348	в особенности	2	1
349	гораздо больше	1	1
350	связан с	3	1
351	с другой	4	1
352	интересно в	1	1
353	именно в	1	1
354	что тот	1	1
355	такое же	4	1
356	прежде всего	1	1
357	только по	1	1
358	что им	1	1
359	попадает в	3	1
360	на этот	2	1
361	человек в	1	1
362	этим можно	1	1
363	с помощью	2	1
364	ее начало	1	1
365	в частности	2	1
366	с белым	1	1
367	герою с	1	1
368	д в	1	1
369	он ее	2	1
370	или по	1	1
371	этот мотив	4	1
372	из которых	5	1
373	не знал	1	1
374	предположить что	6	1
375	что за	1	1
376	и никому	1	1
377	это за	1	1
378	в ответ	1	1
379	по которой	1	1
380	того что	2	1
381	хотя он	1	1
382	так многие	1	1
383	сих пор	5	1
384	в основном	1	1
385	между прочим	2	1
386	меня я	2	1
387	но для	2	1
388	под влиянием	1	1
389	ни тот	1	1
390	которых он	1	1
391	но на	1	1
392	хотя и	2	1
393	и перед	1	1
394	у некоторых	1	1
395	бы в	1	1
396	еще более	1	1
397	только что	3	1
398	уже давно	1	1
399	брата и	1	1
400	нем самом	1	1
401	быть и	1	1
402	только как	1	1
403	другой стороны	4	1
404	тот ни	1	1
405	мы считаем	2	1
406	героя в	7	1
407	жизни и	1	1
408	к этой	3	1
409	он у	1	1
410	который не	1	1
411	как на	1	1
412	точно так	5	1
413	все что	4	1
414	они не	1	1
415	он часто	1	1
