N	2gram	Vinokur_St_3	Istorich
120	такой же	2	3
121	в своей	4	3
122	и ее	2	3
123	в одном	1	3
124	не в	6	3
125	на котором	2	3
126	того как	1	3
127	например у	1	3
128	не потому	2	3
129	могут быть	2	3
130	вот почему	1	3
131	в сказках	1	3
132	его с	1	3
133	приходит к	1	3
134	и другие	1	3
135	то время	4	3
136	показывает что	3	3
137	стороны он	1	3
138	же можно	1	3
139	но так	1	3
140	один из	2	3
141	том как	1	3
142	в качестве	4	3
143	так что	11	3
144	при помощи	2	3
145	и других	2	3
146	от того	2	3
147	и только	2	3
148	со стороны	3	3
149	но есть	2	3
150	от этого	1	3
151	не было	4	3
152	в частности	1	3
153	в данном	1	3
154	наряду с	1	3
155	что здесь	4	3
156	кроме того	3	3
157	или в	2	3
158	вопрос о	1	3
159	а в	6	3
160	и эта	1	3
161	сказать что	4	3
162	является и	1	3
163	из этого	4	3
164	как на	6	3
165	в своих	8	3
166	к этому	3	3
167	они не	1	3
168	ту же	1	2
169	того же	2	2
170	говорилось выше	1	2
171	что когда	1	2
172	из его	7	2
173	что эти	4	2
174	и больше	1	2
175	своих целях	1	2
176	представлением о	1	2
177	представляет собой	1	2
178	он был	3	2
179	но не	2	2
180	то он	2	2
181	на то	5	2
182	относится к	4	2
183	в одной	2	2
184	с этим	7	2
185	в своем	1	2
186	что касается	7	2
187	целый ряд	1	2
188	и как	1	2
189	что это	16	2
190	в этой	14	2
191	и они	1	2
192	то и	2	2
193	и до	1	2
194	но он	3	2
195	интересно что	6	2
196	на западе	1	2
197	он не	5	2
198	пор мы	1	2
199	с этой	3	2
200	можно было	1	2
201	но все	2	2
202	его не	2	2
203	на этой	1	2
204	было бы	7	2
205	известно что	2	2
206	обе стороны	1	2
207	здесь нет	2	2
208	ни в	5	2
209	вовсе не	2	2
210	а потом	1	2
211	и некоторые	1	2
212	в эту	4	2
213	начиная от	1	2
214	в которых	2	2
215	своего рода	3	2
216	которые в	2	2
217	что этот	3	2
218	на эти	3	2
219	даже в	1	2
220	некоторых случаях	1	2
221	не имеет	2	2
222	одна из	2	2
223	на него	1	2
224	не могло	1	2
225	или как	1	2
226	и далее	3	2
227	нет ни	1	2
228	отличается от	4	2
229	к тому	2	2
230	от нее	3	2
231	утверждать что	2	2
232	встречаются не	1	2
233	в свое	1	2
234	здесь не	1	2
235	очень интересный	1	2
236	и сам	1	2
237	что у	2	2
238	о котором	1	2
239	ничего не	4	2
240	можно сказать	4	2
241	как у	1	2
242	эти два	1	2
243	отметить что	5	2
244	в форме	2	2
245	все время	2	2
246	того что	5	2
247	именно на	1	2
248	мы знаем	1	2
249	не так	3	2
250	всяком случае	4	2
251	это место	2	2
252	мы находим	2	2
253	смерти и	1	2
254	что они	2	2
255	близок к	2	2
256	а с	2	2
257	и др	4	2
258	что не	2	2
259	в некоторых	3	2
260	не означает	1	2
261	а не	5	2
262	о чем	1	2
263	он становится	1	2
264	что из	2	2
265	он и	2	2
266	в одно	1	2
267	уже давно	1	2
268	так же	1	2
269	когда мы	1	2
270	что же	1	2
271	на челе	1	2
272	что мы	3	2
273	но для	1	2
274	последний этап	1	2
275	обращается к	3	2
276	для нас	1	2
277	отсюда же	1	2
278	только что	2	2
279	в этих	11	2
280	но эти	1	2
281	через каждые	1	2
282	в последнем	2	2
283	жизни и	1	2
284	также не	1	2
285	я могу	1	2
286	во всяком	4	2
287	с новыми	1	1
288	вряд ли	1	1
289	речь идет	2	1
290	соответствии с	1	1
291	отношения к	1	1
292	одним из	1	1
293	также и	1	1
294	они представляют	1	1
295	в связи	3	1
296	которые были	2	1
297	и остальные	1	1
298	и этот	1	1
299	а как	4	1
300	есть не	1	1
301	к народу	1	1
302	герой который	1	1
303	если я	2	1
304	при анализе	1	1
305	что если	2	1
306	ни у	1	1
307	ответить на	1	1
308	выходит из	2	1
309	нам в	1	1
310	этом не	1	1
311	совпадает с	1	1
312	но то	1	1
313	не совсем	2	1
314	что можно	1	1
315	пребывания в	1	1
316	состоят из	1	1
317	форму но	1	1
318	так или	1	1
319	по этому	3	1
320	по линии	1	1
321	не имел	2	1
322	за это	1	1
323	и мн	1	1
324	что его	2	1
325	во всех	2	1
326	то мы	1	1
327	важно отметить	2	1
328	только тогда	2	1
329	не все	1	1
330	вступают в	2	1
331	иногда и	1	1
332	не просто	2	1
333	вышел из	1	1
334	мифом и	1	1
335	которые не	1	1
336	народа как	1	1
337	в истории	1	1
338	как говорит	1	1
339	идет о	1	1
340	трудно сказать	1	1
341	что именно	2	1
342	место где	1	1
343	что как	1	1
344	город в	1	1
345	и нет	1	1
346	однако не	1	1
347	им в	2	1
348	и где	1	1
349	дала мне	1	1
350	его к	2	1
351	и к	4	1
352	более или	1	1
353	нет здесь	1	1
354	в целом	4	1
355	формы в	2	1
356	относящихся сюда	1	1
357	до меня	1	1
358	раз в	1	1
359	по форме	5	1
360	и тот	2	1
361	он является	1	1
362	но на	1	1
363	на юг	1	1
364	есть ее	1	1
365	и если	3	1
366	тем не	2	1
367	не получается	2	1
368	к vii	1	1
369	и почему	1	1
370	которая является	1	1
371	этого вопроса	1	1
372	что нужно	2	1
373	свое время	1	1
374	чтобы в	2	1
375	бога и	1	1
376	что ни	1	1
377	на этом	3	1
378	это значит	1	1
379	по содержанию	1	1
380	как они	1	1
381	а затем	1	1
382	что все	3	1
383	связанные с	1	1
384	и может	2	1
385	этом направлении	1	1
386	то есть	2	1
387	знает что	1	1
388	того или	1	1
389	отличается тем	1	1
390	они по	1	1
391	был очень	1	1
392	в жизни	4	1
393	им самим	1	1
394	по существу	1	1
395	духа в	1	1
396	был и	1	1
397	о которых	3	1
398	эти вопросы	1	1
399	отражается в	1	1
400	чем в	1	1
401	их на	1	1
402	одно из	2	1
403	или менее	1	1
404	что создает	1	1
405	точки зрения	7	1
406	и при	1	1
407	не связан	1	1
408	можно найти	2	1
409	где мы	1	1
410	на месте	1	1
411	в котором	5	1
412	случае в	2	1
413	выступить в	1	1
414	и народ	3	1
415	не столько	2	1
416	то было	1	1
417	они уже	1	1
418	смерть это	1	1
419	что я	3	1
420	в прямом	2	1
421	на языке	1	1
422	все это	8	1
423	и более	3	1
424	того кто	1	1
425	дух который	1	1
426	связь этого	1	1
427	сам он	2	1
428	и очень	1	1
429	соединение с	2	1
430	что есть	1	1
431	если и	2	1
432	на три	1	1
433	не менее	2	1
434	а иногда	1	1
435	считает что	2	1
436	принадлежат к	1	1
437	ее с	1	1
438	к этим	2	1
439	к изучению	1	1
440	не случайно	1	1
441	день на	1	1
442	того чтобы	1	1
443	котором говорилось	1	1
444	казалось бы	1	1
445	в общих	2	1
446	отметим еще	1	1
447	можно усмотреть	2	1
448	пути и	1	1
449	к ней	4	1
450	как она	1	1
451	по своей	1	1
452	такая же	1	1
453	со своим	1	1
454	в области	6	1
455	перед ним	1	1
456	в стиле	1	1
457	вот в	1	1
458	и оно	1	1
459	нас но	1	1
460	начиная с	2	1
461	тех же	1	1
462	не встречается	2	1
463	бы он	1	1
464	на русском	1	1
465	обычно в	1	1
466	должен быть	2	1
467	вот и	1	1
468	и о	1	1
469	тому что	3	1
470	с ее	2	1
471	на нем	1	1
472	в ее	1	1
473	только при	1	1
474	как по	1	1
475	известен в	1	1
476	приводит к	1	1
477	прямом смысле	1	1
478	и когда	1	1
479	в многочисленных	1	1
480	по аналогии	1	1
481	другое в	1	1
482	здесь он	1	1
483	те же	1	1
484	ясно что	1	1
485	здесь как	1	1
486	которая была	1	1
487	напомню о	1	1
488	часто в	1	1
489	по тому	2	1
490	живого и	1	1
491	для этого	2	1
492	из приведенных	1	1
493	только у	1	1
494	по мере	1	1
495	стремление к	1	1
496	означает что	1	1
497	об этом	5	1
498	образом в	1	1
499	находится в	1	1
500	мн др	1	1
501	сказывается и	1	1
502	а по	2	1
503	каждый раз	2	1
504	приближается к	1	1
505	и здесь	3	1
506	тех кто	1	1
507	в другом	3	1
508	на вопрос	3	1
509	язык и	1	1
510	и из	1	1
511	одного из	2	1
512	все его	1	1
513	этих двух	2	1
514	это была	1	1
515	должно было	1	1
516	он его	2	1
517	этот элемент	1	1
518	к нему	4	1
519	между тем	6	1
520	вообще с	1	1
521	находит свое	3	1
522	в древнем	1	1
523	также в	1	1
524	в свете	1	1
525	а она	1	1
526	с которыми	2	1
527	это приводит	1	1
528	от которого	1	1
529	ней на	1	1
530	не как	2	1
531	мне кажется	1	1
532	менее в	1	1
533	ли он	1	1
534	или другого	1	1
535	друг друга	1	1
536	но позднее	1	1
537	из многих	1	1
538	как нечто	1	1
539	которые очень	1	1
540	поэтому и	1	1
541	сказки в	1	1
542	между этими	1	1
543	в большом	1	1
544	или сам	1	1
545	от них	2	1
546	тот или	1	1
547	сильна что	1	1
548	есть в	2	1
549	в классических	1	1
550	с двумя	1	1
551	можно установить	1	1
552	одной из	2	1
553	уже в	3	1
554	он заставляет	1	1
555	а это	1	1
556	в классической	1	1
557	примеры показывают	1	1
558	но совершенно	1	1
559	не стал	1	1
560	языка но	1	1
561	же объясняется	1	1
562	для него	3	1
563	и один	1	1
564	отношение к	4	1
565	при всей	2	1
566	и язык	1	1
567	может служить	1	1
568	как его	1	1
569	но что	1	1
570	и пр	13	1
571	но уже	1	1
572	указание на	1	1
573	для того	2	1
574	где в	1	1
575	уступает место	1	1
576	в особенности	4	1
577	его чтобы	1	1
578	на примере	1	1
579	или иначе	1	1
580	и русская	1	1
581	именно в	1	1
582	и создает	1	1
583	о своем	1	1
584	заметить что	2	1
585	он это	1	1
586	еще и	1	1
587	такое же	2	1
588	кто в	1	1
589	из таких	1	1
590	тесно связано	1	1
591	не знает	1	1
592	его как	3	1
593	и принимает	1	1
594	долгое время	1	1
595	как о	2	1
596	когда она	1	1
597	лишь только	1	1
598	на хвосте	1	1
599	несмотря на	3	1
600	для этой	1	1
601	вступает в	1	1
602	эти примеры	1	1
603	форме в	1	1
604	он говорит	4	1
605	интересно привести	1	1
606	видит в	1	1
607	отказу от	1	1
608	смысле этого	1	1
609	тому как	1	1
610	это есть	4	1
611	которые по	1	1
612	него есть	2	1
613	выше в	1	1
614	и такие	2	1
615	том смысле	2	1
616	эти указания	1	1
617	этого слова	2	1
618	на время	1	1
619	несколько слов	2	1
620	имеет много	1	1
621	о его	1	1
622	между прочим	3	1
623	с большой	1	1
624	не является	3	1
625	сильно что	1	1
626	и для	4	1
627	однако и	1	1
628	элементы в	1	1
629	причем в	1	1
630	своей собственной	1	1
631	этих трех	2	1
632	случаях это	1	1
633	к отказу	1	1
634	бы в	1	1
635	тем более	3	1
636	но зато	1	1
637	находим в	1	1
638	давно уже	1	1
639	стиль в	1	1
640	похожи на	1	1
641	здесь только	2	1
642	в свою	2	1
643	состоит из	1	1
644	этап в	2	1
645	приблизительно в	1	1
646	говорит это	1	1
647	пути к	1	1
648	к этой	2	1
649	а того	1	1
650	это в	4	1
651	см в	1	1
652	по названию	1	1
653	этой точки	1	1
654	смысле что	1	1
