N	2gram	Tiupa_Lite_1	Vladivir
108	еще не	4	4
109	но не	4	4
110	то он	2	4
111	все же	4	4
112	но в	3	4
113	на то	1	4
114	было бы	2	4
115	такой же	1	4
116	в котором	1	4
117	даже в	2	4
118	не имеет	1	4
119	в каком	1	4
120	только при	1	4
121	в дальнейшем	1	4
122	мог бы	1	4
123	никак не	1	4
124	если мы	1	4
125	а с	1	4
126	до конца	1	4
127	однако и	1	4
128	и все	1	4
129	него в	1	4
130	как это	8	4
131	если оно	2	4
132	такого рода	10	4
133	поскольку он	2	4
134	по существу	1	4
135	же как	1	3
136	на самом	1	3
137	мы имеем	1	3
138	я не	7	3
139	которое в	1	3
140	бы то	1	3
141	в чем	1	3
142	отличие от	5	3
143	за пределы	2	3
144	перед нами	1	3
145	и у	1	3
146	уже в	5	3
147	из этих	2	3
148	с их	3	3
149	в нем	2	3
150	при этом	19	3
151	в россии	2	3
152	но все	1	3
153	то ни	1	3
154	в качестве	17	3
155	это было	1	3
156	это не	4	3
157	года что	1	3
158	бытие и	1	3
159	далеко не	3	3
160	этого не	2	3
161	самого человека	1	3
162	не столько	5	3
163	в отличие	5	3
164	не в	8	3
165	что есть	1	3
166	сводится к	3	3
167	все то	1	3
168	отличается от	1	3
169	году в	1	3
170	в виду	3	3
171	с каким	1	3
172	если бы	1	3
173	к нему	1	3
174	и весьма	2	3
175	и тем	4	3
176	по этому	2	3
177	с одной	2	3
178	мы знаем	1	3
179	не так	1	3
180	всяком случае	2	3
181	и только	2	3
182	человека и	2	3
183	истина и	1	3
184	именно в	1	3
185	процесс в	1	3
186	в связи	4	3
187	одной стороны	2	3
188	как бы	7	3
189	но для	1	3
190	нельзя сказать	1	3
191	собственно говоря	1	3
192	в трактате	2	3
193	или не	1	3
194	же в	5	3
195	во всяком	3	3
196	на ступени	1	2
197	по преимуществу	4	2
198	должна быть	2	2
199	и этот	1	2
200	и за	1	2
201	есть не	1	2
202	и само	2	2
203	мы не	1	2
204	в сущности	2	2
205	на себя	2	2
206	это время	1	2
207	он был	1	2
208	он сам	1	2
209	быть в	1	2
210	нам представляется	1	2
211	что его	3	2
212	данном случае	4	2
213	могло быть	2	2
214	но как	1	2
215	в сторону	1	2
216	в настоящем	1	2
217	общего с	2	2
218	сам же	1	2
219	только то	2	2
220	в которой	1	2
221	в целом	8	2
222	так или	8	2
223	в нашем	1	2
224	а скорее	1	2
225	как с	1	2
226	же это	2	2
227	идеи и	1	2
228	не к	2	2
229	не как	4	2
230	в силу	4	2
231	и по	1	2
232	в другом	2	2
233	об этой	1	2
234	в жизни	6	2
235	в это	1	2
236	русской философии	1	2
237	с такой	1	2
238	на первый	1	2
239	в этих	1	2
240	к тем	1	2
241	в их	3	2
242	и более	1	2
243	а вот	1	2
244	тем самым	5	2
245	она не	1	2
246	на него	1	2
247	которые были	1	2
248	иметь в	1	2
249	но только	1	2
250	и всегда	1	2
251	же время	5	2
252	при всем	3	2
253	по своей	3	2
254	связи с	6	2
255	может показаться	1	2
256	вот в	1	2
257	бог и	1	2
258	и вполне	2	2
259	бы это	1	2
260	роль в	2	2
261	в мире	2	2
262	которая в	2	2
263	возможна только	1	2
264	это вполне	1	2
265	его в	3	2
266	путь к	1	2
267	одной из	1	2
268	что даже	1	2
269	в какой	1	2
270	он уже	1	2
271	который в	1	2
272	не можем	1	2
273	то и	2	2
274	в нашей	2	2
275	в начале	1	2
276	свидетельствует о	1	2
277	а то	1	2
278	то чему	1	2
279	из них	4	2
280	себе в	2	2
281	не о	1	2
282	друг друга	4	2
283	только с	1	2
284	потому и	1	2
285	как носитель	2	2
286	никогда и	1	2
287	со стороны	4	2
288	или иначе	9	2
289	не на	2	2
290	понятие о	1	2
291	есть бог	1	2
292	нет ничего	2	2
293	к своему	1	2
294	на почве	2	2
295	самого себя	3	2
296	для понимания	2	2
297	с этой	5	2
298	как например	1	2
299	при условии	1	2
300	не является	2	2
301	но такой	1	2
302	этом отношении	2	2
303	только что	1	2
304	все они	2	2
305	бы на	2	2
306	другой стороны	1	2
307	совершенно не	1	2
308	того же	2	2
309	из этого	1	2
310	с его	5	2
311	же и	3	2
312	к этой	1	2
313	ни на	1	2
314	к этому	1	2
315	говорит это	1	1
316	я и	7	1
317	как известно	1	1
318	например в	3	1
319	в сфере	3	1
320	до него	1	1
321	чтобы не	2	1
322	от самой	1	1
323	не делает	1	1
324	только потому	1	1
325	тех же	3	1
326	и есть	3	1
327	жизни по	1	1
328	свидетельствует об	1	1
329	из его	2	1
330	каком отношении	1	1
331	из ничего	1	1
332	к непосредственному	1	1
333	для своего	2	1
334	развития человечества	1	1
335	как особого	1	1
336	та же	2	1
337	говоря и	1	1
338	есть нечто	1	1
339	и самой	1	1
340	за два	1	1
341	жизни это	1	1
342	и самого	2	1
343	освобождения от	2	1
344	и нигде	1	1
345	во всех	1	1
346	сознания а	2	1
347	к которой	1	1
348	в общем	1	1
349	очевидно что	1	1
350	писатели и	1	1
351	знал и	1	1
352	и будет	1	1
353	что они	1	1
354	от ума	1	1
355	один и	1	1
356	относится к	2	1
357	как в	5	1
358	а иной	1	1
359	абсолют и	1	1
360	мира который	1	1
361	просто как	1	1
362	сознания в	12	1
363	он их	1	1
364	если брать	1	1
365	духа и	1	1
366	как таковое	1	1
367	автора и	1	1
368	еще на	1	1
369	как то	1	1
370	как некий	2	1
371	он в	1	1
372	бы не	3	1
373	в последнее	1	1
374	как он	2	1
375	так сказать	1	1
376	наш взгляд	5	1
377	в статье	1	1
378	перестает быть	4	1
379	всем своем	1	1
380	к одному	1	1
381	прочим и	1	1
382	и вот	1	1
383	в плане	1	1
384	на наш	5	1
385	различие между	2	1
386	постольку поскольку	1	1
387	избегал не	1	1
388	от других	1	1
389	этом последнем	1	1
390	для всей	2	1
391	как автор	1	1
392	что перед	1	1
393	лишь в	4	1
394	знает что	1	1
395	образом если	1	1
396	время у	1	1
397	с начала	1	1
398	из первых	1	1
399	же именно	1	1
400	само собою	1	1
401	произведение как	1	1
402	в них	1	1
403	бы само	1	1
404	и духовных	1	1
405	о невозможности	1	1
406	эту тему	1	1
407	не всегда	1	1
408	быть каким	1	1
409	жизни но	1	1
410	в один	1	1
411	со всей	1	1
412	во время	1	1
413	свое назначение	1	1
414	от своего	2	1
415	как все	2	1
416	имеет силу	1	1
417	представить себе	1	1
418	превратилась в	1	1
419	гения и	1	1
420	в которых	1	1
421	не исчерпывается	1	1
422	сама собой	1	1
423	мир и	2	1
424	ни было	1	1
425	том же	3	1
426	человеческого я	3	1
427	на всю	1	1
428	того кто	1	1
429	только материального	1	1
430	самого начала	1	1
431	одна из	3	1
432	чтобы в	1	1
433	в основе	3	1
434	было у	2	1
435	какой бы	1	1
436	во всякой	1	1
437	это еще	1	1
438	до своего	1	1
439	это мы	1	1
440	вполне адекватно	1	1
441	только из	1	1
442	в форму	1	1
443	предполагать что	1	1
444	и является	2	1
445	он достаточно	1	1
446	именно его	1	1
447	платона и	1	1
448	самой этой	1	1
449	как будто	2	1
450	владимир соловьев	1	1
451	однако для	1	1
452	всего в	3	1
453	свою личную	1	1
454	и другим	1	1
455	объекта и	2	1
456	так просто	1	1
457	подход к	1	1
458	что при	1	1
459	не единственный	1	1
460	и он	1	1
461	можно и	1	1
462	каким угодно	1	1
463	каждому из	1	1
464	с ее	1	1
465	говоря уже	2	1
466	в ее	1	1
467	последнее время	1	1
468	в себя	2	1
469	с самого	1	1
470	так в	1	1
471	вопрос что	1	1
472	и сам	6	1
473	только три	1	1
474	сознание от	1	1
475	с самим	1	1
476	слова у	1	1
477	более глубоких	1	1
478	что подобное	1	1
479	ко всеобщему	1	1
480	строго говоря	1	1
481	запада и	1	1
482	собой и	1	1
483	деятельности в	4	1
484	другой не	1	1
485	трактуется как	1	1
486	этого сознания	1	1
487	произведения как	1	1
488	на вопрос	1	1
489	при наличии	1	1
490	разумеется в	1	1
491	одного из	3	1
492	означает не	1	1
493	можно сказать	1	1
494	не позволяет	1	1
495	самому себе	1	1
496	все та	2	1
497	не выходит	1	1
498	своей абсолютной	1	1
499	а во	1	1
500	такими же	1	1
501	к истине	1	1
502	все в	1	1
503	является здесь	1	1
504	для изучения	1	1
505	не могло	2	1
506	и во	1	1
507	а потому	2	1
508	нуждается в	3	1
509	в глазах	1	1
510	во всей	1	1
511	непосредственно в	1	1
512	но собственно	1	1
513	вслед за	1	1
514	личность не	2	1
515	и всякое	1	1
516	у которого	1	1
517	и мы	1	1
518	в литературе	1	1
519	тех пор	1	1
520	с той	1	1
521	один из	3	1
522	поскольку здесь	1	1
523	не ставит	1	1
524	впрочем и	1	1
525	для нее	2	1
526	все творчество	1	1
527	место лишь	1	1
528	александр введенский	1	1
529	их не	2	1
530	данной стадии	1	1
531	году к	1	1
532	самом деле	2	1
533	человеческой личности	1	1
534	этому поводу	1	1
535	в возрасте	1	1
536	вернуться к	1	1
537	целого ряда	1	1
538	в душе	3	1
539	и других	1	1
540	мышления и	2	1
541	за ним	1	1
542	их как	1	1
543	тогда в	1	1
544	которая может	1	1
545	не для	1	1
546	от тех	2	1
547	противоположный ему	1	1
548	религиозного сознания	1	1
549	надежду на	1	1
550	при всей	3	1
551	этого он	1	1
552	он один	2	1
553	указание на	1	1
554	не обладает	2	1
555	внутреннего мира	1	1
556	о каком	1	1
557	и востока	1	1
558	представляют собой	1	1
559	принадлежит ему	1	1
560	нужно было	1	1
561	и др	3	1
562	другого и	1	1
563	выходит за	1	1
564	или иной	2	1
565	смысла жизни	1	1
566	до сих	1	1
567	если говорить	1	1
568	и прежде	3	1
569	огромного числа	1	1
570	на чем	1	1
571	во второй	1	1
572	себя и	1	1
573	резко отличается	1	1
574	что для	2	1
575	в некоторых	1	1
576	а сам	1	1
577	ниже в	1	1
578	именно так	2	1
579	личности в	1	1
580	только от	1	1
581	менее важным	2	1
582	себе уже	1	1
583	становится ясным	1	1
584	творчество в	1	1
585	его я	2	1
586	я говорю	1	1
587	в творчестве	1	1
588	в частности	15	1
589	для них	2	1
590	это работа	2	1
591	и противоположный	1	1
592	есть такое	1	1
593	существенное изменение	1	1
594	его на	1	1
595	из которых	1	1
596	не знал	1	1
597	он говорит	1	1
598	к жизни	1	1
599	но сам	1	1
600	я это	1	1
601	на эту	1	1
602	за рамки	1	1
603	эту мысль	1	1
604	в первой	1	1
605	уже об	1	1
606	исходя из	3	1
607	в состоянии	1	1
608	никем не	1	1
609	мыслится как	3	1
610	искусство с	1	1
611	и нет	2	1
612	сих пор	1	1
613	только для	1	1
614	поэтому что	1	1
615	имел в	1	1
616	ничего кроме	2	1
617	пока еще	1	1
618	и позволяет	1	1
619	процесса в	1	1
620	уже на	1	1
621	статье под	1	1
622	потому не	1	1
623	как внутреннего	1	1
624	более ранних	1	1
625	не подлежит	1	1
626	между ними	1	1
627	тот кто	1	1
628	а к	1	1
629	смерти он	1	1
630	был по	1	1
631	у них	1	1
632	на свою	1	1
633	находит свое	1	1
634	признавать за	1	1
635	но зато	1	1
636	в словесном	1	1
637	отношении к	1	1
638	нами не	1	1
639	были для	1	1
640	может и	1	1
641	из многочисленных	1	1
642	в свою	1	1
643	с ней	1	1
644	не говоря	2	1
645	только как	1	1
646	состоит из	1	1
647	элементов а	1	1
648	ко всему	2	1
649	для любого	1	1
650	в трех	1	1
651	в действительности	1	1
652	традиция и	1	1
653	жизни и	3	1
654	но эти	1	1
655	том числе	1	1
656	по поводу	2	1
657	все что	1	1
658	этой точки	3	1
659	они не	1	1
660	гораздо более	1	1
