N	2gram	Vinokur_Vv_1	Myslijsy
157	в той	7	4
158	да и	4	4
159	и все	1	4
160	в сравнении	1	4
161	слово в	1	4
162	между ними	2	4
163	только как	6	4
164	есть то	1	4
165	по поводу	1	4
166	например в	2	3
167	человека и	1	3
168	самом деле	6	3
169	на самом	1	3
170	и есть	3	3
171	в первом	5	3
172	и до	2	3
173	что эти	1	3
174	слова в	1	3
175	мы уже	1	3
176	той же	4	3
177	что между	1	3
178	ответить на	1	3
179	которое в	2	3
180	еще не	4	3
181	и на	3	3
182	то мы	1	3
183	к слову	1	3
184	тот человек	1	3
185	в действительности	1	3
186	в самом	12	3
187	все эти	3	3
188	и тот	1	3
189	на его	1	3
190	т д	37	3
191	нашего времени	2	3
192	языком и	1	3
193	на нее	2	3
194	в каждом	4	3
195	лишь в	1	3
196	но уже	2	3
197	в них	4	3
198	все равно	1	3
199	не всегда	1	3
200	с точки	2	3
201	но это	1	3
202	не от	1	3
203	в которых	6	3
204	возможно только	1	3
205	ее не	1	3
206	никогда не	3	3
207	в разных	5	3
208	же время	5	3
209	связи с	3	3
210	до того	2	3
211	должны быть	1	3
212	к тому	4	3
213	языка и	12	3
214	что у	1	3
215	в виду	4	3
216	связь между	4	3
217	вообще и	3	3
218	с ними	1	3
219	этот вопрос	4	3
220	то в	1	3
221	и так	1	3
222	уже не	5	3
223	в значении	1	3
224	слова не	1	3
225	при помощи	2	3
226	и других	3	3
227	всяком случае	3	3
228	самого слова	1	3
229	даже и	3	3
230	со стороны	12	3
231	и из	1	3
232	именно в	8	3
233	так называемых	4	3
234	все более	3	3
235	это есть	2	3
236	о человеке	1	3
237	кроме того	1	3
238	в этих	3	3
239	только что	4	3
240	давно уже	1	3
241	как искусство	2	3
242	языку и	1	2
243	наук о	1	2
244	на деле	1	2
245	отношения между	1	2
246	а как	3	2
247	как мы	9	2
248	человеческой природы	1	2
249	имеет свою	2	2
250	что иное	4	2
251	не вполне	4	2
252	в ней	3	2
253	и говорить	1	2
254	заключенных в	1	2
255	не нужно	2	2
256	заключенное в	1	2
257	иное как	5	2
258	и многие	1	2
259	нам представляется	1	2
260	в различных	2	2
261	этих случаях	2	2
262	общих чертах	1	2
263	значение и	2	2
264	к ним	1	2
265	и чем	1	2
266	и я	1	2
267	эта связь	1	2
268	что по	1	2
269	его к	2	2
270	это можно	1	2
271	так или	4	2
272	чем больше	2	2
273	из этих	5	2
274	что так	1	2
275	языкознания и	1	2
276	бы только	1	2
277	во многих	1	2
278	что она	3	2
279	как оно	3	2
280	не следует	2	2
281	идет от	1	2
282	не значит	1	2
283	состоит в	2	2
284	не как	3	2
285	отношений между	3	2
286	из него	1	2
287	подобно тому	1	2
288	значительной степени	1	2
289	наука не	1	2
290	пока мы	1	2
291	об этом	5	2
292	это было	1	2
293	она и	1	2
294	этот признак	1	2
295	говорится о	1	2
296	чем в	3	2
297	можно считать	1	2
298	но что	3	2
299	и при	2	2
300	если и	1	2
301	по тому	1	2
302	представить себе	5	2
303	как наука	2	2
304	и без	2	2
305	о языке	3	2
306	от его	1	2
307	вопрос о	8	2
308	том же	2	2
309	и вообще	3	2
310	же мы	1	2
311	тому что	2	2
312	что чем	2	2
313	и науки	2	2
314	в таких	1	2
315	самого начала	1	2
316	мысли в	1	2
317	в сущности	3	2
318	и сама	1	2
319	например что	2	2
320	мысли как	1	2
321	дело не	3	2
322	в общих	1	2
323	имеем дело	1	2
324	как она	4	2
325	и его	5	2
326	в более	2	2
327	этот образ	1	2
328	уже и	7	2
329	что на	1	2
330	в области	4	2
331	течением времени	6	2
332	у нас	2	2
333	в остальных	1	2
334	не могут	5	2
335	оно не	1	2
336	из себя	1	2
337	в греческом	1	2
338	слово которое	1	2
339	и это	6	2
340	не существует	2	2
341	в ее	11	2
342	данном случае	5	2
343	на той	1	2
344	вопрос что	2	2
345	с течением	6	2
346	на том	3	2
347	судя по	1	2
348	что может	3	2
349	можно было	7	2
350	не с	2	2
351	можно только	2	2
352	по признаку	2	2
353	пор пока	1	2
354	греческом языке	1	2
355	в самой	1	2
356	после того	2	2
357	что его	1	2
358	других языках	1	2
359	все в	1	2
360	судить о	1	2
361	когда оно	1	2
362	но нет	1	2
363	природы и	1	2
364	бы в	1	2
365	высокой степени	1	2
366	еще более	1	2
367	о единстве	1	2
368	быть и	2	2
369	один из	6	2
370	мы видим	1	2
371	тот же	1	2
372	связь и	1	2
373	что даже	2	2
374	именно на	2	2
375	и у	1	2
376	в виде	4	2
377	каким образом	1	2
378	за ним	1	2
379	что будет	1	2
380	обратить внимание	2	2
381	пока не	1	2
382	отношение к	3	2
383	что прежде	1	2
384	и даже	5	2
385	с другой	8	2
386	или иначе	4	2
387	с известным	1	2
388	на этот	4	2
389	и прежде	1	2
390	в свою	1	2
391	мысль которая	1	2
392	относящихся к	4	2
393	и др	2	2
394	превращается в	1	2
395	к науке	1	2
396	которые не	1	2
397	языка в	4	2
398	есть лишь	2	2
399	образом например	1	2
400	его содержание	1	2
401	из которых	2	2
402	по своему	5	2
403	а если	2	2
404	в течение	5	2
405	тому как	1	2
406	быть не	1	2
407	и для	4	2
408	различны но	1	2
409	чтобы понять	2	2
410	виде в	2	2
411	и как	9	2
412	мы должны	1	2
413	ни к	2	2
414	во время	1	2
415	хотя в	2	2
416	понимается как	1	2
417	не что	4	2
418	есть и	4	2
419	языка то	1	2
420	только о	2	2
421	есть наука	1	2
422	об отношении	2	2
423	точно так	2	2
424	все что	1	2
425	в своих	2	2
426	можно назвать	1	2
427	названо зародышем	1	1
428	греки и	2	1
429	вряд ли	2	1
430	можно говорить	1	1
431	также что	1	1
432	речь идет	2	1
433	одним из	5	1
434	до него	1	1
435	от научного	1	1
436	словом как	1	1
437	связана с	4	1
438	того же	3	1
439	художественных произведений	2	1
440	науки о	9	1
441	вопрос мы	1	1
442	выражается в	1	1
443	др в	1	1
444	должна быть	2	1
445	сослаться на	1	1
446	научного анализа	2	1
447	выражение не	1	1
448	в их	11	1
449	и за	1	1
450	всего того	2	1
451	очень далеко	1	1
452	бы уже	1	1
453	сказанного ясно	1	1
454	б и	1	1
455	уже более	1	1
456	развития на	1	1
457	и новые	1	1
458	немцы и	1	1
459	не была	1	1
460	характера так	1	1
461	в некотором	1	1
462	что можно	2	1
463	исследования но	1	1
464	зависимости от	1	1
465	так а	1	1
466	таковы например	1	1
467	себе что	3	1
468	дан только	1	1
469	слово не	1	1
470	без всякого	1	1
471	свою очередь	1	1
472	меньшей степени	1	1
473	в xix	1	1
474	предметом и	1	1
475	разумеется не	1	1
476	и этого	3	1
477	по этому	2	1
478	дать ему	1	1
479	науку потому	1	1
480	он сам	3	1
481	как один	1	1
482	спрашивается как	1	1
483	ответа на	2	1
484	быть в	4	1
485	история языка	2	1
486	в выше	1	1
487	в чем	4	1
488	во всех	2	1
489	только после	2	1
490	ними в	1	1
491	различия между	1	1
492	но не	7	1
493	могло быть	1	1
494	относительно поздно	1	1
495	но как	2	1
496	в новом	1	1
497	себе человека	1	1
498	отличие от	3	1
499	нет и	1	1
500	и речи	1	1
501	тесно связан	1	1
502	в выражениях	1	1
503	как чего-то	1	1
504	можно представить	2	1
505	в известном	3	1
506	систему и	1	1
507	тем больше	1	1
508	менее не	1	1
509	дает нам	1	1
510	того не	2	1
511	что нет	2	1
512	с понятием	3	1
513	и художественного	1	1
514	для которой	1	1
515	духа в	1	1
516	та же	1	1
517	меньшей мере	2	1
518	а во-вторых	2	1
519	себе содержание	1	1
520	при благоприятных	1	1
521	от действительности	2	1
522	многое в	1	1
523	объяснить себе	1	1
524	в этой	3	1
525	языка при	1	1
526	в положении	1	1
527	история искусств	1	1
528	слова было	1	1
529	только один	1	1
530	говорят о	1	1
531	имеем в	1	1
532	и те	2	1
533	если он	1	1
534	для исследования	1	1
535	этот процесс	3	1
536	вообще не	3	1
537	и стало	1	1
538	время и	1	1
539	перестает быть	1	1
540	слова а	1	1
541	одно целое	2	1
542	формы но	1	1
543	и совершенно	2	1
544	части того	1	1
545	к разным	1	1
546	путем из	1	1
547	в ушах	1	1
548	котором мы	1	1
549	поэта и	1	1
550	том чтобы	6	1
551	а вторые	1	1
552	и сам	2	1
553	свое время	2	1
554	не теряет	1	1
555	какой бы	2	1
556	одной и	2	1
557	хотя все	1	1
558	приходим к	3	1
559	совершающееся в	1	1
560	на этом	3	1
561	его можно	2	1
562	это однако	2	1
563	и наоборот	2	1
564	но все	3	1
565	как надо	1	1
566	что этот	1	1
567	языков и	2	1
568	в нечто	2	1
569	главным образом	1	1
570	значение в	2	1
571	же касается	2	1
572	в каком-нибудь	1	1
573	фактов не	1	1
574	них не	1	1
575	разница между	1	1
576	второй половины	3	1
577	входит в	2	1
578	заключается в	4	1
579	которого не	1	1
580	так историк	1	1
581	действительности в	2	1
582	он есть	1	1
583	должен был	4	1
584	науки а	4	1
585	наук относящихся	1	1
586	стоит на	1	1
587	деятельности с	1	1
588	знания и	3	1
589	показывает что	1	1
590	них это	1	1
591	во внимание	2	1
592	мы видели	2	1
593	на родном	1	1
594	строгом смысле	3	1
595	и такая	1	1
596	иным путем	1	1
597	значит не	1	1
598	существует то	1	1
599	нуждаются в	1	1
600	ее основании	1	1
601	и прямо	1	1
602	и тогда	3	1
603	и того	2	1
604	понятия и	1	1
605	не мог	2	1
606	одного и	2	1
607	перед собой	1	1
608	в эту	1	1
609	эта наука	2	1
610	от своего	1	1
611	в своей	4	1
612	эта черта	1	1
613	к истории	6	1
614	взгляд на	1	1
615	внешней формой	1	1
616	в следующем	1	1
617	в такой	1	1
618	то для	1	1
619	а от	1	1
620	к предмету	1	1
621	мы называем	2	1
622	далее в	1	1
623	от себя	3	1
624	своего рода	3	1
625	ее ни	1	1
626	и другого	1	1
627	как предмет	1	1
628	что действительно	1	1
629	и той	2	1
630	а есть	1	1
631	иначе как	1	1
632	но он	1	1
633	тесно связаны	1	1
634	собой что	1	1
635	в прямом	2	1
636	есть еще	2	1
637	для нее	1	1
638	развитие языка	1	1
639	как язык	1	1
640	себе должно	1	1
641	здесь следовательно	1	1
642	но вместо	1	1
643	в отношении	2	1
644	теми или	1	1
645	стоит в	2	1
646	к языку	1	1
647	других отношений	1	1
648	можно указать	1	1
649	деятельность есть	1	1
650	человечества и	1	1
651	что с	3	1
652	но для	1	1
653	истории и	4	1
654	как о	4	1
655	непосредственно и	1	1
656	дело в	3	1
657	по меньшей	2	1
658	ее с	1	1
659	к новым	1	1
660	к этим	1	1
661	не по	1	1
662	но вместе	2	1
663	на некоторое	1	1
664	и имеет	1	1
665	в самых	1	1
666	вытекает из	1	1
667	следовательно и	1	1
668	а для	1	1
669	о природе	7	1
670	казалось бы	2	1
671	ничего не	2	1
672	степени это	1	1
673	под этим	1	1
674	целая цепь	1	1
675	том только	1	1
676	невозможно но	2	1
677	находятся в	2	1
678	а до	1	1
679	и по-видимому	1	1
680	этих двух	1	1
681	или как	3	1
682	во всем	2	1
683	новый и	1	1
684	данных можно	1	1
685	не принадлежит	1	1
686	следует что	2	1
687	из истории	2	1
688	доступно непосредственному	1	1
689	на которой	1	1
690	только с	3	1
691	как будто	3	1
692	и сходных	1	1
693	этом отношении	3	1
694	во всеоружии	1	1
695	не потому	1	1
696	факта что	1	1
697	половины xix	3	1
698	у меня	1	1
699	к таким	1	1
700	но говорит	1	1
701	все то	1	1
702	истории не	2	1
703	в среде	1	1
704	из самого	1	1
705	сравнении с	1	1
706	наглядно представить	1	1
707	и другой	1	1
708	лежит в	2	1
709	и дух	1	1
710	указание на	1	1
711	мы по	1	1
712	по возможности	3	1
713	и евреи	1	1
714	той или	1	1
715	свое значение	2	1
716	что при	1	1
717	утверждать что	1	1
718	но независимо	1	1
719	в каждой	2	1
720	в применении	6	1
721	значения и	1	1
722	подобных случаях	1	1
723	то она	1	1
724	как не	1	1
725	но вообще	1	1
726	меня в	1	1
727	нужно сказать	1	1
728	в собственном	2	1
729	от изучения	1	1
730	языка так	1	1
731	в себя	1	1
732	с самого	1	1
733	ясно что	9	1
734	разной мере	1	1
735	дополнение к	1	1
736	в другом	3	1
737	наблюдения и	1	1
738	почему в	1	1
739	времени и	4	1
740	положение что	1	1
741	и глубины	1	1
742	заключаться в	1	1
743	к действительности	2	1
744	во второй	3	1
745	том как	1	1
746	представить в	1	1
747	это только	4	1
748	и трудно	1	1
749	то без	1	1
750	понятий что	1	1
751	содержание способно	1	1
752	требует некоторых	1	1
753	состоящий в	1	1
754	смысле и	2	1
755	теперь и	1	1
756	о ней	1	1
757	это понимание	2	1
758	что сами	1	1
759	это то	1	1
760	языка вообще	1	1
761	настоящее время	1	1
762	второй половине	2	1
763	живым и	1	1
764	а также	3	1
765	как эта	1	1
766	времени в	3	1
767	или меньшую	1	1
768	которой оно	1	1
769	искусством в	1	1
770	это в	2	1
771	ее от	2	1
772	и требует	2	1
773	языка для	1	1
774	при исследовании	1	1
775	во втором	2	1
776	определенном смысле	1	1
777	таким путем	1	1
778	а потому	3	1
779	например когда	1	1
780	в форме	2	1
781	есть действительно	2	1
782	непосредственно в	1	1
783	них в	1	1
784	наук к	1	1
785	сомнения в	1	1
786	чем первые	1	1
787	если это	2	1
788	на отдельные	1	1
789	развития но	1	1
790	что здесь	2	1
791	только совокупность	1	1
792	но с	4	1
793	уже сказано	1	1
794	обе эти	2	1
795	одной из	3	1
796	дело с	6	1
797	история литературы	2	1
798	явления в	1	1
799	словом если	1	1
800	как нечто	8	1
801	к нашему	1	1
802	самые разнообразные	1	1
803	прогресса но	1	1
804	с соответствующими	1	1
805	сложности и	1	1
806	или же	3	1
807	вопрос об	1	1
808	человеческим духом	1	1
809	пока это	1	1
810	обращенная к	2	1
811	самое содержание	1	1
812	с одной	4	1
813	в качестве	7	1
814	все науки	2	1
815	на всем	1	1
816	может выражаться	1	1
817	чтобы он	2	1
818	языка как	2	1
819	а это	1	1
820	как природа	1	1
821	же язык	1	1
822	но совершенно	1	1
823	чем сложнее	1	1
824	из них	3	1
825	но от	1	1
826	на самую	1	1
827	искусство в	1	1
828	участие в	1	1
829	человека на	1	1
830	что содержание	1	1
831	который как	1	1
832	одно из	5	1
833	совсем другое	1	1
834	разница только	1	1
835	в известной	3	1
836	течение многих	2	1
837	к человеку	1	1
838	можно с	1	1
839	при всей	1	1
840	у него	1	1
841	и никогда	1	1
842	не выходя	1	1
843	значение только	1	1
844	понятия в	2	1
845	ближайшим образом	1	1
846	же это	2	1
847	рядом с	2	1
848	были бы	1	1
849	о языкознании	1	1
850	из двух	2	1
851	нужно было	1	1
852	и обратно	4	1
853	деле есть	1	1
854	говорим о	1	1
855	если признать	1	1
856	языка или	2	1
857	эта работа	1	1
858	здесь в	1	1
859	к которому	1	1
860	с той	1	1
861	идут в	1	1
862	почвы на	1	1
863	своего собственного	1	1
864	слово но	1	1
865	прежде всего	8	1
866	одной стороны	4	1
867	может ли	1	1
868	а главное	1	1
869	но какой	1	1
870	именно так	1	1
871	кусок дерева	2	1
872	в руках	1	1
873	чтобы определить	1	1
874	в изучении	2	1
875	в подобных	1	1
876	однако не	4	1
877	взглядах на	1	1
878	в одно	1	1
879	если не	1	1
880	должна была	2	1
881	в связи	2	1
882	и об	1	1
883	к лицу	1	1
884	не исключительно	1	1
885	в частности	3	1
886	внимания к	1	1
887	что раньше	1	1
888	как это	5	1
889	в разной	2	1
890	процесс то	1	1
891	влечет за	2	1
892	надо было	2	1
893	и история	3	1
894	нечто вполне	1	1
895	да рядом	1	1
896	она есть	5	1
897	знать что	1	1
898	лицом к	1	1
899	смысле этого	8	1
900	на эту	1	1
901	в первой	1	1
902	такие явления	1	1
903	наукой в	2	1
904	это значит	1	1
905	образом язык	1	1
906	не могло	1	1
907	сплошь да	1	1
908	и какое	1	1
909	действительность в	3	1
910	заставляет нас	1	1
911	каждое из	1	1
912	самое что	2	1
913	становится возможным	1	1
914	помнить что	1	1
915	благоприятных условиях	1	1
916	все же	8	1
917	ее можно	1	1
918	наука которая	1	1
919	что могло	3	1
920	слова но	1	1
921	в с	1	1
922	эстетическое впечатление	1	1
923	изменения в	1	1
924	или в	1	1
925	том виде	3	1
926	следует представлять	1	1
927	понять что	1	1
928	о котором	8	1
929	об искусстве	4	1
930	которая в	1	1
931	в настоящее	1	1
932	слова как	2	1
933	к одной	1	1
934	слов с	1	1
935	лишь как	2	1
936	у них	1	1
937	как уже	2	1
938	или нет	1	1
939	на других	1	1
940	большую или	1	1
941	на языке	2	1
942	ее в	1	1
943	или не	1	1
944	же в	1	1
945	нас от	1	1
946	бы на	1	1
947	бы оно	1	1
948	к делу	3	1
949	отношении к	2	1
950	нам в	1	1
951	и объясняется	1	1
952	что ни	1	1
953	имеет целью	1	1
954	есть изучение	1	1
955	совершенно ошибочно	1	1
956	но если	3	1
957	другой стороны	5	1
958	состоит из	1	1
959	относящиеся к	3	1
960	общего с	1	1
961	руках в	1	1
962	мышления так	1	1
963	например и	1	1
964	в свое	2	1
965	слова таким	1	1
966	чтобы ее	1	1
967	ли они	1	1
968	жизни и	2	1
969	значило бы	1	1
970	но еще	1	1
971	увидим что	1	1
972	и эта	1	1
973	уже после	3	1
974	как на	11	1
