N	2gram	Medvedev_U_1	StatiiOP
211	входит в	1	1
212	это было	2	1
213	претензии на	1	1
214	и вы	1	1
215	далеко не	1	1
216	с тем	1	1
217	место и	1	1
218	иначе говоря	1	1
219	и обработки	1	1
220	общее правило	1	1
221	что такое	4	1
222	не столько	2	1
223	которых так	1	1
224	несомненно что	1	1
225	что было	1	1
226	доказывает что	1	1
227	речи в	1	1
228	быть не	1	1
229	подлинно научной	1	1
230	по себе	2	1
231	слово как	1	1
232	этом совсем	1	1
233	тогда когда	1	1
234	в процессе	1	1
235	того как	1	1
236	это то	1	1
237	впрочем в	1	1
238	и является	2	1
239	так то	1	1
240	и делает	1	1
241	к изучению	1	1
242	фактов и	2	1
243	данного произведения	1	1
244	не могут	2	1
245	обращение к	1	1
246	отказаться от	1	1
247	правда не	1	1
248	то ни	3	1
249	в виду	1	1
250	почему и	1	1
251	было сделать	1	1
252	только более	1	1
253	отсюда и	1	1
254	является в	2	1
255	никогда и	1	1
256	о нем	1	1
257	функция а	1	1
258	можно сказать	1	1
259	все его	1	1
260	несомненно и	1	1
261	какого-нибудь произведения	1	1
262	что только	1	1
263	тот же	1	1
264	этого материала	1	1
265	стилистический прием	1	1
266	бы ни	1	1
267	литературы в	1	1
268	уже не	1	1
269	его и	2	1
270	области в	1	1
271	наука о	1	1
272	не о	3	1
273	в период	1	1
274	и др	1	1
275	в некоторых	2	1
276	иначе в	1	1
277	до конца	1	1
278	для начала	1	1
279	именно такой	1	1
280	и литературного	1	1
281	о чем	2	1
282	него не	1	1
283	себя на	1	1
284	наукой она	1	1
285	но что	1	1
286	из которых	1	1
287	чем то	1	1
288	без труда	1	1
289	под понятие	1	1
290	в течение	1	1
291	пишет в	1	1
292	и всей	1	1
293	этом смысле	2	1
294	на форму	1	1
295	пушкин и	1	1
296	всего что	1	1
297	бы в	1	1
298	вообще в	1	1
299	конце концов	2	1
300	пришлось бы	3	1
301	впечатление которое	1	1
302	месте в	1	1
303	состоит из	1	1
304	время не	1	1
305	к этому	1	1
306	как на	1	1
