N	2gram	Bakhtin_KF_1	Problema
607	здесь вовсе	1	1
608	ли будет	1	1
609	мы видим	1	1
610	мистерий в	1	1
611	не само	1	1
612	этот человек	1	1
613	и кажется	1	1
614	в разные	1	1
615	и так	1	1
616	и единственным	1	1
617	поэтому и	1	1
618	для нее	7	1
619	в контексте	5	1
620	субъекта но	1	1
621	в живом	1	1
622	а он	1	1
623	большинстве случаев	1	1
624	к содержанию	2	1
625	ту или	1	1
626	действительного бытия	2	1
627	нуждается в	1	1
628	ведь это	1	1
629	даже к	1	1
630	значит быть	1	1
631	для меня	20	1
632	уже нет	1	1
633	не о	2	1
634	само по	1	1
635	с действительностью	1	1
636	которого все	1	1
637	и слышит	1	1
638	со всем	5	1
639	с другим	1	1
640	и др	1	1
641	не мыслится	1	1
642	но есть	2	1
643	до конца	3	1
644	предмет и	2	1
645	только по	2	1
646	этот термин	1	1
647	превращается в	1	1
648	здесь дело	1	1
649	своем месте	2	1
650	его как	5	1
651	это противопоставление	2	1
652	здесь именно	1	1
653	бы оно	2	1
654	на чем	1	1
655	не имеем	3	1
656	единичному как	1	1
657	пространства и	2	1
658	какого бы	1	1
659	остается и	1	1
660	ним как	1	1
661	где же	1	1
662	к действительности	1	1
663	есть общее	1	1
664	самого себя	1	1
665	ко всему	5	1
666	из бесконечных	1	1
667	есть тот	1	1
668	первом плане	2	1
669	слова и	1	1
670	что есть	2	1
671	мышление и	2	1
672	но для	2	1
673	за его	1	1
674	не станет	1	1
675	условии своей	1	1
676	для выражения	1	1
677	этой книги	1	1
678	не подлежит	1	1
679	мира и	4	1
680	и времени	1	1
681	в настоящее	1	1
682	но отнюдь	1	1
683	а к	1	1
684	и нераздельное	1	1
685	но совсем	1	1
686	в третьем	1	1
687	и смысл	2	1
688	нужно думать	1	1
689	они находятся	1	1
690	не дает	3	1
691	отношении к	2	1
692	за этим	1	1
693	менее в	1	1
694	становления и	1	1
695	в моем	6	1
696	между ними	1	1
697	не знает	5	1
698	со мной	4	1
699	должен иметь	1	1
700	но можно	4	1
701	не могущая	1	1
702	равно как	1	1
703	в свою	3	1
704	мало еще	1	1
705	сторона и	1	1
706	жизни а	1	1
707	он предполагает	1	1
708	бы его	1	1
709	он и	2	1
710	и фактического	1	1
711	к другим	1	1
712	путем скачка	1	1
713	разрушило бы	1	1
714	в искусстве	1	1
715	и будущего	1	1
716	по поводу	1	1
717	это в	1	1
718	всем своим	1	1
719	это понятие	1	1
720	я могу	5	1
721	человека все	1	1
722	гораздо более	1	1
