N	2gram	Trubetskoy_1	RusskieA
163	в нашем	3	2
164	в дальнейшем	2	2
165	и до	3	2
166	что она	1	2
167	в нем	3	2
168	всех этих	4	2
169	чем у	8	2
170	в силу	7	2
171	сделать из	1	2
172	в каждом	1	2
173	же не	3	2
174	главным образом	1	2
175	и с	5	2
176	к другу	2	2
177	на этой	2	2
178	в жизни	3	2
179	такой же	2	2
180	в один	2	2
181	народ и	4	2
182	далее в	1	2
183	и более	2	2
184	том же	4	2
185	для этого	7	2
186	этой работы	1	2
187	других народов	5	2
188	она не	2	2
189	русских но	1	2
190	у него	5	2
191	судя по	1	2
192	именно с	1	2
193	но даже	3	2
194	могут быть	1	2
195	сходство с	2	2
196	основаны на	3	2
197	они и	1	2
198	имеет место	2	2
199	ничего общего	3	2
200	свою очередь	2	2
201	в в	4	2
202	в более	1	2
203	что у	2	2
204	и другими	1	2
205	иногда в	1	2
206	что от	1	2
207	составные части	1	2
208	с ним	6	2
209	находится в	1	2
210	на все	5	2
211	другой характер	1	2
212	и поэтому	2	2
213	в различных	1	2
214	связь между	1	2
215	этому поводу	1	2
216	в его	5	2
217	народов европы	2	2
218	них в	2	2
219	к ней	1	2
220	не случайно	1	2
221	этот вопрос	2	2
222	в разные	1	2
223	показывают что	2	2
224	мы попытаемся	1	2
225	так что	5	2
226	борьбы с	2	2
227	этому вопросу	1	2
228	в прошлом	1	2
229	свой народ	2	2
230	не было	2	2
231	не были	1	2
232	чем в	3	2
233	себя и	2	2
234	с ней	1	2
235	и пр	1	2
236	только по	1	2
237	до конца	1	2
238	а не	1	2
239	и многие	1	2
240	стоит в	1	2
241	должна была	1	2
242	в частности	2	2
243	в равной	1	2
244	и потому	3	2
245	быть и	5	2
246	между прочим	2	2
247	между собой	4	2
248	мы видим	1	2
249	и для	6	2
250	мы должны	4	2
251	и начало	1	2
252	в своих	2	2
253	нас не	1	2
254	ту же	2	1
255	говоря о	1	1
256	и развитие	2	1
257	также и	2	1
258	же как	3	1
259	это без	1	1
260	а из	1	1
261	ассимиляция с	1	1
262	ни велика	1	1
263	самом деле	12	1
264	тех же	2	1
265	многих отношениях	1	1
266	зависимости от	1	1
267	в первом	1	1
268	из самых	1	1
269	по которым	1	1
270	что эти	2	1
271	и ее	2	1
272	оно было	1	1
273	должна быть	5	1
274	по его	2	1
275	часть его	1	1
276	приходит к	1	1
277	несколько иной	1	1
278	мы уже	4	1
279	из всех	5	1
280	самые разнообразные	1	1
281	что если	3	1
282	не приходится	1	1
283	которую мы	1	1
284	не во	1	1
285	в семье	1	1
286	вопрос о	3	1
287	на место	1	1
288	из своих	1	1
289	время от	2	1
290	имеет свою	1	1
291	этом не	1	1
292	такое положение	1	1
293	говорить о	2	1
294	чем их	2	1
295	не вполне	3	1
296	с детства	1	1
297	и говорят	1	1
298	многочисленны но	1	1
299	похожи на	1	1
300	нет но	1	1
301	направление в	1	1
302	же что	2	1
303	но основные	1	1
304	того же	9	1
305	происхождение этого	1	1
306	между народами	2	1
307	либо совсем	1	1
308	при сравнении	1	1
309	заимствования а	1	1
310	с его	1	1
311	не отличается	1	1
312	не без	2	1
313	а следовательно	1	1
314	особенно если	1	1
315	а только	1	1
316	целом ряде	3	1
317	по отношению	9	1
318	в общем	6	1
319	очевидно что	3	1
320	себе и	1	1
321	другие народы	3	1
322	отличие от	3	1
323	и свои	1	1
324	отличаются от	1	1
325	и должны	1	1
326	в истории	3	1
327	исторически и	1	1
328	что во	1	1
329	общего с	2	1
330	народа в	15	1
331	что касается	6	1
332	однако не	1	1
333	перед нами	1	1
334	целый ряд	4	1
335	с понятием	1	1
336	и наконец	3	1
337	тем же	2	1
338	увидим что	1	1
339	от этого	1	1
340	поэтому и	1	1
341	всегда был	1	1
342	очень многие	1	1
343	о степени	1	1
344	в которой	5	1
345	его следует	1	1
346	еще далеко	1	1
347	однако совершенно	1	1
348	ни одна	1	1
349	то и	2	1
350	в себе	5	1
351	сливаются в	1	1
352	тому же	6	1
353	на то	9	1
354	они возникли	1	1
355	века к	1	1
356	для народа	1	1
357	который у	1	1
358	он не	3	1
359	из непременных	2	1
360	одно целое	1	1
361	гораздо менее	2	1
362	он должен	2	1
363	не к	1	1
364	в начале	2	1
365	однако он	1	1
366	тем такие	1	1
367	были введены	1	1
368	быть потому	1	1
369	в народе	4	1
370	эта же	1	1
371	русском языке	1	1
372	а затем	2	1
373	которые уже	2	1
374	здесь мы	1	1
375	что все	5	1
376	в совершенно	3	1
377	о котором	7	1
378	те же	2	1
379	и определить	1	1
380	его в	5	1
381	всех народов	1	1
382	уже знаем	1	1
383	на почве	3	1
384	и тем	1	1
385	указаний на	1	1
386	по всему	1	1
387	на свои	1	1
388	прочим в	1	1
389	нет в	2	1
390	к своим	1	1
391	в этой	6	1
392	на основании	1	1
393	проблему которую	1	1
394	со своими	2	1
395	он и	1	1
396	мы видели	2	1
397	наука в	1	1
398	семьи и	3	1
399	в развитии	1	1
400	можно считать	1	1
401	ряде других	1	1
402	зато в	1	1
403	и того	3	1
404	смысл и	1	1
405	одного и	3	1
406	не будут	2	1
407	что между	1	1
408	но если	2	1
409	и при	6	1
410	никак не	1	1
411	таким народам	1	1
412	еще менее	1	1
413	и без	5	1
414	во времена	1	1
415	от времени	2	1
416	что до	1	1
417	что я	1	1
418	основании этих	1	1
419	весь ход	1	1
420	ее на	1	1
421	точку зрения	2	1
422	свет на	1	1
423	и эти	1	1
424	из самих	1	1
425	с такими	1	1
426	необходимо чтобы	1	1
427	сам он	1	1
428	всех их	1	1
429	от своих	1	1
430	каждого нового	1	1
431	в то	6	1
432	для каждого	1	1
433	тогда когда	3	1
434	дело в	1	1
435	что их	3	1
436	ее с	1	1
437	народов в	1	1
438	не по	1	1
439	в основе	2	1
440	но вместе	1	1
441	своих предшественников	1	1
442	зависят от	1	1
443	не раньше	1	1
444	заключалось в	1	1
445	иметь в	1	1
446	больше из	1	1
447	подошел к	1	1
448	связанными с	1	1
449	вытекает из	1	1
450	общий для	1	1
451	каждый из	3	1
452	следовательно и	1	1
453	однако такое	1	1
454	же после	1	1
455	пристальное изучение	1	1
456	степени их	1	1
457	видим что	1	1
458	их сходства	1	1
459	и его	1	1
460	к этим	1	1
461	и сама	1	1
462	можно рассматривать	1	1
463	доказать что	2	1
464	не потому	2	1
465	с другом	9	1
466	не говорить	1	1
467	в среде	2	1
468	том кто	1	1
469	и всех	1	1
470	отсюда как	1	1
471	те кто	1	1
472	должны быть	3	1
473	если же	3	1
474	для себя	2	1
475	и это	3	1
476	они должны	3	1
477	известно в	1	1
478	менее похожи	1	1
479	в виду	2	1
480	данном случае	3	1
481	только при	2	1
482	забота о	1	1
483	большей частью	1	1
484	были у	1	1
485	нами выше	1	1
486	тех случаях	1	1
487	на природу	1	1
488	то время	2	1
489	на том	2	1
490	если они	1	1
491	и сам	2	1
492	по этой	1	1
493	вопрос гласит	1	1
494	можно было	1	1
495	которые больше	1	1
496	имелись в	1	1
497	из всего	1	1
498	на путь	1	1
499	каждого из	1	1
500	и этого	1	1
501	самого понятия	1	1
502	вопрос этот	1	1
503	не имели	1	1
504	часто в	1	1
505	которого они	1	1
506	жизнь и	3	1
507	основана на	1	1
508	быть может	1	1
509	если бы	8	1
510	собой и	1	1
511	и вообще	3	1
512	стало бы	1	1
513	стремление к	1	1
514	одно это	1	1
515	свидетельствует о	1	1
516	дальнейшего развития	2	1
517	и нужно	1	1
518	в раннем	1	1
519	и та	1	1
520	но мы	1	1
521	в риме	1	1
522	что каждый	1	1
523	и просто	1	1
524	которых к	1	1
525	можно встретить	2	1
526	к нему	2	1
527	раньше чем	1	1
528	во втором	2	1
529	стоит и	1	1
530	борьбе с	1	1
531	во всей	1	1
532	кто в	1	1
533	в настоящей	1	1
534	и следовательно	1	1
535	наиболее совершенным	1	1
536	или может	1	1
537	было бы	3	1
538	не так	4	1
539	другие же	1	1
540	как из	1	1
541	на которой	1	1
542	же все	1	1
543	эту точку	1	1
544	приведенных выше	1	1
545	совсем не	1	1
546	тот же	3	1
547	что он	7	1
548	народами но	1	1
549	которых они	1	1
550	к их	1	1
551	даже если	2	1
552	очень много	3	1
553	и так	2	1
554	может признать	1	1
555	это слово	1	1
556	бы ни	1	1
557	том чтобы	2	1
558	с которыми	2	1
559	по другим	1	1
560	есть в	2	1
561	рассматриваться как	3	1
562	если стремление	1	1
563	уже в	1	1
564	или не	1	1
565	в нашей	1	1
566	же явления	1	1
567	только тогда	2	1
568	но совершенно	1	1
569	только одно	2	1
570	нас при	1	1
571	у народа	8	1
572	всяком случае	2	1
573	более как	2	1
574	может служить	3	1
575	случае не	1	1
576	заметить что	1	1
577	не могут	4	1
578	то сразу	1	1
579	от того	3	1
580	следует признать	1	1
581	не противоречит	1	1
582	их нужно	1	1
583	возможно что	1	1
584	не имеющей	1	1
585	как у	3	1
586	чем тот	1	1
587	к которому	1	1
588	еще и	1	1
589	исторического развития	2	1
590	что для	4	1
591	по тем	2	1
592	которых мы	3	1
593	на которых	1	1
594	народа а	18	1
595	в руках	1	1
596	долгое время	1	1
597	которые по	2	1
598	или с	1	1
599	которой он	1	1
600	их надо	2	1
601	могут рассматриваться	1	1
602	в одно	2	1
603	мы знаем	10	1
604	себя на	1	1
605	так называемых	1	1
606	деле это	1	1
607	вопрос можно	1	1
608	некоторые из	1	1
609	представить себе	2	1
610	в общую	1	1
611	надо было	1	1
612	поставленного выше	1	1
613	из которых	4	1
614	у славян	1	1
615	по своему	5	1
616	в данном	3	1
617	наряду с	1	1
618	находящиеся под	1	1
619	ко всему	2	1
620	друг с	9	1
621	существу совершенно	1	1
622	быть не	1	1
623	что мы	4	1
624	в так	1	1
625	но для	2	1
626	кроме того	1	1
627	рассматривать как	2	1
628	ближе к	3	1
629	случаях когда	3	1
630	к пониманию	1	1
631	много но	1	1
632	нет правда	1	1
633	при таком	2	1
634	всем этим	1	1
635	а к	2	1
636	в отдельных	2	1
637	от него	3	1
638	и все	7	1
639	или нет	1	1
640	не более	2	1
641	только с	1	1
642	зрения в	1	1
643	народа на	1	1
644	на более	2	1
645	люди которые	1	1
646	что следовательно	1	1
647	на такой	1	1
648	это все	1	1
649	между ними	2	1
650	не знает	2	1
651	в культурном	3	1
652	сказать что	1	1
653	отношению к	9	1
654	разных народов	1	1
655	славян и	1	1
656	и самих	1	1
657	и состоит	2	1
658	ли они	1	1
659	жизни и	2	1
660	в таком	4	1
661	указывают на	3	1
662	е когда	1	1
663	они не	2	1
664	можно назвать	3	1
665	как на	4	1
666	точно так	1	1
667	во всяком	2	1
668	все что	9	1
