N	2gram	Tiupa_Disk_1	Formalny
453	а в	5	1
454	а потому	1	1
455	собой по	1	1
456	только тем	1	1
457	в нашем	1	1
458	в форме	2	1
459	он пишет	1	1
460	остается и	1	1
461	в принципе	2	1
462	случае ясно	1	1
463	но все	1	1
464	не входят	1	1
465	литературы в	2	1
466	высказывания может	1	1
467	аналогичным образом	1	1
468	полнотой и	1	1
469	с той	1	1
470	это в	2	1
471	самого рассказывания	3	1
472	и событие	1	1
473	но только	1	1
474	определить как	2	1
475	вместе со	1	1
476	эстетический объект	1	1
477	при всем	1	1
478	зрения на	3	1
479	утрачивает своей	1	1
480	с миром	1	1
481	из жизни	3	1
482	той или	3	1
483	с этой	1	1
484	что человек	1	1
485	конструктивного целого	1	1
486	здесь в	2	1
487	для него	4	1
488	жанровая концепция	1	1
489	слова является	1	1
490	в середине	1	1
491	в начале	2	1
492	в себя	5	1
493	в нашей	1	1
494	для понимания	2	1
495	событие общения	1	1
496	литературной эволюции	1	1
497	и времени	1	1
498	их сочетания	1	1
499	в первый	1	1
500	не имеют	1	1
501	служебной роли	1	1
502	в подобном	1	1
503	же их	1	1
504	его жанр	1	1
505	сознания в	2	1
506	значительной степени	2	1
507	хотя и	2	1
508	не с	3	1
509	не сводится	3	1
510	одного и	2	1
511	от отца	1	1
512	сравнительно поздно	1	1
513	переход от	1	1
514	все их	1	1
515	различные формы	1	1
516	и других	1	1
517	тех или	1	1
518	обращения к	1	1
519	романного жанра	1	1
520	этом случае	1	1
521	в момент	2	1
522	одновременно с	2	1
523	жанр с	2	1
524	должны были	1	1
525	на него	1	1
526	между двумя	1	1
527	понимания и	1	1
528	существенную роль	3	1
529	противном случае	1	1
530	чаще всего	1	1
531	себе а	1	1
532	с традицией	1	1
533	событие самого	2	1
534	и при	1	1
535	языка и	2	1
536	общения в	2	1
537	то с	2	1
538	не создает	1	1
539	и литературой	2	1
540	требует от	1	1
541	и художественного	1	1
542	теории жанров	1	1
543	что его	1	1
544	языка с	2	1
545	события в	2	1
546	нашего рассмотрения	1	1
547	и составляет	3	1
548	и романа	1	1
549	такого высказывания	1	1
550	своего развития	1	1
551	одного сознания	1	1
552	своих пределах	1	1
553	быту и	1	1
554	и чем	1	1
555	в определенном	1	1
556	частности в	2	1
557	в противном	1	1
558	как таковые	1	1
559	с этим	3	1
560	и о	4	1
561	все сферы	1	1
562	к жанру	1	1
563	х годов	2	1
564	эпохи и	2	1
565	следующим образом	1	1
566	автора и	1	1
567	художественной реальности	1	1
568	герой не	1	1
569	один из	3	1
570	не должна	1	1
571	во все	1	1
572	говорит о	1	1
573	направлен на	2	1
574	до настоящего	1	1
575	в литературоведении	2	1
576	определяется не	2	1
577	тот или	2	1
578	только через	1	1
579	в контексте	1	1
580	в первом	3	1
581	со своей	1	1
582	этого понятия	1	1
583	целом и	1	1
584	чем она	1	1
585	литературы как	1	1
586	связи как	1	1
587	о чем	2	1
588	факта в	1	1
589	целое высказывание	1	1
590	поэтому они	1	1
591	и может	1	1
592	вопроса о	1	1
593	отношении к	1	1
594	ему в	2	1
595	что так	1	1
596	не удается	1	1
597	положения что	1	1
598	лежит в	1	1
599	высказывания жанр	1	1
600	с их	1	1
601	этот термин	1	1
602	даже не	1	1
603	а о	2	1
604	и социальные	1	1
605	сам по	1	1
606	одной стороны	9	1
607	пригоден для	1	1
608	слова в	2	1
609	не будет	1	1
610	не делает	1	1
611	жанра как	1	1
612	не имеющих	1	1
613	или иную	1	1
614	строгом смысле	1	1
615	этом же	1	1
616	значение в	1	1
617	именно в	3	1
618	с одной	9	1
619	к данному	2	1
620	то при	1	1
621	от целого	1	1
622	можно рассматривать	1	1
623	групп и	1	1
624	мы все	1	1
625	в творчестве	1	1
626	а его	1	1
627	от современной	1	1
628	эволюции но	1	1
629	в мире	1	1
630	не внешними	1	1
631	не совпадают	1	1
632	в одном	2	1
633	у достоевского	1	1
634	при таком	1	1
635	как известно	1	1
636	жанровые формы	1	1
637	иерархическое место	1	1
638	он не	1	1
639	формы целого	2	1
640	этого термина	2	1
641	жизненной практике	1	1
642	объективной действительности	1	1
643	отца к	1	1
644	громадное значение	1	1
645	в аналогичном	1	1
646	из того	1	1
647	взаимодействия людей	1	1
648	же касается	2	1
649	быть и	1	1
650	в построении	2	1
651	нас в	1	1
652	нечто общее	1	1
653	от своей	1	1
654	единичное высказывание	1	1
655	высказывания не	2	1
656	не состоит	1	1
657	человеческого характера	1	1
658	самого начала	1	1
659	у этих	1	1
660	на сцене	2	1
661	в работе	1	1
662	приходит в	1	1
663	по их	1	1
664	всех его	1	1
665	фабулы и	1	1
666	но отнюдь	2	1
667	мере и	1	1
668	ни к	6	1
669	видеть в	1	1
670	из сторон	1	1
671	первого и	2	1
672	время и	1	1
673	этом рассуждении	1	1
674	за ним	1	1
675	было содержанием	1	1
676	к сыну	2	1
677	и другой	1	1
678	входят в	1	1
679	высказывания с	2	1
680	и второго	2	1
681	не был	1	1
682	том числе	2	1
683	но по	1	1
684	и эти	1	1
685	общения поэтому	1	1
686	чтобы быть	1	1
687	сходятся в	1	1
688	или иного	1	1
689	и до	1	1
690	в каждой	3	1
691	в понятии	1	1
692	в современной	1	1
693	нем нет	1	1
694	жанры в	2	1
695	мы имеем	2	1
696	и то	1	1
697	с другим	1	1
698	на который	1	1
699	одного из	2	1
700	настоящего времени	1	1
701	и должно	1	1
702	действительности а	1	1
703	он говорит	1	1
704	мира в	3	1
705	так например	2	1
706	однако это	2	1
707	или даже	2	1
708	этих форм	1	1
709	себе и	1	1
710	социальной ситуации	1	1
711	здесь имеет	1	1
712	или ином	1	1
713	и делает	1	1
714	явно не	1	1
715	литературных произведений	1	1
716	том или	1	1
717	как литературный	1	1
718	с самого	1	1
719	к одному	1	1
720	и остаются	1	1
721	она могла	1	1
722	здесь же	1	1
723	и по	2	1
724	по внутренним	1	1
725	всей его	2	1
726	таком случае	1	1
727	зависит от	2	1
728	к предмету	1	1
