N	2gram	Vinokur_Ku_3	Stilisti
175	то или	2	3
176	мы в	1	3
177	и здесь	2	3
178	связь между	3	3
179	нуждается в	1	3
180	то мы	3	3
181	конечно не	2	3
182	в данной	3	3
183	не так	3	3
184	представить себе	1	3
185	в котором	2	3
186	в одном	2	3
187	но что	1	3
188	от того	5	3
189	что и	6	3
190	и эта	1	3
191	и уже	1	3
192	если не	1	3
193	ни на	2	3
194	в тех	2	3
195	этого слова	4	3
196	этом случае	4	3
197	в целом	4	3
198	высказывания и	1	3
199	как таковой	2	3
200	в начале	1	3
201	и слово	1	3
202	но для	3	3
203	тех или	1	3
204	и для	1	3
205	зависимость между	1	3
206	для нас	4	3
207	главным образом	2	3
208	язык не	2	3
209	но вот	1	3
210	между ними	1	3
211	не знает	2	3
212	сказать что	7	3
213	я и	3	2
214	также и	5	2
215	речи во	1	2
216	что эти	2	2
217	к нашей	2	2
218	и конечно	1	2
219	мы имеем	2	2
220	нуждаются в	1	2
221	вопрос о	11	2
222	ответить на	2	2
223	нам в	1	2
224	для наших	1	2
225	как не	1	2
226	значением слова	1	2
227	же слово	1	2
228	не нужно	1	2
229	между собой	1	2
230	но не	3	2
231	случай когда	2	2
232	значение и	1	2
233	только тогда	4	2
234	очевидно что	3	2
235	отношение к	3	2
236	форме и	1	2
237	как в	4	2
238	и стилистика	1	2
239	помнить что	1	2
240	тех случаях	1	2
241	целый ряд	4	2
242	как уже	1	2
243	между двумя	1	2
244	чего же	1	2
245	роль играет	1	2
246	бы и	3	2
247	ни один	1	2
248	все эти	7	2
249	чуть ли	1	2
250	бы не	3	2
251	и те	1	2
252	речи но	3	2
253	тому же	3	2
254	друг другу	1	2
255	этот процесс	1	2
256	слово это	2	2
257	уяснить себе	1	2
258	понимания и	1	2
259	по своему	2	2
260	одной и	1	2
261	связанные с	1	2
262	зрения на	3	2
263	ясно что	4	2
264	есть не	3	2
265	с этим	1	2
266	немедленно же	2	2
267	но мы	2	2
268	или группы	1	2
269	не всегда	1	2
270	в этих	2	2
271	и при	2	2
272	в своей	4	2
273	мы конечно	1	2
274	в отношении	3	2
275	в которых	3	2
276	которые в	4	2
277	важную роль	1	2
278	однако в	2	2
279	который мы	1	2
280	не должно	1	2
281	слово сказанное	1	2
282	ее с	1	2
283	в основе	1	2
284	о них	4	2
285	каждый из	1	2
286	это слово	1	2
287	был и	1	2
288	или иных	1	2
289	за ними	1	2
290	в каком	3	2
291	и несколько	1	2
292	конечно только	1	2
293	от их	1	2
294	формы слова	1	2
295	ли не	1	2
296	же такое	1	2
297	не есть	3	2
298	из всего	2	2
299	у себя	1	2
300	здесь не	2	2
301	речь есть	1	2
302	в пределах	2	2
303	в дальнейшем	2	2
304	речи то	1	2
305	не с	2	2
306	к рассмотрению	2	2
307	по своей	1	2
308	в действительной	1	2
309	и содержание	3	2
310	к нему	1	2
311	этих слов	3	2
312	в языке	7	2
313	иными словами	8	2
314	не должен	1	2
315	в него	1	2
316	как например	2	2
317	в том	22	2
318	тот же	6	2
319	одной из	1	2
320	что он	6	2
321	в какой	3	2
322	решительно ничего	3	2
323	от самых	1	2
324	это же	1	2
325	тот или	2	2
326	да еще	1	2
327	или даже	1	2
328	иной смысл	3	2
329	для него	1	2
330	заметить что	1	2
331	тем что	5	2
332	перейти к	2	2
333	а на	1	2
334	говорить и	3	2
335	собой разумеется	1	2
336	еще и	2	2
337	связано с	1	2
338	не было	4	2
339	зависит от	1	2
340	речи это	1	2
341	в связи	5	2
342	равно как	2	2
343	и потому	1	2
344	в разговоре	1	2
345	из которых	1	2
346	смысле этого	2	2
347	в первой	1	2
348	должно быть	7	2
349	материал для	2	2
350	сказать не	1	2
351	сих пор	8	2
352	но это	5	2
353	другое как	1	2
354	мы найдем	2	2
355	случаях когда	1	2
356	тем и	1	2
357	у них	1	2
358	язык который	1	2
359	или несколько	1	2
360	теперь же	1	2
361	несмотря на	1	2
362	этот вопрос	3	2
363	не говоря	2	2
364	в частности	2	2
365	к этому	1	2
366	что то	1	2
367	свою речь	1	1
368	равным образом	1	1
369	видели есть	1	1
370	но вернемся	1	1
371	смысле слова	2	1
372	ту же	1	1
373	можно говорить	10	1
374	также что	2	1
375	нашего языка	2	1
376	языка с	1	1
377	же как	1	1
378	в движение	1	1
379	чтобы не	2	1
380	нужно помнить	1	1
381	внешней форме	1	1
382	увидим ниже	1	1
383	и должны	1	1
384	стиля не	1	1
385	не иначе	1	1
386	бы к	1	1
387	не имеют	1	1
388	собственном смысле	2	1
389	в их	6	1
390	часть его	1	1
391	из всех	1	1
392	например в	1	1
393	конечно нет	1	1
394	до крайности	2	1
395	бы что	1	1
396	бы например	2	1
397	язык как	1	1
398	мы сразу	1	1
399	и стилем	1	1
400	именно к	1	1
401	доступ в	1	1
402	оба эти	1	1
403	в сущности	4	1
404	говорить о	6	1
405	грамматического изучения	1	1
406	само слово	1	1
407	я не	5	1
408	в числе	4	1
409	того же	4	1
410	который может	1	1
411	например существует	1	1
412	это возможно	1	1
413	ответа на	2	1
414	быть в	2	1
415	в чем	5	1
416	роман и	1	1
417	сомневаться что	1	1
418	но как	3	1
419	и другие	1	1
420	и стилистической	1	1
421	не то	2	1
422	в сторону	1	1
423	конечном счете	1	1
424	в общем	6	1
425	и будет	1	1
426	так язык	1	1
427	значение имеет	1	1
428	связи и	2	1
429	стал бы	1	1
430	относится к	2	1
431	всю эту	2	1
432	в собственном	1	1
433	мы обязаны	1	1
434	там где	3	1
435	более чем	2	1
436	в одной	1	1
437	и выражения	1	1
438	дает нам	2	1
439	на минуту	2	1
440	в своем	4	1
441	может обойтись	1	1
442	кроме того	2	1
443	и где	1	1
444	это отнюдь	1	1
445	процессе развития	1	1
446	и есть	5	1
447	соотношение между	1	1
448	языком который	1	1
449	когда он	2	1
450	и понимания	1	1
451	вопросом о	4	1
452	более или	2	1
453	увидим что	2	1
454	что связь	1	1
455	именно эта	1	1
456	то в	3	1
457	за собой	1	1
458	со своей	1	1
459	зависит и	1	1
460	формы в	1	1
461	возможно что	1	1
462	он в	2	1
463	из этих	5	1
464	думать что	1	1
465	рецензии и	1	1
466	имеем в	1	1
467	из общей	1	1
468	не могла	1	1
469	ему тот	1	1
470	наблюдаем в	1	1
471	все они	2	1
472	и если	2	1
473	что без	1	1
474	с ростом	1	1
475	тем не	9	1
476	а скорее	1	1
477	он не	3	1
478	данного слова	1	1
479	эту задачу	1	1
480	всех этих	1	1
481	или иному	1	1
482	с нашим	1	1
483	не как	2	1
484	в силу	6	1
485	сказал что	1	1
486	лучших представителей	1	1
487	приходим к	1	1
488	смысле как	1	1
489	на этом	2	1
490	лишь с	4	1
491	так например	1	1
492	от общего	1	1
493	форме не	1	1
494	язык вовсе	1	1
495	в основу	1	1
496	форме а	1	1
497	отрывке из	1	1
498	в другом	1	1
499	конечно в	1	1
500	и неизбежно	1	1
501	ничего удивительного	1	1
502	на протяжении	2	1
503	образом если	1	1
504	искусства в	1	1
505	языку в	3	1
506	как между	1	1
507	общественная жизнь	1	1
508	на вопросе	1	1
509	в беседе	1	1
510	за ним	1	1
511	он является	1	1
512	совокупность этих	1	1
513	с этой	3	1
514	во внимание	5	1
515	характер и	1	1
516	в плоть	1	1
517	и того	2	1
518	одного и	2	1
519	лучше всего	1	1
520	мысли что	1	1
521	вопроса об	1	1
522	или менее	2	1
523	в г	1	1
524	сама в	1	1
525	просто и	2	1
526	таким же	1	1
527	эти традиционные	1	1
528	ведь когда	1	1
529	мы приходим	1	1
530	в следующем	1	1
531	наших дней	1	1
532	это только	1	1
533	на месте	1	1
534	установка на	3	1
535	и процесс	1	1
536	одним и	2	1
537	плоть и	1	1
538	большей степени	2	1
539	оказывается что	1	1
540	мысли и	2	1
541	о языке	6	1
542	мы теперь	1	1
543	значение для	1	1
544	фраз и	1	1
545	слов то	2	1
546	нельзя было	1	1
547	строить свою	1	1
548	творчества и	1	1
549	знание этого	2	1
550	по крайней	1	1
551	речи в	7	1
552	зрения и	1	1
553	по себе	6	1
554	даже в	1	1
555	еще столь	1	1
556	раз и	2	1
557	ему как	1	1
558	если и	2	1
559	не менее	12	1
560	средством человеческого	1	1
561	в таких	2	1
562	как можно	1	1
563	она не	3	1
564	в русской	1	1
565	тогда когда	4	1
566	того как	7	1
567	так чтобы	1	1
568	здесь нас	1	1
569	этого конечно	1	1
570	только не	1	1
571	следовательно и	1	1
572	наиболее полно	1	1
573	в самой	1	1
574	именно с	1	1
575	они являются	1	1
576	того в	1	1
577	такой случай	1	1
578	возможен конечно	1	1
579	этой речи	1	1
580	всей жизни	1	1
581	убедиться в	1	1
582	бы по	1	1
583	вопрос в	2	1
584	чем ближе	1	1
585	и делает	1	1
586	группы и	1	1
587	отражается не	1	1
588	представлять себе	1	1
589	языка в	6	1
590	к таким	1	1
591	не могут	5	1
592	языке и	1	1
593	существует между	1	1
594	и другой	1	1
595	и такие	2	1
596	это конечно	2	1
597	должны быть	1	1
598	содержанием и	1	1
599	понять что	1	1
600	другими формами	1	1
601	в наши	1	1
602	как стремление	1	1
603	например на	1	1
604	было уже	1	1
605	утверждать что	1	1
606	если же	2	1
607	речь не	1	1
608	наши дни	1	1
609	что для	1	1
610	приходит к	1	1
611	не совсем	1	1
612	речи мы	1	1
613	и о	4	1
614	для индивидуального	1	1
615	говоря уже	2	1
616	без всякого	1	1
617	это еще	2	1
618	поэзии мы	1	1
619	иметь совершенно	1	1
620	которые звучат	1	1
621	культуры и	1	1
622	своим происхождением	1	1
623	мы наблюдаем	1	1
624	что однако	1	1
625	речи или	1	1
626	нам остается	1	1
627	не трудно	3	1
628	здесь как	2	1
629	когда в	2	1
630	понятно что	1	1
631	жанра в	1	1
632	для этого	6	1
633	к языку	4	1
634	будет уже	3	1
635	возникают и	1	1
636	слова а	1	1
637	может в	1	1
638	разговорной речи	2	1
639	каждый раз	1	1
640	именно потому	1	1
641	другом месте	1	1
642	на вопрос	3	1
643	столь же	4	1
644	никак не	2	1
645	и что	7	1
646	мог бы	2	1
647	и кровь	1	1
648	может не	1	1
649	ниже с	1	1
650	в конечном	1	1
651	с нашей	1	1
652	слово может	1	1
653	путь к	2	1
654	смысле не	1	1
655	между тем	4	1
656	представим себе	1	1
657	и хорошо	1	1
658	отметить что	3	1
659	внешним образом	1	1
660	крайней мере	1	1
661	не надо	1	1
662	них в	1	1
663	вслед за	1	1
664	что бы	1	1
665	быть сказано	1	1
666	языка это	1	1
667	в каких	1	1
668	на те	1	1
669	как тема	1	1
670	первое что	1	1
671	социальной среды	1	1
672	какой точки	1	1
673	с ними	1	1
674	минуту не	1	1
675	бы из	1	1
676	в вопросе	1	1
677	и действительно	3	1
678	к нашему	1	1
679	и после	1	1
680	содержанием но	1	1
681	двух точек	1	1
682	самое содержание	2	1
683	с какой	1	1
684	же и	1	1
685	не можем	1	1
686	и политической	1	1
687	своим собственным	1	1
688	в нашей	4	1
689	языка как	4	1
690	в виде	1	1
691	свидетельствует о	1	1
692	не обладают	1	1
693	вообще может	1	1
694	является не	1	1
695	здесь же	1	1
696	речь в	2	1
697	что вообще	3	1
698	при помощи	1	1
699	не стал	1	1
700	по отношению	3	1
701	тема для	1	1
702	был бы	3	1
703	понимает что	1	1
704	рост языка	1	1
705	ни в	3	1
706	могло бы	3	1
707	иначе как	1	1
708	вовсе не	5	1
709	граница между	1	1
710	не о	2	1
711	пусть даже	1	1
712	сочетание слов	1	1
713	играет в	1	1
714	уже только	1	1
715	то у	2	1
716	и экономической	1	1
717	это какой-то	1	1
718	образом не	2	1
719	превращается в	1	1
720	мы возьмем	1	1
721	и строго	1	1
722	не противоречит	1	1
723	уже совершенно	2	1
724	когда во	1	1
725	это будет	1	1
726	из приведенных	1	1
727	в особенности	2	1
728	с общим	1	1
729	свою мысль	1	1
730	со стороны	1	1
731	человеческого общения	3	1
732	до сих	8	1
733	с другой	7	1
734	за пределы	2	1
735	о грамматической	1	1
736	иметь и	2	1
737	языка можно	1	1
738	все равно	1	1
739	как же	3	1
740	такое же	1	1
741	надо думать	1	1
742	этот на	1	1
743	несколько иным	1	1
744	будет знаком	1	1
745	как часть	1	1
746	на этот	2	1
747	таких двух	1	1
748	новых слов	1	1
749	именно так	2	1
750	языка не	1	1
751	они как	1	1
752	возвращаясь к	1	1
753	о чем	2	1
754	совершенно одинаково	1	1
755	речь из	1	1
756	на эту	1	1
757	нашей точки	1	1
758	намек на	1	1
759	в речи	1	1
760	может иметь	3	1
761	именно поэтому	2	1
762	нам нужно	1	1
763	слова то	1	1
764	смысл который	3	1
765	вопросе о	2	1
766	ближе он	1	1
767	следовательно что	1	1
768	статье о	1	1
769	он будет	2	1
770	может далее	1	1
771	если язык	1	1
772	это стилистическое	1	1
773	тому как	2	1
774	как к	2	1
775	только то	3	1
776	складывается и	1	1
777	еще раз	2	1
778	именно в	3	1
779	не будем	5	1
780	слов которые	1	1
781	нужно отметить	1	1
782	как раз	4	1
783	говорить что	3	1
784	тому или	1	1
785	она должна	1	1
786	это уже	3	1
787	нашем смысле	2	1
788	не станет	1	1
789	и часто	1	1
790	указать на	2	1
791	бы говорить	1	1
792	в умении	1	1
793	разговоре но	1	1
794	что я	1	1
795	с основными	1	1
796	к внешней	1	1
797	остается тем	1	1
798	и выражений	2	1
799	само по	1	1
800	в результате	3	1
801	о котором	1	1
802	другое дело	1	1
803	же должно	1	1
804	в те	1	1
805	что в	13	1
806	речи с	1	1
807	к одной	1	1
808	говоря о	1	1
809	это так	2	1
810	собственно говоря	1	1
811	уясним себе	1	1
812	вот это	1	1
813	всякого рода	5	1
814	еще более	2	1
815	тем более	5	1
816	совпадает со	1	1
817	будто бы	1	1
818	чтобы эти	1	1
819	с другими	2	1
820	укладывается в	1	1
821	есть продукт	1	1
822	от всякого	1	1
823	то вопрос	1	1
824	нами не	1	1
825	нам не	1	1
826	а о	1	1
827	слово в	3	1
828	но если	3	1
829	удивительного что	1	1
830	цели для	1	1
831	лишь по	1	1
832	возможно лишь	1	1
833	статьи не	1	1
834	только как	4	1
835	другой стороны	3	1
836	состоит из	1	1
837	экономической жизни	1	1
838	совершенно не	5	1
839	книжный рынок	1	1
840	является и	2	1
841	в последнем	1	1
842	отношению к	2	1
843	можно привести	1	1
844	это и	3	1
845	только о	2	1
846	наряду с	1	1
847	этого события	1	1
848	же на	1	1
849	в таком	4	1
850	все что	1	1
851	и начнем	1	1
