N	2gram	Berdyaev_O_1	Problema
143	и с	2	2
144	но есть	1	2
145	все время	1	2
146	что их	1	2
147	от всех	1	2
148	а это	1	2
149	что пишет	1	2
150	но еще	1	2
151	человека а	2	2
152	в нас	1	2
153	то он	1	2
154	действующих лиц	1	2
155	мы не	1	2
156	не очень	2	2
157	а потому	1	2
158	в это	1	2
159	одно из	2	2
160	со всеми	1	2
161	он сам	4	2
162	его как	1	2
163	для него	5	2
164	особенно в	1	2
165	уже с	1	2
166	и очень	2	2
167	было до	1	2
168	есть та	1	2
169	лучше сказать	1	2
170	ли сказать	2	2
171	не имеет	2	2
172	из подполья	11	2
173	свой собственный	1	2
174	говорят о	1	2
175	ее в	2	2
176	не стоит	1	2
177	нет никакой	1	2
178	к его	1	2
179	что нет	1	2
180	ведь это	2	2
181	в сущности	1	2
182	оказывается что	1	2
183	есть их	1	2
184	о любви	2	2
185	для нашего	1	2
186	и потому	2	2
187	должно быть	2	2
188	том как	1	2
189	что для	2	2
190	но о	1	2
191	он в	2	2
192	могут быть	3	2
193	не потому	1	2
194	не могут	3	2
195	она не	1	2
196	в науке	1	2
197	с его	4	2
198	сразу же	2	2
199	о его	5	2
200	и до	1	2
201	он должен	1	2
202	это было	3	2
203	например в	1	2
204	себе что	1	2
205	и все-таки	2	2
206	особого рода	1	2
207	и заключается	1	2
208	ее внутреннее	1	1
209	от самой	1	1
210	во имя	3	1
211	природу и	1	1
212	лиц в	1	1
213	все же	2	1
214	можно и	1	1
215	ничего кроме	2	1
216	жизни человека	1	1
217	слишком много	1	1
218	в другом	2	1
219	вопрос о	10	1
220	а ведь	1	1
221	в бесах	3	1
222	жизни и	1	1
223	видно что	1	1
224	и самый	1	1
225	мир и	1	1
226	ведь этот	1	1
227	от этого	1	1
228	его с	1	1
229	было и	1	1
230	ко всему	1	1
231	вечном муже	1	1
232	тот должен	1	1
233	у которых	1	1
234	думать что	1	1
235	что сам	1	1
236	должна быть	1	1
237	могут и	1	1
238	бы он	1	1
239	и всякий	1	1
240	и больше	1	1
241	она стала	1	1
242	т е	4	1
243	ивана карамазова	7	1
244	не так	1	1
245	мир в	1	1
246	противоположностями и	1	1
247	человека с	1	1
248	от него	7	1
249	идти в	1	1
250	он за	1	1
251	до последней	1	1
252	которая была	1	1
253	все еще	2	1
254	бы и	1	1
255	вопросом о	2	1
256	огромное значение	1	1
257	причины о	1	1
258	иного но	1	1
259	всего его	1	1
260	если вы	1	1
261	и я	1	1
262	романы достоевского	1	1
263	бы даже	1	1
264	за это	1	1
265	по своей	1	1
266	и самое	1	1
267	самом начале	1	1
268	к этому	2	1
269	духа и	1	1
270	связан с	1	1
271	что человек	3	1
272	природы но	3	1
273	ничего и	2	1
274	из него	1	1
275	отношения к	1	1
276	кажется что	1	1
277	притом не	1	1
278	для целей	1	1
279	к каким	1	1
280	о которой	2	1
281	с одного	1	1
282	записках из	3	1
283	природой и	1	1
284	к ней	2	1
285	в глубине	7	1
286	было не	1	1
287	еще ничего	1	1
288	достоевский так	1	1
289	и можно	1	1
290	не с	1	1
291	есть просто	1	1
292	да неужто	1	1
293	ведь все	1	1
294	и других	1	1
295	или лучше	1	1
296	в идиоте	4	1
297	вот что	1	1
298	иван карамазов	2	1
299	всякий кто	2	1
300	уже указывали	1	1
301	и сам	1	1
302	здесь нужно	1	1
303	она должна	1	1
304	и без	1	1
305	в совершенно	1	1
306	есть одно	1	1
307	него всегда	2	1
308	понял что	1	1
309	случается не	1	1
310	ее и	1	1
311	а что	1	1
312	образ и	1	1
313	ее ни	1	1
314	лишь в	7	1
315	есть самая	1	1
316	что было	1	1
317	и чем	1	1
318	в силу	1	1
319	и от	3	1
320	всего для	1	1
321	к этой	2	1
322	тем же	1	1
323	но всегда	1	1
324	находится в	1	1
325	в одной	1	1
326	братьях карамазовых	1	1
327	он был	8	1
328	его жизни	1	1
329	под влиянием	1	1
330	но вопрос	1	1
331	знак его	1	1
332	его и	1	1
333	человек в	1	1
334	ту же	1	1
335	чего же	1	1
336	в каждом	1	1
337	со стороны	1	1
338	о версилове	1	1
339	из самых	1	1
340	в вечном	1	1
341	карамазова достоевский	1	1
342	самой природе	1	1
343	но оно	1	1
344	из всех	1	1
345	одна из	1	1
346	преступление и	1	1
347	и душа	2	1
348	в братьях	1	1
349	будто бы	1	1
350	от того	1	1
351	всего только	1	1
352	а вовсе	1	1
353	проникновение в	1	1
354	чтобы не	1	1
355	этом отношении	1	1
356	он говорит	1	1
357	в подростке	2	1
358	в россии	5	1
359	в процессе	1	1
360	у достоевского	19	1
361	почему же	1	1
362	ближе к	1	1
363	человека к	2	1
364	от человека	2	1
365	и тогда	1	1
366	уже сам	1	1
367	к человеку	9	1
368	не случайно	1	1
369	в записках	3	1
370	в человеческом	2	1
371	указать на	1	1
372	и к	2	1
373	и нет	2	1
374	начиная с	1	1
375	была бы	1	1
376	вот это-то	1	1
377	доходит до	1	1
378	кого не	1	1
379	который в	1	1
380	карамазов есть	1	1
381	в душе	2	1
382	чем и	1	1
383	подходит к	1	1
384	заключается в	1	1
385	о природе	3	1
386	мира в	1	1
387	не быть	1	1
388	не стал	1	1
389	по содержанию	1	1
390	всех тех	1	1
391	человека в	11	1
392	есть уже	1	1
393	свое исследование	1	1
394	и эта	1	1
395	мысль о	2	1
396	ни к	1	1
397	и наказание	1	1
398	это все	1	1
399	нужно считать	1	1
400	людских отношений	1	1
401	ее как	1	1
402	на примере	1	1
