N	2gram	Vygotskiy__4	DiskursI
111	жизненного опыта	1	2
112	место в	2	2
113	совпадает с	1	2
114	говорить о	1	2
115	в ней	2	2
116	мы имеем	2	2
117	установку на	2	2
118	всякий раз	1	2
119	значении этого	1	2
120	стороны и	2	2
121	как уже	4	2
122	отношения между	1	2
123	в целом	11	2
124	должна быть	2	2
125	в первую	4	2
126	с таким	3	2
127	свое время	2	2
128	подобно тому	2	2
129	является не	4	2
130	заключает в	1	2
131	одно и	6	2
132	содержит в	2	2
133	и фактической	1	2
134	и с	4	2
135	входит в	2	2
136	обоих случаях	3	2
137	который по	2	2
138	должно быть	3	2
139	такой же	2	2
140	все это	1	2
141	на первый	4	2
142	этом случае	3	2
143	в ходе	4	2
144	переходе от	2	2
145	с точки	11	2
146	их в	2	2
147	в обоих	3	2
148	никогда не	5	2
149	базируется на	1	2
150	при котором	1	2
151	что на	2	2
152	в области	4	2
153	указать на	1	2
154	для себя	1	2
155	здесь не	2	2
156	говорит об	1	2
157	в себя	1	2
158	в результате	8	2
159	ситуации и	1	2
160	первую очередь	4	2
161	между тем	9	2
162	в языке	2	2
163	что и	9	2
164	и одновременно	1	2
165	которая в	2	2
166	который не	2	2
167	слова не	3	2
168	не подлежит	3	2
169	именно в	3	2
170	с той	2	2
171	далеко не	2	2
172	не на	1	2
173	может иметь	1	2
174	вместе с	8	2
175	или по	1	2
176	о чем	1	2
177	в той	2	2
178	тому как	2	2
179	а потом	2	2
180	в свое	2	2
181	в полном	1	2
182	и для	4	2
183	ключом к	4	2
184	а в	2	2
185	другой стороны	9	2
186	что он	6	2
187	это в	2	2
188	которое возникает	1	1
189	речь идет	5	1
190	одним из	2	1
191	переходит к	1	1
192	самом деле	7	1
193	тех же	1	1
194	переход от	2	1
195	на деле	3	1
196	и есть	1	1
197	на две	1	1
198	между ним	1	1
199	но если	1	1
200	к созданию	1	1
201	первобытных людей	1	1
202	на материале	1	1
203	мы не	1	1
204	начало в	1	1
205	вопрос о	1	1
206	этом не	1	1
207	в сущности	4	1
208	на практике	1	1
209	я не	1	1
210	действительности с	1	1
211	но даже	1	1
212	ему в	1	1
213	и со	1	1
214	понятия в	8	1
215	собой в	1	1
216	же мере	1	1
217	бы то	1	1
218	в чем	3	1
219	характер и	1	1
220	во всех	1	1
221	тем как	3	1
222	как правило	1	1
223	чем это	1	1
224	мышления является	3	1
225	точка зрения	1	1
226	не то	1	1
227	друг на	5	1
228	если в	1	1
229	которая не	1	1
230	не просто	2	1
231	друг от	1	1
232	связи и	1	1
233	к опыту	1	1
234	в истории	10	1
235	обнаруживается в	1	1
236	однако не	1	1
237	совершается на	1	1
238	хотя и	1	1
239	может получить	1	1
240	себе не	1	1
241	в этот	1	1
242	то в	1	1
243	в самом	6	1
244	только то	1	1
245	в которой	3	1
246	в нашем	4	1
247	бы не	1	1
248	так в	1	1
249	второй ответ	1	1
250	и отношения	2	1
251	раз в	2	1
252	на стадии	1	1
253	но на	1	1
254	как у	1	1
255	роли в	1	1
256	к выводу	2	1
257	не имеют	3	1
258	задний план	1	1
259	так сказать	1	1
260	и только	4	1
261	и именно	1	1
262	он должен	1	1
263	к одному	6	1
264	не как	1	1
265	в силу	6	1
266	но прежде	1	1
267	одной и	5	1
268	такова например	1	1
269	на этом	3	1
270	с этой	4	1
271	не бывает	2	1
272	таким образом	25	1
273	то ни	1	1
274	мы его	2	1
275	совпадают с	1	1
276	различие между	3	1
277	по выражению	4	1
278	практически не	1	1
279	не соответствует	2	1
280	и во-вторых	1	1
281	словами самого	1	1
282	на друга	5	1
283	движется в	1	1
284	и было	1	1
285	со всей	2	1
286	различные формы	1	1
287	между различными	3	1
288	которую он	2	1
289	в центр	1	1
290	как самостоятельный	1	1
291	обобщений и	1	1
292	в такой	1	1
293	на каждом	6	1
294	дальнейшее развитие	1	1
295	в которых	1	1
296	утверждения что	1	1
297	бы мы	1	1
298	которая может	1	1
299	где на	1	1
300	в памяти	2	1
301	мышления здесь	1	1
302	и той	4	1
303	тем не	1	1
304	и более	7	1
305	и наоборот	1	1
306	том же	2	1
307	что этот	2	1
308	личного опыта	1	1
309	для нее	1	1
310	остаются на	2	1
311	же самого	2	1
312	при переходе	1	1
313	возникает в	4	1
314	вообще но	1	1
315	вплоть до	1	1
316	но они	2	1
317	в таких	1	1
318	самого начала	1	1
319	как о	1	1
320	мышления и	14	1
321	к этим	2	1
322	на него	1	1
323	в процессе	27	1
324	и всегда	1	1
325	на язык	1	1
326	ничего не	1	1
327	благодаря тому	1	1
328	в разных	1	1
329	того как	2	1
330	имеем дело	1	1
331	возникает на	2	1
332	своей природе	1	1
333	во всем	3	1
334	с достаточной	1	1
335	является по	2	1
336	однако это	1	1
337	точке зрения	1	1
338	выпадает из	1	1
339	уже о	1	1
340	возникает из	2	1
341	не могут	3	1
342	но все	1	1
343	и другой	3	1
344	отличается от	2	1
345	числе и	2	1
346	всего в	1	1
347	к тому	6	1
348	его с	1	1
349	указывает на	2	1
350	не есть	2	1
351	в переходе	1	1
352	имеет место	1	1
353	утверждать что	1	1
354	должен быть	1	1
355	представляют собой	1	1
356	приходит к	3	1
357	значении в	1	1
358	от друга	1	1
359	основе этого	2	1
360	говоря уже	1	1
361	в собственном	7	1
362	с самого	1	1
363	своем значении	1	1
364	в условиях	3	1
365	слова а	1	1
366	и сам	1	1
367	решающую роль	2	1
368	что может	1	1
369	вопрос этот	1	1
370	мы в	2	1
371	складывающиеся в	2	1
372	поэтому в	1	1
373	для этого	1	1
374	и даже	1	1
375	бывает в	1	1
376	с ним	1	1
377	о нем	1	1
378	и здесь	2	1
379	и т.д	2	1
380	всем протяжении	2	1
381	внимание на	3	1
382	никак не	2	1
383	и что	8	1
384	может не	2	1
385	нас в	3	1
386	не заключает	1	1
387	и во	3	1
388	самый процесс	1	1
389	по двум	3	1
390	тенденция развития	1	1
391	складывается из	1	1
392	на одном	2	1
393	ним и	1	1
394	в форме	1	1
395	которая и	1	1
396	слов и	1	1
397	и следовательно	1	1
398	является результатом	1	1
399	как она	1	1
400	следует однако	1	1
401	в современной	2	1
402	следует ли	1	1
403	уже сказано	4	1
404	свет и	1	1
405	не появляется	1	1
406	между вещами	1	1
407	каждом шагу	6	1
408	не идет	1	1
409	и так	1	1
410	одних и	1	1
411	согласно с	1	1
412	с которыми	1	1
413	так что	3	1
414	же и	1	1
415	свидетельствуют о	1	1
416	оказывается в	1	1
417	на всем	2	1
418	одном и	1	1
419	только на	2	1
420	и они	1	1
421	же из	1	1
422	этого понятия	3	1
423	и их	1	1
424	всяком случае	3	1
425	целом и	2	1
426	в состоянии	1	1
427	может служить	2	1
428	друг друга	4	1
429	случае не	2	1
430	человек как	1	1
431	тем что	7	1
432	в других	1	1
433	звеном между	2	1
434	уступает место	1	1
435	отношения но	1	1
436	того что	10	1
437	и тех	2	1
438	часто приходится	1	1
439	и между	6	1
440	еще и	1	1
441	между ними	4	1
442	является ни	1	1
443	близко к	1	1
444	на этот	3	1
445	и составляет	1	1
446	привычным для	1	1
447	его как	1	1
448	включается в	2	1
449	и том	1	1
450	что из	1	1
451	и слово	1	1
452	равно как	1	1
453	постепенное отмирание	1	1
454	на чем	1	1
455	как это	9	1
456	опирается на	2	1
457	из которых	1	1
458	по своему	4	1
459	для обозначения	1	1
460	своего зарождения	1	1
461	но который	1	1
462	самого себя	2	1
463	ребенка мы	3	1
464	исходя из	1	1
465	даже в	2	1
466	слова и	5	1
467	на пути	1	1
468	и от	3	1
469	речевого общения	1	1
470	время от	1	1
471	и развития	6	1
472	что касается	1	1
473	но для	2	1
474	один из	3	1
475	говорящего и	1	1
476	рассматривать как	2	1
477	при всем	1	1
478	от слова	2	1
479	ведущей роли	1	1
480	от той	2	1
481	с понятиями	2	1
482	формы и	3	1
483	а предмет	1	1
484	его не	1	1
485	своей собственной	1	1
486	когда он	3	1
487	еще более	1	1
488	т.п но	1	1
489	действительной жизни	1	1
490	ни было	1	1
491	же в	1	1
492	в равной	3	1
493	человека не	1	1
494	вытесняется из	1	1
495	в готовом	5	1
496	к самому	1	1
497	и практически	1	1
498	одной из	3	1
499	слово в	6	1
500	не говоря	1	1
501	сказать что	6	1
502	не быть	1	1
503	речи и	1	1
504	одновременно и	1	1
505	из этого	1	1
506	в какой	3	1
507	ее в	1	1
508	как слово	1	1
509	т.е в	1	1
510	дальнейшем развитии	1	1
511	нас не	1	1
512	во всяком	4	1
513	том числе	2	1
