N	2gram	Trubetskoy_1	Formalny
336	так часто	2	1
337	том и	2	1
338	чтобы в	2	1
339	и по	3	1
340	людей и	2	1
341	лишь с	1	1
342	или иных	1	1
343	это конечно	1	1
344	для всей	1	1
345	и неизбежно	1	1
346	на этой	2	1
347	заключается в	1	1
348	не умеет	1	1
349	время и	1	1
350	уже знаем	1	1
351	и тем	2	1
352	ведь в	2	1
353	материал для	1	1
354	для них	3	1
355	сами эти	2	1
356	это положение	1	1
357	она и	1	1
358	этого стремления	1	1
359	этого не	2	1
360	такой же	1	1
361	и тогда	2	1
362	роль и	1	1
363	в этих	2	1
364	пусть этот	1	1
365	все элементы	1	1
366	и культуры	1	1
367	в такой	1	1
368	в котором	2	1
369	бы к	1	1
370	из которой	1	1
371	формы так	1	1
372	не столько	1	1
373	знаем что	3	1
374	в силу	2	1
375	друг другу	2	1
376	оказывать влияние	1	1
377	превратиться в	1	1
378	зрения этой	2	1
379	и эти	1	1
380	бы о	1	1
381	возможно только	1	1
382	тому чтобы	4	1
383	для нее	2	1
384	и вся	1	1
385	тому что	2	1
386	что отдельные	1	1
387	всех их	1	1
388	самого начала	1	1
389	для каждого	1	1
390	если в	6	1
391	и сама	1	1
392	говорить о	3	1
393	духовный облик	1	1
394	конкретные формы	1	1
395	но только	1	1
396	того чтобы	8	1
397	проблема и	1	1
398	та или	1	1
399	вся его	1	1
400	и без	1	1
401	это то	1	1
402	на себя	2	1
403	возможностей и	1	1
404	между нами	1	1
405	этих последних	1	1
406	в русском	1	1
407	по своей	1	1
408	потому что	5	1
409	же он	1	1
410	движения и	1	1
411	в сознании	3	1
412	на которой	2	1
413	было не	1	1
414	только с	2	1
415	этом отношении	1	1
416	что на	1	1
417	однако это	1	1
418	если только	2	1
419	свое собственное	2	1
420	него на	1	1
421	в духе	1	1
422	не могут	4	1
423	есть только	1	1
424	могут быть	1	1
425	числе и	1	1
426	по возможности	1	1
427	что при	1	1
428	и материал	1	1
429	касается до	2	1
430	два вида	1	1
431	то естественно	1	1
432	и о	2	1
433	людей в	1	1
434	данном случае	3	1
435	только при	1	1
436	языка и	1	1
437	последнее время	2	1
438	у разных	1	1
439	если о	1	1
440	с самого	1	1
441	роль в	1	1
442	если они	2	1
443	и важность	1	1
444	что у	1	1
445	в борьбе	2	1
446	мог бы	1	1
447	и всегда	1	1
448	не должны	1	1
449	остается только	1	1
450	по сравнению	1	1
451	из одного	1	1
452	элементы этой	1	1
453	в отдельных	1	1
454	эта точка	1	1
455	в другом	3	1
456	язык и	1	1
457	наоборот это	1	1
458	его жизни	1	1
459	одного из	1	1
460	и просто	1	1
461	можно сказать	1	1
462	различны в	1	1
463	может не	3	1
464	по их	1	1
465	на отдельные	1	1
466	которая сама	1	1
467	переворот во	1	1
468	от них	1	1
469	вся эта	2	1
470	и во	3	1
471	должно было	1	1
472	окажется в	3	1
473	и ни	3	1
474	в свете	1	1
475	ведь на	1	1
476	пути к	2	1
477	к нему	2	1
478	этой единой	1	1
479	бы либо	1	1
480	от этой	2	1
481	подобных им	1	1
482	согласиться с	2	1
483	к чисто	1	1
484	в состав	1	1
485	их мнению	1	1
486	и судьбу	1	1
487	положение в	1	1
488	и действительно	1	1
489	основанный на	2	1
490	именно на	2	1
491	так что	2	1
492	для всех	6	1
493	к какому	1	1
494	в сторону	1	1
495	и исторических	1	1
496	себя в	4	1
497	борьбы с	1	1
498	же но	1	1
499	и теоретическая	1	1
500	в виде	3	1
501	о включении	1	1
502	а это	1	1
503	не вне	1	1
504	или даже	1	1
505	в данной	1	1
506	и обратно	1	1
507	из них	3	1
508	участие в	2	1
509	мы знаем	1	1
510	представить себе	2	1
511	от тех	1	1
512	так как	4	1
513	у него	2	1
514	понимали под	1	1
515	все-таки не	1	1
516	и целостности	1	1
517	но из	1	1
518	но вся	1	1
519	связан с	1	1
520	или иной	5	1
521	даже не	2	1
522	за ними	1	1
523	на ее	1	1
524	его себе	1	1
525	первый и	1	1
526	здесь дело	1	1
527	что они	3	1
528	а с	2	1
529	движения в	1	1
530	этой роли	2	1
531	о сущности	1	1
532	что не	1	1
533	что для	3	1
534	те кто	1	1
535	связано с	1	1
536	а на	1	1
537	зрения этих	1	1
538	ряд общих	1	1
539	зависит от	2	1
540	черты в	1	1
541	однако и	1	1
542	между индивидуальным	2	1
543	то по	1	1
544	для человека	1	1
545	случае лишь	1	1
546	несмотря на	3	1
547	которые будут	1	1
548	те элементы	1	1
549	к западноевропейскому	1	1
550	стоять на	2	1
551	представления о	1	1
552	данной формы	1	1
553	к его	1	1
554	из которых	5	1
555	по своему	1	1
556	вкусов и	1	1
557	ему по	2	1
558	что же	4	1
559	эти последние	1	1
560	культуре и	2	1
561	они сами	1	1
562	как явно	1	1
563	стремления к	2	1
564	или хотя	1	1
565	но даже	2	1
566	весь ход	1	1
567	поэтому что	1	1
568	между прочим	1	1
569	в противном	1	1
570	между собой	5	1
571	как какое-то	1	1
572	тех или	1	1
573	стремиться к	2	1
574	не является	1	1
575	отношениях к	1	1
576	и для	6	1
577	базируются на	1	1
578	слова но	1	1
579	не подлежит	2	1
580	или в	3	1
581	что оно	3	1
582	понять что	2	1
583	том что	9	1
584	чтобы понять	2	1
585	ее и	1	1
586	для нас	2	1
587	к постижению	1	1
588	тем более	1	1
589	не будучи	1	1
590	не должен	2	1
591	всех буржуазных	1	1
592	ценою утраты	1	1
593	ни к	7	1
594	с понятием	1	1
595	зрения в	1	1
596	его жизнь	1	1
597	разных сторон	2	1
598	от ее	1	1
599	а о	1	1
600	целое а	1	1
601	в какие	1	1
602	и глубокого	1	1
603	с ней	1	1
604	возможно лишь	4	1
605	а ее	1	1
606	совершенно не	2	1
607	о себе	1	1
608	культуры в	3	1
609	из этого	3	1
610	есть и	2	1
611	коренной переворот	1	1
612	требуют чтобы	1	1
613	для настоящего	1	1
614	себе но	1	1
615	и состоит	2	1
616	одним общим	1	1
617	этой действительности	1	1
618	ее в	2	1
619	это в	2	1
620	к этому	1	1
621	этой цели	1	1
622	том числе	1	1
623	культуры или	1	1
