N	2gram	Vygotskiy__3	Stilisti
743	не о	1	1
744	друг друга	4	1
745	у него	1	1
746	форма внутренней	1	1
747	должны будем	1	1
748	по величине	1	1
749	который служит	1	1
750	показали что	4	1
751	образом не	2	1
752	речи нет	1	1
753	к той	2	1
754	превращается в	1	1
755	предметов и	4	1
756	социальной средой	1	1
757	с общим	1	1
758	в другой	1	1
759	связан с	2	1
760	уже говорили	5	1
761	в исторической	1	1
762	до сих	1	1
763	последнем счете	1	1
764	с другой	6	1
765	из главнейших	1	1
766	разные и	1	1
767	за пределы	1	1
768	здесь в	1	1
769	все равно	1	1
770	такое же	1	1
771	его социальная	1	1
772	ничем не	1	1
773	и речевого	1	1
774	чтобы убедиться	1	1
775	на этот	2	1
776	условиях в	1	1
777	приходится иметь	1	1
778	же точно	3	1
779	и принимает	1	1
780	отношения обоих	1	1
781	процесс их	1	1
782	на эту	1	1
783	свое отражение	1	1
784	и том	2	1
785	и отношение	2	1
786	в речи	2	1
787	позволяет нам	1	1
788	утверждению что	1	1
789	ближе всего	3	1
790	тот факт	5	1
791	и одновременно	2	1
792	сравнению с	3	1
793	т.е в	1	1
794	в течение	2	1
795	мы условно	2	1
796	тому как	2	1
797	т.д в	1	1
798	которые по	1	1
799	изучения а	1	1
800	наконец мы	1	1
801	несомненностью что	1	1
802	в человеческом	1	1
803	многих других	1	1
804	деле является	1	1
805	и менее	1	1
806	не дана	1	1
807	в гораздо	1	1
808	благодаря этому	6	1
809	в основном	6	1
810	именно в	5	1
811	слов которые	1	1
812	как раз	1	1
813	противоречие и	1	1
814	тому или	2	1
815	является ли	1	1
816	процесса в	6	1
817	и часто	1	1
818	указать на	1	1
819	всего с	1	1
820	значения слова	2	1
821	и легкое	1	1
822	к внешней	2	1
823	остается тем	1	1
824	на одном	1	1
825	само по	2	1
826	в результате	3	1
827	о котором	2	1
828	это как	1	1
829	от средств	1	1
830	что в	17	1
831	речи с	1	1
832	приобретает значение	1	1
833	говоря о	1	1
834	это так	2	1
835	увидим дальше	1	1
836	речи так	1	1
837	совпадает со	2	1
838	к утверждению	1	1
839	развития речи	1	1
840	с другими	2	1
841	в словесном	1	1
842	или не	1	1
843	постоянного и	1	1
844	знака в	3	1
845	происходит ли	2	1
846	не обладает	1	1
847	недоступно для	1	1
848	участвуют в	3	1
849	но если	1	1
850	лишь по	1	1
851	может послужить	1	1
852	другой стороны	3	1
853	от всех	2	1
854	в глаза	1	1
855	развитие и	1	1
856	в последнем	1	1
857	до какой	3	1
858	отношению к	2	1
859	значение не	1	1
860	в действительности	1	1
861	общее значение	1	1
862	наряду с	3	1
863	человека к	1	1
864	которая уже	1	1
865	значение он	1	1
866	в таком	2	1
867	все что	2	1
