N	2gram	Losev_Dial_3	EvropaiC
349	только то	1	2
350	с этой	5	2
351	при условии	3	2
352	но для	2	2
353	говорить что	4	2
354	только мы	1	2
355	сильнее всего	1	2
356	это может	1	2
357	не более	1	2
358	на такой	1	2
359	не от	1	2
360	и говорить	2	2
361	между ними	1	2
362	не знает	3	2
363	возможно лишь	1	2
364	что под	1	2
365	они не	2	2
366	себя как	3	1
367	я и	2	1
368	от этой	1	1
369	говоря о	1	1
370	например в	2	1
371	все остальное	4	1
372	и понимает	1	1
373	он может	1	1
374	это и	7	1
375	основан на	1	1
376	в первом	2	1
377	из самых	3	1
378	по которым	1	1
379	исходит из	2	1
380	ведь и	1	1
381	высшей степени	1	1
382	в зависимости	2	1
383	и должен	1	1
384	в человечестве	2	1
385	той же	3	1
386	отношения к	1	1
387	а как	1	1
388	есть не	9	1
389	из всего	1	1
390	мы не	5	1
391	и тут	3	1
392	на место	1	1
393	в учении	1	1
394	время как	4	1
395	отдельных частей	1	1
396	на себя	3	1
397	я не	6	1
398	сложнее и	1	1
399	зависимости от	3	1
400	истории они	1	1
401	никакой нет	1	1
402	и самого	1	1
403	и этого	1	1
404	на них	2	1
405	иное как	6	1
406	и жизни	6	1
407	так если	1	1
408	если так	1	1
409	а из	2	1
410	всю свою	1	1
411	с его	2	1
412	не отличается	5	1
413	точками зрения	1	1
414	а следовательно	1	1
415	но тогда	11	1
416	согласиться невозможно	1	1
417	а только	1	1
418	друг на	1	1
419	себе и	1	1
420	со стороны	2	1
421	нет и	4	1
422	и свои	1	1
423	отличаются от	1	1
424	и нам	1	1
425	мира в	1	1
426	правильно и	1	1
427	если она	1	1
428	что именно	3	1
429	даже наоборот	1	1
430	выйти из	1	1
431	тут уже	1	1
432	картина должна	1	1
433	бы при	1	1
434	понимать в	1	1
435	помнить что	1	1
436	однако не	2	1
437	перед нами	3	1
438	кроме того	6	1
439	и как	8	1
440	с понятием	1	1
441	признавая их	1	1
442	утверждают что	3	1
443	есть ли	5	1
444	в этот	1	1
445	от самого	2	1
446	от чего	5	1
447	не приходится	1	1
448	во многих	1	1
449	они совершенно	1	1
450	после этого	1	1
451	раз навсегда	2	1
452	перестает быть	2	1
453	на одну	1	1
454	a и	1	1
455	и вот	2	1
456	исходит от	2	1
457	наших глазах	1	1
458	как историю	2	1
459	его можно	1	1
460	людей и	2	1
461	уже сказали	1	1
462	одно и	5	1
463	одна на	1	1
464	и наивно	1	1
465	все их	1	1
466	знает что	1	1
467	это было	3	1
468	общества в	1	1
469	или просто	1	1
470	он есть	3	1
471	надеяться на	2	1
472	и тем	2	1
473	есть всегда	5	1
474	чаще всего	2	1
475	в ином	1	1
476	только лишь	1	1
477	она и	2	1
478	но лишь	1	1
479	этого не	2	1
480	на друга	1	1
481	которой он	1	1
482	понимает в	1	1
483	этом я	1	1
484	в чистом	1	1
485	и создают	1	1
486	существу совершенно	1	1
487	в научной	1	1
488	не мог	1	1
489	лучше всего	1	1
490	и ко	1	1
491	невозможна и	1	1
492	что такое	21	1
493	нас не	1	1
494	как все	3	1
495	и помимо	1	1
496	бы к	1	1
497	то для	1	1
498	социальная среда	2	1
499	не к	1	1
500	и нужно	2	1
501	для всякого	1	1
502	строго говоря	1	1
503	и другого	1	1
504	и той	1	1
505	с историческим	1	1
506	никто и	1	1
507	но он	1	1
508	друг другу	1	1
509	по крайней	5	1
510	и эти	2	1
511	на другую	1	1
512	их в	2	1
513	в корне	1	1
514	не тем	1	1
515	чтобы это	1	1
516	как от	1	1
517	из самих	1	1
518	что этот	2	1
519	того кто	3	1
520	есть ничто	2	1
521	может мыслить	1	1
522	человека но	1	1
523	то надо	1	1
524	если их	2	1
525	надо бороться	1	1
526	в отношении	1	1
527	вещи не	1	1
528	чистом виде	1	1
529	даже гораздо	1	1
530	есть нечто	23	1
531	как о	4	1
532	не имеет	11	1
533	на котором	2	1
534	в науке	1	1
535	и притом	5	1
536	я буду	1	1
537	и сама	5	1
538	тогда и	2	1
539	иметь в	2	1
540	мы воспринимаем	3	1
541	и мало	1	1
542	может только	1	1
543	следовательно и	2	1
544	этого явления	1	1
545	и окажутся	1	1
546	не имели	1	1
547	больше чем	1	1
548	без веры	4	1
549	если эта	1	1
550	они являются	1	1
551	наиболее распространенное	1	1
552	бы все	1	1
553	к ней	1	1
554	на природу	1	1
555	и его	5	1
556	же он	2	1
557	тут только	1	1
558	ли это	1	1
559	если только	4	1
560	была всегда	1	1
561	уже о	2	1
562	этот чисто	1	1
563	есть только	12	1
564	есть признак	1	1
565	не знаем	1	1
566	да и	1	1
567	живет и	1	1
568	всегда в	1	1
569	для себя	2	1
570	всем миром	1	1
571	не забудем	2	1
572	ставит его	1	1
573	потому не	1	1
574	на нем	1	1
575	говоря уже	2	1
576	здесь не	1	1
577	не могу	1	1
578	без всякого	1	1
579	только если	1	1
580	об отношении	1	1
581	то время	4	1
582	так в	2	1
583	вопрос что	1	1
584	существовать и	1	1
585	в культуре	1	1
586	как с	2	1
587	отличаться от	2	1
588	утверждаем что	1	1
589	же всегда	1	1
590	и самому	1	1
591	ибо только	1	1
592	уверены в	1	1
593	можно только	4	1
594	основана на	1	1
595	своей собственной	1	1
596	ничего не	17	1
597	во-первых с	1	1
598	или иной	4	1
599	будет уже	1	1
600	бы себе	1	1
601	говорят что	2	1
602	мы всегда	1	1
603	и та	1	1
604	с соответствующими	1	1
605	никак не	2	1
606	что каждый	1	1
607	еще дальше	1	1
608	на точку	1	1
609	жизни он	1	1
610	ее от	2	1
611	разные типы	1	1
612	вся эта	1	1
613	на одном	1	1
614	крайней мере	5	1
615	в другой	1	1
616	не надо	3	1
617	всякого другого	5	1
618	от этих	1	1
619	у одного	1	1
620	у всех	1	1
621	на наших	1	1
622	как объяснить	2	1
623	и следовательно	2	1
624	в лучшем	1	1
625	или может	1	1
626	сверхъестественное откровение	1	1
627	но тут	1	1
628	вот тут-то	1	1
629	наконец и	1	1
630	тех пор	2	1
631	вполне очевидно	1	1
632	социальной среды	1	1
633	отдельных единиц	2	1
634	менее в	1	1
635	зрения в	2	1
636	людьми то	2	1
637	как нечто	1	1
638	те которые	1	1
639	в разные	2	1
640	этот факт	1	1
641	непрерывно и	1	1
642	тот или	2	1
643	в качестве	1	1
644	же и	2	1
645	собою все	1	1
646	уже не	5	1
647	вопроса о	1	1
648	только на	7	1
649	лишь некоторые	1	1
650	а то	1	1
651	но совершенно	2	1
652	конечно нет	1	1
653	возможности для	1	1
654	забудем что	1	1
655	школы и	1	1
656	чтобы и	1	1
657	же они	2	1
658	мы находим	1	1
659	друг друга	3	1
660	случае не	3	1
661	заметить что	1	1
662	тем что	3	1
663	допустим это	1	1
664	без внимания	1	1
665	в других	1	1
666	указание на	1	1
667	само собой	1	1
668	даже и	7	1
669	науки в	1	1
670	же еще	1	1
671	были бы	1	1
672	именно как	3	1
673	из двух	3	1
674	можно но	1	1
675	и даже	13	1
676	деле есть	1	1
677	а именно	2	1
678	эти две	3	1
679	будет ли	1	1
680	к которому	1	1
681	как же	5	1
682	еще и	2	1
683	или о	1	1
684	тут-то и	1	1
685	только к	2	1
686	одинаковой мере	3	1
687	точке зрения	1	1
688	мы утверждаем	2	1
689	и пр	6	1
690	деле если	1	1
691	на основании	2	1
692	разные стадии	1	1
693	может ли	3	1
694	а не	26	1
695	зависит от	2	1
696	веру и	2	1
697	а так	1	1
698	привилегированное положение	1	1
699	когда она	1	1
700	или с	1	1
701	он и	3	1
702	людьми и	1	1
703	то не	1	1
704	нет ничего	9	1
705	в историю	1	1
706	и встречаются	1	1
707	мало и	1	1
708	ибо это	1	1
709	в область	1	1
710	а если	3	1
711	данной эпохи	1	1
712	совершенно одинаковой	1	1
713	могут быть	2	1
714	только субъективная	1	1
715	других областях	1	1
716	из отдельных	1	1
717	мыслится как	1	1
718	быть не	2	1
719	такие крайние	1	1
720	оба они	1	1
721	лучшем случае	1	1
722	этой стороны	1	1
723	и таким	1	1
724	в который	2	1
725	же самое	1	1
726	на свои	3	1
727	понятий и	1	1
728	эти ценности	1	1
729	она должна	2	1
730	всего в	1	1
731	частей и	1	1
732	и часто	1	1
733	итак если	3	1
734	не имея	1	1
735	тогда не	2	1
736	есть одно	1	1
737	мы только	1	1
738	а все	1	1
739	можем увидеть	1	1
740	обмана и	1	1
741	но когда	1	1
742	лишь как	2	1
743	или нет	5	1
744	в одинаковой	2	1
745	ноги и	2	1
746	и обыкновенно	1	1
747	или не	5	1
748	жизнь все	1	1
749	есть продукт	1	1
750	основе их	1	1
751	если все	1	1
752	россии в	1	1
753	это все	1	1
754	не говоря	2	1
755	же будет	1	1
756	сказать что	4	1
757	определяет собою	1	1
758	была бы	3	1
759	лишь тогда	1	1
760	у людей	1	1
761	что ни	1	1
762	самое что	1	1
763	всем этом	1	1
764	но еще	2	1
765	а может	1	1
766	своих частей	2	1
767	ее в	2	1
768	в своих	2	1
769	и эта	1	1
770	с такой	1	1
771	точно так	2	1
