N	2gram	Bakhtin_Fr_6	KFilosof
541	нечто подобное	1	1
542	здесь вовсе	1	1
543	одного и	2	1
544	не существует	1	1
545	не подлежит	1	1
546	или в	6	1
547	имеет дело	1	1
548	такие которые	1	1
549	в индивидуальном	2	1
550	а к	1	1
551	но где	1	1
552	в эту	2	1
553	в третьем	3	1
554	и оформление	1	1
555	все они	2	1
556	за этим	1	1
557	но оно	3	1
558	границу между	1	1
559	что форма	1	1
560	между ними	3	1
561	средние века	4	1
562	того же	4	1
563	день и	1	1
564	жизни а	1	1
565	для героя	1	1
566	первом случае	3	1
567	бы его	1	1
568	и землю	1	1
569	но эти	1	1
570	в искусстве	3	1
571	пространстве и	1	1
572	по поводу	1	1
573	это в	1	1
574	все что	4	1
575	они не	3	1
