N	2gram	Bakhtin_sl_1	Psycholo
297	творчества в	1	2
298	слова в	8	2
299	в одном	2	2
300	вовсе не	7	2
301	в состоянии	1	2
302	с этими	2	2
303	отношение к	7	2
304	к ним	1	2
305	но что	1	2
306	каждый из	1	2
307	в других	3	2
308	исходят из	1	2
309	этом как	1	2
310	а с	2	2
311	не было	3	2
312	не на	5	2
313	в руках	1	2
314	там где	4	2
315	на который	1	2
316	вместе с	1	2
317	в практике	1	2
318	его жизни	1	2
319	есть как	3	2
320	но это	1	2
321	тому или	1	2
322	форм и	3	2
323	и часто	4	2
324	ему только	1	2
325	для нас	2	2
326	это может	1	2
327	у них	2	2
328	интерес к	2	2
329	тем более	1	2
330	первый раз	1	2
331	в романе	21	2
332	другой стороны	4	2
333	состоит из	1	2
334	на этот	1	2
335	или иного	2	2
336	в свое	3	2
337	ли он	4	2
338	и от	4	2
339	все что	1	2
340	этой точки	1	2
341	а между	2	1
342	смысле слова	2	1
343	только он	1	1
344	как известно	1	1
345	от этой	2	1
346	героев и	1	1
347	одним из	4	1
348	чтобы не	1	1
349	сводится именно	1	1
350	которого в	1	1
351	жил в	1	1
352	совершенно новый	1	1
353	поэтической речи	1	1
354	он может	2	1
355	словами и	1	1
356	или к	3	1
357	оказываются в	1	1
358	п так	1	1
359	далее и	1	1
360	в первом	3	1
361	к другому	1	1
362	его же	3	1
363	по преимуществу	4	1
364	почти всегда	3	1
365	и самое	2	1
366	в зависимости	3	1
367	и связанное	1	1
368	тридевять земель	1	1
369	в несколько	1	1
370	а как	2	1
371	смотреть на	1	1
372	и ничего	1	1
373	с введением	1	1
374	что между	1	1
375	что уже	1	1
376	различных его	1	1
377	совсем иное	1	1
378	роман в	2	1
379	поэтическом образе	1	1
380	мы и	2	1
381	и со	1	1
382	и заставляет	2	1
383	зависимости от	3	1
384	на другом	1	1
385	которые он	1	1
386	время в	1	1
387	и формы	4	1
388	бы мы	1	1
389	рассказ не	1	1
390	его так	1	1
391	одним словом	2	1
392	с одной	4	1
393	могло быть	1	1
394	есть своя	1	1
395	и нуждается	1	1
396	что важнейшие	1	1
397	иногда и	1	1
398	или иное	1	1
399	за пределы	4	1
400	связи и	1	1
401	в истории	3	1
402	его на	1	1
403	ответ в	1	1
404	данный момент	4	1
405	что как	1	1
406	кроме того	4	1
407	и где	1	1
408	как систему	1	1
409	сознания в	1	1
410	сущности имеет	1	1
411	как социальное	1	1
412	его к	1	1
413	более или	3	1
414	вносит в	2	1
415	то в	2	1
416	где все	1	1
417	говорит не	1	1
418	уже не	2	1
419	себе как	1	1
420	у каждого	2	1
421	из этих	3	1
422	поэт в	1	1
423	близости к	1	1
424	в большинстве	10	1
425	речи но	2	1
426	нами в	2	1
427	только один	1	1
428	они встречаются	1	1
429	не могла	2	1
430	это его	1	1
431	вследствие этого	1	1
432	как чисто	1	1
433	то глубокое	1	1
434	вообще не	3	1
435	весь свой	1	1
436	противном случае	1	1
437	как оно	3	1
438	произведения она	1	1
439	за тридевять	1	1
440	он должен	1	1
441	это искусственное	1	1
442	и если	1	1
443	оно должно	1	1
444	именно к	1	1
445	нашего времени	1	1
446	свое время	1	1
447	в плане	6	1
448	всех своих	2	1
449	людей и	1	1
450	одному и	2	1
451	в нее	1	1
452	одно и	2	1
453	в основу	1	1
454	совпадают с	1	1
455	чужом языке	7	1
456	же не	1	1
457	и различного	1	1
458	различие между	1	1
459	другом случае	2	1
460	в другом	2	1
461	его не	1	1
462	на ту	2	1
463	его в	3	1
464	те или	3	1
465	земель от	1	1
466	подходит к	1	1
467	поэтическая и	1	1
468	произведения от	1	1
469	на почве	4	1
470	и дает	1	1
471	но именно	4	1
472	между отдельными	1	1
473	только одно	1	1
474	вводит в	1	1
475	и определяет	1	1
476	и уже	1	1
477	всегда и	1	1
478	он и	1	1
479	и вне	1	1
480	мы видели	1	1
481	жизни но	2	1
482	внести в	1	1
483	чем в	1	1
484	и было	1	1
485	форма и	1	1
486	должно быть	2	1
487	и того	1	1
488	об особом	1	1
489	в эту	2	1
490	но если	1	1
491	привело к	1	1
492	в переводе	1	1
493	таким же	1	1
494	самого поэта	2	1
495	это ощущение	1	1
496	наших дней	1	1
497	в котором	2	1
498	что всякий	1	1
499	его форму	1	1
500	не столько	1	1
501	выходит за	3	1
502	в отличие	1	1
503	от его	3	1
504	из области	1	1
505	сам же	1	1
506	от поэтического	1	1
507	эпиграфом к	1	1
508	мир и	1	1
509	совершенно разные	1	1
510	свет на	1	1
511	он к	1	1
512	по крайней	1	1
513	есть еще	1	1
514	однако в	1	1
515	в устах	1	1
516	зрения и	2	1
517	участвует в	1	1
518	произведения это	1	1
519	с теми	1	1
520	самого начала	1	1
521	и проч	2	1
522	дело не	2	1
523	эти формы	1	1
524	обнаружить в	1	1
525	на котором	1	1
526	дело в	1	1
527	одна из	2	1
528	и вместо	1	1
529	предметы и	1	1
530	мы все	2	1
531	только не	1	1
532	все свои	2	1
533	как два	1	1
534	возможно и	1	1
535	на язык	2	1
536	в разных	3	1
537	в качестве	3	1
538	оно станет	1	1
539	поэтическое произведение	1	1
540	к системе	3	1
541	здесь на	1	1
542	показывает как	1	1
543	почти исключительно	1	1
544	п в	1	1
545	же он	1	1
546	имеет два	1	1
547	связи с	2	1
548	так называемый	1	1
549	с другом	2	1
550	точке зрения	2	1
551	все то	1	1
552	возникает из	2	1
553	такая точка	1	1
554	взглянуть на	1	1
555	поэтический стиль	1	1
556	к риторике	1	1
557	языке и	2	1
558	иногда даже	1	1
559	и другим	2	1
560	этого и	1	1
561	другими формами	1	1
562	не есть	2	1
563	поэт не	1	1
564	он никогда	1	1
565	должен быть	1	1
566	поэтому эта	1	1
567	как мы	8	1
568	и о	2	1
569	к такому	1	1
570	и единственный	3	1
571	перед необходимостью	1	1
572	характер и	1	1
573	эту социальную	1	1
574	в себя	1	1
575	с самого	1	1
576	культуры и	1	1
577	приводит к	1	1
578	и может	3	1
579	формы на	1	1
580	на чужом	8	1
581	эту сложную	1	1
582	по аналогии	1	1
583	не с	2	1
584	здесь как	1	1
585	и широкое	1	1
586	часто в	1	1
587	могла быть	1	1
588	слова которые	1	1
589	является в	1	1
590	совершенно невозможно	1	1
591	как у	1	1
592	смысле и	1	1
593	все дело	1	1
594	становится здесь	1	1
595	о нем	4	1
596	в действительной	1	1
597	и ничем	1	1
598	исследования и	1	1
599	художника в	1	1
600	можно сказать	2	1
601	все его	4	1
602	поэтического жанра	2	1
603	аналогии с	1	1
604	и во	3	1
605	в эстетической	1	1
606	слова где	1	1
607	или иные	3	1
608	что поэт	1	1
609	переходит в	3	1
610	эти два	1	1
611	только такие	1	1
612	крайней мере	1	1
613	и она	1	1
614	раз на	1	1
615	заложены в	1	1
616	где не	1	1
617	в двух	1	1
618	с ними	3	1
619	языка на	3	1
620	явления в	1	1
621	бы из	1	1
622	он совершенно	1	1
623	всю его	2	1
624	со всеми	1	1
625	процессы так	1	1
626	какой степени	1	1
627	где они	2	1
628	до наших	1	1
629	анализы и	1	1
630	чем его	1	1
631	же и	2	1
632	лица которые	1	1
633	конечно не	3	1
634	поэтому его	1	1
635	как более	2	1
636	от других	2	1
637	не дает	1	1
638	его и	3	1
639	момент своего	1	1
640	был бы	2	1
641	для него	3	1
642	и художественно	1	1
643	прежде всего	8	1
644	произведения и	2	1
645	у нее	1	1
646	эти понятия	1	1
647	только с	1	1
648	случае не	1	1
649	свое выражение	2	1
650	не просто	1	1
651	к той	1	1
652	п не	1	1
653	с общим	1	1
654	в другой	2	1
655	со стороны	1	1
656	между которыми	1	1
657	приходится брать	1	1
658	и ему	1	1
659	формах при	1	1
660	именно в	3	1
661	их от	1	1
662	и прежде	1	1
663	процессе творчества	1	1
664	один и	1	1
665	системы и	2	1
666	себя и	1	1
667	смысла и	3	1
668	индивидуального сознания	1	1
669	он только	1	1
670	ничем не	1	1
671	которое по	1	1
672	основных форм	1	1
673	жизнь в	2	1
674	его по	1	1
675	основных и	2	1
676	на эту	1	1
677	стиль и	1	1
678	с которым	2	1
679	что мы	1	1
680	он по	1	1
681	поэта в	2	1
682	совершенно иное	1	1
683	с помощью	1	1
684	этот рассказ	1	1
685	языке с	1	1
686	прямо сказать	1	1
687	ко всем	1	1
688	из его	1	1
689	нужно отнести	1	1
690	два смысла	1	1
691	одной стороны	4	1
692	в той	10	1
693	такого рода	2	1
694	во все	1	1
695	и там	3	1
696	или менее	3	1
697	высказываний и	1	1
698	вокруг себя	1	1
699	для понимания	2	1
700	друг с	2	1
701	и философии	1	1
702	быть не	1	1
703	этого слова	1	1
704	этом случае	2	1
705	всякое слово	1	1
706	и нет	1	1
707	принцип в	1	1
708	нет ничего	1	1
709	новые и	1	1
710	входящее в	1	1
711	в первые	1	1
712	в противном	1	1
713	в более	1	1
714	от действительного	1	1
715	потому не	1	1
716	или в	8	1
717	и другими	1	1
718	узком смысле	10	1
719	в результате	3	1
720	не встречается	1	1
721	от него	1	1
722	бы в	1	1
723	эти особенности	1	1
724	и наконец	4	1
725	ни было	2	1
726	быть отнесены	1	1
727	лежит в	4	1
728	от всякого	2	1
729	слово в	10	1
730	между ними	2	1
731	и эта	2	1
732	от своего	1	1
733	речи и	1	1
734	которым он	1	1
735	встречается с	1	1
736	от поэзии	1	1
737	первом случае	2	1
738	он создает	1	1
739	свои собственные	2	1
740	в виде	2	1
741	и другие	1	1
742	помощью которых	1	1
743	вещи и	1	1
744	к этому	2	1
745	они не	1	1
