N	2gram	Propp_Isto_4	Hudozhes
278	и стало	1	1
279	рассмотрение этого	1	1
280	могло быть	1	1
281	то он	1	1
282	к которой	1	1
283	этого мотива	3	1
284	к богу	1	1
285	а он	1	1
286	иногда и	2	1
287	каждый вечер	1	1
288	себе и	1	1
289	в наиболее	1	1
290	не просто	4	1
291	или иное	1	1
292	была большая	1	1
293	не видно	2	1
294	в одной	3	1
295	показать что	1	1
296	как к	1	1
297	противоречие в	1	1
298	хотя и	2	1
299	когда он	6	1
300	но для	2	1
301	его к	3	1
302	это просто	1	1
303	имеет в	1	1
304	и говорит	1	1
305	оттого что	1	1
306	представляет собой	2	1
307	он в	4	1
308	все эти	3	1
309	купца и	1	1
310	нами в	1	1
311	батюшка у	1	1
312	и тот	2	1
313	ничего и	1	1
314	ее как	1	1
315	в жертву	1	1
316	жизнью и	1	1
317	к миру	1	1
318	он все	1	1
319	же это	2	1
320	в силу	5	1
321	уже говорилось	1	1
322	том чтобы	1	1
323	содержит в	2	1
324	их в	7	1
325	на земле	3	1
326	так часто	1	1
327	же становится	1	1
328	дом и	1	1
329	людей и	1	1
330	каждое утро	1	1
331	к такого	1	1
332	него было	1	1
333	не должно	1	1
334	но все	5	1
335	не следует	1	1
336	здесь мы	2	1
337	а когда	2	1
338	этом он	1	1
339	им как	1	1
340	а его	1	1
341	и других	3	1
342	дома и	1	1
343	по ночам	3	1
344	с неба	1	1
345	то все	1	1
346	как вдруг	1	1
347	героя от	1	1
348	и деревья	1	1
349	и тем	2	1
350	даже в	4	1
351	где-нибудь на	1	1
352	бы уже	1	1
353	который по	1	1
354	служит в	1	1
355	быть только	1	1
356	она и	1	1
357	силы в	1	1
358	в самую	2	1
359	берет на	1	1
360	этого персонажа	1	1
361	толстым в	1	1
362	этого не	2	1
363	не всегда	6	1
364	которой он	2	1
365	он и	1	1
366	для чего	1	1
367	легче всего	1	1
368	и такая	1	1
369	в приложении	1	1
370	не мог	3	1
371	в саду	1	1
372	во время	7	1
373	его человеческого	1	1
374	и при	3	1
375	таким же	6	1
376	привязанность к	1	1
377	и смерть	1	1
378	то для	1	1
379	человеком и	2	1
380	на свою	1	1
381	а потом	1	1
382	и животным	3	1
383	как символ	1	1
384	знаем что	7	1
385	от его	1	1
386	образом и	1	1
387	но он	4	1
388	не умерла	1	1
389	что всю	1	1
390	видно что	1	1
391	и более	3	1
392	этих и	1	1
393	он увидел	1	1
394	не любит	1	1
395	случае мы	2	1
396	нас к	7	1
397	с миром	3	1
398	и другое	1	1
399	то чего	3	1
400	не берет	1	1
401	ее с	1	1
402	которых и	1	1
403	не могло	2	1
404	найти в	1	1
405	не лучше	1	1
406	не видели	1	1
407	почему это	1	1
408	этих двух	1	1
409	или иная	1	1
410	недостает в	1	1
411	героя а	2	1
412	в области	2	1
413	однако это	1	1
414	ему не	1	1
415	в момент	1	1
416	с разными	1	1
417	героя который	1	1
418	когда мы	1	1
419	есть только	3	1
420	во все	2	1
421	него по	1	1
422	в своего	1	1
423	его с	2	1
424	все еще	3	1
425	на это	2	1
426	родная мать	1	1
427	при анализе	1	1
428	я тебя	2	1
429	и толстой	2	1
430	а затем	3	1
431	можно показать	2	1
432	ее ног	1	1
433	всей своей	1	1
434	в дальнейшем	6	1
435	иначе говоря	1	1
436	может дать	1	1
437	мать перед	1	1
438	нельзя сказать	1	1
439	на нее	1	1
440	в мышлении	2	1
441	особенно в	1	1
442	дерева и	1	1
443	иногда в	2	1
444	это только	1	1
445	наше внимание	1	1
446	жизнь и	1	1
447	является в	1	1
448	с этого	1	1
449	собой и	1	1
450	на что	1	1
451	по себе	2	1
452	это обычно	2	1
453	смысле и	1	1
454	чтобы заставить	1	1
455	он здесь	1	1
456	и здесь	5	1
457	но мы	3	1
458	и что	5	1
459	в глаза	1	1
460	после того	2	1
461	тогда его	1	1
462	нас в	1	1
463	и откуда	1	1
464	а у	2	1
465	путь к	1	1
466	к источнику	1	1
467	или иначе	1	1
468	этот момент	2	1
469	из своего	3	1
470	в другой	3	1
471	тотчас же	1	1
472	еще более	1	1
473	того что	2	1
474	чтобы ответить	1	1
475	уходит в	1	1
476	быть и	1	1
477	по своей	2	1
478	к мотиву	2	1
479	но с	1	1
480	меня и	2	1
481	и толстым	1	1
482	в руку	1	1
483	на своей	1	1
484	к отцу	1	1
485	по мнению	1	1
486	но как	1	1
487	это же	2	1
488	так что	2	1
489	уже в	2	1
490	мы получим	1	1
491	вернуться к	1	1
492	в нашей	1	1
493	в дом	1	1
494	в начале	1	1
495	еще одну	1	1
496	нет у	1	1
497	представить себе	1	1
498	могло бы	2	1
499	ты меня	3	1
500	не для	1	1
501	среди которых	1	1
502	так как	9	1
503	то время	1	1
504	при всей	1	1
505	независимо от	1	1
506	от того	2	1
507	на том	2	1
508	случае с	1	1
509	и даже	4	1
510	этом как	1	1
511	по своим	1	1
512	а именно	3	1
513	это все	1	1
514	такое же	4	1
515	когда герой	4	1
516	предметов которые	1	1
517	выступает в	1	1
518	только по	1	1
519	на смену	3	1
520	а на	4	1
521	его смерти	1	1
522	у меня	1	1
523	на которых	1	1
524	с которым	1	1
525	долгое время	1	1
526	там где	3	1
527	сложен и	1	1
528	животных говорит	1	1
529	мы пока	2	1
530	уже давно	1	1
531	в точности	5	1
532	вступает в	1	1
533	теперь он	1	1
534	и она	1	1
535	какая же	1	1
536	в лесу	12	1
537	из форм	1	1
538	не удается	1	1
539	этого момента	1	1
540	не сразу	3	1
541	власть над	11	1
542	в пределах	1	1
543	жизни пользуется	1	1
544	это своего	1	1
545	к жизни	1	1
546	что за	1	1
547	такого рода	2	1
548	это за	1	1
549	кого же	1	1
550	это его	1	1
551	откуда они	1	1
552	по существу	3	1
553	исходя из	1	1
554	с этой	2	1
555	сказать не	1	1
556	этом случае	3	1
557	но это	3	1
558	от нас	1	1
559	на человека	1	1
560	по дороге	1	1
561	к которому	1	1
562	которых он	1	1
563	что делает	1	1
564	только тогда	3	1
565	что нет	1	1
566	когда является	1	1
567	она уже	1	1
568	его тело	1	1
569	здесь по	1	1
570	бы в	1	1
571	природа этого	1	1
572	на языке	2	1
573	ты это	1	1
574	по ходу	1	1
575	же в	3	1
576	как дело	1	1
577	и вдруг	1	1
578	деревья и	1	1
579	не знает	1	1
580	который перед	1	1
581	только как	1	1
582	другой стороны	4	1
583	все к	1	1
584	точно так	5	1
585	и героем	1	1
586	героя в	7	1
587	это так	1	1
588	к этой	3	1
589	а я	1	1
590	в своих	1	1
591	том числе	1	1
592	героя как	1	1
593	это в	1	1
594	который не	1	1
595	к этому	5	1
596	и вновь	1	1
