N	2gram	Medvedev_U_1	Problema
119	более высокую	1	2
120	нет и	1	2
121	за пределы	1	2
122	относится к	1	2
123	является только	1	2
124	может обойтись	1	2
125	все же	3	2
126	достаточно ясно	1	2
127	более или	1	2
128	в известном	1	2
129	на его	1	2
130	он не	1	2
131	перестает быть	5	2
132	в понятии	1	2
133	и независимо	1	2
134	а его	2	2
135	понятие не	1	2
136	но именно	1	2
137	далеко не	1	2
138	этого не	1	2
139	или менее	1	2
140	в котором	1	2
141	она в	1	2
142	и всякого	1	2
143	буквальном смысле	1	2
144	для себя	1	2
145	и это	1	2
146	но по	1	2
147	художественным произведением	1	2
148	в пределах	1	2
149	не предмет	1	2
150	для этого	3	2
151	и что	1	2
152	в значительной	1	2
153	это было	2	2
154	с его	2	2
155	тот же	1	2
156	в конце	2	2
157	в самом	2	2
158	и прежде	1	2
159	о необходимости	1	2
160	об ее	1	2
161	или по	1	2
162	находятся в	1	2
163	л толстой	1	2
164	произведения искусства	3	2
165	представляется что	1	2
166	этот путь	1	2
167	ни было	3	2
168	в частности	3	2
169	одним из	2	1
170	человека и	1	1
171	он прежде	1	1
172	своими собственными	1	1
173	художественных произведений	2	1
174	другую более	1	1
175	же как	1	1
176	именно к	1	1
177	мы и	2	1
178	чем то	1	1
179	и этого	1	1
180	бы то	3	1
181	не все	2	1
182	первый взгляд	1	1
183	его на	1	1
184	как нам	1	1
185	могли бы	2	1
186	как всякая	1	1
187	роль не	2	1
188	как таковое	1	1
189	самим же	1	1
190	в этот	1	1
191	он в	1	1
192	бы только	1	1
193	на то	1	1
194	как принцип	2	1
195	они в	1	1
196	в первую	1	1
197	не значит	1	1
198	у толстого	1	1
199	работ в	1	1
200	то ни	3	1
201	тем в	1	1
202	связанные с	1	1
203	первую очередь	1	1
204	искусства в	1	1
205	к области	2	1
206	только единство	1	1
207	должно быть	1	1
208	как таковой	2	1
209	на первый	2	1
210	л толстого	1	1
211	в их	4	1
212	на каждом	2	1
213	не как	3	1
214	что при	1	1
215	признать что	1	1
216	в россии	4	1
217	что этот	1	1
218	и вся	1	1
219	этой области	3	1
220	литературы как	1	1
221	образы но	1	1
222	что ему	1	1
223	но что	1	1
224	у него	1	1
225	уж тем	1	1
226	никогда не	1	1
227	ничего не	2	1
228	это то	1	1
229	этого общего	1	1
230	бы значение	1	1
231	с новой	1	1
232	и искусства	1	1
233	так то	1	1
234	и делает	1	1
235	точном смысле	1	1
236	искусства и	1	1
237	не могут	2	1
238	могут быть	2	1
239	количество и	1	1
240	анализа в	1	1
241	что все	2	1
242	только более	1	1
243	начала и	1	1
244	ничего подобного	1	1
245	представлений и	1	1
246	данного произведения	1	1
247	к простому	1	1
248	все его	1	1
249	единства и	1	1
250	нас в	2	1
251	несомненно и	1	1
252	художественного произведения	2	1
253	познания или	1	1
254	достоевского и	1	1
255	того что	1	1
256	отдельности и	1	1
257	обе эти	1	1
258	и быть	1	1
259	так всегда	1	1
260	и творчество	1	1
261	и так	1	1
262	по мнению	1	1
263	таком понимании	1	1
264	с одной	1	1
265	и у	2	1
266	где бы	1	1
267	поэта не	1	1
268	не связанных	1	1
269	превратилось бы	1	1
270	не о	3	1
271	не случайно	2	1
272	само по	1	1
273	тезис о	1	1
274	бы это	1	1
275	толстой в	1	1
276	до сих	2	1
277	самыми разнообразными	1	1
278	и др	1	1
279	до конца	1	1
280	что для	1	1
281	превращается в	2	1
282	своем месте	1	1
283	его как	1	1
284	при более	1	1
285	о чем	2	1
286	на эту	2	1
287	случайно и	1	1
288	где же	1	1
289	одной стороны	1	1
290	анализу и	1	1
291	что же	1	1
292	в отдельности	1	1
293	ней не	1	1
294	другое произведение	1	1
295	для тех	1	1
296	художественное произведение	5	1
297	сих пор	2	1
298	но для	1	1
299	и необходимым	1	1
300	себе еще	1	1
301	случае он	1	1
302	о котором	1	1
303	бы в	1	1
304	конце концов	2	1
305	они находятся	1	1
306	не самые	1	1
307	определяет собою	1	1
308	равно как	1	1
309	что под	1	1
310	он и	1	1
311	в искусстве	6	1
312	это в	1	1
313	невозможна без	1	1
314	как на	1	1
