N	2gram	Losev_Prob_1	Morfolog
151	тем же	1	2
152	что эти	1	2
153	что изучение	1	2
154	что многие	1	2
155	со смертью	1	2
156	есть нечто	11	2
157	время как	1	2
158	мы получаем	3	2
159	как таковая	1	2
160	совсем не	4	2
161	друг на	1	2
162	первый взгляд	1	2
163	и к	1	2
164	более или	3	2
165	то в	5	2
166	как то	1	2
167	сказать о	2	2
168	здесь имеется	1	2
169	не значит	2	2
170	д все	1	2
171	которое может	1	2
172	в нее	1	2
173	можно было	3	2
174	многих других	1	2
175	бы они	1	2
176	в другом	1	2
177	мы уже	5	2
178	это было	2	2
179	с тем	5	2
180	на друга	1	2
181	и тогда	1	2
182	на первый	2	2
183	или менее	3	2
184	для него	2	2
185	и при	2	2
186	что такое	6	2
187	имеется в	1	2
188	таких случаях	2	2
189	отсюда вывод	1	2
190	настоящее время	3	2
191	более точное	1	2
192	однако в	2	2
193	все эти	8	2
194	в таких	2	2
195	что эта	1	2
196	не имеет	2	2
197	одна из	1	2
198	все действие	1	2
199	что ни	2	2
200	и его	3	2
201	так например	1	2
202	в каком	3	2
203	перейти к	4	2
204	для того	8	2
205	оно не	3	2
206	утверждать что	1	2
207	здесь не	7	2
208	то время	1	2
209	и что	9	2
210	если они	1	2
211	не с	1	2
212	ясно что	3	2
213	является в	2	2
214	о том	11	2
215	можно сказать	5	2
216	ни к	1	2
217	и только	4	2
218	того что	7	2
219	быть и	3	2
220	хотя бы	3	2
221	этот вопрос	1	2
222	что он	7	2
223	только в	7	2
224	себя в	1	2
225	уже не	3	2
226	или на	3	2
227	вопроса о	2	2
228	или не	3	2
229	в виде	15	2
230	от других	2	2
231	его и	1	2
232	момент в	2	2
233	без всякой	2	2
234	а эта	2	2
235	но есть	2	2
236	не знает	1	2
237	сказать что	13	2
238	ниже в	1	2
239	что мы	13	2
240	или по	1	2
241	к другой	1	2
242	есть и	3	2
243	но для	3	2
244	их на	1	2
245	тем и	2	2
246	не существует	6	2
247	сразу же	2	2
248	в настоящее	3	2
249	от него	1	2
250	чтобы его	2	2
251	но вот	1	2
252	например на	2	2
253	поставить вопрос	1	2
254	но эти	1	2
255	лиц в	1	2
256	к этому	1	2
257	точно так	4	2
258	равным образом	1	1
259	нужно помнить	1	1
260	здесь получается	1	1
261	не думает	1	1
262	например в	2	1
263	таком случае	6	1
264	функции в	4	1
265	и то	6	1
266	он может	1	1
267	возможны и	1	1
268	как такового	2	1
269	решительно все	1	1
270	сразу и	1	1
271	уже по	1	1
272	он ничего	1	1
273	г в	1	1
274	есть не	6	1
275	очень далеко	1	1
276	или наоборот	1	1
277	это совершенно	4	1
278	на первом	1	1
279	так чтобы	1	1
280	но она	3	1
281	что это	3	1
282	что иное	2	1
283	оно есть	1	1
284	конечно и	1	1
285	в виду	6	1
286	кто же	1	1
287	виду следующее	1	1
288	следовательно в	2	1
289	оказывается что	2	1
290	может дать	1	1
291	котором строится	1	1
292	он был	1	1
293	не имеющий	3	1
294	есть функция	2	1
295	мы еще	1	1
296	мы будем	2	1
297	но как	6	1
298	последовательным и	1	1
299	не то	2	1
300	явлений и	1	1
301	герой как	1	1
302	она есть	5	1
303	или иное	1	1
304	которые не	3	1
305	во что	1	1
306	тем больше	1	1
307	данный момент	1	1
308	дает нам	1	1
309	для всех	1	1
310	что ее	1	1
311	мысль о	1	1
312	вопросом о	1	1
313	говорит что	1	1
314	следовательно для	1	1
315	его к	1	1
316	данный текст	1	1
317	этой цели	1	1
318	никаких возражений	1	1
319	ею только	1	1
320	другом случае	1	1
321	не связаны	1	1
322	то нет	1	1
323	в которой	2	1
324	предметов и	6	1
325	тут и	1	1
326	из этих	2	1
327	не в	4	1
328	думать что	1	1
329	в этой	10	1
330	нами в	1	1
331	во многих	2	1
332	но ведь	3	1
333	этот вывод	1	1
334	на то	8	1
335	их действия	1	1
336	а вовсе	1	1
337	вообще не	2	1
338	что каждая	1	1
339	что она	5	1
340	обозначать и	1	1
341	всех этих	7	1
342	момента в	1	1
343	он пользуется	1	1
344	в россии	1	1
345	ни были	1	1
346	моментов то	1	1
347	предложения и	1	1
348	при ближайшем	2	1
349	и этот	1	1
350	его можно	1	1
351	собственно говоря	2	1
352	но функция	1	1
353	существа к	1	1
354	одно и	1	1
355	по его	2	1
356	в каждом	1	1
357	то ни	1	1
358	связанные с	1	1
359	и может	2	1
360	они должны	1	1
361	в совершенно	1	1
362	или ее	1	1
363	же касается	3	1
364	конечно в	2	1
365	может возникнуть	1	1
366	них не	1	1
367	с другими	2	1
368	и отдельные	1	1
369	то все	1	1
370	все другие	2	1
371	и тем	13	1
372	даже в	1	1
373	постановка вопроса	1	1
374	кажется что	1	1
375	в это	2	1
376	из нее	1	1
377	нет в	1	1
378	о которых	3	1
379	на что	2	1
380	этим и	1	1
381	между собою	7	1
382	и некоторые	1	1
383	как таковой	1	1
384	нисколько не	3	1
385	что данный	1	1
386	и становится	1	1
387	нужно только	1	1
388	имеет огромное	1	1
389	том как	2	1
390	имеет ничего	2	1
391	и их	1	1
392	или точнее	1	1
393	именно и	1	1
394	что данная	1	1
395	в их	4	1
396	мы говорили	4	1
397	имеется и	1	1
398	могло бы	1	1
399	бы мы	3	1
400	из земли	1	1
401	что я	1	1
402	и уж	2	1
403	предмета но	2	1
404	а есть	4	1
405	которые в	2	1
406	при этом	6	1
407	но он	3	1
408	силу и	1	1
409	все это	7	1
410	никак нельзя	3	1
411	без всяких	2	1
412	понимаются как	1	1
413	для нее	1	1
414	есть всегда	1	1
415	тому что	4	1
416	и очень	2	1
417	и обратное	1	1
418	она не	2	1
419	то с	9	1
420	точно и	1	1
421	некоторых случаях	1	1
422	и начинает	1	1
423	что ему	1	1
424	того как	3	1
425	и притом	4	1
426	и сама	2	1
427	в основе	1	1
428	как его	2	1
429	дело не	1	1
430	иметь в	4	1
431	в другое	1	1
432	на анализе	1	1
433	больше чем	2	1
434	эти деньги	1	1
435	этих двух	1	1
436	или как	3	1
437	как на	1	1
438	же он	1	1
439	и делает	3	1
440	одним из	1	1
441	у нас	14	1
442	в окне	1	1
443	является то	2	1
444	в момент	1	1
445	исходить из	1	1
446	если он	1	1
447	должны быть	1	1
448	чем перейти	2	1
449	к тому	3	1
450	той или	5	1
451	не есть	29	1
452	все еще	1	1
453	всегда так	1	1
454	где он	1	1
455	ничего общего	11	1
456	всех случаях	1	1
457	с ее	1	1
458	это будет	1	1
459	без всякого	2	1
460	данном случае	8	1
461	ни стало	1	1
462	нами выше	1	1
463	всей своей	1	1
464	вопрос что	1	1
465	после всех	2	1
466	здесь как	1	1
467	здесь нет	2	1
468	мог бы	1	1
469	на обратном	1	1
470	и с	2	1
471	он служит	1	1
472	которое позволяет	1	1
473	находится в	1	1
474	иное как	2	1
475	видите ли	3	1
476	всех подобных	1	1
477	то возникает	1	1
478	бы то	1	1
479	и просто	1	1
480	он вдруг	2	1
481	того или	2	1
482	их в	4	1
483	как они	2	1
484	доходит до	1	1
485	есть величина	1	1
486	нечто иное	2	1
487	и хочет	1	1
488	он обозначает	2	1
489	функций в	1	1
490	в его	6	1
491	и хорошо	1	1
492	а потому	2	1
493	на одном	2	1
494	во всей	3	1
495	тот момент	1	1
496	что бы	1	1
497	к ней	1	1
498	пр предметы	1	1
499	в него	2	1
500	также для	1	1
501	не зная	1	1
502	уже видели	1	1
503	по собственному	1	1
504	д и	4	1
505	о его	2	1
506	говорить о	6	1
507	как нечто	8	1
508	очень много	3	1
509	который в	1	1
510	но то	1	1
511	литературе и	4	1
512	нам возможность	1	1
513	все они	1	1
514	со всеми	2	1
515	от одной	1	1
516	же и	3	1
517	есть в	5	1
518	видели выше	1	1
519	в нашей	1	1
520	что не	3	1
521	не дает	1	1
522	в данной	1	1
523	за ним	1	1
524	основная функция	1	1
525	ей с	1	1
526	не так	1	1
527	понимает что	1	1
528	всяком случае	3	1
529	здесь перед	3	1
530	ее не	1	1
531	и художественный	1	1
532	между прочим	2	1
533	момент для	1	1
534	он является	1	1
535	время уже	1	1
536	образом что	1	1
537	само собой	2	1
538	и обозначает	1	1
539	без такого	1	1
540	только на	4	1
541	другого и	1	1
542	и даже	11	1
543	со стороны	1	1
544	или иной	5	1
545	даже не	1	1
546	здесь опять	1	1
547	до сих	3	1
548	может и	3	1
549	на ее	1	1
550	которые можно	1	1
551	именно в	4	1
552	здесь нужно	1	1
553	а именно	12	1
554	человека а	2	1
555	как же	3	1
556	еще и	5	1
557	показывает что	1	1
558	многое другое	1	1
559	его из	1	1
560	всеми другими	1	1
561	от другого	2	1
562	ей не	1	1
563	на этот	3	1
564	она является	2	1
565	такое которое	2	1
566	не на	3	1
567	о чем	6	1
568	существу и	1	1
569	могут рассматриваться	1	1
570	дому и	1	1
571	то сколько	1	1
572	уже давно	2	1
573	входить в	1	1
574	вступает в	1	1
575	но оно	1	1
576	является его	1	1
577	нет то	1	1
578	другое место	1	1
579	можно будет	2	1
580	и начала	2	1
581	других случаях	2	1
582	в одной	1	1
583	смысл который	1	1
584	но такое	2	1
585	нет а	1	1
586	в брак	1	1
587	по своему	9	1
588	ли его	2	1
589	в данном	9	1
590	что за	1	1
591	на тот	2	1
592	в течение	1	1
593	они все	1	1
594	одновременно с	1	1
595	в отдельности	4	1
596	отношения к	1	1
597	который для	1	1
598	это значит	1	1
599	как будто	3	1
600	что же	9	1
601	с этой	1	1
602	сих пор	3	1
603	не будем	2	1
604	только для	3	1
605	же самое	9	1
606	у вас	2	1
607	помнить что	3	1
608	здесь прежде	1	1
609	ниже мы	2	1
610	с большой	1	1
611	указать на	1	1
612	но на	1	1
613	боя и	2	1
614	к данной	1	1
615	или другой	1	1
616	не представляет	1	1
617	для нас	5	1
618	и все	7	1
619	и ни	4	1
620	д здесь	1	1
621	или вообще	2	1
622	значения для	1	1
623	здесь только	2	1
624	не будет	2	1
625	со мной	1	1
626	а ведь	1	1
627	этот же	1	1
628	нет но	1	1
629	одновременно и	1	1
630	не что	2	1
631	содержится в	1	1
632	которые имеют	1	1
633	огромное значение	1	1
634	чтобы ее	1	1
635	например может	1	1
636	в таком	9	1
637	во всяком	7	1
