N	2gram	Tiupa_Teor_1	Narrotol
97	являет собой	2	4
98	для него	2	4
99	слова в	2	4
100	у нее	1	4
101	или иной	4	4
102	прежде всего	2	4
103	из наиболее	1	4
104	о чем	1	4
105	мира в	1	4
106	и конца	1	4
107	однако и	1	4
108	в третьем	1	4
109	имеет место	2	4
110	и состоит	1	4
111	также и	1	3
112	и то	2	3
113	идет о	1	3
114	жизни героя	1	3
115	всего лишь	6	3
116	мы имеем	7	3
117	но как	1	3
118	в центре	1	3
119	в своем	4	3
120	и как	2	3
121	создает эффект	2	3
122	к чему	2	3
123	в целом	3	3
124	в нашем	4	3
125	большей части	1	3
126	но именно	1	3
127	он не	3	3
128	для того	1	3
129	подобно тому	1	3
130	это не	2	3
131	по мысли	1	3
132	начала и	1	3
133	в жизни	2	3
134	в слове	3	3
135	и конец	1	3
136	себя внимание	1	3
137	в ходе	4	3
138	и ее	3	3
139	тем не	3	3
140	их в	3	3
141	однако в	7	3
142	не менее	4	3
143	в русской	6	3
144	картины мира	1	3
145	присутствия в	6	3
146	обращает на	1	3
147	как будто	2	3
148	у нас	2	3
149	золотого сечения	1	3
150	и о	4	3
151	различного рода	1	3
152	о ней	2	3
153	сводится к	5	3
154	обращается к	2	3
155	лишь в	6	3
156	в конечном	6	3
157	между тем	5	3
158	что он	1	3
159	в состав	6	3
160	по отношению	4	3
161	в прозе	2	3
162	в пространстве	2	3
163	может служить	2	3
164	не говорит	1	3
165	в финале	3	3
166	именно в	3	3
167	при всей	1	3
168	по большей	1	3
169	начало и	1	3
170	не было	1	3
171	из участников	1	3
172	как это	8	3
173	текста в	3	3
174	тому как	1	3
175	главного героя	1	3
176	это уже	1	3
177	не является	4	3
178	в следующей	2	3
179	не существует	1	3
180	в поле	1	3
181	жизни а	1	3
182	первом случае	1	3
183	отношению к	4	3
184	что в	9	3
185	а о	1	2
186	именно эта	1	2
187	знаком если	1	2
188	тем же	1	2
189	речевой деятельности	1	2
190	героя но	1	2
191	и для	2	2
192	высказывания в	3	2
193	в сущности	1	2
194	не вполне	2	2
195	жизни как	4	2
196	между собой	3	2
197	в чем	1	2
198	чем это	2	2
199	для обозначения	1	2
200	если в	2	2
201	отличие от	6	2
202	отнюдь не	3	2
203	в той	2	2
204	если она	1	2
205	кто говорит	3	2
206	сознания в	1	2
207	дамы с	1	2
208	зрения как	1	2
209	участок текста	2	2
210	в известном	1	2
211	раз в	1	2
212	роль в	2	2
213	на две	3	2
214	на то	1	2
215	не могла	1	2
216	в случае	1	2
217	героя к	1	2
218	ключ к	2	2
219	художественного высказывания	3	2
220	и вот	3	2
221	отрезок времени	1	2
222	заключает в	1	2
223	одно и	1	2
224	течения жизни	1	2
225	не будет	2	2
226	говорил о	1	2
227	входит в	1	2
228	это было	2	2
229	я в	16	2
230	и иных	1	2
231	жизни но	2	2
232	и того	3	2
233	в этих	3	2
234	в войне	2	2
235	сводятся к	2	2
236	в отличие	6	2
237	войне и	2	2
238	через посредство	1	2
239	в повести	2	2
240	из нас	1	2
241	она не	1	2
242	дело в	2	2
243	и сама	1	2
244	дело не	2	2
245	не могло	2	2
246	казалось бы	2	2
247	такова что	1	2
248	этих двух	2	2
249	и мире	2	2
250	и является	2	2
251	связи с	1	2
252	к жизни	2	2
253	втором эпизоде	1	2
254	же самое	1	2
255	в своего	1	2
256	оно не	1	2
257	как мы	1	2
258	у себя	1	2
259	значения и	2	2
260	с ее	3	2
261	свою очередь	2	2
262	здесь не	1	2
263	другой стороны	5	2
264	по сути	2	2
265	классического реализма	1	2
266	в произведении	3	2
267	в пределах	5	2
268	с языком	2	2
269	что может	2	2
270	маркированном положении	1	2
271	особенно в	1	2
272	точек зрения	1	2
273	ситуации и	1	2
274	имеем дело	2	2
275	за пределами	5	2
276	никак не	1	2
277	внутреннего зрения	11	2
278	с другой	7	2
279	времени в	2	2
280	это была	1	2
281	художественных текстах	1	2
282	тем или	1	2
283	в форме	2	2
284	и только	1	2
285	не сводится	4	2
286	глядя на	1	2
287	известном смысле	1	2
288	с появлением	1	2
289	с ними	1	2
290	дело с	1	2
291	они могут	1	2
292	который в	2	2
293	себя в	6	2
294	только на	1	2
295	в равной	3	2
296	в конце	2	2
297	к ним	1	2
298	в особенности	1	2
299	и даже	2	2
300	в области	4	2
301	в результате	1	2
302	как у	1	2
303	в кадры	2	2
304	на ее	1	2
305	весь текст	1	2
306	рассказа на	1	2
307	было и	1	2
308	и притом	2	2
309	что не	1	2
310	героя и	5	2
311	а на	3	2
312	и составляет	3	2
313	человеческой жизни	1	2
314	могут служить	2	2
315	если не	1	2
316	вместе с	2	2
317	к его	2	2
318	системы эпизодов	2	2
319	в присутствии	2	2
320	смысл не	1	2
321	по своему	2	2
322	в художественных	1	2
323	в первой	5	2
324	встречи с	1	2
325	текста как	4	2
326	мыслится как	1	2
327	быть и	2	2
328	о его	1	2
329	членится на	1	2
330	нести в	1	2
331	в связи	1	2
332	и от	1	2
333	не подлежит	1	2
334	в году	1	2
335	которая в	1	2
336	тот кто	2	2
337	или иным	3	2
338	в маркированном	1	2
339	равной степени	3	2
340	жизни в	2	2
341	в романе	3	2
342	между ними	4	2
343	сказать что	3	2
344	в свою	3	2
345	все что	1	2
346	в роли	3	2
347	может или	1	1
348	заслоняется крупным	1	1
349	искусства слова	3	1
350	и наиболее	1	1
351	обращена к	1	1
352	говоря о	3	1
353	он стоит	1	1
354	одним из	2	1
355	же как	1	1
356	чтобы не	1	1
357	связи между	1	1
358	крупным планом	2	1
359	значении этого	3	1
360	говорилось выше	1	1
361	другому человеку	1	1
362	в самостоятельный	1	1
363	белую шею	1	1
364	ходе чтения	1	1
365	вдруг заслоняется	1	1
366	героя ему	1	1
367	и до	1	1
368	читателю ракурс	1	1
369	соответствовало бы	1	1
370	например в	1	1
371	жизни по	1	1
372	конце предыдущего	1	1
373	героя оказывается	1	1
374	смысле можно	1	1
375	место лишь	1	1
376	говоря и	2	1
377	организации текста	1	1
378	этом не	1	1
379	в каждый	1	1
380	зрения читателя	1	1
381	что иное	1	1
382	принадлежит к	3	1
383	из того	1	1
384	этого термина	1	1
385	картину в	1	1
386	пребывания в	1	1
387	вводятся автором	1	1
388	хх веке	1	1
389	иное как	1	1
390	бы то	1	1
391	мысли м.м	1	1
392	единства фразы	1	1
393	тем как	1	1
394	это бывает	1	1
395	могло быть	2	1
396	роль принадлежит	2	1
397	а только	3	1
398	дело обстоит	1	1
399	не входит	1	1
400	свою жизнь	2	1
401	не все	3	1
402	взглядом очень	1	1
403	человеческих отношений	1	1
404	отношение к	5	1
405	такого кадра	1	1
406	центрального героя	1	1
407	эпизоде в	1	1
408	нередко в	1	1
409	и я	1	1
410	очередь членится	1	1
411	и соответствующих	1	1
412	кадрового единства	1	1
413	человеческого бытия	2	1
414	о жизни	1	1
415	еще и	1	1
416	обращения к	1	1
417	не два	1	1
418	искусстве слова	2	1
419	целый ряд	1	1
420	литературной практике	1	1
421	движется один	1	1
422	от ее	1	1
423	мягкую белую	1	1
424	и к	3	1
425	самом начале	2	1
426	в точке	2	1
427	в действительности	1	1
428	читателя находится	1	1
429	в противоположность	2	1
430	и автора	2	1
431	говорит а	1	1
432	для которого	1	1
433	со своей	3	1
434	или пожелает	1	1
435	шире и	1	1
436	еще на	1	1
437	действия и	1	1
438	в которой	2	1
439	из жизни	1	1
440	в литературном	1	1
441	что это	1	1
442	состоит как	1	1
443	за это	1	1
444	то я	1	1
445	во многих	1	1
446	неизбежно принадлежит	1	1
447	этом что	1	1
448	и усиленная	1	1
449	следующей главе	1	1
450	что автор	1	1
451	приводит к	5	1
452	отношение между	1	1
453	что даже	1	1
454	наиболее очевидным	1	1
455	но на	1	1
456	всей его	1	1
457	кадры читательского	1	1
458	что она	2	1
459	поэтому вслед	1	1
460	в лирике	2	1
461	в реальной	1	1
462	пожелает представить	1	1
463	друга местом	1	1
464	в силу	1	1
465	уже говорилось	1	1
466	выступает система	1	1
467	определенного смысла	1	1
468	содержит в	1	1
469	на земле	1	1
470	в начальном	1	1
471	и по	2	1
472	соответствии со	1	1
473	вести речь	1	1
474	его составе	1	1
475	таким образом	3	1
476	ментальному зрению	1	1
477	значительной степени	1	1
478	однако все	2	1
479	то ни	1	1
480	могла бы	2	1
481	быть однозначно	1	1
482	во внешнем	1	1
483	деталей в	1	1
484	к полноте	1	1
485	значение в	1	1
486	мальчик лет	1	1
487	том случае	1	1
488	той же	1	1
489	жалостливая барышня	1	1
490	особенности в	1	1
491	нашем случае	2	1
492	планом заключительного	1	1
493	его в	2	1
494	второй половины	1	1
495	восприятия в	1	1
496	с другими	5	1
497	самая тривиальная	1	1
498	свести к	1	1
499	в молчание	1	1
500	в речевом	1	1
501	в итоге	2	1
502	провел с	1	1
503	видения в	1	1
504	далеко не	2	1
505	стремился к	1	1
506	фокусирующих восприятие	1	1
507	зрения или	1	1
508	в ее	5	1
509	с тем	1	1
510	кадра входит	1	1
511	первые два	1	1
512	этой цепочки	1	1
513	кладет начало	1	1
514	поименованное в	1	1
515	ведет к	1	1
516	и тоже	1	1
517	автора и	1	1
518	определений таков	1	1
519	бы место	1	1
520	или менее	2	1
521	является непосредственным	1	1
522	составом участников	1	1
523	иронически дискредитирует	1	1
524	или точнее	1	1
525	ведущая роль	1	1
526	не становится	1	1
527	с точки	3	1
528	в их	2	1
529	композиционных форм	5	1
530	от его	1	1
531	исчезает и	1	1
532	но во	1	1
533	теми же	1	1
534	жизни является	1	1
535	по крайней	1	1
536	на языке	2	1
537	ни было	1	1
538	внимание и	1	1
539	и предполагает	1	1
540	значимость в	1	1
541	ударном положении	1	1
542	и наоборот	1	1
543	он выступает	1	1
544	реплики и	1	1
545	даже в	3	1
546	случае мы	1	1
547	тому что	2	1
548	состоящий в	1	1
549	система ценностей	1	1
550	возникает в	1	1
551	так как	1	1
552	присутствия во	1	1
553	его личности	1	1
554	в повествовательном	1	1
555	до известной	2	1
556	человеческого я	3	1
557	очевидная граница	1	1
558	системы голосов	1	1
559	это существенно	1	1
560	достигается не	1	1
561	при соответствующей	1	1
562	обстоит иначе	1	1
563	текста но	1	1
564	самостоятельный эпизод	2	1
565	состав такого	1	1
566	полные розовые	1	1
567	коммуникативного события	1	1
568	это еще	1	1
569	характеристика душечки	1	1
570	и отсутствие	1	1
571	а тот	1	1
572	для всех	1	1
573	жизни не	1	1
574	парадоксальное сочетание	1	1
575	слова как	3	1
576	вследствие того	1	1
577	розовые щеки	1	1
578	по своей	3	1
579	в.ф асмус	1	1
580	перерывом во	1	1
581	в перспективе	1	1
582	с читателем	1	1
583	последовательно вводятся	1	1
584	не принадлежит	2	1
585	даже самая	2	1
586	и делает	1	1
587	искусством непрямого	1	1
588	однако это	1	1
589	ему не	1	1
590	что душевная	1	1
591	тем это	1	1
592	в момент	2	1
593	в мировой	1	1
594	тургенева в	1	1
595	могут быть	4	1
596	душечки постепенно	1	1
597	еще одна	1	1
598	временем действия	1	1
599	отличается от	2	1
600	а читателем	1	1
601	для такого	1	1
602	указывает на	1	1
603	не предполагает	1	1
604	состоит во	1	1
605	предшествующих характеристик	1	1
606	что словно	1	1
607	для героя	1	1
608	подчеркнуть что	1	1
609	обычно в	1	1
610	должен быть	1	1
611	на мягкую	1	1
612	наиболее существенным	1	1
613	и открывает	1	1
614	с темной	1	1
615	тексты способны	1	1
616	от ситуации	1	1
617	от друга	1	1
618	в виду	5	1
619	говорит и	2	1
620	здесь также	1	1
621	для читателя	2	1
622	в организации	2	1
623	реальной действительности	1	1
624	речи такова	1	1
625	как знак	1	1
626	ее полные	1	1
627	только то	1	1
628	всей своей	1	1
629	в более	1	1
630	восприятие определений	1	1
631	однако эта	2	1
632	различие между	1	1
633	непрямого говорения	1	1
634	и сам	1	1
635	что каждый	2	1
636	в другом	3	1
637	переход к	1	1
638	на нее	1	1
639	щеки на	1	1
640	не ограничивается	2	1
641	не с	3	1
642	каждого из	1	1
643	эпизода как	1	1
644	мог бы	3	1
645	на которую	1	1
646	осуществляется в	1	1
647	с собой	1	1
648	вошел в	1	1
649	в окружающей	1	1
650	имеет дело	1	1
651	во второй	7	1
652	наше внимание	1	1
653	размежеванию с	1	1
654	но у	1	1
655	с героем	1	1
656	является в	1	1
657	происходит вследствие	1	1
658	остановимся на	1	1
659	ментальному слуху	1	1
660	и вся	1	1
661	в общеязыковом	1	1
662	и здесь	2	1
663	по замечанию	1	1
664	мира героев	1	1
665	сути своей	1	1
666	некоторый смысл	1	1
667	это происходит	1	1
668	определенным образом	2	1
669	в глаза	2	1
670	ракурс видения	1	1
671	имея в	1	1
672	тихая добродушная	1	1
673	в смерти	1	1
674	первого эпизода	2	1
675	в значительной	1	1
676	художественного смысла	1	1
677	прочих видов	1	1
678	фразы устанавливает	1	1
679	под именем	1	1
680	и авторской	1	1
681	во всех	1	1
682	задаваемый читателю	1	1
683	русской литературе	2	1
684	аналогичным образом	2	1
685	организации кадров	1	1
686	бахтин говорил	1	1
687	чиновника или	1	1
688	нуждается в	1	1
689	пределах кадрового	1	1
690	что и	2	1
691	крайней мере	1	1
692	чем и	1	1
693	две половины	1	1
694	не более	1	1
695	и составом	1	1
696	местом временем	1	1
697	вслед за	2	1
698	насыщенный деталями	1	1
699	в художественной	1	1
700	также в	1	1
701	было введено	1	1
702	здесь выступает	1	1
703	не тот	1	1
704	человека как	1	1
705	не несет	1	1
706	текста на	1	1
707	с той	1	1
708	в формах	2	1
709	область значений	1	1
710	находится или	1	1
711	очень здоровая	1	1
712	поле зрения	1	1
713	оно и	1	1
714	в двух	1	1
715	земного бытия	1	1
716	структуре текста	3	1
717	знаков в	2	1
718	тот же	1	1
719	речь о	1	1
720	одной из	2	1
721	усматривая в	1	1
722	зрения в	1	1
723	даже если	1	1
724	до нас	1	1
725	впрочем и	1	1
726	кадры повествования	1	1
727	сложности и	1	1
728	между этими	1	1
729	бы ни	1	1
730	их не	1	1
731	на мир	1	1
732	повествования а	2	1
733	от событийности	1	1
734	с одной	2	1
735	с которыми	1	1
736	к одному	1	1
737	входит лишь	1	1
738	того же	3	1
739	знаковой системы	6	1
740	второй и	2	1
741	как духовного	1	1
742	русского языка	1	1
743	свидетельствует о	1	1
744	с кротким	1	1
745	подхваченная и	1	1
746	другими людьми	1	1
747	в душе	8	1
748	конечном счете	6	1
749	что сама	2	1
750	только одно	1	1
751	внутренней жизни	1	1
752	смерти чиновника	1	1
753	этом в	1	1
754	постепенно углубляемая	1	1
755	или даже	4	1
756	представить себе	1	1
757	приходится в	1	1
758	душевная характеристика	1	1
759	устанавливает задаваемый	1	1
760	конструктивную основу	1	1
761	художественная литература	1	1
762	здоровая порядок	1	1
763	или движется	1	1
764	не случайно	5	1
765	случае не	2	1
766	определял как	1	1
767	человек как	1	1
768	от языковой	1	1
769	в случаях	1	1
770	тем что	1	1
771	писал в.ф	1	1
772	выступает одновременно	1	1
773	следует признать	1	1
774	речевыми характеристиками	1	1
775	друг от	1	1
776	момент в	1	1
777	самоактуализации личности	1	1
778	была тихая	1	1
779	не оказывается	1	1
780	на уровне	2	1
781	следует подчеркнуть	2	1
782	таков что	1	1
783	и ему	1	1
784	кругозора героя	1	1
785	вследствие этой	2	1
786	к нашему	2	1
787	не обязательно	1	1
788	до этого	1	1
789	очевидным образом	1	1
790	а именно	2	1
791	этого значения	1	1
792	для этого	1	1
793	автором в	1	1
794	наконец в	1	1
795	в отсутствие	1	1
796	а с	3	1
797	общеязыковом отношении	1	1
798	нового времени	3	1
799	который от	1	1
800	каждый малый	1	1
801	что для	1	1
802	говорит о	1	1
803	в хх	1	1
804	может отсутствовать	1	1
805	является искусством	2	1
806	одной стороны	2	1
807	параллелизма если	1	1
808	абзаца в	1	1
809	не на	2	1
810	окружающих его	1	1
811	уже до	1	1
812	в комнате	1	1
813	знака при	1	1
814	одну из	1	1
815	души вдруг	1	1
816	понятие о	2	1
817	литература является	1	1
818	специфически человеческий	1	1
819	деталями кадр	1	1
820	добродушная жалостливая	1	1
821	и слово	1	1
822	ближе к	1	1
823	художественного целого	4	1
824	и любое	1	1
825	чеховского студента	1	1
826	один отдельный	1	1
827	с помощью	1	1
828	в финальной	1	1
829	на фоне	2	1
830	о себе	2	1
831	одно слово	2	1
832	в лесу	1	1
833	так же	2	1
834	модус существования	1	1
835	тривиальная в	1	1
836	субъекта и	2	1
837	и потому	2	1
838	в рамках	7	1
839	со словом	1	1
840	сути дела	1	1
841	к бытию	1	1
842	себя за	1	1
843	не становясь	1	1
844	этих случаях	1	1
845	мире толстого	1	1
846	мировой жизни	1	1
847	глядела на	1	1
848	начале этой	1	1
849	в европейской	1	1
850	к ситуации	1	1
851	читаем это	1	1
852	от лат	7	1
853	рамках одного	1	1
854	кадр внутреннего	1	1
855	не обретает	1	1
856	текста так	1	1
857	в контексте	3	1
858	слова и	1	1
859	художественное произведение	1	1
860	облекается в	2	1
861	как один	1	1
862	своей жизни	2	1
863	развернута в	1	1
864	все это	2	1
865	в культуре	2	1
866	числе и	1	1
867	фигуры и	1	1
868	это явление	1	1
869	кротким мягким	1	1
870	искусства это	2	1
871	сам же	1	1
872	одного и	3	1
873	известной степени	3	1
874	каким бы	1	1
875	шею с	1	1
876	искусство слова	2	1
877	лишь поименованное	1	1
878	о котором	1	1
879	ибо без	1	1
880	утрачивает свою	1	1
881	нового эпизода	2	1
882	собственно говоря	1	1
883	мягким взглядом	1	1
884	отдельный кадр	1	1
885	тем более	1	1
886	в динамике	1	1
887	переносом в	1	1
888	ценностной позиции	2	1
889	все они	1	1
890	м.м бахтина	3	1
891	оказывается всего	1	1
892	отношении к	2	1
893	порядок фокусирующих	1	1
894	поскольку не	2	1
895	читательского восприятия	2	1
896	от первого	1	1
897	стороны бытия	1	1
898	слова с	1	1
899	не знает	3	1
900	а со	1	1
901	была бы	3	1
902	речи и	2	1
903	впервые в	1	1
904	кадров внутреннего	7	1
905	совершенно не	1	1
906	это на	1	1
907	не сами	1	1
908	композиционная форма	2	1
909	поведения в	1	1
910	только о	1	1
911	барышня с	1	1
912	более или	2	1
913	рассказе чехова	1	1
914	тексте а	1	1
915	и б	1	1
916	в ударном	1	1
917	например так	1	1
918	в искусстве	6	1
919	случае если	1	1
920	по поводу	1	1
921	зрению читателя	1	1
922	как знаками	2	1
923	малый отрезок	1	1
924	жизни оказывается	2	1
925	точно так	1	1
926	том числе	2	1
927	они не	1	1
