N	2gram	Losev_Dial_2	DiskursI
220	о чем	3	2
221	к его	1	2
222	что же	2	2
223	представляет себе	1	2
224	на мой	1	2
225	или в	2	2
226	о котором	3	2
227	своей собственной	1	2
228	и все	12	2
229	будто бы	3	2
230	или меньшей	1	2
231	хотя в	2	2
232	опыта в	1	2
233	может и	2	2
234	не говоря	2	2
235	мифа как	1	2
236	это в	1	2
237	они не	3	2
238	как известно	2	1
239	речь идет	1	1
240	таком случае	3	1
241	чтобы не	6	1
242	мы к	1	1
243	не остается	1	1
244	сам по	3	1
245	и то	7	1
246	бытия а	1	1
247	этом пункте	1	1
248	самом деле	4	1
249	на самом	2	1
250	это и	3	1
251	всего это	1	1
252	идет о	1	1
253	миф который	1	1
254	и до	1	1
255	обойтись без	1	1
256	из всякого	1	1
257	этого является	1	1
258	в становлении	2	1
259	только благодаря	1	1
260	говорить о	5	1
261	но она	1	1
262	я не	6	1
263	но уже	1	1
264	мы и	1	1
265	нами во	1	1
266	быть осуществлено	1	1
267	что оба	1	1
268	себе а	1	1
269	утверждаю что	1	1
270	вещь в	1	1
271	на них	1	1
272	он сам	1	1
273	не могу	6	1
274	как таковая	1	1
275	некое специфическое	1	1
276	ее к	1	1
277	они имеют	1	1
278	а только	3	1
279	оно в	1	1
280	не то	5	1
281	только потому	2	1
282	и всякий	1	1
283	себе и	3	1
284	тут же	4	1
285	мы называем	1	1
286	нет и	1	1
287	отличаются от	1	1
288	что они	6	1
289	форме и	1	1
290	и читатель	1	1
291	независимо от	4	1
292	его на	1	1
293	с их	1	1
294	и нет	2	1
295	бы я	1	1
296	в меру	4	1
297	тем же	2	1
298	есть его	1	1
299	или иную	1	1
300	из мифа	1	1
301	в которой	2	1
302	бы и	2	1
303	отношения с	1	1
304	что это	10	1
305	образом и	1	1
306	не был	1	1
307	он в	1	1
308	из этих	1	1
309	и пространства	2	1
310	по преимуществу	1	1
311	мифа и	4	1
312	другом случае	1	1
313	самых простых	1	1
314	жизнь как	1	1
315	на то	1	1
316	выходя за	2	1
317	быть только	2	1
318	что она	14	1
319	в определенном	2	1
320	быть еще	1	1
321	она еще	1	1
322	время и	2	1
323	он не	4	1
324	всех этих	3	1
325	не к	1	1
326	содержит в	4	1
327	на земле	1	1
328	свое время	1	1
329	можно даже	1	1
330	чем она	1	1
331	может существовать	3	1
332	как нельзя	2	1
333	одно и	4	1
334	но все	2	1
335	не будет	2	1
336	философии или	1	1
337	и может	6	1
338	есть все	1	1
339	значение в	1	1
340	своих состояний	1	1
341	в мире	2	1
342	на все	2	1
343	говорить не	1	1
344	можно принять	1	1
345	с целью	2	1
346	все их	1	1
347	при помощи	1	1
348	общества в	1	1
349	может стать	1	1
350	действительности в	1	1
351	которая как	1	1
352	на почве	1	1
353	этом смысле	1	1
354	в жизни	2	1
355	только лишь	2	1
356	с этой	1	1
357	с тем	2	1
358	со своими	1	1
359	и вне	1	1
360	более не	1	1
361	мы не	1	1
362	определенного рода	2	1
363	слова и	1	1
364	потому и	1	1
365	как таковой	4	1
366	в этих	3	1
367	во время	2	1
368	бы на	1	1
369	и при	2	1
370	она сама	3	1
371	или точнее	3	1
372	что такое	3	1
373	с точки	8	1
374	оно живет	1	1
375	нейтральное к	1	1
376	от его	1	1
377	тем не	2	1
378	и эти	1	1
379	и более	3	1
380	том и	1	1
381	не должно	2	1
382	необходимо чтобы	2	1
383	образ не	1	1
384	между двумя	1	1
385	если их	1	1
386	даже не	1	1
387	виду что	2	1
388	самого начала	2	1
389	не имеет	1	1
390	и притом	7	1
391	не по	2	1
392	образом в	1	1
393	о них	1	1
394	но только	3	1
395	не все	1	1
396	действительно в	2	1
397	еще для	1	1
398	во всем	1	1
399	это слово	1	1
400	и теперь	1	1
401	быть ни	1	1
402	на него	2	1
403	как будто	7	1
404	этом отношении	1	1
405	и делает	2	1
406	что на	2	1
407	в каком	4	1
408	личности в	8	1
409	и оно	1	1
410	ни о	2	1
411	не могут	4	1
412	на границе	1	1
413	встречается в	1	1
414	и должно	2	1
415	когда мы	3	1
416	во все	2	1
417	об одном	1	1
418	и другим	1	1
419	его с	3	1
420	как некое	1	1
421	если же	1	1
422	и это	5	1
423	в театре	1	1
424	ни даже	1	1
425	своего развития	1	1
426	чем не	1	1
427	здесь не	1	1
428	и от	3	1
429	мысль о	1	1
430	что всякая	3	1
431	чтобы быть	1	1
432	только то	4	1
433	с самого	2	1
434	только через	2	1
435	начиная от	1	1
436	те же	1	1
437	здесь как	1	1
438	мог бы	1	1
439	данной сферы	1	1
440	том как	2	1
441	что бывает	2	1
442	из одного	1	1
443	быть в	4	1
444	возможна только	1	1
445	к одной	1	1
446	все прочие	1	1
447	среди всех	1	1
448	на что	1	1
449	по их	1	1
450	нас в	1	1
451	а напротив	1	1
452	к нему	4	1
453	тем или	2	1
454	вполне ясным	1	1
455	нет у	1	1
456	а потому	2	1
457	отличалась от	1	1
458	наконец в	1	1
459	аффектов и	1	1
460	и мы	3	1
461	что здесь	2	1
462	с ними	2	1
463	для понятия	1	1
464	уже одно	1	1
465	и действительно	1	1
466	с термином	1	1
467	могу не	1	1
468	и кончая	1	1
469	всех его	1	1
470	к мифу	1	1
471	времени как	1	1
472	со всеми	1	1
473	суть не	1	1
474	которое уже	1	1
475	я в	1	1
476	только на	1	1
477	ее а	1	1
478	разные времена	1	1
479	то и	1	1
480	в виде	2	1
481	специальная сфера	1	1
482	если в	2	1
483	его и	1	1
484	но для	1	1
485	ту или	1	1
486	очевидно что	2	1
487	и их	3	1
488	всяком случае	2	1
489	и повседневное	1	1
490	в прошлом	1	1
491	в конце	2	1
492	очевидно не	1	1
493	не о	1	1
494	друг друга	1	1
495	мы можем	1	1
496	не выходя	2	1
497	как раз	5	1
498	момент в	2	1
499	но эти	1	1
500	в области	2	1
501	с другим	1	1
502	до сих	2	1
503	может ли	1	1
504	того это	1	1
505	сюда же	1	1
506	и тождества	1	1
507	а именно	5	1
508	в каких	2	1
509	и прежде	2	1
510	было бы	3	1
511	представляет собою	1	1
512	еще и	1	1
513	было и	1	1
514	же о	1	1
515	себя и	1	1
516	говорит о	1	1
517	связано с	1	1
518	только по	1	1
519	от этого	3	1
520	в любой	2	1
521	поэзия не	1	1
522	ничем не	1	1
523	не на	2	1
524	принципиально не	1	1
525	этом основании	1	1
526	на который	2	1
527	в одно	5	1
528	несмотря на	2	1
529	в связи	4	1
530	вместе с	2	1
531	как это	7	1
532	из трех	1	1
533	только его	1	1
534	мифа в	4	1
535	остается и	1	1
536	в той	3	1
537	обязательно нечто	1	1
538	утверждение в	2	1
539	да и	6	1
540	она вся	1	1
541	архитектоническая форма	1	1
542	к чему	1	1
543	понимать как	3	1
544	только о	2	1
545	быть и	4	1
546	сих пор	2	1
547	оба они	1	1
548	не об	1	1
549	в чем	3	1
550	характеризуется не	1	1
551	в смысле	5	1
552	о мире	1	1
553	и собственно	1	1
554	при всем	1	1
555	есть она	1	1
556	тех или	2	1
557	это уже	2	1
558	и времени	5	1
559	и часто	2	1
560	бытия суть	1	1
561	в миф	2	1
562	не существует	1	1
563	понятно что	2	1
564	я всегда	1	1
565	в результате	2	1
566	вопрос о	3	1
567	это как	3	1
568	а к	1	1
569	или иным	2	1
570	развития и	1	1
571	себя самого	1	1
572	лежали в	1	1
573	или нет	3	1
574	у достоевского	1	1
575	от того	4	1
576	тем более	1	1
577	может избежать	1	1
578	мы должны	2	1
579	но это	7	1
580	или не	2	1
581	в мифе	16	1
582	личности и	6	1
583	в системе	2	1
584	здесь только	1	1
585	не знает	1	1
586	как нечто	4	1
587	и также	1	1
588	или иного	1	1
589	в отдельности	1	1
590	в свое	1	1
591	на своем	1	1
592	в голову	1	1
593	событиях и	1	1
594	также не	1	1
595	по причине	1	1
596	который не	1	1
597	им и	1	1
598	в таком	4	1
